Time,dicks_sporting_goods
2022-09-06,45.256899055918666
2022-09-07,44.84313725490196
2022-09-08,46.17066085693537
2022-09-09,46.17066085693537
2022-09-10,61.11837327523602
2022-09-11,58.37708787218591
2022-09-12,41.68809005083514
2022-09-13,47.08442265795207
2022-09-14,43.01561365286855
2022-09-15,49.825708061002175
2022-09-16,52.06699346405229
2022-09-17,62.03213507625272
2022-09-18,57.0495642701525
2022-09-19,43.92937545388526
2022-09-20,43.92937545388526
2022-09-21,41.18809005083514
2022-09-22,44.84313725490196
2022-09-23,48.91194625998547
2022-09-24,59.790849673202615
2022-09-25,58.37708787218591
2022-09-26,43.92937545388526
2022-09-27,41.18809005083514
2022-09-28,44.68627450980392
2022-09-29,47.168845315904136
2022-09-30,47.168845315904136
2022-10-01,57.09912854030501
2022-10-02,58.75417574437182
2022-10-03,41.37618010167029
2022-10-04,43.031227305737104
2022-10-05,48.82389251997095
2022-10-06,44.68627450980392
2022-10-07,48.82389251997095
2022-10-08,56.2716049382716
2022-10-09,53.78903413217139
2022-10-10,21.515613652868552
2022-10-11,11.585330428467683
2022-10-12,12.412854030501089
2022-10-13,11.585330428467683
2022-10-14,13.240377632534495
2022-10-15,14.895424836601306
2022-10-16,14.0679012345679
2022-10-17,12.412854030501089
2022-10-18,12.412854030501089
2022-10-19,11.585330428467683
2022-10-20,10.757806826434276
2022-10-21,11.585330428467683
2022-10-22,14.895424836601306
2022-10-23,13.240377632534495
2022-10-24,10.757806826434276
2022-10-25,10.757806826434276
2022-10-26,9.93028322440087
2022-10-27,9.93028322440087
2022-10-28,10.757806826434276
2022-10-29,13.240377632534495
2022-10-30,11.585330428467683
2022-10-31,8.27523602033406
2022-11-01,8.27523602033406
2022-11-02,9.102759622367465
2022-11-03,9.93028322440087
2022-11-04,10.757806826434276
2022-11-05,14.0679012345679
2022-11-06,14.0679012345679
2022-11-07,9.93028322440087
2022-11-08,9.93028322440087
2022-11-09,9.93028322440087
2022-11-10,9.93028322440087
2022-11-11,13.240377632534495
2022-11-12,14.895424836601306
2022-11-13,15.722948438634713
2022-11-14,11.585330428467683
2022-11-15,12.412854030501089
2022-11-16,13.240377632534495
2022-11-17,13.240377632534495
2022-11-18,14.0679012345679
2022-11-19,17.377995642701524
2022-11-20,17.377995642701524
2022-11-21,14.895424836601306
2022-11-22,14.895424836601306
2022-11-23,16.55047204066812
2022-11-24,17.377995642701524
2022-11-25,38.06608569353667
2022-11-26,22.34313725490196
2022-11-27,19.86056644880174
2022-11-28,20.688090050835147
2022-11-29,17.377995642701524
2022-11-30,13.240377632534495
2022-12-01,14.0679012345679
2022-12-02,14.0679012345679
2022-12-03,17.377995642701524
2022-12-04,19.033042846768335
2022-12-05,15.722948438634713
2022-12-06,14.0679012345679
2022-12-07,15.722948438634713
2022-12-08,15.722948438634713
2022-12-09,15.722948438634713
2022-12-10,21.515613652868552
2022-12-11,22.34313725490196
2022-12-12,19.033042846768335
2022-12-13,18.20551924473493
2022-12-14,19.033042846768335
2022-12-15,19.033042846768335
2022-12-16,21.515613652868552
2022-12-17,26.48075526506899
2022-12-18,24.825708061002178
2022-12-19,25.653231663035584
2022-12-20,25.653231663035584
2022-12-21,25.653231663035584
2022-12-22,26.48075526506899
2022-12-23,28.1358024691358
2022-12-24,26.48075526506899
2022-12-25,14.0679012345679
2022-12-26,24.825708061002178
2022-12-27,18.20551924473493
2022-12-28,17.377995642701524
2022-12-29,16.55047204066812
2022-12-30,16.55047204066812
2022-12-31,15.722948438634713
2023-01-01,15.722948438634713
2023-01-02,14.895424836601306
2023-01-03,10.757806826434276
2023-01-04,11.585330428467683
2023-01-05,12.412854030501089
2023-01-06,13.240377632534495
2023-01-07,15.722948438634713
2023-01-08,14.895424836601306
2023-01-09,12.412854030501089
2023-01-10,10.757806826434276
2023-01-11,11.585330428467683
2023-01-12,9.93028322440087
2023-01-13,12.412854030501089
2023-01-14,15.722948438634713
2023-01-15,14.0679012345679
2023-01-16,13.240377632534495
2023-01-17,9.93028322440087
2023-01-18,9.93028322440087
2023-01-19,10.757806826434276
2023-01-20,9.93028322440087
2023-01-21,13.240377632534495
2023-01-22,14.0679012345679
2023-01-23,9.93028322440087
2023-01-24,9.93028322440087
2023-01-25,9.93028322440087
2023-01-26,9.93028322440087
2023-01-27,10.757806826434276
2023-01-28,12.412854030501089
2023-01-29,12.412854030501089
2023-01-30,11.585330428467683
2023-01-31,9.93028322440087
2023-02-01,9.93028322440087
2023-02-02,9.93028322440087
2023-02-03,10.757806826434276
2023-02-04,14.0679012345679
2023-02-05,14.895424836601306
2023-02-06,10.757806826434276
2023-02-07,10.757806826434276
2023-02-08,9.93028322440087
2023-02-09,10.757806826434276
2023-02-10,10.757806826434276
2023-02-11,15.722948438634713
2023-02-12,13.240377632534495
2023-02-13,9.93028322440087
2023-02-14,10.757806826434276
2023-02-15,10.757806826434276
2023-02-16,9.102759622367465
2023-02-17,11.585330428467683
2023-02-18,15.722948438634713
2023-02-19,15.722948438634713
2023-02-20,13.240377632534495
2023-02-21,10.757806826434276
2023-02-22,10.757806826434276
2023-02-23,12.412854030501089
2023-02-24,14.895424836601306
2023-02-25,17.377995642701524
2023-02-26,19.033042846768335
2023-02-27,13.240377632534495
2023-02-28,15.722948438634713
2023-03-01,16.55047204066812
2023-03-02,19.033042846768335
2023-03-03,19.033042846768335
2023-03-04,22.34313725490196
2023-03-05,21.515613652868552
2023-03-06,15.722948438634713
2023-03-07,15.722948438634713
2023-03-08,19.033042846768335
2023-03-09,19.033042846768335
2023-03-10,19.86056644880174
2023-03-11,23.170660856935367
2023-03-12,49.651416122004356
2023-03-13,38.89360929557008
2023-03-14,41.37618010167029
2023-03-15,38.06608569353667
2023-03-16,41.37618010167029
2023-03-17,41.37618010167029
2023-03-18,51.30646332607117
2023-03-19,59.58169934640522
2023-03-20,48.82389251997095
2023-03-21,39.72113289760348
2023-03-22,36.41103848946986
2023-03-23,38.06608569353667
2023-03-24,42.2037037037037
2023-03-25,52.13398692810457
2023-03-26,57.92665214233841
2023-03-27,43.031227305737104
2023-03-28,39.72113289760348
2023-03-29,39.72113289760348
2023-03-30,38.89360929557008
2023-03-31,42.2037037037037
2023-04-01,52.96151053013798
2023-04-02,55.4440813362382
2023-04-03,41.37618010167029
2023-04-04,38.89360929557008
2023-04-05,40.54865649963689
2023-04-06,44.68627450980392
2023-04-07,51.30646332607117
2023-04-08,58.75417574437182
2023-04-09,56.2716049382716
2023-04-10,45.513798111837325
2023-04-11,48.82389251997095
2023-04-12,45.513798111837325
2023-04-13,45.513798111837325
2023-04-14,43.85875090777051
2023-04-15,57.92665214233841
2023-04-16,62.89179375453885
2023-04-17,38.06608569353667
2023-04-18,38.06608569353667
2023-04-19,41.37618010167029
2023-04-20,42.2037037037037
2023-04-21,43.031227305737104
2023-04-22,59.58169934640522
2023-04-23,58.75417574437182
2023-04-24,38.89360929557008
2023-04-25,37.23856209150327
2023-04-26,39.73406295388526
2023-04-27,34.51032021604938
2023-04-28,39.32030115286855
2023-04-29,54.719998184458966
2023-04-30,53.62094340050835
2023-05-01,42.75969612381989
2023-05-02,38.635008169934636
2023-05-03,49.08249364560639
2023-05-04,39.73406295388526
2023-05-05,42.75969612381989
2023-05-06,56.232814769426284
2023-05-07,58.84468613834422
2023-05-08,46.47062227668845
2023-05-09,42.34593432280319
2023-05-10,43.85875090777051
2023-05-11,43.85875090777051
2023-05-12,48.397200662672475
2023-05-13,61.870319308278866
2023-05-14,59.25844793936092
2023-05-15,44.957805691721134
2023-05-16,43.44498910675381
2023-05-17,43.44498910675381
2023-05-18,42.34593432280319
2023-05-19,46.47062227668845
2023-05-20,64.4821906771968
2023-05-21,64.4821906771968
2023-05-22,42.75969612381989
2023-05-23,43.85875090777051
2023-05-24,47.98343886165577
2023-05-25,46.88438407770515
2023-05-26,56.194024600580974
2023-05-27,64.41754039578794
2023-05-28,67.1587123275236
2023-05-29,68.52929829339143
2023-05-30,47.970508805373996
2023-05-31,43.85875090777051
2023-06-01,52.082266702977485
2023-06-02,53.45285266884531
2023-06-03,69.89988425925925
2023-06-04,67.1587123275236
2023-06-05,50.71168073710966
2023-06-06,49.34109477124183
2023-06-07,46.59992283950617
2023-06-08,47.970508805373996
2023-06-09,52.082266702977485
2023-06-10,60.305782498184456
2023-06-11,67.1587123275236
2023-06-12,47.970508805373996
2023-06-13,57.5646105664488
2023-06-14,50.71168073710966
2023-06-15,57.5646105664488
2023-06-16,69.89988425925925
2023-06-17,80.86457198620188
2023-06-18,82.23515795206971
2023-06-19,58.935196532316624
2023-06-20,50.71168073710966
2023-06-21,49.34109477124183
2023-06-22,43.85875090777051
2023-06-23,57.5646105664488
2023-06-24,60.305782498184456
2023-06-25,67.1587123275236
2023-06-26,50.71168073710966
2023-06-27,47.970508805373996
2023-06-28,46.59992283950617
2023-06-29,47.970508805373996
2023-06-30,52.082266702977485
2023-07-01,63.04695442992011
2023-07-02,68.52929829339143
2023-07-03,58.935196532316624
2023-07-04,63.04695442992011
2023-07-05,45.229336873638346
2023-07-06,47.970508805373996
2023-07-07,54.82343863471314
2023-07-08,56.194024600580974
2023-07-09,68.52929829339143
2023-07-10,50.71168073710966
2023-07-11,49.34109477124183
2023-07-12,46.59992283950617
2023-07-13,24.670547385620914
2023-07-14,17.81761755628177
2023-07-15,19.1882035221496
2023-07-16,19.1882035221496
2023-07-17,15.076445624546114
2023-07-18,16.447031590413943
2023-07-19,16.447031590413943
2023-07-20,16.447031590413943
2023-07-21,17.81761755628177
2023-07-22,19.1882035221496
2023-07-23,20.55878948801743
2023-07-24,16.447031590413943
2023-07-25,15.076445624546114
2023-07-26,15.076445624546114
2023-07-27,15.076445624546114
2023-07-28,16.447031590413943
2023-07-29,20.55878948801743
2023-07-30,19.1882035221496
2023-07-31,16.447031590413943
2023-08-01,16.447031590413943
2023-08-02,15.076445624546114
2023-08-03,16.447031590413943
2023-08-04,17.81761755628177
2023-08-05,19.1882035221496
2023-08-06,21.929375453885257
2023-08-07,16.447031590413943
2023-08-08,16.447031590413943
2023-08-09,17.81761755628177
2023-08-10,16.447031590413943
2023-08-11,16.447031590413943
2023-08-12,20.55878948801743
2023-08-13,23.299961419753085
2023-08-14,16.447031590413943
2023-08-15,16.447031590413943
2023-08-16,16.447031590413943
2023-08-17,15.076445624546114
2023-08-18,16.447031590413943
2023-08-19,20.55878948801743
2023-08-20,19.1882035221496
2023-08-21,15.076445624546114
2023-08-22,17.81761755628177
2023-08-23,17.81761755628177
2023-08-24,15.076445624546114
2023-08-25,16.447031590413943
2023-08-26,19.1882035221496
2023-08-27,20.55878948801743
2023-08-28,15.076445624546114
2023-08-29,13.705859658678285
2023-08-30,13.705859658678285
2023-08-31,13.705859658678285
2023-09-01,16.447031590413943
2023-09-02,19.1882035221496
2023-09-03,19.1882035221496
2023-09-04,21.929375453885257
2023-09-05,13.705859658678285
2023-09-06,12.335273692810457
2023-09-07,12.335273692810457
2023-09-08,13.705859658678285
2023-09-09,17.81761755628177
2023-09-10,15.076445624546114
2023-09-11,12.335273692810457
2023-09-12,10.964687726942628
2023-09-13,12.335273692810457
2023-09-14,12.335273692810457
2023-09-15,12.335273692810457
2023-09-16,15.076445624546114
2023-09-17,15.076445624546114
2023-09-18,10.964687726942628
2023-09-19,10.964687726942628
2023-09-20,10.964687726942628
2023-09-21,10.964687726942628
2023-09-22,13.705859658678285
2023-09-23,15.076445624546114
2023-09-24,12.335273692810457
2023-09-25,10.964687726942628
2023-09-26,10.964687726942628
2023-09-27,10.964687726942628
2023-09-28,9.5941017610748
2023-09-29,10.964687726942628
2023-09-30,13.705859658678285
2023-10-01,12.335273692810457
2023-10-02,10.964687726942628
2023-10-03,9.5941017610748
2023-10-04,9.5941017610748
2023-10-05,10.964687726942628
2023-10-06,12.335273692810457
2023-10-07,13.705859658678285
2023-10-08,13.705859658678285
2023-10-09,10.964687726942628
2023-10-10,10.964687726942628
2023-10-11,9.5941017610748
2023-10-12,10.964687726942628
2023-10-13,10.964687726942628
2023-10-14,13.705859658678285
2023-10-15,12.335273692810457
2023-10-16,10.964687726942628
2023-10-17,10.964687726942628
2023-10-18,10.964687726942628
2023-10-19,9.5941017610748
2023-10-20,9.5941017610748
2023-10-21,13.705859658678285
2023-10-22,12.335273692810457
2023-10-23,10.964687726942628
2023-10-24,10.964687726942628
2023-10-25,10.964687726942628
2023-10-26,10.964687726942628
2023-10-27,10.964687726942628
2023-10-28,12.335273692810457
2023-10-29,12.335273692810457
2023-10-30,10.964687726942628
2023-10-31,9.5941017610748
2023-11-01,9.5941017610748
2023-11-02,10.964687726942628
2023-11-03,13.705859658678285
2023-11-04,13.705859658678285
2023-11-05,13.705859658678285
2023-11-06,9.5941017610748
2023-11-07,12.335273692810457
2023-11-08,10.964687726942628
2023-11-09,10.964687726942628
2023-11-10,13.705859658678285
2023-11-11,16.447031590413943
2023-11-12,15.076445624546114
2023-11-13,12.335273692810457
2023-11-14,12.335273692810457
2023-11-15,12.335273692810457
2023-11-16,12.335273692810457
2023-11-17,13.705859658678285
2023-11-18,16.447031590413943
2023-11-19,16.447031590413943
2023-11-20,15.076445624546114
2023-11-21,16.447031590413943
2023-11-22,16.447031590413943
2023-11-23,19.1882035221496
2023-11-24,69.89988425925925
2023-11-25,104.16453340595497
2023-11-26,80.86457198620188
2023-11-27,94.57043164488017
2023-11-28,64.41754039578794
2023-11-29,43.85875090777051
2023-11-30,45.229336873638346
2023-12-01,45.229336873638346
2023-12-02,54.82343863471314
2023-12-03,58.935196532316624
2023-12-04,46.59992283950617
2023-12-05,39.74699301016703
2023-12-06,39.74699301016703
2023-12-07,38.3764070442992
2023-12-08,42.48816494190268
2023-12-09,53.45285266884531
2023-12-10,69.89988425925925
2023-12-11,58.935196532316624
2023-12-12,49.34109477124183
2023-12-13,53.45285266884531
2023-12-14,60.305782498184456
2023-12-15,58.935196532316624
2023-12-16,79.49398602033406
2023-12-17,87.71750181554103
2023-12-18,86.3469158496732
2023-12-19,93.19984567901234
2023-12-20,93.19984567901234
2023-12-21,102.79394744008714
2023-12-22,109.64687726942628
2023-12-23,137.05859658678287
2023-12-24,111.01746323529412
2023-12-25,56.194024600580974
2023-12-26,86.3469158496732
2023-12-27,65.78812636165577
2023-12-28,61.67636846405229
2023-12-29,60.305782498184456
2023-12-30,60.305782498184456
2023-12-31,61.67636846405229
2024-01-01,56.194024600580974
2024-01-02,49.34109477124183
2024-01-03,52.082266702977485
2024-01-04,47.970508805373996
2024-01-05,53.45285266884531
2024-01-06,63.04695442992011
2024-01-07,61.67636846405229
2024-01-08,49.34109477124183
2024-01-09,43.85875090777051
2024-01-10,42.48816494190268
2024-01-11,46.59992283950617
2024-01-12,45.229336873638346
2024-01-13,63.04695442992011
2024-01-14,60.305782498184456
2024-01-15,49.34109477124183
2024-01-16,47.970508805373996
2024-01-17,41.11757897603486
2024-01-18,41.11757897603486
2024-01-19,46.59992283950617
2024-01-20,64.41754039578794
2024-01-21,56.194024600580974
2024-01-22,41.11757897603486
2024-01-23,39.74699301016703
2024-01-24,39.74699301016703
2024-01-25,43.85875090777051
2024-01-26,41.11757897603486
2024-01-27,57.5646105664488
2024-01-28,54.82343863471314
2024-01-29,39.74699301016703
2024-01-30,43.85875090777051
2024-01-31,43.85875090777051
2024-02-01,45.229336873638346
2024-02-02,43.85875090777051
2024-02-03,58.935196532316624
2024-02-04,60.305782498184456
2024-02-05,41.11757897603486
2024-02-06,39.74699301016703
2024-02-07,39.74699301016703
2024-02-08,43.85875090777051
2024-02-09,46.59992283950617
2024-02-10,60.305782498184456
2024-02-11,54.82343863471314
2024-02-12,35.63523511256354
2024-02-13,42.48816494190268
2024-02-14,39.74699301016703
2024-02-15,45.229336873638346
2024-02-16,45.229336873638346
2024-02-17,61.67636846405229
2024-02-18,63.04695442992011
2024-02-19,47.970508805373996
2024-02-20,39.74699301016703
2024-02-21,39.74699301016703
2024-02-22,42.48816494190268
2024-02-23,47.970508805373996
2024-02-24,61.67636846405229
2024-02-25,64.41754039578794
2024-02-26,42.48816494190268
2024-02-27,42.48816494190268
2024-02-28,41.11757897603486
2024-02-29,42.48816494190268
2024-03-01,46.59992283950617
2024-03-02,65.78812636165577
2024-03-03,61.67636846405229
2024-03-04,45.229336873638346
2024-03-05,43.85875090777051
2024-03-06,43.85875090777051
2024-03-07,42.48816494190268
2024-03-08,46.59992283950617
2024-03-09,58.935196532316624
2024-03-10,63.04695442992011
2024-03-11,46.59992283950617
2024-03-12,45.229336873638346
2024-03-13,45.229336873638346
2024-03-14,45.229336873638346
2024-03-15,49.34109477124183
2024-03-16,72.64105619099492
2024-03-17,64.41754039578794
2024-03-18,47.970508805373996
2024-03-19,43.85875090777051
2024-03-20,45.229336873638346
2024-03-21,43.85875090777051
2024-03-22,49.34109477124183
2024-03-23,65.78812636165577
2024-03-24,64.41754039578794
2024-03-25,46.59992283950617
2024-03-26,43.85875090777051
2024-03-27,47.970508805373996
2024-03-28,52.082266702977485
2024-03-29,60.305782498184456
2024-03-30,68.52929829339143
2024-03-31,64.41754039578794
2024-04-01,53.45285266884531
2024-04-02,45.229336873638346
2024-04-03,45.229336873638346
2024-04-04,43.85875090777051
2024-04-05,46.59992283950617
2024-04-06,58.935196532316624
2024-04-07,63.04695442992011
2024-04-08,42.48816494190268
2024-04-09,42.48816494190268
2024-04-10,45.229336873638346
2024-04-11,45.229336873638346
2024-04-12,50.71168073710966
2024-04-13,63.04695442992011
2024-04-14,64.41754039578794
2024-04-15,46.59992283950617
2024-04-16,42.48816494190268
2024-04-17,49.34109477124183
2024-04-18,45.229336873638346
2024-04-19,46.59992283950617
2024-04-20,67.1587123275236
2024-04-21,63.04695442992011
2024-04-22,43.85875090777051
2024-04-23,42.48816494190268
2024-04-24,42.48816494190268
2024-04-25,45.229336873638346
2024-04-26,43.85875090777051
2024-04-27,58.935196532316624
2024-04-28,58.935196532316624
2024-04-29,42.48816494190268
2024-04-30,42.48816494190268
2024-05-01,47.970508805373996
2024-05-02,42.48816494190268
2024-05-03,46.59992283950617
2024-05-04,61.67636846405229
2024-05-05,58.935196532316624
2024-05-06,43.85875090777051
2024-05-07,47.970508805373996
2024-05-08,43.85875090777051
2024-05-09,45.229336873638346
2024-05-10,50.71168073710966
2024-05-11,60.305782498184456
2024-05-12,58.935196532316624
2024-05-13,45.229336873638346
2024-05-14,41.11757897603486
2024-05-15,43.85875090777051
2024-05-16,45.229336873638346
2024-05-17,52.082266702977485
2024-05-18,63.04695442992011
2024-05-19,67.1587123275236
2024-05-20,49.34109477124183
2024-05-21,47.970508805373996
2024-05-22,47.970508805373996
2024-05-23,50.71168073710966
2024-05-24,52.082266702977485
2024-05-25,64.41754039578794
2024-05-26,71.27047022512708
2024-05-27,72.64105619099492
2024-05-28,47.970508805373996
2024-05-29,46.59992283950617
2024-05-30,49.34109477124183
2024-05-31,56.194024600580974
2024-06-01,67.1587123275236
2024-06-02,68.52929829339143
2024-06-03,47.970508805373996
2024-06-04,49.34109477124183
2024-06-05,35.63523511256354
2024-06-06,23.299961419753085
2024-06-07,24.670547385620914
2024-06-08,27.41171931735657
2024-06-09,27.41171931735657
2024-06-10,21.929375453885257
2024-06-11,23.299961419753085
2024-06-12,21.929375453885257
2024-06-13,21.929375453885257
2024-06-14,24.670547385620914
2024-06-15,28.7823052832244
2024-06-16,27.41171931735657
2024-06-17,20.55878948801743
2024-06-18,21.929375453885257
2024-06-19,20.55878948801743
2024-06-20,19.1882035221496
2024-06-21,21.929375453885257
2024-06-22,27.41171931735657
2024-06-23,28.7823052832244
2024-06-24,23.299961419753085
2024-06-25,21.929375453885257
2024-06-26,16.447031590413943
2024-06-27,17.81761755628177
2024-06-28,19.1882035221496
2024-06-29,21.929375453885257
2024-06-30,20.55878948801743
2024-07-01,17.81761755628177
2024-07-02,17.81761755628177
2024-07-03,19.1882035221496
2024-07-04,21.929375453885257
2024-07-05,17.81761755628177
2024-07-06,20.55878948801743
2024-07-07,19.1882035221496
2024-07-08,16.447031590413943
2024-07-09,16.447031590413943
2024-07-10,16.447031590413943
2024-07-11,17.81761755628177
2024-07-12,17.81761755628177
2024-07-13,19.1882035221496
2024-07-14,20.55878948801743
2024-07-15,16.447031590413943
2024-07-16,17.81761755628177
2024-07-17,16.447031590413943
2024-07-18,17.81761755628177
2024-07-19,21.929375453885257
2024-07-20,24.670547385620914
2024-07-21,19.1882035221496
2024-07-22,16.447031590413943
2024-07-23,16.447031590413943
2024-07-24,16.447031590413943
2024-07-25,16.447031590413943
2024-07-26,17.81761755628177
2024-07-27,20.55878948801743
2024-07-28,20.55878948801743
2024-07-29,16.447031590413943
2024-07-30,17.81761755628177
2024-07-31,17.81761755628177
2024-08-01,17.81761755628177
2024-08-02,19.1882035221496
2024-08-03,23.299961419753085
2024-08-04,21.929375453885257
2024-08-05,17.81761755628177
2024-08-06,17.81761755628177
2024-08-07,16.447031590413943
2024-08-08,16.447031590413943
2024-08-09,24.670547385620914
2024-08-10,45.229336873638346
2024-08-11,60.305782498184456
2024-08-12,49.34109477124183
2024-08-13,43.85875090777051
2024-08-14,34.26464914669572
2024-08-15,28.7823052832244
2024-08-16,28.7823052832244
2024-08-17,32.894063180827885
2024-08-18,35.87665594150281
2024-08-19,25.337781330169605
2024-08-20,23.20776527641801
2024-08-21,21.800110758075252
2024-08-22,23.20776527641801
2024-08-23,28.838383349789034
2024-08-24,52.76851016161588
2024-08-25,60.49207573626357
2024-08-26,43.600221516150505
2024-08-27,33.0613469048173
2024-08-28,26.02307431310352
2024-08-29,26.02307431310352
2024-08-30,27.430728831446274
2024-08-31,30.246037868131786
2024-09-01,30.246037868131786
2024-09-02,34.46900142316006
2024-09-03,23.930126811826852
2024-09-04,21.800110758075252
2024-09-05,21.800110758075252
2024-09-06,24.615419794760765
2024-09-07,28.838383349789034
2024-09-08,26.02307431310352
2024-09-09,16.16949268470423
2024-09-10,17.577147203046984
2024-09-11,16.89185422011307
2024-09-12,16.89185422011307
2024-09-13,18.984801721389744
2024-09-14,23.930126811826852
2024-09-15,19.70716325679858
2024-09-16,13.354183648018719
2024-09-17,14.447230708176832
2024-09-18,15.891953778994516
2024-09-19,15.891953778994516
2024-09-20,15.891953778994516
2024-09-21,18.781399920629884
