Time,cool_math_games
2022-09-02,87.20394736842105
2022-09-03,15.184210526315791
2022-09-04,11.263157894736842
2022-09-05,10.782894736842106
2022-09-06,57.81578947368421
2022-09-07,70.0592105263158
2022-09-08,72.01973684210526
2022-09-09,95.04605263157896
2022-09-10,15.684210526315791
2022-09-11,11.263157894736842
2022-09-12,60.756578947368425
2022-09-13,73.0
2022-09-14,71.03947368421052
2022-09-15,78.88157894736842
2022-09-16,94.06578947368422
2022-09-17,15.684210526315791
2022-09-18,11.763157894736842
2022-09-19,59.776315789473685
2022-09-20,69.07894736842105
2022-09-21,67.11842105263159
2022-09-22,74.96052631578948
2022-09-23,93.58552631578948
2022-09-24,16.664473684210527
2022-09-25,11.763157894736842
2022-09-26,49.973684210526315
2022-09-27,61.736842105263165
2022-09-28,66.27631578947368
2022-09-29,70.11842105263159
2022-09-30,83.56578947368422
2022-10-01,15.36842105263158
2022-10-02,11.526315789473685
2022-10-03,52.828947368421055
2022-10-04,59.55263157894738
2022-10-05,57.631578947368425
2022-10-06,66.27631578947368
2022-10-07,75.88157894736842
2022-10-08,14.407894736842106
2022-10-09,10.565789473684212
2022-10-10,33.61842105263158
2022-10-11,52.828947368421055
2022-10-12,59.55263157894738
2022-10-13,65.31578947368422
2022-10-14,73.00000000000001
2022-10-15,14.407894736842106
2022-10-16,10.565789473684212
2022-10-17,51.86842105263158
2022-10-18,59.55263157894738
2022-10-19,64.35526315789474
2022-10-20,66.27631578947368
2022-10-21,72.03947368421053
2022-10-22,14.407894736842106
2022-10-23,10.565789473684212
2022-10-24,53.789473684210535
2022-10-25,59.55263157894738
2022-10-26,64.35526315789474
2022-10-27,65.31578947368422
2022-10-28,78.76315789473685
2022-10-29,13.447368421052634
2022-10-30,10.565789473684212
2022-10-31,50.90789473684211
2022-11-01,56.67105263157895
2022-11-02,60.51315789473685
2022-11-03,63.39473684210527
2022-11-04,84.5263157894737
2022-11-05,15.36842105263158
2022-11-06,11.526315789473685
2022-11-07,49.94736842105264
2022-11-08,45.14473684210527
2022-11-09,53.789473684210535
2022-11-10,67.23684210526316
2022-11-11,53.789473684210535
2022-11-12,14.407894736842106
2022-11-13,11.526315789473685
2022-11-14,54.75000000000001
2022-11-15,61.47368421052632
2022-11-16,64.35526315789474
2022-11-17,73.96052631578948
2022-11-18,86.44736842105264
2022-11-19,16.328947368421055
2022-11-20,12.48684210526316
2022-11-21,33.61842105263158
2022-11-22,43.22368421052632
2022-11-23,20.17105263157895
2022-11-24,12.48684210526316
2022-11-25,10.565789473684212
2022-11-26,9.605263157894738
2022-11-27,7.68421052631579
2022-11-28,38.42105263157895
2022-11-29,48.986842105263165
2022-11-30,57.631578947368425
2022-12-01,60.51315789473685
2022-12-02,73.96052631578948
2022-12-03,14.407894736842106
2022-12-04,10.565789473684212
2022-12-05,52.828947368421055
2022-12-06,60.51315789473685
2022-12-07,66.27631578947368
2022-12-08,72.03947368421053
2022-12-09,86.44736842105264
2022-12-10,16.328947368421055
2022-12-11,13.447368421052634
2022-12-12,64.35526315789474
2022-12-13,73.96052631578948
2022-12-14,81.64473684210527
2022-12-15,90.28947368421053
2022-12-16,96.05263157894738
2022-12-17,18.250000000000004
2022-12-18,13.447368421052634
2022-12-19,48.02631578947369
2022-12-20,57.631578947368425
2022-12-21,47.06578947368421
2022-12-22,33.61842105263158
2022-12-23,20.17105263157895
2022-12-24,12.48684210526316
2022-12-25,12.48684210526316
2022-12-26,10.565789473684212
2022-12-27,9.605263157894738
2022-12-28,8.644736842105264
2022-12-29,8.644736842105264
2022-12-30,7.68421052631579
2022-12-31,7.68421052631579
2023-01-01,7.68421052631579
2023-01-02,8.644736842105264
2023-01-03,23.05263157894737
2023-01-04,37.46052631578948
2023-01-05,44.184210526315795
2023-01-06,59.55263157894738
2023-01-07,10.565789473684212
2023-01-08,9.605263157894738
2023-01-09,45.14473684210527
2023-01-10,59.55263157894738
2023-01-11,63.39473684210527
2023-01-12,72.03947368421053
2023-01-13,84.5263157894737
2023-01-14,14.407894736842106
2023-01-15,10.565789473684212
2023-01-16,12.48684210526316
2023-01-17,54.75000000000001
2023-01-18,61.47368421052632
2023-01-19,65.31578947368422
2023-01-20,84.5263157894737
2023-01-21,15.36842105263158
2023-01-22,11.526315789473685
2023-01-23,52.828947368421055
2023-01-24,65.31578947368422
2023-01-25,62.434210526315795
2023-01-26,72.03947368421053
2023-01-27,84.5263157894737
2023-01-28,16.328947368421055
2023-01-29,12.48684210526316
2023-01-30,61.47368421052632
2023-01-31,61.47368421052632
2023-02-01,61.47368421052632
2023-02-02,65.31578947368422
2023-02-03,85.48684210526316
2023-02-04,16.328947368421055
2023-02-05,12.48684210526316
2023-02-06,52.828947368421055
2023-02-07,60.51315789473685
2023-02-08,63.39473684210527
2023-02-09,70.11842105263159
2023-02-10,85.48684210526316
2023-02-11,15.36842105263158
2023-02-12,12.48684210526316
2023-02-13,44.184210526315795
2023-02-14,56.67105263157895
2023-02-15,65.31578947368422
2023-02-16,72.03947368421053
2023-02-17,75.88157894736842
2023-02-18,16.328947368421055
2023-02-19,12.48684210526316
2023-02-20,18.250000000000004
2023-02-21,48.986842105263165
2023-02-22,57.631578947368425
2023-02-23,64.35526315789474
2023-02-24,83.56578947368422
2023-02-25,16.328947368421055
2023-02-26,11.526315789473685
2023-02-27,58.5921052631579
2023-02-28,63.39473684210527
2023-03-01,68.19736842105264
2023-03-02,73.96052631578948
2023-03-03,81.64473684210527
2023-03-04,16.328947368421055
2023-03-05,12.48684210526316
2023-03-06,53.789473684210535
2023-03-07,64.35526315789474
2023-03-08,71.07894736842105
2023-03-09,78.76315789473685
2023-03-10,90.28947368421053
2023-03-11,17.289473684210527
2023-03-12,12.48684210526316
2023-03-13,42.26315789473685
2023-03-14,51.86842105263158
2023-03-15,51.86842105263158
2023-03-16,54.75000000000001
2023-03-17,57.631578947368425
2023-03-18,13.447368421052634
2023-03-19,10.565789473684212
2023-03-20,48.02631578947369
2023-03-21,61.47368421052632
2023-03-22,59.55263157894738
2023-03-23,67.23684210526316
2023-03-24,81.64473684210527
2023-03-25,14.407894736842106
2023-03-26,10.565789473684212
2023-03-27,48.02631578947369
2023-03-28,56.67105263157895
2023-03-29,58.5921052631579
2023-03-30,65.31578947368422
2023-03-31,70.11842105263159
2023-04-01,13.447368421052634
2023-04-02,10.565789473684212
2023-04-03,41.30263157894737
2023-04-04,48.986842105263165
2023-04-05,53.789473684210535
2023-04-06,61.47368421052632
2023-04-07,23.05263157894737
2023-04-08,10.565789473684212
2023-04-09,8.644736842105264
2023-04-10,29.77631578947369
2023-04-11,47.06578947368421
2023-04-12,49.94736842105264
2023-04-13,59.55263157894738
2023-04-14,67.23684210526316
2023-04-15,12.48684210526316
2023-04-16,10.565789473684212
2023-04-17,49.94736842105264
2023-04-18,58.5921052631579
2023-04-19,62.434210526315795
2023-04-20,71.07894736842105
2023-04-21,78.76315789473685
2023-04-22,14.407894736842106
2023-04-23,11.526315789473685
2023-04-24,55.71052631578948
2023-04-25,64.35526315789474
2023-04-26,66.92752007136485
2023-04-27,73.34188224799288
2023-04-28,82.68666369313114
2023-04-29,15.254460303300625
2023-04-30,11.314674397859054
2023-05-01,59.55263157894738
2023-05-02,70.86730597680642
2023-05-03,68.41714986619091
2023-05-04,76.77698483496879
2023-05-05,82.68666369313114
2023-05-06,14.269513826940234
2023-05-07,10.329727921498662
2023-05-08,64.47736396074933
2023-05-09,71.85225245316683
2023-05-10,71.85225245316683
2023-05-11,81.70171721677076
2023-05-12,91.55118198037468
2023-05-13,14.269513826940234
2023-05-14,10.329727921498662
2023-05-15,66.44725691347011
2023-05-16,75.7920383586084
2023-05-17,81.70171721677076
2023-05-18,79.73182426404998
2023-05-19,90.06155218554863
2023-05-20,14.269513826940234
2023-05-21,10.834411239964318
2023-05-22,61.52252453166816
2023-05-23,66.44725691347011
2023-05-24,62.50747100802855
2023-05-25,59.55263157894738
2023-05-26,49.458965209634265
2023-05-27,12.112399643175738
2023-05-28,10.093666369313114
2023-05-29,9.084299732381803
2023-05-30,34.31846565566459
2023-05-31,36.33719892952721
2023-06-01,34.31846565566459
2023-06-02,36.33719892952721
2023-06-03,10.093666369313114
2023-06-04,8.074933095450492
2023-06-05,26.2435325602141
2023-06-06,28.26226583407672
2023-06-07,31.290365744870655
2023-06-08,26.2435325602141
2023-06-09,21.19669937555754
2023-06-10,8.074933095450492
2023-06-11,8.074933095450492
2023-06-12,19.177966101694917
2023-06-13,20.18733273862623
2023-06-14,19.177966101694917
2023-06-15,17.159232827832295
2023-06-16,16.149866190900983
2023-06-17,8.074933095450492
2023-06-18,7.06556645851918
2023-06-19,8.074933095450492
2023-06-20,14.13113291703836
2023-06-21,15.140499553969672
2023-06-22,13.12176628010705
2023-06-23,12.112399643175738
2023-06-24,7.06556645851918
2023-06-25,6.056199821587869
2023-06-26,10.093666369313114
2023-06-27,11.103033006244425
2023-06-28,10.093666369313114
2023-06-29,9.084299732381803
2023-06-30,9.084299732381803
2023-07-01,6.056199821587869
2023-07-02,5.046833184656557
2023-07-03,7.06556645851918
2023-07-04,6.056199821587869
2023-07-05,7.06556645851918
2023-07-06,8.074933095450492
2023-07-07,7.06556645851918
2023-07-08,5.046833184656557
2023-07-09,5.046833184656557
2023-07-10,7.06556645851918
2023-07-11,8.074933095450492
2023-07-12,8.074933095450492
2023-07-13,8.074933095450492
2023-07-14,8.074933095450492
2023-07-15,6.056199821587869
2023-07-16,6.056199821587869
2023-07-17,7.06556645851918
2023-07-18,7.06556645851918
2023-07-19,7.06556645851918
2023-07-20,8.074933095450492
2023-07-21,7.06556645851918
2023-07-22,5.046833184656557
2023-07-23,5.046833184656557
2023-07-24,7.06556645851918
2023-07-25,8.074933095450492
2023-07-26,8.074933095450492
2023-07-27,8.074933095450492
2023-07-28,8.074933095450492
2023-07-29,6.056199821587869
2023-07-30,5.046833184656557
2023-07-31,7.06556645851918
2023-08-01,9.084299732381803
2023-08-02,9.084299732381803
2023-08-03,11.103033006244425
2023-08-04,13.12176628010705
2023-08-05,6.056199821587869
2023-08-06,6.056199821587869
2023-08-07,13.12176628010705
2023-08-08,16.149866190900983
2023-08-09,19.177966101694917
2023-08-10,23.215432649420162
2023-08-11,31.290365744870655
2023-08-12,8.074933095450492
2023-08-13,7.06556645851918
2023-08-14,24.224799286351477
2023-08-15,33.30909901873328
2023-08-16,42.39339875111508
2023-08-17,49.458965209634265
2023-08-18,63.59009812667262
2023-08-19,11.103033006244425
2023-08-20,9.084299732381803
2023-08-21,43.40276538804639
2023-08-22,57.533898305084755
2023-08-23,63.59009812667262
2023-08-24,66.61819803746656
2023-08-25,81.75869759143623
2023-08-26,13.12176628010705
2023-08-27,10.093666369313114
2023-08-28,54.50579839429082
2023-08-29,63.59009812667262
2023-08-30,65.60883140053525
2023-08-31,71.66503122212312
2023-09-01,84.78679750223016
2023-09-02,12.112399643175738
2023-09-03,10.093666369313114
2023-09-04,10.093666369313114
2023-09-05,55.51516503122213
2023-09-06,68.63693131132918
2023-09-07,70.6556645851918
2023-09-08,93.87109723461197
2023-09-09,14.13113291703836
2023-09-10,10.093666369313114
2023-09-11,58.543264942016066
2023-09-12,70.6556645851918
2023-09-13,73.68376449598574
2023-09-14,77.72123104371099
2023-09-15,95.88983050847459
2023-09-16,15.140499553969672
2023-09-17,11.103033006244425
2023-09-18,58.543264942016066
2023-09-19,71.66503122212312
2023-09-20,73.68376449598574
2023-09-21,79.73996431757361
2023-09-22,97.90856378233721
2023-09-23,16.149866190900983
2023-09-24,12.112399643175738
2023-09-25,54.50579839429082
2023-09-26,75.70249776984836
2023-09-27,72.67439785905442
2023-09-28,74.69313113291705
2023-09-29,100.93666369313115
2023-09-30,16.149866190900983
2023-10-01,12.112399643175738
2023-10-02,55.51516503122213
2023-10-03,69.6462979482605
2023-10-04,72.67439785905442
2023-10-05,78.73059768064229
2023-10-06,81.75869759143623
2023-10-07,14.13113291703836
2023-10-08,12.112399643175738
2023-10-09,34.31846565566459
2023-10-10,59.55263157894738
2023-10-11,66.61819803746656
2023-10-12,69.6462979482605
2023-10-13,75.70249776984836
2023-10-14,14.13113291703836
2023-10-15,11.103033006244425
2023-10-16,52.4870651204282
2023-10-17,62.58073148974131
2023-10-18,63.59009812667262
2023-10-19,70.6556645851918
2023-10-20,85.79616413916148
2023-10-21,14.13113291703836
2023-10-22,11.103033006244425
2023-10-23,54.50579839429082
2023-10-24,65.60883140053525
2023-10-25,64.59946476360393
2023-10-26,69.6462979482605
2023-10-27,82.76806422836754
2023-10-28,13.12176628010705
2023-10-29,10.093666369313114
2023-10-30,55.51516503122213
2023-10-31,63.59009812667262
2023-11-01,61.57136485281
2023-11-02,63.59009812667262
2023-11-03,80.74933095450491
2023-11-04,14.13113291703836
2023-11-05,10.093666369313114
2023-11-06,51.47769848349689
2023-11-07,47.440231935771635
2023-11-08,59.55263157894738
2023-11-09,71.66503122212312
2023-11-10,57.533898305084755
2023-11-11,13.12176628010705
2023-11-12,11.103033006244425
2023-11-13,52.4870651204282
2023-11-14,60.56199821587869
2023-11-15,64.59946476360393
2023-11-16,67.62756467439787
2023-11-17,89.83363068688672
2023-11-18,15.140499553969672
2023-11-19,11.103033006244425
2023-11-20,33.30909901873328
2023-11-21,47.440231935771635
2023-11-22,19.177966101694917
2023-11-23,11.103033006244425
2023-11-24,10.093666369313114
2023-11-25,8.074933095450492
2023-11-26,7.06556645851918
2023-11-27,43.40276538804639
2023-11-28,53.49643175735951
2023-11-29,59.55263157894738
2023-11-30,62.58073148974131
2023-12-01,84.78679750223016
2023-12-02,14.13113291703836
2023-12-03,10.093666369313114
2023-12-04,50.468331846565576
2023-12-05,59.55263157894738
2023-12-06,63.59009812667262
2023-12-07,67.62756467439787
2023-12-08,82.76806422836754
2023-12-09,13.12176628010705
2023-12-10,11.103033006244425
2023-12-11,51.47769848349689
2023-12-12,60.56199821587869
2023-12-13,66.61819803746656
2023-12-14,76.71186440677967
2023-12-15,85.79616413916148
2023-12-16,14.13113291703836
2023-12-17,11.103033006244425
2023-12-18,56.52453166815344
2023-12-19,65.60883140053525
2023-12-20,59.55263157894738
2023-12-21,54.50579839429082
2023-12-22,32.06343262421562
2023-12-23,11.70294920115113
2023-12-24,10.180241711532247
2023-12-25,9.162217540379023
2023-12-26,7.63085251653823
2023-12-27,7.126169198072574
2023-12-28,6.6128283453850045
2023-12-29,6.108145026919349
2023-12-30,6.108145026919349
2023-12-31,6.108145026919349
2024-01-01,6.108145026919349
2024-01-02,13.738997543457579
2024-01-03,23.41455593652417
2024-01-04,30.02738428190918
2024-01-05,47.333795191514
2024-01-06,9.162217540379023
2024-01-07,7.126169198072574
2024-01-08,40.207625993441425
2024-01-09,49.36984353382045
2024-01-10,56.496012731893025
2024-01-11,63.62218192996559
2024-01-12,74.3071069599635
2024-01-13,13.234314224991923
2024-01-14,10.180241711532247
2024-01-15,10.180241711532247
2024-01-16,39.189601822288196
2024-01-17,50.89255102343933
2024-01-18,66.1629135907377
2024-01-19,68.71230278573172
2024-01-20,13.738997543457579
2024-01-21,10.266817053751382
2024-01-22,55.44081209025747
2024-01-23,65.70762914400885
2024-01-24,70.84103767088455
2024-01-25,74.94776449238509
2024-01-26,88.29462666226189
2024-01-27,15.400225580627074
2024-01-28,11.293498759126521
2024-01-29,54.41413038488233
2024-01-30,64.68094743863371
2024-01-31,70.84103767088455
2024-02-01,75.97444619776023
2024-02-02,92.40135348376245
2024-02-03,14.373543875251936
2024-02-04,11.293498759126521
2024-02-05,57.494175501007746
2024-02-06,66.73431084938399
2024-02-07,66.73431084938399
2024-02-08,70.84103767088455
2024-02-09,83.16121813538619
2024-02-10,15.400225580627074
2024-02-11,10.266817053751382
2024-02-12,51.334085268756915
2024-02-13,59.54753891175802
2024-02-14,62.62758402788344
2024-02-15,69.8143559655094
2024-02-16,73.92108278700995
2024-02-17,14.373543875251936
2024-02-18,10.266817053751382
2024-02-19,16.426907286002212
2024-02-20,52.36076697413205
2024-02-21,56.467493795632606
2024-02-22,62.62758402788344
2024-02-23,80.08117301926079
2024-02-24,13.346862169876797
2024-02-25,9.240135348376244
2024-02-26,50.307403563381776
2024-02-27,61.6009023225083
2024-02-28,69.8143559655094
2024-02-29,71.86771937625967
2024-03-01,90.34799007301217
2024-03-02,15.400225580627074
2024-03-03,11.293498759126521
2024-03-04,51.334085268756915
2024-03-05,64.68094743863371
2024-03-06,69.8143559655094
2024-03-07,79.05449131388565
2024-03-08,93.42803518913757
2024-03-09,15.400225580627074
2024-03-10,11.293498759126521
2024-03-11,44.147313331130945
2024-03-12,48.2540401526315
2024-03-13,50.307403563381776
2024-03-14,61.6009023225083
2024-03-15,65.70762914400885
2024-03-16,12.320180464501659
2024-03-17,10.266817053751382
2024-03-18,50.307403563381776
2024-03-19,59.54753891175802
2024-03-20,59.54753891175802
2024-03-21,65.70762914400885
2024-03-22,78.02780960851051
2024-03-23,13.346862169876797
2024-03-24,9.240135348376244
2024-03-25,42.093949920380666
2024-03-26,51.334085268756915
2024-03-27,55.44081209025747
2024-03-28,58.52085720638288
2024-03-29,23.61367922362818
2024-03-30,9.240135348376244
2024-03-31,7.186771937625968
2024-04-01,24.640360929003318
2024-04-02,43.120631625755806
2024-04-03,45.173995036506085
2024-04-04,52.36076697413205
2024-04-05,65.70762914400885
2024-04-06,10.266817053751382
2024-04-07,8.213453643001106
2024-04-08,47.22735844725636
2024-04-09,61.6009023225083
2024-04-10,57.494175501007746
2024-04-11,68.78767426013427
2024-04-12,86.24126325151161
2024-04-13,11.293498759126521
2024-04-14,9.240135348376244
2024-04-15,53.38744867950719
2024-04-16,62.62758402788344
2024-04-17,67.76099255475913
2024-04-18,70.84103767088455
2024-04-19,86.24126325151161
2024-04-20,12.320180464501659
2024-04-21,9.240135348376244
2024-04-22,54.41413038488233
2024-04-23,64.68094743863371
2024-04-24,71.86771937625967
2024-04-25,70.84103767088455
2024-04-26,84.18789984076133
2024-04-27,13.346862169876797
2024-04-28,9.240135348376244
2024-04-29,62.62758402788344
2024-04-30,72.89440108163481
2024-05-01,72.89440108163481
2024-05-02,81.10785472463593
2024-05-03,93.42803518913757
2024-05-04,12.320180464501659
2024-05-05,9.240135348376244
2024-05-06,66.73431084938399
2024-05-07,73.92108278700995
2024-05-08,74.94776449238509
2024-05-09,84.18789984076133
2024-05-10,96.508080305263
2024-05-11,13.346862169876797
2024-05-12,10.266817053751382
2024-05-13,73.92108278700995
2024-05-14,82.13453643001105
2024-05-15,84.18789984076133
2024-05-16,87.26794495688675
2024-05-17,90.34799007301217
2024-05-18,13.346862169876797
2024-05-19,10.266817053751382
2024-05-20,75.97444619776023
2024-05-21,75.97444619776023
2024-05-22,73.92108278700995
2024-05-23,70.84103767088455
2024-05-24,58.52085720638288
2024-05-25,12.320180464501659
2024-05-26,8.213453643001106
2024-05-27,8.213453643001106
2024-05-28,39.013904804255255
2024-05-29,42.093949920380666
2024-05-30,43.120631625755806
2024-05-31,40.040586509630394
2024-06-01,9.240135348376244
2024-06-02,7.186771937625968
2024-06-03,27.720406045128733
2024-06-04,29.77376945587901
2024-06-05,31.827132866629285
2024-06-06,29.77376945587901
2024-06-07,25.667042634378458
2024-06-08,7.186771937625968
2024-06-09,6.1600902322508295
2024-06-10,20.533634107502763
2024-06-11,20.533634107502763
2024-06-12,19.506952402127627
2024-06-13,19.506952402127627
2024-06-14,15.400225580627074
2024-06-15,6.1600902322508295
2024-06-16,6.1600902322508295
2024-06-17,13.346862169876797
2024-06-18,14.373543875251936
2024-06-19,7.186771937625968
2024-06-20,13.346862169876797
2024-06-21,11.293498759126521
2024-06-22,6.1600902322508295
2024-06-23,5.133408526875691
2024-06-24,11.293498759126521
2024-06-25,11.293498759126521
2024-06-26,10.266817053751382
2024-06-27,9.240135348376244
2024-06-28,8.213453643001106
2024-06-29,5.133408526875691
2024-06-30,5.133408526875691
2024-07-01,7.186771937625968
2024-07-02,7.186771937625968
2024-07-03,7.186771937625968
2024-07-04,5.133408526875691
2024-07-05,5.133408526875691
2024-07-06,5.133408526875691
2024-07-07,4.106726821500553
2024-07-08,6.1600902322508295
2024-07-09,7.186771937625968
2024-07-10,7.186771937625968
2024-07-11,7.186771937625968
2024-07-12,7.186771937625968
2024-07-13,5.133408526875691
2024-07-14,4.106726821500553
2024-07-15,6.1600902322508295
2024-07-16,7.186771937625968
2024-07-17,7.186771937625968
2024-07-18,7.186771937625968
2024-07-19,5.133408526875691
2024-07-20,5.133408526875691
2024-07-21,5.133408526875691
2024-07-22,6.1600902322508295
2024-07-23,6.1600902322508295
2024-07-24,7.186771937625968
2024-07-25,7.186771937625968
2024-07-26,6.1600902322508295
2024-07-27,4.106726821500553
2024-07-28,5.133408526875691
2024-07-29,6.1600902322508295
2024-07-30,7.186771937625968
2024-07-31,8.213453643001106
2024-08-01,9.240135348376244
2024-08-02,10.266817053751382
2024-08-03,5.133408526875691
2024-08-04,5.133408526875691
2024-08-05,9.240135348376244
2024-08-06,12.320180464501659
2024-08-07,15.400225580627074
2024-08-08,17.45358899137735
2024-08-09,23.61367922362818
2024-08-10,6.1600902322508295
2024-08-11,6.1600902322508295
2024-08-12,20.533634107502763
2024-08-13,27.720406045128733
2024-08-14,31.827132866629285
2024-08-15,46.200676741881225
2024-08-16,57.494175501007746
2024-08-17,10.266817053751382
2024-08-18,8.213453643001106
2024-08-19,44.147313331130945
2024-08-20,52.87410782681962
2024-08-21,60.57422061713316
2024-08-22,66.73431084938399
2024-08-23,83.67455898807376
2024-08-24,12.320180464501659
2024-08-25,9.240135348376244
2024-08-26,56.467493795632606
2024-08-27,66.22096999669643
2024-08-28,69.8143559655094
2024-08-29,75.97444619776023
2024-08-30,88.29462666226189
2024-08-31,13.346862169876797
2024-09-01,9.240135348376244
2024-09-02,8.726794495688676
2024-09-03,56.467493795632606
2024-09-04,67.24765170207155
2024-09-05,76.48778705044779
2024-09-06,99.07478456870084
2024-09-07,14.373543875251936
2024-09-08,10.266817053751382
2024-09-09,64.16760658594615
2024-09-10,67.24765170207155
2024-09-11,71.35437852357211
2024-09-12,78.02780960851051
2024-09-13,102.66817053751383
2024-09-14,14.373543875251936
2024-09-15,10.780157906438951
2024-09-16,60.06087976444559
2024-09-17,67.76099255475913
2024-09-18,74.94776449238509
2024-09-19,74.94776449238509
2024-09-20,102.66817053751383
2024-09-21,14.373543875251936
