Time,twitter
2022-07-29,36.0
2022-07-30,33.0
2022-07-31,36.0
2022-08-01,37.0
2022-08-02,38.0
2022-08-03,36.0
2022-08-04,36.0
2022-08-05,36.0
2022-08-06,36.0
2022-08-07,36.0
2022-08-08,36.0
2022-08-09,46.0
2022-08-10,40.0
2022-08-11,42.0
2022-08-12,46.0
2022-08-13,40.0
2022-08-14,39.0
2022-08-15,37.0
2022-08-16,37.0
2022-08-17,35.0
2022-08-18,35.0
2022-08-19,35.0
2022-08-20,36.0
2022-08-21,37.0
2022-08-22,36.0
2022-08-23,37.0
2022-08-24,38.0
2022-08-25,37.0
2022-08-26,37.0
2022-08-27,40.0
2022-08-28,39.0
2022-08-29,34.919585987261144
2022-08-30,36.81289808917198
2022-08-31,35.86624203821656
2022-09-01,35.36624203821656
2022-09-02,37.25955414012739
2022-09-03,39.152866242038215
2022-09-04,36.31289808917198
2022-09-05,35.86624203821656
2022-09-06,34.919585987261144
2022-09-07,34.419585987261144
2022-09-08,38.2062101910828
2022-09-09,38.2062101910828
2022-09-10,37.25955414012739
2022-09-11,38.2062101910828
2022-09-12,37.75955414012739
2022-09-13,41.046178343949045
2022-09-14,37.25955414012739
2022-09-15,33.97292993630573
2022-09-16,33.02627388535032
2022-09-17,36.81289808917198
2022-09-18,39.152866242038215
2022-09-19,35.86624203821656
2022-09-20,35.86624203821656
2022-09-21,35.86624203821656
2022-09-22,34.419585987261144
2022-09-23,33.97292993630573
2022-09-24,36.81289808917198
2022-09-25,35.36624203821656
2022-09-26,35.86624203821656
2022-09-27,34.919585987261144
2022-09-28,37.519108280254784
2022-09-29,37.519108280254784
2022-09-30,36.625796178343954
2022-10-01,35.732484076433124
2022-10-02,38.41242038216561
2022-10-03,41.98566878980892
2022-10-04,49.132165605095544
2022-10-05,42.87898089171975
2022-10-06,39.30573248407644
2022-10-07,39.30573248407644
2022-10-08,38.41242038216561
2022-10-09,39.30573248407644
2022-10-10,41.09235668789809
2022-10-11,37.519108280254784
2022-10-12,35.732484076433124
2022-10-13,36.625796178343954
2022-10-14,37.519108280254784
2022-10-15,36.625796178343954
2022-10-16,38.41242038216561
2022-10-17,39.30573248407644
2022-10-18,36.625796178343954
2022-10-19,36.625796178343954
2022-10-20,35.732484076433124
2022-10-21,38.41242038216561
2022-10-22,38.41242038216561
2022-10-23,43.77229299363058
2022-10-24,40.19904458598727
2022-10-25,41.09235668789809
2022-10-26,41.09235668789809
2022-10-27,44.66560509554141
2022-10-28,72.35828025477707
2022-10-29,56.27866242038217
2022-10-30,50.025477707006374
2022-10-31,50.918789808917204
2022-11-01,59.85191082802548
2022-11-02,50.025477707006374
2022-11-03,47.34554140127389
2022-11-04,58.95859872611466
2022-11-05,53.598726114649686
2022-11-06,46.45222929936306
2022-11-07,49.132165605095544
2022-11-08,46.45222929936306
2022-11-09,46.45222929936306
2022-11-10,46.45222929936306
2022-11-11,50.918789808917204
2022-11-12,50.025477707006374
2022-11-13,46.45222929936306
2022-11-14,42.87898089171975
2022-11-15,50.025477707006374
2022-11-16,44.66560509554141
2022-11-17,41.09235668789809
2022-11-18,89.33121019108282
2022-11-19,58.95859872611466
2022-11-20,64.31847133757962
2022-11-21,48.238853503184714
2022-11-22,44.66560509554141
2022-11-23,40.19904458598727
2022-11-24,39.30573248407644
2022-11-25,40.19904458598727
2022-11-26,37.519108280254784
2022-11-27,38.41242038216561
2022-11-28,39.30573248407644
2022-11-29,38.41242038216561
2022-11-30,37.519108280254784
2022-12-01,36.625796178343954
2022-12-02,42.87898089171975
2022-12-03,50.918789808917204
2022-12-04,45.55891719745223
2022-12-05,41.09235668789809
2022-12-06,39.30573248407644
2022-12-07,41.09235668789809
2022-12-08,38.41242038216561
2022-12-09,41.98566878980892
2022-12-10,41.09235668789809
2022-12-11,41.09235668789809
2022-12-12,40.19904458598727
2022-12-13,43.77229299363058
2022-12-14,41.98566878980892
2022-12-15,39.30573248407644
2022-12-16,41.98566878980892
2022-12-17,38.41242038216561
2022-12-18,41.98566878980892
2022-12-19,50.918789808917204
2022-12-20,41.09235668789809
2022-12-21,41.09235668789809
2022-12-22,39.30573248407644
2022-12-23,38.41242038216561
2022-12-24,35.732484076433124
2022-12-25,34.839171974522294
2022-12-26,37.519108280254784
2022-12-27,37.519108280254784
2022-12-28,37.519108280254784
2022-12-29,40.19904458598727
2022-12-30,39.30573248407644
2022-12-31,34.839171974522294
2023-01-01,36.625796178343954
2023-01-02,36.625796178343954
2023-01-03,58.06528662420383
2023-01-04,39.30573248407644
2023-01-05,39.30573248407644
2023-01-06,37.519108280254784
2023-01-07,36.625796178343954
2023-01-08,37.519108280254784
2023-01-09,36.625796178343954
2023-01-10,35.732484076433124
2023-01-11,35.732484076433124
2023-01-12,33.05254777070064
2023-01-13,34.839171974522294
2023-01-14,36.625796178343954
2023-01-15,35.732484076433124
2023-01-16,34.839171974522294
2023-01-17,37.519108280254784
2023-01-18,34.839171974522294
2023-01-19,33.05254777070064
2023-01-20,32.15923566878981
2023-01-21,35.732484076433124
2023-01-22,36.625796178343954
2023-01-23,37.519108280254784
2023-01-24,34.839171974522294
2023-01-25,35.732484076433124
2023-01-26,33.945859872611464
2023-01-27,33.05254777070064
2023-01-28,34.839171974522294
2023-01-29,36.625796178343954
2023-01-30,35.732484076433124
2023-01-31,35.732484076433124
2023-02-01,35.732484076433124
2023-02-02,34.839171974522294
2023-02-03,35.732484076433124
2023-02-04,35.732484076433124
2023-02-05,35.732484076433124
2023-02-06,34.839171974522294
2023-02-07,34.839171974522294
2023-02-08,38.41242038216561
2023-02-09,39.30573248407644
2023-02-10,33.05254777070064
2023-02-11,33.945859872611464
2023-02-12,34.839171974522294
2023-02-13,41.09235668789809
2023-02-14,35.732484076433124
2023-02-15,34.839171974522294
2023-02-16,33.945859872611464
2023-02-17,33.05254777070064
2023-02-18,33.945859872611464
2023-02-19,33.945859872611464
2023-02-20,32.15923566878981
2023-02-21,32.15923566878981
2023-02-22,30.372611464968156
2023-02-23,32.15923566878981
2023-02-24,31.265923566878982
2023-02-25,33.945859872611464
2023-02-26,34.839171974522294
2023-02-27,33.945859872611464
2023-02-28,33.05254777070064
2023-03-01,33.05254777070064
2023-03-02,31.265923566878982
2023-03-03,32.15923566878981
2023-03-04,33.05254777070064
2023-03-05,34.839171974522294
2023-03-06,33.945859872611464
2023-03-07,33.05254777070064
2023-03-08,33.945859872611464
2023-03-09,33.05254777070064
2023-03-10,34.839171974522294
2023-03-11,32.15923566878981
2023-03-12,33.945859872611464
2023-03-13,35.732484076433124
2023-03-14,35.732484076433124
2023-03-15,34.839171974522294
2023-03-16,34.839171974522294
2023-03-17,34.839171974522294
2023-03-18,33.945859872611464
2023-03-19,34.839171974522294
2023-03-20,32.15923566878981
2023-03-21,33.05254777070064
2023-03-22,33.945859872611464
2023-03-23,33.945859872611464
2023-03-24,33.945859872611464
2023-03-25,33.945859872611464
2023-03-26,34.839171974522294
2023-03-27,33.945859872611464
2023-03-28,34.839171974522294
2023-03-29,37.519108280254784
2023-03-30,33.945859872611464
2023-03-31,35.732484076433124
2023-04-01,38.41242038216561
2023-04-02,36.625796178343954
2023-04-03,37.519108280254784
2023-04-04,41.09235668789809
2023-04-05,36.625796178343954
2023-04-06,34.839171974522294
2023-04-07,34.839171974522294
2023-04-08,33.945859872611464
2023-04-09,35.732484076433124
2023-04-10,34.839171974522294
2023-04-11,34.839171974522294
2023-04-12,35.732484076433124
2023-04-13,33.945859872611464
2023-04-14,32.15923566878981
2023-04-15,33.05254777070064
2023-04-16,35.732484076433124
2023-04-17,40.19904458598727
2023-04-18,33.05254777070064
2023-04-19,33.05254777070064
2023-04-20,33.945859872611464
2023-04-21,36.625796178343954
2023-04-22,35.732484076433124
2023-04-23,37.519108280254784
2023-04-24,37.519108280254784
2023-04-25,38.41242038216561
2023-04-26,34.01732484076433
2023-04-27,35.55382165605096
2023-04-28,40.03824840764332
2023-04-29,38.5017515923567
2023-04-30,34.785573248407644
2023-05-01,36.64366242038217
2023-05-02,34.785573248407644
2023-05-03,33.69573248407644
2023-05-04,34.01732484076433
2023-05-05,32.15923566878981
2023-05-06,34.785573248407644
2023-05-07,41.12808917197452
2023-05-08,34.785573248407644
2023-05-09,33.69573248407644
2023-05-10,35.55382165605096
2023-05-11,35.87541401273886
2023-05-12,37.733503184713385
2023-05-13,36.64366242038217
2023-05-14,35.87541401273886
2023-05-15,32.15923566878981
2023-05-16,32.92748407643313
2023-05-17,33.249076433121026
2023-05-18,32.15923566878981
2023-05-19,32.15923566878981
2023-05-20,33.69573248407644
2023-05-21,34.785573248407644
2023-05-22,31.837643312101918
2023-05-23,34.01732484076433
2023-05-24,36.32207006369427
2023-05-25,35.87541401273886
2023-05-26,32.802420382165614
2023-05-27,32.802420382165614
2023-05-28,36.01834394904459
2023-05-29,33.44560509554141
2023-05-30,32.802420382165614
2023-05-31,32.15923566878981
2023-06-01,32.802420382165614
2023-06-02,35.3751592356688
2023-06-03,34.088789808917205
2023-06-04,36.01834394904459
2023-06-05,36.01834394904459
2023-06-06,35.3751592356688
2023-06-07,39.23426751592358
2023-06-08,39.23426751592358
2023-06-09,37.94789808917198
2023-06-10,35.3751592356688
2023-06-11,36.01834394904459
2023-06-12,36.01834394904459
2023-06-13,38.59108280254778
2023-06-14,36.66152866242039
2023-06-15,36.01834394904459
2023-06-16,34.731974522293
2023-06-17,34.731974522293
2023-06-18,33.44560509554141
2023-06-19,35.3751592356688
2023-06-20,37.94789808917198
2023-06-21,36.66152866242039
2023-06-22,37.30471337579618
2023-06-23,37.30471337579618
2023-06-24,37.30471337579618
2023-06-25,37.94789808917198
2023-06-26,35.3751592356688
2023-06-27,36.66152866242039
2023-06-28,33.44560509554141
2023-06-29,35.3751592356688
2023-06-30,40.52063694267517
2023-07-01,64.31847133757962
2023-07-02,52.7411464968153
2023-07-03,39.23426751592358
2023-07-04,36.66152866242039
2023-07-05,36.66152866242039
2023-07-06,42.450191082802554
2023-07-07,37.30471337579618
2023-07-08,33.44560509554141
2023-07-09,34.731974522293
2023-07-10,34.731974522293
2023-07-11,34.731974522293
2023-07-12,33.44560509554141
2023-07-13,34.731974522293
2023-07-14,35.3751592356688
2023-07-15,32.15923566878981
2023-07-16,32.802420382165614
2023-07-17,31.51605095541402
2023-07-18,32.15923566878981
2023-07-19,32.15923566878981
2023-07-20,32.15923566878981
2023-07-21,30.87286624203822
2023-07-22,30.229681528662425
2023-07-23,35.3751592356688
2023-07-24,50.81159235668791
2023-07-25,45.022929936305744
2023-07-26,38.59108280254778
2023-07-27,38.59108280254778
2023-07-28,38.59108280254778
2023-07-29,37.94789808917198
2023-07-30,45.022929936305744
2023-07-31,47.595668789808926
2023-08-01,42.450191082802554
2023-08-02,36.66152866242039
2023-08-03,36.66152866242039
2023-08-04,34.088789808917205
2023-08-05,34.088789808917205
2023-08-06,37.30471337579618
2023-08-07,36.66152866242039
2023-08-08,36.01834394904459
2023-08-09,35.3751592356688
2023-08-10,35.3751592356688
2023-08-11,32.802420382165614
2023-08-12,31.51605095541402
2023-08-13,32.15923566878981
2023-08-14,32.15923566878981
2023-08-15,34.088789808917205
2023-08-16,35.3751592356688
2023-08-17,35.3751592356688
2023-08-18,34.088789808917205
2023-08-19,32.802420382165614
2023-08-20,34.088789808917205
2023-08-21,31.51605095541402
2023-08-22,32.802420382165614
2023-08-23,32.802420382165614
2023-08-24,38.59108280254778
2023-08-25,35.3751592356688
2023-08-26,33.44560509554141
2023-08-27,32.15923566878981
2023-08-28,30.87286624203822
2023-08-29,31.51605095541402
2023-08-30,30.87286624203822
2023-08-31,29.58649681528663
2023-09-01,28.943312101910834
2023-09-02,29.58649681528663
2023-09-03,30.229681528662425
2023-09-04,31.51605095541402
2023-09-05,28.30012738853504
2023-09-06,28.30012738853504
2023-09-07,29.58649681528663
2023-09-08,30.229681528662425
2023-09-09,30.229681528662425
2023-09-10,32.15923566878981
2023-09-11,30.87286624203822
2023-09-12,30.87286624203822
2023-09-13,30.87286624203822
2023-09-14,28.30012738853504
2023-09-15,28.30012738853504
2023-09-16,28.943312101910834
2023-09-17,32.802420382165614
2023-09-18,30.229681528662425
2023-09-19,32.15923566878981
2023-09-20,28.943312101910834
2023-09-21,29.58649681528663
2023-09-22,30.229681528662425
2023-09-23,32.15923566878981
2023-09-24,33.44560509554141
2023-09-25,32.15923566878981
2023-09-26,28.943312101910834
2023-09-27,29.58649681528663
2023-09-28,28.943312101910834
2023-09-29,29.58649681528663
2023-09-30,31.51605095541402
2023-10-01,32.802420382165614
2023-10-02,27.65694267515924
2023-10-03,28.943312101910834
2023-10-04,29.58649681528663
2023-10-05,34.731974522293
2023-10-06,30.87286624203822
2023-10-07,32.15923566878981
2023-10-08,34.088789808917205
2023-10-09,35.3751592356688
2023-10-10,32.15923566878981
2023-10-11,32.15923566878981
2023-10-12,31.51605095541402
2023-10-13,32.15923566878981
2023-10-14,31.51605095541402
2023-10-15,34.088789808917205
2023-10-16,29.58649681528663
2023-10-17,30.87286624203822
2023-10-18,29.58649681528663
2023-10-19,28.30012738853504
2023-10-20,29.58649681528663
2023-10-21,29.58649681528663
2023-10-22,32.802420382165614
2023-10-23,30.229681528662425
2023-10-24,30.229681528662425
2023-10-25,28.943312101910834
2023-10-26,30.229681528662425
2023-10-27,29.58649681528663
2023-10-28,30.229681528662425
2023-10-29,30.87286624203822
2023-10-30,29.58649681528663
2023-10-31,31.51605095541402
2023-11-01,29.58649681528663
2023-11-02,30.229681528662425
2023-11-03,28.30012738853504
2023-11-04,29.58649681528663
2023-11-05,31.51605095541402
2023-11-06,28.943312101910834
2023-11-07,28.943312101910834
2023-11-08,28.943312101910834
2023-11-09,28.30012738853504
2023-11-10,27.65694267515924
2023-11-11,30.87286624203822
2023-11-12,30.87286624203822
2023-11-13,27.013757961783444
2023-11-14,27.013757961783444
2023-11-15,28.943312101910834
2023-11-16,28.30012738853504
2023-11-17,28.30012738853504
2023-11-18,30.229681528662425
2023-11-19,30.229681528662425
2023-11-20,28.30012738853504
2023-11-21,30.229681528662425
2023-11-22,28.943312101910834
2023-11-23,27.65694267515924
2023-11-24,27.65694267515924
2023-11-25,27.65694267515924
2023-11-26,30.229681528662425
2023-11-27,27.013757961783444
2023-11-28,26.37057324840765
2023-11-29,27.013757961783444
2023-11-30,28.30012738853504
2023-12-01,28.30012738853504
2023-12-02,32.802420382165614
2023-12-03,31.51605095541402
2023-12-04,29.58649681528663
2023-12-05,28.30012738853504
2023-12-06,28.30012738853504
2023-12-07,27.013757961783444
2023-12-08,28.30012738853504
2023-12-09,28.943312101910834
2023-12-10,29.58649681528663
2023-12-11,27.65694267515924
2023-12-12,27.013757961783444
2023-12-13,25.727388535031853
2023-12-14,25.727388535031853
2023-12-15,27.65694267515924
2023-12-16,28.943312101910834
2023-12-17,30.229681528662425
2023-12-18,28.30012738853504
2023-12-19,26.37057324840765
2023-12-20,30.229681528662425
2023-12-21,37.30471337579618
2023-12-22,27.77639126478617
2023-12-23,27.77639126478617
2023-12-24,28.09798362147407
2023-12-25,28.84224021838035
2023-12-26,27.565059144676983
2023-12-27,27.032134667879895
2023-12-28,26.499210191082806
2023-12-29,26.499210191082806
2023-12-30,26.28787807097362
2023-12-31,29.58649681528663
2024-01-01,28.09798362147407
2024-01-02,29.58649681528663
2024-01-03,27.032134667879895
2024-01-04,30.330753412192905
2024-01-05,27.032134667879895
2024-01-06,27.565059144676983
2024-01-07,29.05357233848954
2024-01-08,28.84224021838035
2024-01-09,28.309315741583262
2024-01-10,28.09798362147407
2024-01-11,27.77639126478617
2024-01-12,28.09798362147407
2024-01-13,27.565059144676983
2024-01-14,30.863677888989997
2024-01-15,34.69522111010009
2024-01-16,29.58649681528663
2024-01-17,28.309315741583262
2024-01-18,27.032134667879895
2024-01-19,26.28787807097362
2024-01-20,28.84224021838035
2024-01-21,28.741168334849867
2024-01-22,27.473175614194727
2024-01-23,26.627847133757964
2024-01-24,28.318504094631486
2024-01-25,26.627847133757964
2024-01-26,27.050511373976345
2024-01-27,28.318504094631486
2024-01-28,30.43182529572339
2024-01-29,27.473175614194727
2024-01-30,25.359854413102823
2024-01-31,24.514525932666064
2024-02-01,24.937190172884442
2024-02-02,24.091861692447683
2024-02-03,25.782518653321205
2024-02-04,25.359854413102823
2024-02-05,24.514525932666064
2024-02-06,33.81313921747043
2024-02-07,42.26642402183804
2024-02-08,36.77178889899909
2024-02-09,31.69981801637853
2024-02-10,30.009161055505007
2024-02-11,27.473175614194727
2024-02-12,32.12248225659691
2024-02-13,25.359854413102823
2024-02-14,26.205182893539586
2024-02-15,25.782518653321205
2024-02-16,26.627847133757964
2024-02-17,27.473175614194727
2024-02-18,26.627847133757964
2024-02-19,24.937190172884442
2024-02-20,25.782518653321205
2024-02-21,23.6691974522293
2024-02-22,26.205182893539586
2024-02-23,24.937190172884442
2024-02-24,24.937190172884442
2024-02-25,25.782518653321205
2024-02-26,24.091861692447683
2024-02-27,24.091861692447683
2024-02-28,24.937190172884442
2024-02-29,23.6691974522293
2024-03-01,23.24653321201092
2024-03-02,24.937190172884442
2024-03-03,26.627847133757964
2024-03-04,24.514525932666064
2024-03-05,24.937190172884442
2024-03-06,25.782518653321205
2024-03-07,24.091861692447683
2024-03-08,30.009161055505007
2024-03-09,28.741168334849867
2024-03-10,26.627847133757964
2024-03-11,26.627847133757964
2024-03-12,26.205182893539586
2024-03-13,25.359854413102823
2024-03-14,25.359854413102823
2024-03-15,25.359854413102823
2024-03-16,25.359854413102823
2024-03-17,26.627847133757964
2024-03-18,24.937190172884442
2024-03-19,25.782518653321205
2024-03-20,25.782518653321205
2024-03-21,23.6691974522293
2024-03-22,25.359854413102823
2024-03-23,25.782518653321205
2024-03-24,27.050511373976345
2024-03-25,24.937190172884442
2024-03-26,25.782518653321205
2024-03-27,25.782518653321205
2024-03-28,24.937190172884442
2024-03-29,24.514525932666064
2024-03-30,24.091861692447683
2024-03-31,25.782518653321205
2024-04-01,24.937190172884442
2024-04-02,27.050511373976345
2024-04-03,25.782518653321205
2024-04-04,24.091861692447683
2024-04-05,26.627847133757964
2024-04-06,25.359854413102823
2024-04-07,25.782518653321205
2024-04-08,23.6691974522293
2024-04-09,25.782518653321205
2024-04-10,25.782518653321205
2024-04-11,25.359854413102823
2024-04-12,24.514525932666064
2024-04-13,25.359854413102823
2024-04-14,28.318504094631486
2024-04-15,24.514525932666064
2024-04-16,24.937190172884442
2024-04-17,25.359854413102823
2024-04-18,24.937190172884442
2024-04-19,24.091861692447683
2024-04-20,25.359854413102823
2024-04-21,26.627847133757964
2024-04-22,24.091861692447683
2024-04-23,25.359854413102823
2024-04-24,24.514525932666064
2024-04-25,25.782518653321205
2024-04-26,25.359854413102823
2024-04-27,25.782518653321205
2024-04-28,27.895839854413104
2024-04-29,24.091861692447683
2024-04-30,24.937190172884442
2024-05-01,24.514525932666064
2024-05-02,23.6691974522293
2024-05-03,24.514525932666064
2024-05-04,25.782518653321205
2024-05-05,28.741168334849867
2024-05-06,25.359854413102823
2024-05-07,25.359854413102823
2024-05-08,24.091861692447683
2024-05-09,24.937190172884442
2024-05-10,24.091861692447683
2024-05-11,25.782518653321205
2024-05-12,25.359854413102823
2024-05-13,24.937190172884442
2024-05-14,25.782518653321205
2024-05-15,24.937190172884442
2024-05-16,24.514525932666064
2024-05-17,27.473175614194727
2024-05-18,25.782518653321205
2024-05-19,27.050511373976345
2024-05-20,26.205182893539586
2024-05-21,26.205182893539586
2024-05-22,24.937190172884442
2024-05-23,25.359854413102823
2024-05-24,24.091861692447683
2024-05-25,27.050511373976345
2024-05-26,26.205182893539586
2024-05-27,27.473175614194727
2024-05-28,25.782518653321205
2024-05-29,27.050511373976345
2024-05-30,26.627847133757964
2024-05-31,27.473175614194727
2024-06-01,26.205182893539586
2024-06-02,26.627847133757964
2024-06-03,25.359854413102823
2024-06-04,25.782518653321205
2024-06-05,26.627847133757964
2024-06-06,25.782518653321205
2024-06-07,26.205182893539586
2024-06-08,25.782518653321205
2024-06-09,27.050511373976345
2024-06-10,27.473175614194727
2024-06-11,28.741168334849867
2024-06-12,28.318504094631486
2024-06-13,27.895839854413104
2024-06-14,26.627847133757964
2024-06-15,28.741168334849867
2024-06-16,26.627847133757964
2024-06-17,26.627847133757964
2024-06-18,26.627847133757964
2024-06-19,25.782518653321205
2024-06-20,27.473175614194727
2024-06-21,26.205182893539586
2024-06-22,24.937190172884442
2024-06-23,25.782518653321205
2024-06-24,27.473175614194727
2024-06-25,28.741168334849867
2024-06-26,26.205182893539586
2024-06-27,27.473175614194727
2024-06-28,35.08113193812557
2024-06-29,26.627847133757964
2024-06-30,27.473175614194727
2024-07-01,28.741168334849867
2024-07-02,27.473175614194727
2024-07-03,27.050511373976345
2024-07-04,26.627847133757964
2024-07-05,27.050511373976345
2024-07-06,27.473175614194727
2024-07-07,27.050511373976345
2024-07-08,28.741168334849867
2024-07-09,29.586496815286626
2024-07-10,26.627847133757964
2024-07-11,27.473175614194727
2024-07-12,27.473175614194727
2024-07-13,30.85448953594177
2024-07-14,40.575767060964516
2024-07-15,32.12248225659691
2024-07-16,29.586496815286626
2024-07-17,28.318504094631486
2024-07-18,27.473175614194727
2024-07-19,27.050511373976345
2024-07-20,26.627847133757964
2024-07-21,32.54514649681529
2024-07-22,34.23580345768881
2024-07-23,31.69981801637853
2024-07-24,28.318504094631486
2024-07-25,28.741168334849867
2024-07-26,27.895839854413104
2024-07-27,26.205182893539586
2024-07-28,27.473175614194727
2024-07-29,28.741168334849867
2024-07-30,28.741168334849867
2024-07-31,27.050511373976345
2024-08-01,27.050511373976345
2024-08-02,27.895839854413104
2024-08-03,26.205182893539586
2024-08-04,26.205182893539586
2024-08-05,27.473175614194727
2024-08-06,27.050511373976345
2024-08-07,27.895839854413104
2024-08-08,27.895839854413104
2024-08-09,27.895839854413104
2024-08-10,27.895839854413104
2024-08-11,27.473175614194727
2024-08-12,27.050511373976345
2024-08-13,29.586496815286626
2024-08-14,26.627847133757964
2024-08-15,26.627847133757964
2024-08-16,25.782518653321205
2024-08-17,25.782518653321205
2024-08-18,26.602917233651922
2024-08-19,24.88331285408536
2024-08-20,26.602917233651922
2024-08-21,25.44435533384647
2024-08-22,25.058168033911322
2024-08-23,25.44435533384647
2024-08-24,25.269500154020513
2024-08-25,26.21672993371677
2024-08-26,24.110938254215064
2024-08-27,23.33856365434476
2024-08-28,24.110938254215064
2024-08-29,23.936083074389103
2024-08-30,24.110938254215064
2024-08-31,26.602917233651922
2024-09-01,25.65568745395566
2024-09-02,24.497125554150212
2024-09-03,23.1637084745188
2024-09-04,24.110938254215064
2024-09-05,23.1637084745188
2024-09-06,22.391333874648502
2024-09-07,26.21672993371677
2024-09-08,24.88331285408536
2024-09-09,22.777521174583654
2024-09-10,22.952376354409612
2024-09-11,30.25345811289423
2024-09-12,25.830542633781622
2024-09-13,24.110938254215064
2024-09-14,26.98910453358707
2024-09-15,27.55014701334818
2024-09-16,24.110938254215064
2024-09-17,24.13001481598244
2024-09-18,23.4305940966786
2024-09-19,22.731173377374763
2024-09-20,23.4305940966786
2024-09-21,24.13001481598244
2024-09-22,26.927697693197796
