Time,peaky_blinders
2022-11-13,10.563380281690142
2022-11-14,7.746478873239437
2022-11-15,7.887323943661972
2022-11-16,7.042253521126761
2022-11-17,7.746478873239437
2022-11-18,7.887323943661972
2022-11-19,9.43661971830986
2022-11-20,9.295774647887324
2022-11-21,7.887323943661972
2022-11-22,8.028169014084508
2022-11-23,8.591549295774648
2022-11-24,9.15492957746479
2022-11-25,8.169014084507042
2022-11-26,9.014084507042254
2022-11-27,11.408450704225352
2022-11-28,7.183098591549296
2022-11-29,7.323943661971831
2022-11-30,7.887323943661972
2022-12-01,7.464788732394367
2022-12-02,7.746478873239437
2022-12-03,9.43661971830986
2022-12-04,11.126760563380282
2022-12-05,7.746478873239437
2022-12-06,7.042253521126761
2022-12-07,7.605633802816902
2022-12-08,8.028169014084508
2022-12-09,7.323943661971831
2022-12-10,9.577464788732394
2022-12-11,9.71830985915493
2022-12-12,9.295774647887324
2022-12-13,7.746478873239437
2022-12-14,8.028169014084508
2022-12-15,8.169014084507042
2022-12-16,8.450704225352114
2022-12-17,10.140845070422536
2022-12-18,8.873239436619718
2022-12-19,9.859154929577466
2022-12-20,8.591549295774648
2022-12-21,7.887323943661972
2022-12-22,8.450704225352114
2022-12-23,9.577464788732394
2022-12-24,10.0
2022-12-25,10.563380281690142
2022-12-26,9.859154929577466
2022-12-27,10.985915492957748
2022-12-28,11.126760563380282
2022-12-29,11.408450704225352
2022-12-30,10.0
2022-12-31,10.845070422535212
2023-01-01,9.577464788732394
2023-01-02,12.112676056338028
2023-01-03,9.295774647887324
2023-01-04,9.43661971830986
2023-01-05,9.71830985915493
2023-01-06,9.43661971830986
2023-01-07,11.408450704225352
2023-01-08,10.985915492957748
2023-01-09,9.014084507042254
2023-01-10,8.450704225352114
2023-01-11,9.15492957746479
2023-01-12,9.295774647887324
2023-01-13,9.15492957746479
2023-01-14,10.845070422535212
2023-01-15,9.577464788732394
2023-01-16,9.43661971830986
2023-01-17,8.028169014084508
2023-01-18,8.873239436619718
2023-01-19,8.309859154929578
2023-01-20,9.71830985915493
2023-01-21,11.267605633802818
2023-01-22,11.267605633802818
2023-01-23,9.014084507042254
2023-01-24,8.169014084507042
2023-01-25,7.887323943661972
2023-01-26,9.295774647887324
2023-01-27,8.028169014084508
2023-01-28,10.422535211267606
2023-01-29,11.549295774647888
2023-01-30,8.873239436619718
2023-01-31,8.309859154929578
2023-02-01,8.169014084507042
2023-02-02,8.450704225352114
2023-02-03,7.887323943661972
2023-02-04,10.0
2023-02-05,11.690140845070424
2023-02-06,9.014084507042254
2023-02-07,7.746478873239437
2023-02-08,8.028169014084508
2023-02-09,7.464788732394367
2023-02-10,7.323943661971831
2023-02-11,8.591549295774648
2023-02-12,8.873239436619718
2023-02-13,6.47887323943662
2023-02-14,6.619718309859155
2023-02-15,6.901408450704226
2023-02-16,7.605633802816902
2023-02-17,7.887323943661972
2023-02-18,9.859154929577466
2023-02-19,9.43661971830986
2023-02-20,8.591549295774648
2023-02-21,7.605633802816902
2023-02-22,7.746478873239437
2023-02-23,7.323943661971831
2023-02-24,7.464788732394367
2023-02-25,8.028169014084508
2023-02-26,9.43661971830986
2023-02-27,7.323943661971831
2023-02-28,6.47887323943662
2023-03-01,6.76056338028169
2023-03-02,6.76056338028169
2023-03-03,6.338028169014085
2023-03-04,8.450704225352114
2023-03-05,9.014084507042254
2023-03-06,6.901408450704226
2023-03-07,6.76056338028169
2023-03-08,6.901408450704226
2023-03-09,6.47887323943662
2023-03-10,6.619718309859155
2023-03-11,8.169014084507042
2023-03-12,8.450704225352114
2023-03-13,6.901408450704226
2023-03-14,7.042253521126761
2023-03-15,7.183098591549296
2023-03-16,7.042253521126761
2023-03-17,7.887323943661972
2023-03-18,8.732394366197184
2023-03-19,9.295774647887324
2023-03-20,7.605633802816902
2023-03-21,7.464788732394367
2023-03-22,7.464788732394367
2023-03-23,7.183098591549296
2023-03-24,7.183098591549296
2023-03-25,7.746478873239437
2023-03-26,9.43661971830986
2023-03-27,6.76056338028169
2023-03-28,6.47887323943662
2023-03-29,5.915492957746479
2023-03-30,6.19718309859155
2023-03-31,6.056338028169014
2023-04-01,6.901408450704226
2023-04-02,7.746478873239437
2023-04-03,6.056338028169014
2023-04-04,5.774647887323944
2023-04-05,6.47887323943662
2023-04-06,6.47887323943662
2023-04-07,6.619718309859155
2023-04-08,8.591549295774648
2023-04-09,8.450704225352114
2023-04-10,6.338028169014085
2023-04-11,6.338028169014085
2023-04-12,6.338028169014085
2023-04-13,5.774647887323944
2023-04-14,6.338028169014085
2023-04-15,7.042253521126761
2023-04-16,8.309859154929578
2023-04-17,5.774647887323944
2023-04-18,5.774647887323944
2023-04-19,5.774647887323944
2023-04-20,5.352112676056338
2023-04-21,6.47887323943662
2023-04-22,7.042253521126761
2023-04-23,7.323943661971831
2023-04-24,6.76056338028169
2023-04-25,5.915492957746479
2023-04-26,6.331626120358515
2023-04-27,5.352112676056338
2023-04-28,5.574050362782757
2023-04-29,7.311139564660691
2023-04-30,7.8361075544174135
2023-05-01,6.180110968843364
2023-05-02,5.422535211267606
2023-05-03,5.655142979086641
2023-05-04,5.50362782757149
2023-05-05,5.50362782757149
2023-05-06,7.089201877934272
2023-05-07,7.089201877934272
2023-05-08,6.0285958173282115
2023-05-09,5.725565514297909
2023-05-10,5.28169014084507
2023-05-11,5.50362782757149
2023-05-12,5.50362782757149
2023-05-13,6.331626120358515
2023-05-14,7.462654716175843
2023-05-15,5.655142979086641
2023-05-16,5.50362782757149
2023-05-17,5.574050362782757
2023-05-18,5.352112676056338
2023-05-19,6.109688433632096
2023-05-20,7.15962441314554
2023-05-21,7.7656850192061455
2023-05-22,5.422535211267606
2023-05-23,5.806658130601793
2023-05-24,6.0285958173282115
2023-05-25,5.806658130601793
2023-05-26,5.352112676056338
2023-05-27,7.298335467349552
2023-05-28,7.136150234741784
2023-05-29,7.947076397780624
2023-05-30,6.163038839095178
2023-05-31,5.6764831412718735
2023-06-01,5.514297908664106
2023-06-02,5.838668373879641
2023-06-03,6.973965002134016
2023-06-04,7.947076397780624
2023-06-05,6.487409304310713
2023-06-06,5.514297908664106
2023-06-07,5.6764831412718735
2023-06-08,5.838668373879641
2023-06-09,5.514297908664106
2023-06-10,7.4605206999573195
2023-06-11,7.622705932565087
2023-06-12,6.487409304310713
2023-06-13,5.838668373879641
2023-06-14,6.325224071702945
2023-06-15,6.163038839095178
2023-06-16,5.838668373879641
2023-06-17,6.8117797695262485
2023-06-18,6.8117797695262485
2023-06-19,6.8117797695262485
2023-06-20,6.325224071702945
2023-06-21,5.6764831412718735
2023-06-22,6.000853606487409
2023-06-23,6.000853606487409
2023-06-24,7.4605206999573195
2023-06-25,7.784891165172855
2023-06-26,6.163038839095178
2023-06-27,6.325224071702945
2023-06-28,6.325224071702945
2023-06-29,6.487409304310713
2023-06-30,6.487409304310713
2023-07-01,7.622705932565087
2023-07-02,8.595817328211695
2023-07-03,6.649594536918481
2023-07-04,8.433632095603926
2023-07-05,8.10926163038839
2023-07-06,12.65044814340589
2023-07-07,13.299189073836962
2023-07-08,16.21852326077678
2023-07-09,10.055484421681605
2023-07-10,7.622705932565087
2023-07-11,7.622705932565087
2023-07-12,7.136150234741784
2023-07-13,7.622705932565087
2023-07-14,8.92018779342723
2023-07-15,9.893299189073836
2023-07-16,12.163892445582587
2023-07-17,8.433632095603926
2023-07-18,9.406743491250534
2023-07-19,9.73111395646607
2023-07-20,9.082373026034999
2023-07-21,11.515151515151516
2023-07-22,14.272300469483568
2023-07-23,16.056338028169016
2023-07-24,13.785744771660264
2023-07-25,13.461374306444728
2023-07-26,12.488262910798122
2023-07-27,11.515151515151516
2023-07-28,12.163892445582587
2023-07-29,13.461374306444728
2023-07-30,12.974818608621426
2023-07-31,10.866410584720445
2023-08-01,10.217669654289372
2023-08-02,10.704225352112676
2023-08-03,10.54204011950491
2023-08-04,9.082373026034999
2023-08-05,10.704225352112676
2023-08-06,13.785744771660264
2023-08-07,10.704225352112676
2023-08-08,9.568928723858301
2023-08-09,9.568928723858301
2023-08-10,8.595817328211695
2023-08-11,9.73111395646607
2023-08-12,9.406743491250534
2023-08-13,12.163892445582587
2023-08-14,9.406743491250534
2023-08-15,8.758002560819463
2023-08-16,9.244558258642765
2023-08-17,8.92018779342723
2023-08-18,9.244558258642765
2023-08-19,12.001707212974818
2023-08-20,10.217669654289372
2023-08-21,8.271446862996159
2023-08-22,8.271446862996159
2023-08-23,7.622705932565087
2023-08-24,7.947076397780624
2023-08-25,7.947076397780624
2023-08-26,9.406743491250534
2023-08-27,10.37985488689714
2023-08-28,7.947076397780624
2023-08-29,8.271446862996159
2023-08-30,10.704225352112676
2023-08-31,11.839521980367051
2023-09-01,9.082373026034999
2023-09-02,10.055484421681605
2023-09-03,10.54204011950491
2023-09-04,11.839521980367051
2023-09-05,8.595817328211695
2023-09-06,7.622705932565087
2023-09-07,8.10926163038839
2023-09-08,6.973965002134016
2023-09-09,9.244558258642765
2023-09-10,8.271446862996159
2023-09-11,6.487409304310713
2023-09-12,7.784891165172855
2023-09-13,7.136150234741784
2023-09-14,6.973965002134016
2023-09-15,6.487409304310713
2023-09-16,7.622705932565087
2023-09-17,8.433632095603926
2023-09-18,6.8117797695262485
2023-09-19,6.487409304310713
2023-09-20,6.8117797695262485
2023-09-21,8.10926163038839
2023-09-22,9.082373026034999
2023-09-23,8.595817328211695
2023-09-24,9.893299189073836
2023-09-25,7.784891165172855
2023-09-26,6.973965002134016
2023-09-27,7.136150234741784
2023-09-28,7.298335467349552
2023-09-29,6.973965002134016
2023-09-30,8.433632095603926
2023-10-01,8.10926163038839
2023-10-02,6.325224071702945
2023-10-03,6.973965002134016
2023-10-04,7.298335467349552
2023-10-05,7.136150234741784
2023-10-06,6.487409304310713
2023-10-07,7.947076397780624
2023-10-08,8.433632095603926
2023-10-09,7.622705932565087
2023-10-10,8.92018779342723
2023-10-11,7.622705932565087
2023-10-12,7.298335467349552
2023-10-13,7.784891165172855
2023-10-14,7.947076397780624
2023-10-15,9.082373026034999
2023-10-16,7.298335467349552
2023-10-17,7.784891165172855
2023-10-18,7.136150234741784
2023-10-19,7.298335467349552
2023-10-20,7.136150234741784
2023-10-21,7.947076397780624
2023-10-22,8.758002560819463
2023-10-23,7.298335467349552
2023-10-24,7.622705932565087
2023-10-25,7.4605206999573195
2023-10-26,7.622705932565087
2023-10-27,7.947076397780624
2023-10-28,11.352966282543747
2023-10-29,9.568928723858301
2023-10-30,7.784891165172855
2023-10-31,7.136150234741784
2023-11-01,6.973965002134016
2023-11-02,6.163038839095178
2023-11-03,6.000853606487409
2023-11-04,7.784891165172855
2023-11-05,7.136150234741784
2023-11-06,6.649594536918481
2023-11-07,6.8117797695262485
2023-11-08,6.325224071702945
2023-11-09,6.000853606487409
2023-11-10,6.163038839095178
2023-11-11,7.136150234741784
2023-11-12,7.784891165172855
2023-11-13,6.163038839095178
2023-11-14,6.649594536918481
2023-11-15,6.163038839095178
2023-11-16,6.973965002134016
2023-11-17,6.000853606487409
2023-11-18,7.298335467349552
2023-11-19,7.4605206999573195
2023-11-20,6.325224071702945
2023-11-21,6.325224071702945
2023-11-22,7.622705932565087
2023-11-23,7.4605206999573195
2023-11-24,7.622705932565087
2023-11-25,8.433632095603926
2023-11-26,8.433632095603926
2023-11-27,6.487409304310713
2023-11-28,6.325224071702945
2023-11-29,6.163038839095178
2023-11-30,6.487409304310713
2023-12-01,6.325224071702945
2023-12-02,7.4605206999573195
2023-12-03,7.4605206999573195
2023-12-04,6.325224071702945
2023-12-05,7.298335467349552
2023-12-06,7.4605206999573195
2023-12-07,7.622705932565087
2023-12-08,7.298335467349552
2023-12-09,7.784891165172855
2023-12-10,8.92018779342723
2023-12-11,6.325224071702945
2023-12-12,6.649594536918481
2023-12-13,6.325224071702945
2023-12-14,6.649594536918481
2023-12-15,7.298335467349552
2023-12-16,7.947076397780624
2023-12-17,7.4605206999573195
2023-12-18,7.136150234741784
2023-12-19,7.298335467349552
2023-12-20,7.784891165172855
2023-12-21,7.947076397780624
2023-12-22,8.080486831054756
2023-12-23,9.283796621370453
2023-12-24,8.606280891605746
2023-12-25,8.758002560819463
2023-12-26,8.68737350790963
2023-12-27,8.90972423003318
2023-12-28,7.928765161841037
2023-12-29,9.890683298225326
2023-12-30,9.890683298225326
2023-12-31,10.264755689562596
2024-01-01,9.738961629011607
2024-01-02,8.53565183869591
2024-01-03,8.606280891605746
2024-01-04,7.777043492627319
2024-01-05,11.397436426968458
2024-01-06,12.004323103823332
2024-01-07,12.459488111464488
2024-01-08,11.175085704844907
2024-01-09,11.023364035631188
2024-01-10,8.980353282943016
2024-01-11,8.758002560819463
2024-01-12,9.132074952156735
2024-01-13,11.023364035631188
2024-01-14,12.15604477303705
2024-01-15,10.34584830586648
2024-01-16,8.606280891605746
2024-01-17,9.283796621370453
2024-01-18,9.0614458992469
2024-01-19,8.454559222392026
2024-01-20,11.700879765395896
2024-01-21,11.300648465573502
2024-01-22,8.192970137540788
2024-01-23,8.758002560819463
2024-01-24,8.475486349180127
2024-01-25,7.769195820081783
2024-01-26,8.334228243360458
2024-01-27,9.888067407376814
2024-01-28,12.148197100491515
2024-01-29,12.854487629589858
2024-01-30,9.18177687827847
2024-01-31,8.475486349180127
2024-02-01,8.334228243360458
2024-02-02,9.040518772458801
2024-02-03,9.746809301557144
2024-02-04,9.464293089917808
2024-02-05,8.05171203172112
2024-02-06,6.497872867704763
2024-02-07,7.204163396803107
2024-02-08,7.062905290983439
2024-02-09,7.769195820081783
2024-02-10,11.018132253934164
2024-02-11,9.746809301557144
2024-02-12,5.509066126967082
2024-02-13,7.345421502622776
2024-02-14,6.215356656065426
2024-02-15,6.215356656065426
2024-02-16,7.204163396803107
2024-02-17,9.18177687827847
2024-02-18,9.888067407376814
2024-02-19,12.854487629589858
2024-02-20,7.4866796084424445
2024-02-21,8.192970137540788
2024-02-22,7.4866796084424445
2024-02-23,7.769195820081783
2024-02-24,10.170583619016151
2024-02-25,10.876874148114496
2024-02-26,8.475486349180127
2024-02-27,7.345421502622776
2024-02-28,7.769195820081783
2024-02-29,9.18177687827847
2024-03-01,7.4866796084424445
2024-03-02,8.616744454999795
2024-03-03,10.029325513196483
2024-03-04,7.910453925901451
2024-03-05,7.627937714262114
2024-03-06,6.497872867704763
2024-03-07,6.639130973524432
2024-03-08,7.062905290983439
2024-03-09,8.616744454999795
2024-03-10,9.888067407376814
2024-03-11,12.854487629589858
2024-03-12,8.899260666639133
2024-03-13,7.769195820081783
2024-03-14,7.910453925901451
2024-03-15,8.475486349180127
2024-03-16,10.735616042294827
2024-03-17,11.583164677212839
2024-03-18,8.334228243360458
2024-03-19,7.627937714262114
2024-03-20,8.758002560819463
2024-03-21,9.18177687827847
2024-03-22,13.137003841229197
2024-03-23,14.125810581966878
2024-03-24,10.876874148114496
2024-03-25,8.192970137540788
2024-03-26,8.192970137540788
2024-03-27,8.05171203172112
2024-03-28,8.334228243360458
2024-03-29,8.334228243360458
2024-03-30,9.888067407376814
2024-03-31,11.583164677212839
2024-04-01,10.45309983065549
2024-04-02,8.334228243360458
2024-04-03,8.192970137540788
2024-04-04,7.062905290983439
2024-04-05,7.062905290983439
2024-04-06,8.334228243360458
2024-04-07,8.334228243360458
2024-04-08,6.356614761885095
2024-04-09,6.215356656065426
2024-04-10,7.062905290983439
2024-04-11,6.497872867704763
2024-04-12,5.791582338606419
2024-04-13,7.4866796084424445
2024-04-14,7.769195820081783
2024-04-15,5.9328404444260885
2024-04-16,5.650324232786751
2024-04-17,6.074098550245758
2024-04-18,6.215356656065426
2024-04-19,6.074098550245758
2024-04-20,7.769195820081783
2024-04-21,8.334228243360458
2024-04-22,6.074098550245758
2024-04-23,5.650324232786751
2024-04-24,5.509066126967082
2024-04-25,5.791582338606419
2024-04-26,6.074098550245758
2024-04-27,6.497872867704763
2024-04-28,7.910453925901451
2024-04-29,5.650324232786751
2024-04-30,5.226549915327745
2024-05-01,5.367808021147414
2024-05-02,5.226549915327745
2024-05-03,5.9328404444260885
2024-05-04,6.497872867704763
2024-05-05,6.92164718516377
2024-05-06,5.650324232786751
2024-05-07,4.66151749204907
2024-05-08,4.944033703688407
2024-05-09,4.66151749204907
2024-05-10,4.944033703688407
2024-05-11,5.9328404444260885
2024-05-12,6.356614761885095
2024-05-13,4.944033703688407
2024-05-14,4.944033703688407
2024-05-15,4.802775597868738
2024-05-16,5.226549915327745
2024-05-17,4.66151749204907
2024-05-18,6.215356656065426
2024-05-19,5.9328404444260885
2024-05-20,4.379001280409732
2024-05-21,4.802775597868738
2024-05-22,4.379001280409732
2024-05-23,4.802775597868738
2024-05-24,4.379001280409732
2024-05-25,5.791582338606419
2024-05-26,6.074098550245758
2024-05-27,7.204163396803107
2024-05-28,5.509066126967082
2024-05-29,4.944033703688407
2024-05-30,5.367808021147414
2024-05-31,4.237743174590063
2024-06-01,5.791582338606419
2024-06-02,6.780389079344101
2024-06-03,5.509066126967082
2024-06-04,6.356614761885095
2024-06-05,9.746809301557144
2024-06-06,9.746809301557144
2024-06-07,6.639130973524432
2024-06-08,7.204163396803107
2024-06-09,7.204163396803107
2024-06-10,5.9328404444260885
2024-06-11,5.9328404444260885
2024-06-12,5.650324232786751
2024-06-13,5.0852918095080755
2024-06-14,4.802775597868738
2024-06-15,5.791582338606419
2024-06-16,6.497872867704763
2024-06-17,5.226549915327745
2024-06-18,4.802775597868738
2024-06-19,5.650324232786751
2024-06-20,5.791582338606419
2024-06-21,5.367808021147414
2024-06-22,5.791582338606419
2024-06-23,6.639130973524432
2024-06-24,4.944033703688407
2024-06-25,4.66151749204907
2024-06-26,4.944033703688407
2024-06-27,4.802775597868738
2024-06-28,4.237743174590063
2024-06-29,5.650324232786751
2024-06-30,6.356614761885095
2024-07-01,4.520259386229401
2024-07-02,4.379001280409732
2024-07-03,5.226549915327745
2024-07-04,5.791582338606419
2024-07-05,5.0852918095080755
2024-07-06,6.639130973524432
2024-07-07,7.4866796084424445
2024-07-08,4.66151749204907
2024-07-09,5.0852918095080755
2024-07-10,4.944033703688407
2024-07-11,4.802775597868738
2024-07-12,4.520259386229401
2024-07-13,5.226549915327745
2024-07-14,5.0852918095080755
2024-07-15,4.379001280409732
2024-07-16,4.520259386229401
2024-07-17,4.520259386229401
2024-07-18,4.944033703688407
2024-07-19,4.66151749204907
2024-07-20,5.367808021147414
2024-07-21,5.650324232786751
2024-07-22,4.520259386229401
2024-07-23,4.379001280409732
2024-07-24,4.520259386229401
2024-07-25,5.226549915327745
2024-07-26,4.944033703688407
2024-07-27,5.367808021147414
2024-07-28,6.356614761885095
2024-07-29,4.520259386229401
2024-07-30,4.802775597868738
2024-07-31,4.520259386229401
2024-08-01,4.802775597868738
2024-08-02,4.379001280409732
2024-08-03,4.66151749204907
2024-08-04,5.0852918095080755
2024-08-05,5.226549915327745
2024-08-06,4.520259386229401
2024-08-07,4.944033703688407
2024-08-08,4.379001280409732
2024-08-09,4.379001280409732
2024-08-10,5.0852918095080755
2024-08-11,5.226549915327745
2024-08-12,4.944033703688407
2024-08-13,4.66151749204907
2024-08-14,4.379001280409732
2024-08-15,4.520259386229401
2024-08-16,4.379001280409732
2024-08-17,5.367808021147414
2024-08-18,6.34091941679402
2024-08-19,4.785510718268556
2024-08-20,4.617570525794061
2024-08-21,4.043120895460741
2024-08-22,4.259716657717567
2024-08-23,4.379001280409732
2024-08-24,4.904795340960721
2024-08-25,5.934409978935196
2024-08-26,4.953450910743051
2024-08-27,4.379001280409732
2024-08-28,4.666226095576391
2024-08-29,5.934409978935196
2024-08-30,5.934409978935196
2024-08-31,6.460204039486184
2024-09-01,6.62814423196068
2024-09-02,8.302837553178309
2024-09-03,5.647185163768536
2024-09-04,4.666226095576391
2024-09-05,4.785510718268556
2024-09-06,4.785510718268556
2024-09-07,5.121391103217546
2024-09-08,5.47924497129404
2024-09-09,3.972491842550907
2024-09-10,4.211061087935237
2024-09-11,3.6852670273842474
2024-09-12,4.4982859031018965
2024-09-13,4.4276568501920615
2024-09-14,5.072735533435216
2024-09-15,5.2406757259097105
2024-09-16,4.379001280409732
2024-09-17,4.379001280409732
2024-09-18,3.9897567221510886
2024-09-19,4.6709346991037135
2024-09-20,4.573623559539053
