Time,prodigy
2022-06-30,10.0
2022-07-01,7.0
2022-07-02,6.0
2022-07-03,5.0
2022-07-04,6.0
2022-07-05,8.0
2022-07-06,8.0
2022-07-07,8.0
2022-07-08,8.0
2022-07-09,6.0
2022-07-10,6.0
2022-07-11,9.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,8.0
2022-07-15,7.0
2022-07-16,6.0
2022-07-17,5.0
2022-07-18,7.0
2022-07-19,7.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,7.0
2022-07-23,6.0
2022-07-24,5.0
2022-07-25,7.0
2022-07-26,8.0
2022-07-27,7.0
2022-07-28,7.0
2022-07-29,8.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,7.0
2022-08-02,8.0
2022-08-03,9.0
2022-08-04,10.0
2022-08-05,10.0
2022-08-06,6.0
2022-08-07,6.0
2022-08-08,11.0
2022-08-09,14.0
2022-08-10,16.0
2022-08-11,18.0
2022-08-12,23.0
2022-08-13,8.0
2022-08-14,6.0
2022-08-15,20.0
2022-08-16,25.0
2022-08-17,28.0
2022-08-18,38.0
2022-08-19,49.0
2022-08-20,11.0
2022-08-21,8.0
2022-08-22,30.0
2022-08-23,42.0
2022-08-24,45.0
2022-08-25,54.0
2022-08-26,68.0
2022-08-27,13.0
2022-08-28,10.0
2022-08-29,41.10639743114734
2022-08-30,53.24447326170187
2022-08-31,59.813511176979134
2022-09-01,78.02062492281092
2022-09-02,85.02809682598493
2022-09-03,21.960849697418798
2022-09-04,14.953377794244783
2022-09-05,12.138075830554527
2022-09-06,49.99073731011486
2022-09-07,60.75194516487588
2022-09-08,66.32098308015316
2022-09-09,85.96653081388169
2022-09-10,18.20711374583179
2022-09-11,13.076509818451278
2022-09-12,50.92917129801161
2022-09-13,57.93664320118563
2022-09-14,64.94411510435964
2022-09-15,71.0131530196369
2022-09-16,87.84339878967519
2022-09-17,17.76867975793504
2022-09-18,13.076509818451278
2022-09-19,49.99073731011486
2022-09-20,61.190379152772636
2022-09-21,60.25194516487588
2022-09-22,72.8900209954304
2022-09-23,85.52809682598493
2022-09-24,16.83024577003829
2022-09-25,12.138075830554527
2022-09-26,42.044831419044094
2022-09-27,53.74447326170187
2022-09-28,57.87328640237126
2022-09-29,63.134494257132275
2022-09-30,74.53377794244783
2022-10-01,14.906755588489565
2022-10-02,11.39928368531555
2022-10-03,44.72026676546869
2022-10-04,53.48894652340373
2022-10-05,51.73521057181673
2022-10-06,62.25762628133877
2022-10-07,72.78004199086082
2022-10-08,14.906755588489565
2022-10-09,11.39928368531555
2022-10-10,28.059775225392123
2022-10-11,44.72026676546869
2022-10-12,51.73521057181673
2022-10-13,55.242682474990744
2022-10-14,64.01136223292578
2022-10-15,14.029887612696061
2022-10-16,11.39928368531555
2022-10-17,44.72026676546869
2022-10-18,50.85834259602322
2022-10-19,54.365814499197235
2022-10-20,56.99641842657775
2022-10-21,67.5188341360998
2022-10-22,14.029887612696061
2022-10-23,10.522415709522047
2022-10-24,43.84339878967519
2022-10-25,49.10460664443622
2022-10-26,51.73521057181673
2022-10-27,55.242682474990744
2022-10-28,64.88823020871928
2022-10-29,13.153019636902558
2022-10-30,9.645547733728542
2022-10-31,35.95158700753366
2022-11-01,42.96653081388169
2022-11-02,46.474002717055704
2022-11-03,56.119550450784246
2022-11-04,70.1494380634803
2022-11-05,14.029887612696061
2022-11-06,10.522415709522047
2022-11-07,36.82845498332716
2022-11-08,33.32098308015315
2022-11-09,40.33592688650118
2022-11-10,51.73521057181673
2022-11-11,44.72026676546869
2022-11-12,12.276151661109054
2022-11-13,10.522415709522047
2022-11-14,38.582190934914166
2022-11-15,47.350870692849206
2022-11-16,46.474002717055704
2022-11-17,53.48894652340373
2022-11-18,63.134494257132275
2022-11-19,14.029887612696061
2022-11-20,10.522415709522047
2022-11-21,26.306039273805116
2022-11-22,26.306039273805116
2022-11-23,14.029887612696061
2022-11-24,9.645547733728542
2022-11-25,8.768679757935038
2022-11-26,7.891811782141534
2022-11-27,7.891811782141534
2022-11-28,27.182907249598617
2022-11-29,36.82845498332716
2022-11-30,44.72026676546869
2022-12-01,45.5971347412622
2022-12-02,57.87328640237126
2022-12-03,13.153019636902558
2022-12-04,9.645547733728542
2022-12-05,37.705322959120664
2022-12-06,46.474002717055704
2022-12-07,45.5971347412622
2022-12-08,49.10460664443622
2022-12-09,61.38075830554527
2022-12-10,12.276151661109054
2022-12-11,9.645547733728542
2022-12-12,38.582190934914166
2022-12-13,45.5971347412622
2022-12-14,49.98147462022972
2022-12-15,54.365814499197235
2022-12-16,51.73521057181673
2022-12-17,12.276151661109054
2022-12-18,8.768679757935038
2022-12-19,25.42917129801161
2022-12-20,28.93664320118563
2022-12-21,24.55230332221811
2022-12-22,18.41422749166358
2022-12-23,12.276151661109054
2022-12-24,7.891811782141534
2022-12-25,7.014943806348031
2022-12-26,7.014943806348031
2022-12-27,7.014943806348031
2022-12-28,7.014943806348031
2022-12-29,7.891811782141534
2022-12-30,6.138075830554527
2022-12-31,6.138075830554527
2023-01-01,6.138075830554527
2023-01-02,7.891811782141534
2023-01-03,17.537359515870076
2023-01-04,24.55230332221811
2023-01-05,31.567247128566137
2023-01-06,45.5971347412622
2023-01-07,9.645547733728542
2023-01-08,7.891811782141534
2023-01-09,32.44411510435964
2023-01-10,42.96653081388169
2023-01-11,45.5971347412622
2023-01-12,51.73521057181673
2023-01-13,64.88823020871928
2023-01-14,13.153019636902558
2023-01-15,9.645547733728542
2023-01-16,9.645547733728542
2023-01-17,36.82845498332716
2023-01-18,42.96653081388169
2023-01-19,47.350870692849206
2023-01-20,58.75015437816476
2023-01-21,12.276151661109054
2023-01-22,9.645547733728542
2023-01-23,36.82845498332716
2023-01-24,47.350870692849206
2023-01-25,44.72026676546869
2023-01-26,50.85834259602322
2023-01-27,57.87328640237126
2023-01-28,12.276151661109054
2023-01-29,9.645547733728542
2023-01-30,38.582190934914166
2023-01-31,42.08966283808819
2023-02-01,40.33592688650118
2023-02-02,47.350870692849206
2023-02-03,60.50389032975176
2023-02-04,13.153019636902558
2023-02-05,10.522415709522047
2023-02-06,34.19785105594665
2023-02-07,42.96653081388169
2023-02-08,45.5971347412622
2023-02-09,48.22773866864271
2023-02-10,63.134494257132275
2023-02-11,13.153019636902558
2023-02-12,9.645547733728542
2023-02-13,31.567247128566137
2023-02-14,38.582190934914166
2023-02-15,45.5971347412622
2023-02-16,49.98147462022972
2023-02-17,52.61207854761023
2023-02-18,12.276151661109054
2023-02-19,8.768679757935038
2023-02-20,14.906755588489565
2023-02-21,31.567247128566137
2023-02-22,35.95158700753366
2023-02-23,42.08966283808819
2023-02-24,52.61207854761023
2023-02-25,11.39928368531555
2023-02-26,9.645547733728542
2023-02-27,35.95158700753366
2023-02-28,36.82845498332716
2023-03-01,42.08966283808819
2023-03-02,45.5971347412622
2023-03-03,54.365814499197235
2023-03-04,12.276151661109054
2023-03-05,10.522415709522047
2023-03-06,32.44411510435964
2023-03-07,39.459058910707675
2023-03-08,42.08966283808819
2023-03-09,49.98147462022972
2023-03-10,56.119550450784246
2023-03-11,12.276151661109054
2023-03-12,8.768679757935038
2023-03-13,24.55230332221811
2023-03-14,32.44411510435964
2023-03-15,31.567247128566137
2023-03-16,35.07471903174015
2023-03-17,34.19785105594665
2023-03-18,9.645547733728542
2023-03-19,8.768679757935038
2023-03-20,28.93664320118563
2023-03-21,36.82845498332716
2023-03-22,37.705322959120664
2023-03-23,45.5971347412622
2023-03-24,54.365814499197235
2023-03-25,11.39928368531555
2023-03-26,10.522415709522047
2023-03-27,33.32098308015315
2023-03-28,42.08966283808819
2023-03-29,42.96653081388169
2023-03-30,49.10460664443622
2023-03-31,56.119550450784246
2023-04-01,12.276151661109054
2023-04-02,9.645547733728542
2023-04-03,30.690379152772636
2023-04-04,34.19785105594665
2023-04-05,39.459058910707675
2023-04-06,51.73521057181673
2023-04-07,20.16796344325059
2023-04-08,8.768679757935038
2023-04-09,6.138075830554527
2023-04-10,24.55230332221811
2023-04-11,35.07471903174015
2023-04-12,39.459058910707675
2023-04-13,44.72026676546869
2023-04-14,55.242682474990744
2023-04-15,10.522415709522047
2023-04-16,8.768679757935038
2023-04-17,39.459058910707675
2023-04-18,44.72026676546869
2023-04-19,47.350870692849206
2023-04-20,52.61207854761023
2023-04-21,61.38075830554527
2023-04-22,12.276151661109054
2023-04-23,9.645547733728542
2023-04-24,42.08966283808819
2023-04-25,48.22773866864271
2023-04-26,50.2006916141781
2023-04-27,55.12310956920072
2023-04-28,64.09107750345245
2023-04-29,12.096792302424019
2023-04-30,8.967967934251742
2023-05-01,40.33592688650118
2023-05-02,44.81991085362705
2023-05-03,47.51030123390257
2023-05-04,51.99428520102845
2023-05-05,56.91670315605107
2023-05-06,12.096792302424019
2023-05-07,8.967967934251742
2023-05-08,43.923114060201875
2023-05-09,47.948735221799325
2023-05-10,50.2006916141781
2023-05-11,55.12310956920072
2023-05-12,61.40068712317694
2023-05-13,11.199995508998846
2023-05-14,8.967967934251742
2023-05-15,48.40709802732775
2023-05-16,51.53592239550002
2023-05-17,53.32951598235037
2023-05-18,58.71029674290142
2023-05-19,54.684675581303964
2023-05-20,11.199995508998846
2023-05-21,8.509605128723322
2023-05-22,40.33592688650118
2023-05-23,41.23272367992635
2023-05-24,41.23272367992635
2023-05-25,35.851942919375304
2023-05-26,29.335219553819037
2023-05-27,9.167256110568449
2023-05-28,8.250530499511605
2023-05-29,7.333804888454759
2023-05-30,22.918140276421124
2023-05-31,22.918140276421124
2023-06-01,24.75159149853481
2023-06-02,22.918140276421124
2023-06-03,8.250530499511605
2023-06-04,7.333804888454759
2023-06-05,21.084689054307432
2023-06-06,22.00141466536428
2023-06-07,23.834865887477967
2023-06-08,21.084689054307432
2023-06-09,19.251237832193745
2023-06-10,8.250530499511605
2023-06-11,7.333804888454759
2023-06-12,16.50106099902321
2023-06-13,16.50106099902321
2023-06-14,16.50106099902321
2023-06-15,14.667609776909519
2023-06-16,11.917432943738984
2023-06-17,6.417079277397915
2023-06-18,5.50035366634107
2023-06-19,7.333804888454759
2023-06-20,11.00070733268214
2023-06-21,11.917432943738984
2023-06-22,10.083981721625294
2023-06-23,10.083981721625294
2023-06-24,7.333804888454759
2023-06-25,6.417079277397915
2023-06-26,10.083981721625294
2023-06-27,10.083981721625294
2023-06-28,9.167256110568449
2023-06-29,8.250530499511605
2023-06-30,7.333804888454759
2023-07-01,5.50035366634107
2023-07-02,5.50035366634107
2023-07-03,5.50035366634107
2023-07-04,5.50035366634107
2023-07-05,6.417079277397915
2023-07-06,6.417079277397915
2023-07-07,7.333804888454759
2023-07-08,5.50035366634107
2023-07-09,5.50035366634107
2023-07-10,7.333804888454759
2023-07-11,7.333804888454759
2023-07-12,7.333804888454759
2023-07-13,7.333804888454759
2023-07-14,7.333804888454759
2023-07-15,5.50035366634107
2023-07-16,5.50035366634107
2023-07-17,7.333804888454759
2023-07-18,7.333804888454759
2023-07-19,6.417079277397915
2023-07-20,7.333804888454759
2023-07-21,6.417079277397915
2023-07-22,4.583628055284224
2023-07-23,5.50035366634107
2023-07-24,6.417079277397915
2023-07-25,7.333804888454759
2023-07-26,7.333804888454759
2023-07-27,7.333804888454759
2023-07-28,7.333804888454759
2023-07-29,5.50035366634107
2023-07-30,5.50035366634107
2023-07-31,7.333804888454759
2023-08-01,7.333804888454759
2023-08-02,8.250530499511605
2023-08-03,8.250530499511605
2023-08-04,11.00070733268214
2023-08-05,6.417079277397915
2023-08-06,6.417079277397915
2023-08-07,11.00070733268214
2023-08-08,12.83415855479583
2023-08-09,13.750884165852673
2023-08-10,17.417786610080054
2023-08-11,22.918140276421124
2023-08-12,8.250530499511605
2023-08-13,6.417079277397915
2023-08-14,19.251237832193745
2023-08-15,24.75159149853481
2023-08-16,28.418493942762193
2023-08-17,33.91884760910326
2023-08-18,47.669731774955935
2023-08-19,11.00070733268214
2023-08-20,8.250530499511605
2023-08-21,29.335219553819037
2023-08-22,41.252652497558024
2023-08-23,50.41990860812647
2023-08-24,54.08681105235385
2023-08-25,69.67114644032021
2023-08-26,15.584335387966364
2023-08-27,11.917432943738984
2023-08-28,41.252652497558024
2023-08-29,53.170085441297005
2023-08-30,58.670439107638074
2023-08-31,63.2540671629223
2023-09-01,71.50459766243391
2023-09-02,15.584335387966364
2023-09-03,11.917432943738984
2023-09-04,11.00070733268214
2023-09-05,47.669731774955935
2023-09-06,57.75371349658123
2023-09-07,69.67114644032021
2023-09-08,86.17220743934342
2023-09-09,17.417786610080054
2023-09-10,12.83415855479583
2023-09-11,51.33663421918332
2023-09-12,61.42061594080861
2023-09-13,66.92096960714967
2023-09-14,70.58787205137706
2023-09-15,91.6725611056845
2023-09-16,18.334512221136897
2023-09-17,13.750884165852673
2023-09-18,53.170085441297005
2023-09-19,63.2540671629223
2023-09-20,66.00424399609284
2023-09-21,73.33804888454759
2023-09-22,88.00565866145712
2023-09-23,19.251237832193745
2023-09-24,13.750884165852673
2023-09-25,46.75300616389909
2023-09-26,61.42061594080861
2023-09-27,63.2540671629223
2023-09-28,66.92096960714967
2023-09-29,89.8391098835708
2023-09-30,18.334512221136897
2023-10-01,14.667609776909519
2023-10-02,50.41990860812647
2023-10-03,62.33734155186546
2023-10-04,63.2540671629223
2023-10-05,71.50459766243391
2023-10-06,79.7551281619455
2023-10-07,17.417786610080054
2023-10-08,13.750884165852673
2023-10-09,30.25194516487588
2023-10-10,45.83628055284225
2023-10-11,55.00353666341069
2023-10-12,60.50389032975176
2023-10-13,66.92096960714967
2023-10-14,15.584335387966364
2023-10-15,11.917432943738984
2023-10-16,43.08610371967171
2023-10-17,52.25335983024016
2023-10-18,53.170085441297005
2023-10-19,57.75371349658123
2023-10-20,73.33804888454759
2023-10-21,14.667609776909519
2023-10-22,11.917432943738984
2023-10-23,46.75300616389909
2023-10-24,52.25335983024016
2023-10-25,54.08681105235385
2023-10-26,60.50389032975176
2023-10-27,69.67114644032021
2023-10-28,13.750884165852673
2023-10-29,11.00070733268214
2023-10-30,42.169378108614865
2023-10-31,42.169378108614865
2023-11-01,48.58645738601278
2023-11-02,56.83698788552439
2023-11-03,73.33804888454759
2023-11-04,14.667609776909519
2023-11-05,11.917432943738984
2023-11-06,41.252652497558024
2023-11-07,41.252652497558024
2023-11-08,52.25335983024016
2023-11-09,60.50389032975176
2023-11-10,50.41990860812647
2023-11-11,12.83415855479583
2023-11-12,11.00070733268214
2023-11-13,41.252652497558024
2023-11-14,48.58645738601278
2023-11-15,52.25335983024016
2023-11-16,59.58716471869492
2023-11-17,72.42132327349074
2023-11-18,14.667609776909519
2023-11-19,11.00070733268214
2023-11-20,29.335219553819037
2023-11-21,33.00212199804642
2023-11-22,15.584335387966364
2023-11-23,10.083981721625294
2023-11-24,9.167256110568449
2023-11-25,8.250530499511605
2023-11-26,8.250530499511605
2023-11-27,29.335219553819037
2023-11-28,43.08610371967171
2023-11-29,47.669731774955935
2023-11-30,54.08681105235385
2023-12-01,66.92096960714967
2023-12-02,13.750884165852673
2023-12-03,10.083981721625294
2023-12-04,38.50247566438749
2023-12-05,46.75300616389909
2023-12-06,49.50318299706962
2023-12-07,54.08681105235385
2023-12-08,66.00424399609284
2023-12-09,13.750884165852673
2023-12-10,10.083981721625294
2023-12-11,39.41920127544433
2023-12-12,45.83628055284225
2023-12-13,51.33663421918332
2023-12-14,63.2540671629223
2023-12-15,67.83769521820652
2023-12-16,12.83415855479583
2023-12-17,10.083981721625294
2023-12-18,40.33592688650118
2023-12-19,42.169378108614865
2023-12-20,41.252652497558024
2023-12-21,32.08539638698957
2023-12-22,22.70658821233108
2023-12-23,10.083981721625292
2023-12-24,7.157511501713058
2023-12-25,7.5453569525448
2023-12-26,7.5453569525448
2023-12-27,6.311303245352894
2023-12-28,8.003719758073224
2023-12-29,6.311303245352894
2023-12-30,6.699148696184636
2023-12-31,6.311303245352894
2024-01-01,7.157511501713058
2024-01-02,12.164243685177365
2024-01-03,23.94064191952299
2024-01-04,27.325474944963645
2024-01-05,37.797302117420685
2024-01-06,9.237773465265128
2024-01-07,8.003719758073224
2024-01-08,32.79056993395638
2024-01-09,36.10488560470036
2024-01-10,45.8010218754939
2024-01-11,47.035075582685806
2024-01-12,55.885003597119194
2024-01-13,13.010451941537529
2024-01-14,9.237773465265128
2024-01-15,10.083981721625292
2024-01-16,25.633058432243317
2024-01-17,34.870831897508445
2024-01-18,48.3396466445744
2024-01-19,53.3463788280387
2024-01-20,12.164243685177365
2024-01-21,9.308290819961808
2024-01-22,35.68178147652027
2024-01-23,44.990072296482076
2024-01-24,51.97129041145343
2024-01-25,52.74698131311692
2024-01-26,66.70941754305963
2024-01-27,13.962436229942714
2024-01-28,10.083981721625292
2024-01-29,38.00885418151072
2024-01-30,47.31714500147253
2024-01-31,48.8685268047995
2024-02-01,56.62543582143434
2024-02-02,68.2607993463866
2024-02-03,13.18674532827923
2024-02-04,10.083981721625292
2024-02-05,35.68178147652027
2024-02-06,50.41990860812646
2024-02-07,51.97129041145343
2024-02-08,54.29836311644389
2024-02-09,69.81218114971357
2024-02-10,13.962436229942714
2024-02-11,10.083981721625292
2024-02-12,34.90609057485678
2024-02-13,41.88730868982814
2024-02-14,38.00885418151072
2024-02-15,54.29836311644389
2024-02-16,55.849744919770856
2024-02-17,12.411054426615745
2024-02-18,10.083981721625292
2024-02-19,15.513818033269683
2024-02-20,34.90609057485678
2024-02-21,41.11161778816466
2024-02-22,45.765763198145564
2024-02-23,62.05527213307873
2024-02-24,12.411054426615745
2024-02-25,9.308290819961808
2024-02-26,36.45747237818375
2024-02-27,43.43869049315511
2024-02-28,51.97129041145343
2024-02-29,51.19559950978995
2024-03-01,66.70941754305963
2024-03-02,13.962436229942714
2024-03-03,10.083981721625292
2024-03-04,38.00885418151072
2024-03-05,44.214381394818595
2024-03-06,47.31714500147253
2024-03-07,57.401126723097825
2024-03-08,65.15803573973267
2024-03-09,12.411054426615745
2024-03-10,9.308290819961808
2024-03-11,30.25194516487588
2024-03-12,35.68178147652027
2024-03-13,36.45747237818375
2024-03-14,41.11161778816466
2024-03-15,44.990072296482076
2024-03-16,12.411054426615745
2024-03-17,9.308290819961808
2024-03-18,31.803326968202846
2024-03-19,39.56023598483769
2024-03-20,41.11161778816466
2024-03-21,49.64421770646298
2024-03-22,58.176817624761306
2024-03-23,13.18674532827923
2024-03-24,9.308290819961808
2024-03-25,31.803326968202846
2024-03-26,34.1303996731933
2024-03-27,37.23316327984723
2024-03-28,41.11161778816466
2024-03-29,22.495036148241038
2024-03-30,8.532599918298326
2024-03-31,6.981218114971357
2024-04-01,20.167963443250585
2024-04-02,28.700563361548912
2024-04-03,31.803326968202846
2024-04-04,32.579017869866334
2024-04-05,44.990072296482076
2024-04-06,10.083981721625292
2024-04-07,7.756909016634841
2024-04-08,27.924872459885428
2024-04-09,41.11161778816466
2024-04-10,37.23316327984723
2024-04-11,47.31714500147253
2024-04-12,61.27958123141524
2024-04-13,9.308290819961808
2024-04-14,8.532599918298326
2024-04-15,34.1303996731933
2024-04-16,41.88730868982814
2024-04-17,46.541454099809044
2024-04-18,55.849744919770856
2024-04-19,62.83096303474221
2024-04-20,10.859672623288777
2024-04-21,9.308290819961808
2024-04-22,38.00885418151072
2024-04-23,42.66299959149163
2024-04-24,49.64421770646298
2024-04-25,56.62543582143434
2024-04-26,61.27958123141524
2024-04-27,11.635363524952261
2024-04-28,10.859672623288777
2024-04-29,48.8685268047995
2024-04-30,54.29836311644389
2024-05-01,50.41990860812646
2024-05-02,58.176817624761306
2024-05-03,62.83096303474221
2024-05-04,12.411054426615745
2024-05-05,10.083981721625292
2024-05-06,48.8685268047995
2024-05-07,51.97129041145343
2024-05-08,57.401126723097825
2024-05-09,60.50389032975176
2024-05-10,66.70941754305963
2024-05-11,11.635363524952261
2024-05-12,9.308290819961808
2024-05-13,52.74698131311692
2024-05-14,56.62543582143434
2024-05-15,59.728199428088274
2024-05-16,62.05527213307873
2024-05-17,62.05527213307873
2024-05-18,20.167963443250585
2024-05-19,18.616581639923616
2024-05-20,51.19559950978995
2024-05-21,46.541454099809044
2024-05-22,46.541454099809044
2024-05-23,45.765763198145564
2024-05-24,37.23316327984723
2024-05-25,10.859672623288777
2024-05-26,9.308290819961808
2024-05-27,8.532599918298326
2024-05-28,28.700563361548912
2024-05-29,30.25194516487588
2024-05-30,29.476254263212397
2024-05-31,28.700563361548912
2024-06-01,10.083981721625292
2024-06-02,8.532599918298326
2024-06-03,24.046417951568007
2024-06-04,24.82210885323149
2024-06-05,25.597799754894975
2024-06-06,23.270727049904522
2024-06-07,20.167963443250585
2024-06-08,8.532599918298326
2024-06-09,6.981218114971357
2024-06-10,18.616581639923616
2024-06-11,17.840890738260136
2024-06-12,17.840890738260136
2024-06-13,16.289508934933167
2024-06-14,13.962436229942714
2024-06-15,6.981218114971357
2024-06-16,6.205527213307873
2024-06-17,11.635363524952261
2024-06-18,11.635363524952261
2024-06-19,8.532599918298326
2024-06-20,10.859672623288777
2024-06-21,9.308290819961808
2024-06-22,6.205527213307873
2024-06-23,6.205527213307873
2024-06-24,9.308290819961808
2024-06-25,9.308290819961808
2024-06-26,8.532599918298326
2024-06-27,9.308290819961808
2024-06-28,7.756909016634841
2024-06-29,6.205527213307873
2024-06-30,6.205527213307873
2024-07-01,9.308290819961808
2024-07-02,8.532599918298326
2024-07-03,8.532599918298326
2024-07-04,6.981218114971357
2024-07-05,6.981218114971357
2024-07-06,6.981218114971357
2024-07-07,7.756909016634841
2024-07-08,8.532599918298326
2024-07-09,7.756909016634841
2024-07-10,8.532599918298326
2024-07-11,8.532599918298326
2024-07-12,6.981218114971357
2024-07-13,6.205527213307873
2024-07-14,5.429836311644388
2024-07-15,7.756909016634841
2024-07-16,7.756909016634841
2024-07-17,6.981218114971357
2024-07-18,6.981218114971357
2024-07-19,6.981218114971357
2024-07-20,6.205527213307873
2024-07-21,6.981218114971357
2024-07-22,5.429836311644388
2024-07-23,6.205527213307873
2024-07-24,6.981218114971357
2024-07-25,6.981218114971357
2024-07-26,6.981218114971357
2024-07-27,6.205527213307873
2024-07-28,6.981218114971357
2024-07-29,8.532599918298326
2024-07-30,9.308290819961808
2024-07-31,7.756909016634841
2024-08-01,7.756909016634841
2024-08-02,8.532599918298326
2024-08-03,6.205527213307873
2024-08-04,5.429836311644388
2024-08-05,7.756909016634841
2024-08-06,10.083981721625292
2024-08-07,11.635363524952261
2024-08-08,13.18674532827923
2024-08-09,17.840890738260136
2024-08-10,6.981218114971357
2024-08-11,6.205527213307873
2024-08-12,14.738127131606198
2024-08-13,19.3922725415871
2024-08-14,22.495036148241038
2024-08-15,28.700563361548912
2024-08-16,37.23316327984723
2024-08-17,10.859672623288777
2024-08-18,10.083981721625292
2024-08-19,27.924872459885428
2024-08-20,36.45747237818375
2024-08-21,41.88730868982814
2024-08-22,43.43869049315511
2024-08-23,62.05527213307873
2024-08-24,13.18674532827923
2024-08-25,10.859672623288777
2024-08-26,35.68178147652027
2024-08-27,48.09283590313601
2024-08-28,51.97129041145343
2024-08-29,57.401126723097825
2024-08-30,65.15803573973267
2024-08-31,13.962436229942714
2024-09-01,10.859672623288777
2024-09-02,9.308290819961808
2024-09-03,37.23316327984723
2024-09-04,47.31714500147253
2024-09-05,58.176817624761306
2024-09-06,77.5690901663484
2024-09-07,14.738127131606198
2024-09-08,10.859672623288777
2024-09-09,42.66299959149163
2024-09-10,49.64421770646298
2024-09-11,50.41990860812646
2024-09-12,62.05527213307873
2024-09-13,77.5690901663484
2024-09-14,15.513818033269683
2024-09-15,11.635363524952261
2024-09-16,40.33592688650117
2024-09-17,50.41990860812646
2024-09-18,52.74698131311692
2024-09-19,57.401126723097825
2024-09-20,72.13925385470402
2024-09-21,13.18674532827923
2024-09-22,11.635363524952261
