Time,filipino_adobo
2024-03-01,60.13622902270483
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,49.972359328726554
2024-03-05,54.207305034550835
2024-03-06,71.99407699901283
2024-03-07,51.666337611056264
2024-03-08,32.185587364264556
2024-03-09,0.0
2024-03-10,47.43139190523198
2024-03-11,0.0
2024-03-12,56.748272458045406
2024-03-13,43.196446199407696
2024-03-14,32.185587364264556
2024-03-15,35.57354392892398
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,38.11451135241855
2024-03-19,30.491609081934843
2024-03-20,66.06515301085884
2024-03-21,57.59526159921026
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,35.57354392892398
2024-03-27,36.420533070088844
2024-03-28,84.69891411648568
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,31.3385982230997
2024-04-02,0.0
2024-04-03,47.43139190523198
2024-04-04,36.420533070088844
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,52.51332675222112
2024-04-08,33.03257650542942
2024-04-09,0.0
2024-04-10,48.27838104639684
2024-04-11,35.57354392892398
2024-04-12,34.72655478775913
2024-04-13,0.0
2024-04-14,47.43139190523198
2024-04-15,44.04343534057255
2024-04-16,36.420533070088844
2024-04-17,44.04343534057255
2024-04-18,30.491609081934843
2024-04-19,70.30009871668311
2024-04-20,41.502467917077986
2024-04-21,56.748272458045406
2024-04-22,0.0
2024-04-23,48.27838104639684
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,39.80848963474827
2024-04-28,0.0
2024-04-29,51.666337611056264
2024-04-30,46.58440276406712
2024-05-01,37.2675222112537
2024-05-02,38.961500493583415
2024-05-03,40.655478775913124
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,49.972359328726554
2024-05-07,33.87956564659427
2024-05-08,35.57354392892398
2024-05-09,33.03257650542942
2024-05-10,38.961500493583415
2024-05-11,55.05429417571569
2024-05-12,0.0
2024-05-13,38.11451135241855
2024-05-14,35.57354392892398
2024-05-15,30.491609081934843
2024-05-16,0.0
2024-05-17,45.73741362290227
2024-05-18,0.0
2024-05-19,58.442250740375115
2024-05-20,33.03257650542942
2024-05-21,40.655478775913124
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,44.89042448173741
2024-05-27,0.0
2024-05-28,31.3385982230997
2024-05-29,32.185587364264556
2024-05-30,50.81934846989141
2024-05-31,38.961500493583415
2024-06-01,46.58440276406712
2024-06-02,0.0
2024-06-03,42.34945705824284
2024-06-04,40.655478775913124
2024-06-05,0.0
2024-06-06,50.81934846989141
2024-06-07,49.972359328726554
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,46.58440276406712
2024-06-11,49.12537018756169
2024-06-12,0.0
2024-06-13,34.72655478775913
2024-06-14,52.51332675222112
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,44.89042448173741
2024-06-19,49.12537018756169
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,43.196446199407696
2024-06-24,0.0
2024-06-25,33.03257650542942
2024-06-26,33.03257650542942
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,54.207305034550835
2024-07-01,0.0
2024-07-02,33.03257650542942
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,36.420533070088844
2024-07-07,39.80848963474827
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,33.03257650542942
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,31.3385982230997
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,60.13622902270483
2024-07-19,32.185587364264556
2024-07-20,0.0
2024-07-21,65.21816386969397
2024-07-22,0.0
2024-07-23,38.961500493583415
2024-07-24,0.0
2024-07-25,52.51332675222112
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,33.03257650542942
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,44.04343534057255
2024-08-05,49.972359328726554
2024-08-06,60.13622902270483
2024-08-07,41.502467917077986
2024-08-08,31.3385982230997
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,51.666337611056264
2024-08-12,40.655478775913124
2024-08-13,32.185587364264556
2024-08-14,31.3385982230997
2024-08-15,0.0
2024-08-16,33.03257650542942
2024-08-17,38.11451135241855
2024-08-18,0.0
2024-08-19,31.55485076978009
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,30.392493331372997
2024-08-23,32.34777677427485
2024-08-24,37.10533280124341
2024-08-25,38.26769023965049
2024-08-26,0.0
2024-08-27,35.88891222616621
2024-08-28,34.72655478775913
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,39.484110814727686
2024-09-03,0.0
2024-09-04,48.52166516141227
2024-09-05,0.0
2024-09-06,32.34777677427485
2024-09-07,40.64646825313477
2024-09-08,0.0
2024-09-09,0.0
2024-09-10,36.31240679674865
2024-09-11,33.93362878326437
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,40.64646825313477
2024-09-16,29.599567326878237
2024-09-17,53.19812648337568
2024-09-18,40.637457730356424
2024-09-19,0.0
2024-09-20,40.637457730356424
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,35.46541765558379
2024-09-24,41.37632059818109
2024-09-25,43.592909201655075
2024-09-26,40.637457730356424
2024-09-27,31.771103316460476
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,37.68200625905777
2024-10-01,30.293377580811153
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,44.33177206947973
2024-10-08,28.815651845161828
2024-10-09,28.815651845161828
2024-10-10,0.0
2024-10-11,45.0706349373044
2024-10-12,35.46541765558379
2024-10-13,62.06448089727163
2024-10-14,42.85404633383041
2024-10-15,36.20428052340845
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,35.46541765558379
2024-10-19,45.80949780512906
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,35.46541765558379
2024-10-24,58.37016655814832
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,40.637457730356424
2024-10-29,51.72040074772636
2024-10-30,55.41471508684967
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,47.287223540778385
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,33.248829052109805
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,40.637457730356424
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,33.248829052109805
2024-11-12,0.0
2024-11-13,39.1597319947071
2024-11-14,0.0
2024-11-15,38.42086912688244
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,34.72655478775913
2024-11-20,33.98769191993446
2024-11-21,40.637457730356424
2024-11-22,31.032240448635815
2024-11-23,0.0
2024-11-24,73.88628678246623
2024-11-25,38.42086912688244
2024-11-26,48.02608640860305
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,34.72655478775913
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,33.98769191993446
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,42.115183466005746
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,38.42086912688244
2024-12-11,33.98769191993446
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,50.981537879901694
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,44.33177206947973
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,34.72655478775913
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,31.771103316460476
2025-01-03,0.0
2025-01-04,49.50381214425237
2025-01-05,0.0
2025-01-06,41.37632059818109
2025-01-07,0.0
2025-01-08,45.80949780512906
2025-01-09,0.0
2025-01-10,36.943143391233114
2025-01-11,0.0
2025-01-12,40.637457730356424
2025-01-13,0.0
2025-01-14,33.248829052109805
2025-01-15,34.72655478775913
2025-01-16,30.293377580811153
2025-01-17,32.50996618428514
2025-01-18,0.0
2025-01-19,31.032240448635815
2025-01-20,35.46541765558379
2025-01-21,36.943143391233114
2025-01-22,0.0
2025-01-23,31.032240448635815
2025-01-24,31.032240448635815
2025-01-25,0.0
2025-01-26,40.637457730356424
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,38.42086912688244
2025-01-30,31.771103316460476
2025-01-31,28.815651845161828
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,41.37632059818109
2025-02-05,42.85404633383041
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,41.37632059818109
2025-02-09,39.89859486253176
2025-02-10,0.0
2025-02-11,36.20428052340845
2025-02-12,33.248829052109805
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,52.45926361555102
2025-02-16,38.42086912688244
2025-02-17,36.20428052340845
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,38.42086912688244
2025-02-21,45.0706349373044
2025-02-22,0.0
2025-02-23,42.85404633383041
2025-02-24,0.0
2025-02-25,29.55451471298649
2025-02-26,36.943143391233114
2025-02-27,29.55451471298649
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,30.293377580811153
2025-03-06,28.815651845161828
2025-03-07,29.55451471298649
2025-03-08,59.10902942597298
2025-03-09,57.631303690323655
2025-03-10,39.1597319947071
2025-03-11,0.0
2025-03-12,30.293377580811153
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,60.58675516162231
2025-03-16,38.42086912688244
2025-03-17,35.46541765558379
2025-03-18,50.24267501207704
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,37.68200625905777
2025-03-22,34.72655478775913
