Time,steelers
2023-02-19,1.4663341645885288
2023-02-20,1.4663341645885288
2023-02-21,1.4663341645885288
2023-02-22,1.4663341645885288
2023-02-23,1.4663341645885288
2023-02-24,1.4663341645885288
2023-02-25,1.4663341645885288
2023-02-26,1.4663341645885288
2023-02-27,1.4663341645885288
2023-02-28,1.4663341645885288
2023-03-01,1.4663341645885288
2023-03-02,1.4663341645885288
2023-03-03,1.4663341645885288
2023-03-04,1.4663341645885288
2023-03-05,1.4663341645885288
2023-03-06,1.4663341645885288
2023-03-07,2.199501246882793
2023-03-08,1.4663341645885288
2023-03-09,1.4663341645885288
2023-03-10,1.4663341645885288
2023-03-11,2.199501246882793
2023-03-12,2.199501246882793
2023-03-13,3.6658354114713223
2023-03-14,4.399002493765586
2023-03-15,4.399002493765586
2023-03-16,3.6658354114713223
2023-03-17,2.9326683291770577
2023-03-18,2.9326683291770577
2023-03-19,3.6658354114713223
2023-03-20,2.9326683291770577
2023-03-21,2.9326683291770577
2023-03-22,2.199501246882793
2023-03-23,2.9326683291770577
2023-03-24,2.9326683291770577
2023-03-25,2.9326683291770577
2023-03-26,2.199501246882793
2023-03-27,2.199501246882793
2023-03-28,2.199501246882793
2023-03-29,2.199501246882793
2023-03-30,2.199501246882793
2023-03-31,2.9326683291770577
2023-04-01,2.9326683291770577
2023-04-02,2.199501246882793
2023-04-03,2.199501246882793
2023-04-04,2.199501246882793
2023-04-05,2.199501246882793
2023-04-06,2.199501246882793
2023-04-07,2.199501246882793
2023-04-08,2.199501246882793
2023-04-09,1.4663341645885288
2023-04-10,2.199501246882793
2023-04-11,2.199501246882793
2023-04-12,2.199501246882793
2023-04-13,1.4663341645885288
2023-04-14,2.199501246882793
2023-04-15,2.199501246882793
2023-04-16,2.199501246882793
2023-04-17,2.199501246882793
2023-04-18,2.9326683291770577
2023-04-19,2.199501246882793
2023-04-20,2.199501246882793
2023-04-21,2.199501246882793
2023-04-22,2.199501246882793
2023-04-23,2.199501246882793
2023-04-24,2.199501246882793
2023-04-25,2.199501246882793
2023-04-26,2.016209476309227
2023-04-27,3.29925187032419
2023-04-28,12.64713216957606
2023-04-29,15.488154613466335
2023-04-30,6.140274314214465
2023-05-01,3.6658354114713223
2023-05-02,2.8410224438902745
2023-05-03,2.4744389027431426
2023-05-04,2.4744389027431426
2023-05-05,2.016209476309227
2023-05-06,2.4744389027431426
2023-05-07,2.016209476309227
2023-05-08,2.4744389027431426
2023-05-09,2.4744389027431426
2023-05-10,2.4744389027431426
2023-05-11,3.6658354114713223
2023-05-12,7.331670822942645
2023-05-13,3.29925187032419
2023-05-14,2.8410224438902745
2023-05-15,2.4744389027431426
2023-05-16,2.8410224438902745
2023-05-17,2.8410224438902745
2023-05-18,2.4744389027431426
2023-05-19,2.4744389027431426
2023-05-20,2.4744389027431426
2023-05-21,2.016209476309227
2023-05-22,2.016209476309227
2023-05-23,2.016209476309227
2023-05-24,2.016209476309227
2023-05-25,2.016209476309227
2023-05-26,1.8329177057356612
2023-05-27,1.8329177057356612
2023-05-28,2.7493765586034917
2023-05-29,1.8329177057356612
2023-05-30,1.8329177057356612
2023-05-31,1.8329177057356612
2023-06-01,1.8329177057356612
2023-06-02,1.8329177057356612
2023-06-03,1.8329177057356612
2023-06-04,1.8329177057356612
2023-06-05,1.8329177057356612
2023-06-06,1.8329177057356612
2023-06-07,1.8329177057356612
2023-06-08,1.8329177057356612
2023-06-09,1.8329177057356612
2023-06-10,2.7493765586034917
2023-06-11,2.7493765586034917
2023-06-12,1.8329177057356612
2023-06-13,1.8329177057356612
2023-06-14,1.8329177057356612
2023-06-15,1.8329177057356612
2023-06-16,1.8329177057356612
2023-06-17,1.8329177057356612
2023-06-18,1.8329177057356612
2023-06-19,1.8329177057356612
2023-06-20,1.8329177057356612
2023-06-21,2.7493765586034917
2023-06-22,1.8329177057356612
2023-06-23,1.8329177057356612
2023-06-24,1.8329177057356612
2023-06-25,1.8329177057356612
2023-06-26,1.8329177057356612
2023-06-27,1.8329177057356612
2023-06-28,1.8329177057356612
2023-06-29,1.8329177057356612
2023-06-30,1.8329177057356612
2023-07-01,1.8329177057356612
2023-07-02,1.8329177057356612
2023-07-03,1.8329177057356612
2023-07-04,1.8329177057356612
2023-07-05,1.8329177057356612
2023-07-06,1.8329177057356612
2023-07-07,1.8329177057356612
2023-07-08,1.8329177057356612
2023-07-09,1.8329177057356612
2023-07-10,1.8329177057356612
2023-07-11,1.8329177057356612
2023-07-12,1.8329177057356612
2023-07-13,1.8329177057356612
2023-07-14,1.8329177057356612
2023-07-15,1.8329177057356612
2023-07-16,1.8329177057356612
2023-07-17,1.8329177057356612
2023-07-18,1.8329177057356612
2023-07-19,2.7493765586034917
2023-07-20,1.8329177057356612
2023-07-21,1.8329177057356612
2023-07-22,1.8329177057356612
2023-07-23,2.7493765586034917
2023-07-24,1.8329177057356612
2023-07-25,2.7493765586034917
2023-07-26,2.7493765586034917
2023-07-27,2.7493765586034917
2023-07-28,2.7493765586034917
2023-07-29,2.7493765586034917
2023-07-30,3.6658354114713223
2023-07-31,2.7493765586034917
2023-08-01,2.7493765586034917
2023-08-02,3.6658354114713223
2023-08-03,3.6658354114713223
2023-08-04,3.6658354114713223
2023-08-05,3.6658354114713223
2023-08-06,3.6658354114713223
2023-08-07,2.7493765586034917
2023-08-08,3.6658354114713223
2023-08-09,3.6658354114713223
2023-08-10,3.6658354114713223
2023-08-11,10.081047381546137
2023-08-12,14.66334164588529
2023-08-13,5.4987531172069835
2023-08-14,3.6658354114713223
2023-08-15,3.6658354114713223
2023-08-16,3.6658354114713223
2023-08-17,3.6658354114713223
2023-08-18,4.582294264339152
2023-08-19,13.746882793017459
2023-08-20,14.66334164588529
2023-08-21,4.582294264339152
2023-08-22,4.582294264339152
2023-08-23,3.6658354114713223
2023-08-24,8.248129675810475
2023-08-25,13.746882793017459
2023-08-26,4.582294264339152
2023-08-27,5.4987531172069835
2023-08-28,4.582294264339152
2023-08-29,5.4987531172069835
2023-08-30,4.582294264339152
2023-08-31,4.582294264339152
2023-09-01,3.6658354114713223
2023-09-02,4.582294264339152
2023-09-03,6.4152119700748145
2023-09-04,4.582294264339152
2023-09-05,4.582294264339152
2023-09-06,4.582294264339152
2023-09-07,4.582294264339152
2023-09-08,5.4987531172069835
2023-09-09,6.4152119700748145
2023-09-10,58.65336658354116
2023-09-11,13.746882793017459
2023-09-12,6.4152119700748145
2023-09-13,4.582294264339152
2023-09-14,4.582294264339152
2023-09-15,4.582294264339152
2023-09-16,4.582294264339152
2023-09-17,12.830423940149629
2023-09-18,19.245635910224443
2023-09-19,68.7344139650873
2023-09-20,6.4152119700748145
2023-09-21,4.582294264339152
2023-09-22,4.582294264339152
2023-09-23,5.4987531172069835
2023-09-24,24.744389027431424
2023-09-25,55.90399002493766
2023-09-26,6.4152119700748145
2023-09-27,4.582294264339152
2023-09-28,4.582294264339152
2023-09-29,4.582294264339152
2023-09-30,5.4987531172069835
2023-10-01,41.240648379052374
2023-10-02,10.997506234413967
2023-10-03,5.4987531172069835
2023-10-04,4.582294264339152
2023-10-05,3.6658354114713223
2023-10-06,4.582294264339152
2023-10-07,5.4987531172069835
2023-10-08,43.073566084788034
2023-10-09,10.997506234413967
2023-10-10,4.582294264339152
2023-10-11,3.6658354114713223
2023-10-12,3.6658354114713223
2023-10-13,4.582294264339152
2023-10-14,4.582294264339152
2023-10-15,16.49625935162095
2023-10-16,6.4152119700748145
2023-10-17,4.582294264339152
2023-10-18,3.6658354114713223
2023-10-19,3.6658354114713223
2023-10-20,3.6658354114713223
2023-10-21,4.582294264339152
2023-10-22,46.73940149625936
2023-10-23,13.746882793017459
2023-10-24,4.582294264339152
2023-10-25,3.6658354114713223
2023-10-26,4.582294264339152
2023-10-27,4.582294264339152
2023-10-28,5.4987531172069835
2023-10-29,39.40773067331671
2023-10-30,8.248129675810475
2023-10-31,6.4152119700748145
2023-11-01,5.4987531172069835
2023-11-02,15.57980049875312
2023-11-03,56.8204488778055
2023-11-04,6.4152119700748145
2023-11-05,9.164588528678305
2023-11-06,7.331670822942645
2023-11-07,4.582294264339152
2023-11-08,3.6658354114713223
2023-11-09,3.6658354114713223
2023-11-10,4.582294264339152
2023-11-11,4.582294264339152
2023-11-12,46.73940149625936
2023-11-13,11.913965087281797
2023-11-14,5.4987531172069835
2023-11-15,4.582294264339152
2023-11-16,4.582294264339152
2023-11-17,5.4987531172069835
2023-11-18,4.582294264339152
2023-11-19,40.32418952618455
2023-11-20,9.164588528678305
2023-11-21,10.081047381546137
2023-11-22,5.4987531172069835
2023-11-23,6.4152119700748145
2023-11-24,5.4987531172069835
2023-11-25,5.4987531172069835
2023-11-26,39.40773067331671
2023-11-27,11.913965087281797
2023-11-28,5.4987531172069835
2023-11-29,4.582294264339152
2023-11-30,4.582294264339152
2023-12-01,4.582294264339152
2023-12-02,5.4987531172069835
2023-12-03,68.7344139650873
2023-12-04,12.830423940149629
2023-12-05,6.4152119700748145
2023-12-06,4.582294264339152
2023-12-07,11.913965087281797
2023-12-08,53.154613466334176
2023-12-09,5.4987531172069835
2023-12-10,10.081047381546137
2023-12-11,6.4152119700748145
2023-12-12,4.582294264339152
2023-12-13,3.6658354114713223
2023-12-14,3.6658354114713223
2023-12-15,4.582294264339152
2023-12-16,32.9925187032419
2023-12-17,30.24314214463841
2023-12-18,7.331670822942645
2023-12-19,4.582294264339152
2023-12-20,4.582294264339152
2023-12-21,4.582294264339152
2023-12-22,5.4987531172069835
2023-12-23,43.073566084788034
2023-12-24,32.07605985037407
2023-12-25,10.081047381546137
2023-12-26,6.4152119700748145
2023-12-27,4.582294264339152
2023-12-28,4.582294264339152
2023-12-29,5.4987531172069835
2023-12-30,6.4152119700748145
2023-12-31,41.240648379052374
2024-01-01,33.90897755610973
2024-01-02,7.331670822942645
2024-01-03,5.4987531172069835
2024-01-04,5.4987531172069835
2024-01-05,5.4987531172069835
2024-01-06,54.071072319202
2024-01-07,69.65087281795512
2024-01-08,19.245635910224443
2024-01-09,7.331670822942645
2024-01-10,6.4152119700748145
2024-01-11,6.4152119700748145
2024-01-12,9.164588528678305
2024-01-13,25.660847880299258
2024-01-14,22.911471321695764
2024-01-15,91.64588528678306
2024-01-16,56.8204488778055
2024-01-17,4.582294264339152
2024-01-18,3.6658354114713223
2024-01-19,2.7493765586034917
2024-01-20,3.6658354114713223
2024-01-21,4.582294264339152
2024-01-22,3.6658354114713223
2024-01-23,2.7493765586034917
2024-01-24,2.7493765586034917
2024-01-25,2.7493765586034917
2024-01-26,2.7493765586034917
2024-01-27,2.7493765586034917
2024-01-28,3.6658354114713223
2024-01-29,3.6658354114713223
2024-01-30,3.6658354114713223
2024-01-31,2.7493765586034917
2024-02-01,2.7493765586034917
2024-02-02,2.7493765586034917
2024-02-03,1.8329177057356612
2024-02-04,2.7493765586034917
2024-02-05,2.7493765586034917
2024-02-06,1.8329177057356612
2024-02-07,1.8329177057356612
2024-02-08,1.8329177057356612
2024-02-09,2.7493765586034917
2024-02-10,1.8329177057356612
2024-02-11,3.6658354114713223
2024-02-12,4.582294264339152
2024-02-13,3.6658354114713223
2024-02-14,2.7493765586034917
2024-02-15,2.7493765586034917
2024-02-16,2.7493765586034917
2024-02-17,1.8329177057356612
2024-02-18,2.7493765586034917
2024-02-19,1.8329177057356612
2024-02-20,1.8329177057356612
2024-02-21,1.8329177057356612
2024-02-22,1.8329177057356612
2024-02-23,1.8329177057356612
2024-02-24,1.8329177057356612
2024-02-25,1.8329177057356612
2024-02-26,1.8329177057356612
2024-02-27,1.8329177057356612
2024-02-28,1.8329177057356612
2024-02-29,1.8329177057356612
2024-03-01,1.8329177057356612
2024-03-02,1.8329177057356612
2024-03-03,2.7493765586034917
2024-03-04,1.8329177057356612
2024-03-05,2.7493765586034917
2024-03-06,2.7493765586034917
2024-03-07,2.7493765586034917
2024-03-08,2.7493765586034917
2024-03-09,3.6658354114713223
2024-03-10,2.7493765586034917
2024-03-11,10.997506234413967
2024-03-12,9.164588528678305
2024-03-13,7.331670822942645
2024-03-14,5.4987531172069835
2024-03-15,10.081047381546137
2024-03-16,11.913965087281797
2024-03-17,12.830423940149629
2024-03-18,6.4152119700748145
2024-03-19,5.4987531172069835
2024-03-20,6.4152119700748145
2024-03-21,4.582294264339152
2024-03-22,3.6658354114713223
2024-03-23,3.6658354114713223
2024-03-24,3.6658354114713223
2024-03-25,3.6658354114713223
2024-03-26,3.6658354114713223
2024-03-27,3.6658354114713223
2024-03-28,3.6658354114713223
2024-03-29,2.7493765586034917
2024-03-30,2.7493765586034917
2024-03-31,2.7493765586034917
2024-04-01,2.7493765586034917
2024-04-02,2.7493765586034917
2024-04-03,2.7493765586034917
2024-04-04,2.7493765586034917
2024-04-05,2.7493765586034917
2024-04-06,2.7493765586034917
2024-04-07,2.7493765586034917
2024-04-08,1.8329177057356612
2024-04-09,2.7493765586034917
2024-04-10,2.7493765586034917
2024-04-11,2.7493765586034917
2024-04-12,2.7493765586034917
2024-04-13,2.7493765586034917
2024-04-14,2.7493765586034917
2024-04-15,2.7493765586034917
2024-04-16,2.7493765586034917
2024-04-17,2.7493765586034917
2024-04-18,2.7493765586034917
2024-04-19,2.7493765586034917
2024-04-20,2.7493765586034917
2024-04-21,1.8329177057356612
2024-04-22,2.7493765586034917
2024-04-23,2.7493765586034917
2024-04-24,2.7493765586034917
2024-04-25,3.6658354114713223
2024-04-26,10.997506234413967
2024-04-27,15.57980049875312
2024-04-28,6.4152119700748145
2024-04-29,3.6658354114713223
2024-04-30,3.6658354114713223
2024-05-01,2.7493765586034917
2024-05-02,3.6658354114713223
2024-05-03,2.7493765586034917
2024-05-04,2.7493765586034917
2024-05-05,2.7493765586034917
2024-05-06,2.7493765586034917
2024-05-07,2.7493765586034917
2024-05-08,2.7493765586034917
2024-05-09,2.7493765586034917
2024-05-10,2.7493765586034917
2024-05-11,2.7493765586034917
2024-05-12,2.7493765586034917
2024-05-13,2.7493765586034917
2024-05-14,2.7493765586034917
2024-05-15,4.582294264339152
2024-05-16,9.164588528678305
2024-05-17,3.6658354114713223
2024-05-18,2.7493765586034917
2024-05-19,2.7493765586034917
2024-05-20,2.7493765586034917
2024-05-21,2.7493765586034917
2024-05-22,2.7493765586034917
2024-05-23,2.7493765586034917
2024-05-24,1.8329177057356612
2024-05-25,1.8329177057356612
2024-05-26,2.7493765586034917
2024-05-27,1.8329177057356612
2024-05-28,1.8329177057356612
2024-05-29,1.8329177057356612
2024-05-30,1.8329177057356612
2024-05-31,1.8329177057356612
2024-06-01,1.8329177057356612
2024-06-02,1.8329177057356612
2024-06-03,1.8329177057356612
2024-06-04,1.8329177057356612
2024-06-05,2.7493765586034917
2024-06-06,2.7493765586034917
2024-06-07,1.8329177057356612
2024-06-08,1.8329177057356612
2024-06-09,1.8329177057356612
2024-06-10,2.7493765586034917
2024-06-11,2.7493765586034917
2024-06-12,1.8329177057356612
2024-06-13,1.8329177057356612
2024-06-14,2.7493765586034917
2024-06-15,1.8329177057356612
2024-06-16,2.7493765586034917
2024-06-17,1.8329177057356612
2024-06-18,1.8329177057356612
2024-06-19,1.8329177057356612
2024-06-20,1.8329177057356612
2024-06-21,2.7493765586034917
2024-06-22,1.8329177057356612
2024-06-23,1.8329177057356612
2024-06-24,1.8329177057356612
2024-06-25,1.8329177057356612
2024-06-26,1.8329177057356612
2024-06-27,1.8329177057356612
2024-06-28,1.8329177057356612
2024-06-29,1.8329177057356612
2024-06-30,2.7493765586034917
2024-07-01,1.8329177057356612
2024-07-02,1.8329177057356612
2024-07-03,1.8329177057356612
2024-07-04,1.8329177057356612
2024-07-05,1.8329177057356612
2024-07-06,1.8329177057356612
2024-07-07,2.7493765586034917
2024-07-08,2.7493765586034917
2024-07-09,2.7493765586034917
2024-07-10,1.8329177057356612
2024-07-11,1.8329177057356612
2024-07-12,1.8329177057356612
2024-07-13,1.8329177057356612
2024-07-14,1.8329177057356612
2024-07-15,1.8329177057356612
2024-07-16,1.8329177057356612
2024-07-17,1.8329177057356612
2024-07-18,2.7493765586034917
2024-07-19,1.8329177057356612
2024-07-20,1.8329177057356612
2024-07-21,2.7493765586034917
2024-07-22,2.7493765586034917
2024-07-23,2.7493765586034917
2024-07-24,2.7493765586034917
2024-07-25,2.7493765586034917
2024-07-26,3.6658354114713223
2024-07-27,3.6658354114713223
2024-07-28,2.7493765586034917
2024-07-29,2.7493765586034917
2024-07-30,2.7493765586034917
2024-07-31,2.7493765586034917
2024-08-01,3.6658354114713223
2024-08-02,3.6658354114713223
2024-08-03,3.6658354114713223
2024-08-04,3.6658354114713223
2024-08-05,3.6658354114713223
2024-08-06,4.582294264339152
2024-08-07,7.331670822942645
2024-08-08,6.4152119700748145
2024-08-09,12.830423940149629
2024-08-10,16.49625935162095
2024-08-11,5.4987531172069835
2024-08-12,4.582294264339152
2024-08-13,5.4987531172069835
2024-08-14,5.4987531172069835
2024-08-15,5.4987531172069835
2024-08-16,4.582294264339152
2024-08-17,12.830423940149629
2024-08-18,17.107231920199503
2024-08-19,4.582294264339152
2024-08-20,4.582294264339152
2024-08-21,4.124064837905237
2024-08-22,4.124064837905237
2024-08-23,4.582294264339152
2024-08-24,15.427057356608481
