Time,khan_academy
2023-11-27,61.61761244393235
2023-11-28,70.8142710176536
2023-11-29,73.57326858976998
2023-11-30,69.89460516028147
2023-12-01,65.29627587342085
2023-12-02,22.071980576930994
2023-12-03,21.152314719558866
2023-12-04,62.53727830130448
2023-12-05,68.05527344553722
2023-12-06,67.1356075881651
2023-12-07,65.29627587342085
2023-12-08,57.01928315707173
2023-12-09,18.393317147442495
2023-12-10,24.830978149047368
2023-12-11,60.69794658656023
2023-12-12,64.37661001604873
2023-12-13,61.61761244393235
2023-12-14,59.778280729188104
2023-12-15,49.661956298094736
2023-12-16,18.393317147442495
2023-12-17,21.152314719558866
2023-12-18,48.742290440722606
2023-12-19,46.90295872597836
2023-12-20,40.465297724373485
2023-12-21,31.26863915065224
2023-12-22,17.377789480767834
2023-12-23,10.242740516986276
2023-12-24,10.242740516986276
2023-12-25,11.13462163745897
2023-12-26,13.810264998877056
2023-12-27,15.594027239822445
2023-12-28,16.48590836029514
2023-12-29,13.378216807090421
2023-12-30,12.026502757931667
2023-12-31,12.91838387840436
2024-01-01,15.594027239822445
2024-01-02,27.62052999775411
2024-01-03,40.538913876158475
2024-01-04,47.67396283994003
2024-01-05,41.430794996631164
2024-01-06,18.26967060124053
2024-01-07,20.05343284218592
2024-01-08,62.808157151076415
2024-01-09,64.15987120023517
2024-01-10,71.72696835580336
2024-01-11,73.51073059674874
2024-01-12,57.024822236453616
2024-01-13,18.26967060124053
2024-01-14,17.377789480767834
2024-01-15,26.728648877281415
2024-01-16,58.808584477399
2024-01-17,65.4838005124945
2024-01-18,80.18594663184425
2024-01-19,59.24063266918563
2024-01-20,20.05343284218592
2024-01-21,22.46650597290489
2024-01-22,69.99180706943447
2024-01-23,73.44819260372752
2024-01-24,75.17638537087406
2024-01-25,73.44819260372752
2024-01-26,64.80722876799487
2024-01-27,21.602409589331625
2024-01-28,23.330602356478156
2024-01-29,76.04048175444733
2024-01-30,80.36096367231364
2024-01-31,79.49686728874038
2024-02-01,78.63277090516712
2024-02-02,67.39951791871466
2024-02-03,23.330602356478156
2024-02-04,26.786987890771215
2024-02-05,74.31228898730079
2024-02-06,77.76867452159385
2024-02-07,80.36096367231364
2024-02-08,76.90457813802058
2024-02-09,67.39951791871466
2024-02-10,20.73831320575836
2024-02-11,22.46650597290489
2024-02-12,63.94313238442161
2024-02-13,72.58409622015427
2024-02-14,70.85590345300773
2024-02-15,73.44819260372752
2024-02-16,56.16626493226222
2024-02-17,19.874216822185094
2024-02-18,23.330602356478156
2024-02-19,34.5638553429306
2024-02-20,69.99180706943447
2024-02-21,70.85590345300773
2024-02-22,69.99180706943447
2024-02-23,63.07903600084835
2024-02-24,24.19469874005142
2024-02-25,23.330602356478156
2024-02-26,76.04048175444733
2024-02-27,78.63277090516712
2024-02-28,78.63277090516712
2024-02-29,76.90457813802058
2024-03-01,69.1277106858612
2024-03-02,25.058795123624684
2024-03-03,27.65108427434448
2024-03-04,80.36096367231364
2024-03-05,77.76867452159385
2024-03-06,82.95325282303344
2024-03-07,74.31228898730079
2024-03-08,60.486746850128554
2024-03-09,21.602409589331625
2024-03-10,22.46650597290489
2024-03-11,63.07903600084835
2024-03-12,65.67132515156814
2024-03-13,63.94313238442161
2024-03-14,61.350843233701816
2024-03-15,51.8457830143959
2024-03-16,19.010120438611832
2024-03-17,23.330602356478156
2024-03-18,63.07903600084835
2024-03-19,68.26361430228793
2024-03-20,70.85590345300773
2024-03-21,64.80722876799487
2024-03-22,52.70987939796917
2024-03-23,19.874216822185094
2024-03-24,19.874216822185094
2024-03-25,57.03036131583549
2024-03-26,54.4380721651157
2024-03-27,54.4380721651157
2024-03-28,48.38939748010284
2024-03-29,25.058795123624684
2024-03-30,16.417831287892035
2024-03-31,18.146024055038566
2024-04-01,43.20481917866325
2024-04-02,55.30216854868896
2024-04-03,57.894457699408754
2024-04-04,51.8457830143959
2024-04-05,49.253493863676105
2024-04-06,17.2819276714653
2024-04-07,21.602409589331625
2024-04-08,52.70987939796917
2024-04-09,67.39951791871466
2024-04-10,60.486746850128554
2024-04-11,62.21493961727508
2024-04-12,57.03036131583549
2024-04-13,19.010120438611832
2024-04-14,21.602409589331625
2024-04-15,65.67132515156814
2024-04-16,66.53542153514141
2024-04-17,63.07903600084835
2024-04-18,62.21493961727508
2024-04-19,51.8457830143959
2024-04-20,19.874216822185094
2024-04-21,22.46650597290489
2024-04-22,62.21493961727508
2024-04-23,61.350843233701816
2024-04-24,62.21493961727508
2024-04-25,57.03036131583549
2024-04-26,50.11759024724937
2024-04-27,18.146024055038566
2024-04-28,20.73831320575836
2024-04-29,63.07903600084835
2024-04-30,66.53542153514141
2024-05-01,57.894457699408754
2024-05-02,59.622650466555285
2024-05-03,53.57397578154243
2024-05-04,20.73831320575836
2024-05-05,24.19469874005142
2024-05-06,64.80722876799487
2024-05-07,57.03036131583549
2024-05-08,53.57397578154243
2024-05-09,55.30216854868896
2024-05-10,46.66120471295631
2024-05-11,19.874216822185094
2024-05-12,22.46650597290489
2024-05-13,55.30216854868896
2024-05-14,57.894457699408754
2024-05-15,55.30216854868896
2024-05-16,51.8457830143959
2024-05-17,41.47662641151672
2024-05-18,18.146024055038566
2024-05-19,19.874216822185094
2024-05-20,48.38939748010284
2024-05-21,49.253493863676105
2024-05-22,44.06891556223652
2024-05-23,40.61253002794346
2024-05-24,30.243373425064277
2024-05-25,17.2819276714653
2024-05-26,19.010120438611832
2024-05-27,24.19469874005142
2024-05-28,40.61253002794346
2024-05-29,40.61253002794346
2024-05-30,39.74843364437019
2024-05-31,35.42795172650386
2024-06-01,19.874216822185094
2024-06-02,19.010120438611832
2024-06-03,38.884337260796926
2024-06-04,36.29204811007713
2024-06-05,36.29204811007713
2024-06-06,32.83566257578407
2024-06-07,25.92289150719795
2024-06-08,16.417831287892035
2024-06-09,18.146024055038566
2024-06-10,34.5638553429306
2024-06-11,29.37927704149101
2024-06-12,28.515180657917746
2024-06-13,27.65108427434448
2024-06-14,21.602409589331625
2024-06-15,17.2819276714653
2024-06-16,15.55373490431877
2024-06-17,28.515180657917746
2024-06-18,26.786987890771215
2024-06-19,25.058795123624684
2024-06-20,25.92289150719795
2024-06-21,22.46650597290489
2024-06-22,18.146024055038566
2024-06-23,17.2819276714653
2024-06-24,28.515180657917746
2024-06-25,26.786987890771215
2024-06-26,25.92289150719795
2024-06-27,24.19469874005142
2024-06-28,20.73831320575836
2024-06-29,14.689638520745506
2024-06-30,14.689638520745506
2024-07-01,26.786987890771215
2024-07-02,27.65108427434448
2024-07-03,24.19469874005142
2024-07-04,16.417831287892035
2024-07-05,20.73831320575836
2024-07-06,16.417831287892035
2024-07-07,19.010120438611832
2024-07-08,26.786987890771215
2024-07-09,26.786987890771215
2024-07-10,25.92289150719795
2024-07-11,25.058795123624684
2024-07-12,22.46650597290489
2024-07-13,17.2819276714653
2024-07-14,13.82554213717224
2024-07-15,23.330602356478156
2024-07-16,25.058795123624684
2024-07-17,25.92289150719795
2024-07-18,25.058795123624684
2024-07-19,19.874216822185094
2024-07-20,16.417831287892035
2024-07-21,18.146024055038566
2024-07-22,25.92289150719795
2024-07-23,25.92289150719795
2024-07-24,25.92289150719795
2024-07-25,25.92289150719795
2024-07-26,21.602409589331625
2024-07-27,16.417831287892035
2024-07-28,16.417831287892035
2024-07-29,24.19469874005142
2024-07-30,24.19469874005142
2024-07-31,26.786987890771215
2024-08-01,25.058795123624684
2024-08-02,24.19469874005142
2024-08-03,19.010120438611832
2024-08-04,20.73831320575836
2024-08-05,29.37927704149101
2024-08-06,33.69975895935733
2024-08-07,29.37927704149101
2024-08-08,35.42795172650386
2024-08-09,32.83566257578407
2024-08-10,19.010120438611832
2024-08-11,21.602409589331625
2024-08-12,40.61253002794346
2024-08-13,43.20481917866325
2024-08-14,51.8457830143959
2024-08-15,56.16626493226222
2024-08-16,48.38939748010284
2024-08-17,21.602409589331625
2024-08-18,24.093726819716082
2024-08-19,60.45647218724744
2024-08-20,67.46733992885616
2024-08-21,67.46733992885616
2024-08-22,68.34369839655724
2024-08-23,61.33283065494852
2024-08-24,24.093726819716082
2024-08-25,26.722802222819354
2024-08-26,68.34369839655724
2024-08-27,71.84913226736163
2024-08-28,77.98364154126925
2024-08-29,78.86000000897035
2024-08-30,63.961906058051795
2024-08-31,19.279886289424
2024-09-01,22.341009884313902
2024-09-02,29.35187762592263
2024-09-03,76.23092460586707
2024-09-04,84.55019900696352
2024-09-05,85.4265574746646
2024-09-06,72.72549073506272
2024-09-07,24.970085287417174
2024-09-08,29.35187762592263
2024-09-09,83.67384053926243
2024-09-10,82.79748207156135
2024-09-11,83.67384053926243
2024-09-12,86.3029159423657
2024-09-13,76.23092460586707
2024-09-14,24.970085287417174
2024-09-15,27.167112498733815
2024-09-16,80.61271694437252
2024-09-17,86.1961935274049
2024-09-18,88.86205518289165
2024-09-19,79.97584966460249
2024-09-20,74.64412635362899
2024-09-21,24.881375451209664
2024-09-22,28.43585765852533
2024-09-23,74.64412635362899
