Time,college_football
2022-07-05,2.0
2022-07-06,2.0
2022-07-07,2.0
2022-07-08,2.0
2022-07-09,2.0
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,2.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,2.0
2022-07-17,2.0
2022-07-18,2.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,3.0
2022-07-26,3.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,4.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,4.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,4.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,5.0
2022-08-16,5.0
2022-08-17,4.0
2022-08-18,4.0
2022-08-19,5.0
2022-08-20,7.0
2022-08-21,6.0
2022-08-22,6.0
2022-08-23,6.0
2022-08-24,6.0
2022-08-25,9.0
2022-08-26,11.0
2022-08-27,40.0
2022-08-28,17.0
2022-08-29,8.0
2022-08-30,8.0
2022-08-31,9.0
2022-09-01,20.0
2022-09-02,37.0
2022-09-03,95.0
2022-09-04,78.0
2022-09-05,34.0
2022-09-06,26.0
2022-09-07,11.0
2022-09-08,10.0
2022-09-09,16.0
2022-09-10,100.0
2022-09-11,64.0
2022-09-12,18.0
2022-09-13,10.0
2022-09-14,8.0
2022-09-15,9.0
2022-09-16,14.0
2022-09-17,91.0
2022-09-18,60.0
2022-09-19,14.0
2022-09-20,9.0
2022-09-21,7.0
2022-09-22,9.0
2022-09-23,14.0
2022-09-24,79.0
2022-09-25,60.0
2022-09-26,15.0
2022-09-27,9.0
2022-09-28,7.0
2022-09-29,7.0
2022-09-30,13.0
2022-10-01,80.0
2022-10-02,56.0
2022-10-03,14.0
2022-10-04,8.0
2022-10-05,7.0
2022-10-06,8.0
2022-10-07,12.0
2022-10-08,76.0
2022-10-09,58.0
2022-10-10,15.0
2022-10-11,9.0
2022-10-12,8.0
2022-10-13,9.0
2022-10-14,13.0
2022-10-15,84.0
2022-10-16,69.0
2022-10-17,20.0
2022-10-18,11.0
2022-10-19,9.0
2022-10-20,9.0
2022-10-21,12.0
2022-10-22,75.0
2022-10-23,49.0
2022-10-24,13.0
2022-10-25,8.0
2022-10-26,7.0
2022-10-27,8.0
2022-10-28,11.0
2022-10-29,76.0
2022-10-30,49.0
2022-10-31,14.0
2022-11-01,12.0
2022-11-02,17.0
2022-11-03,10.0
2022-11-04,13.0
2022-11-05,84.0
2022-11-06,80.0
2022-11-07,21.0
2022-11-08,13.0
2022-11-09,13.0
2022-11-10,9.0
2022-11-11,12.0
2022-11-12,67.0
2022-11-13,58.0
2022-11-14,15.0
2022-11-15,9.0
2022-11-16,12.0
2022-11-17,8.0
2022-11-18,11.0
2022-11-19,64.0
2022-11-20,65.0
2022-11-21,16.0
2022-11-22,11.0
2022-11-23,14.0
2022-11-24,16.0
2022-11-25,34.0
2022-11-26,97.0
2022-11-27,82.0
2022-11-28,22.0
2022-11-29,15.0
2022-11-30,16.0
2022-12-01,11.0
2022-12-02,14.0
2022-12-03,97.0
2022-12-04,96.0
2022-12-05,23.0
2022-12-06,11.0
2022-12-07,8.0
2022-12-08,7.0
2022-12-09,9.0
2022-12-10,25.0
2022-12-11,12.0
2022-12-12,6.0
2022-12-13,5.0
2022-12-14,5.0
2022-12-15,6.0
2022-12-16,10.0
2022-12-17,26.0
2022-12-18,12.0
2022-12-19,6.0
2022-12-20,8.0
2022-12-21,11.0
2022-12-22,11.0
2022-12-23,15.0
2022-12-24,14.0
2022-12-25,10.0
2022-12-26,13.0
2022-12-27,13.0
2022-12-28,19.0
2022-12-29,29.0
2022-12-30,35.0
2022-12-31,86.0
2023-01-01,83.0
2023-01-02,30.0
2023-01-03,15.0
2023-01-04,6.0
2023-01-05,6.0
2023-01-06,6.0
2023-01-07,13.0
2023-01-08,9.0
2023-01-09,22.0
2023-01-10,67.0
2023-01-11,7.0
2023-01-12,4.0
2023-01-13,4.0
2023-01-14,5.0
2023-01-15,5.0
2023-01-16,3.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,3.0
2023-01-20,3.0
2023-01-21,3.0
2023-01-22,3.0
2023-01-23,3.0
2023-01-24,2.0
2023-01-25,2.0
2023-01-26,2.0
2023-01-27,2.0
2023-01-28,3.0
2023-01-29,3.0
2023-01-30,3.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,3.0
2023-02-03,2.0
2023-02-04,3.0
2023-02-05,2.0
2023-02-06,2.0
2023-02-07,2.0
2023-02-08,2.0
2023-02-09,2.0
2023-02-10,2.0
2023-02-11,2.0
2023-02-12,2.0
2023-02-13,3.0
2023-02-14,2.0
2023-02-15,2.0
2023-02-16,2.0
2023-02-17,2.0
2023-02-18,2.0
2023-02-19,2.0
2023-02-20,2.0
2023-02-21,2.0
2023-02-22,2.0
2023-02-23,2.0
2023-02-24,2.0
2023-02-25,2.0
2023-02-26,2.0
2023-02-27,2.0
2023-02-28,2.0
2023-03-01,2.0
2023-03-02,2.0
2023-03-03,2.0
2023-03-04,2.0
2023-03-05,2.0
2023-03-06,2.0
2023-03-07,2.0
2023-03-08,2.0
2023-03-09,2.0
2023-03-10,2.0
2023-03-11,2.0
2023-03-12,2.0
2023-03-13,1.0
2023-03-14,1.0
2023-03-15,2.0
2023-03-16,2.0
2023-03-17,2.0
2023-03-18,2.0
2023-03-19,2.0
2023-03-20,2.0
2023-03-21,2.0
2023-03-22,2.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,2.0
2023-03-26,2.0
2023-03-27,2.0
2023-03-28,1.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,2.0
2023-04-02,2.0
2023-04-03,1.0
2023-04-04,2.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,2.0
2023-04-18,2.0
2023-04-19,2.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,2.0
2023-04-25,2.0
2023-04-26,2.0
2023-04-27,2.0
2023-04-28,3.5
2023-04-29,2.5
2023-04-30,2.0
2023-05-01,2.0
2023-05-02,2.0
2023-05-03,2.0
2023-05-04,2.0
2023-05-05,1.5
2023-05-06,1.5
2023-05-07,1.5
2023-05-08,2.0
2023-05-09,1.5
2023-05-10,2.0
2023-05-11,1.5
2023-05-12,1.5
2023-05-13,1.5
2023-05-14,1.5
2023-05-15,2.0
2023-05-16,2.0
2023-05-17,2.0
2023-05-18,2.0
2023-05-19,2.0
2023-05-20,2.0
2023-05-21,1.5
2023-05-22,1.5
2023-05-23,2.0
2023-05-24,2.0
2023-05-25,1.5
2023-05-26,2.0
2023-05-27,2.0
2023-05-28,2.0
2023-05-29,2.0
2023-05-30,2.0
2023-05-31,2.0
2023-06-01,2.0
2023-06-02,2.0
2023-06-03,2.0
2023-06-04,2.0
2023-06-05,2.0
2023-06-06,2.0
2023-06-07,2.0
2023-06-08,2.0
2023-06-09,2.0
2023-06-10,2.0
2023-06-11,2.0
2023-06-12,2.0
2023-06-13,2.0
2023-06-14,2.0
2023-06-15,2.0
2023-06-16,2.0
2023-06-17,2.0
2023-06-18,2.0
2023-06-19,2.0
2023-06-20,2.0
2023-06-21,2.0
2023-06-22,2.0
2023-06-23,2.0
2023-06-24,2.0
2023-06-25,2.0
2023-06-26,2.0
2023-06-27,2.0
2023-06-28,2.0
2023-06-29,2.0
2023-06-30,2.0
2023-07-01,2.0
2023-07-02,2.0
2023-07-03,2.0
2023-07-04,2.0
2023-07-05,2.0
2023-07-06,2.0
2023-07-07,2.0
2023-07-08,2.0
2023-07-09,2.0
2023-07-10,2.0
2023-07-11,2.0
2023-07-12,2.0
2023-07-13,2.0
2023-07-14,2.0
2023-07-15,2.0
2023-07-16,2.0
2023-07-17,2.0
2023-07-18,2.0
2023-07-19,2.0
2023-07-20,2.0
2023-07-21,2.0
2023-07-22,2.0
2023-07-23,2.0
2023-07-24,2.0
2023-07-25,2.0
2023-07-26,2.0
2023-07-27,2.0
2023-07-28,2.0
2023-07-29,4.0
2023-07-30,4.0
2023-07-31,4.0
2023-08-01,4.0
2023-08-02,4.0
2023-08-03,4.0
2023-08-04,4.0
2023-08-05,6.0
2023-08-06,4.0
2023-08-07,6.0
2023-08-08,4.0
2023-08-09,4.0
2023-08-10,4.0
2023-08-11,4.0
2023-08-12,6.0
2023-08-13,6.0
2023-08-14,6.0
2023-08-15,6.0
2023-08-16,6.0
2023-08-17,6.0
2023-08-18,6.0
2023-08-19,8.0
2023-08-20,6.0
2023-08-21,6.0
2023-08-22,6.0
2023-08-23,8.0
2023-08-24,8.0
2023-08-25,12.0
2023-08-26,42.0
2023-08-27,24.0
2023-08-28,10.0
2023-08-29,8.0
2023-08-30,10.0
2023-08-31,20.0
2023-09-01,40.0
2023-09-02,110.0
2023-09-03,80.0
2023-09-04,44.0
2023-09-05,34.0
2023-09-06,14.0
2023-09-07,12.0
2023-09-08,20.0
2023-09-09,114.0
2023-09-10,80.0
2023-09-11,20.0
2023-09-12,12.0
2023-09-13,10.0
2023-09-14,12.0
2023-09-15,18.0
2023-09-16,118.0
2023-09-17,112.0
2023-09-18,20.0
2023-09-19,12.0
2023-09-20,10.0
2023-09-21,12.0
2023-09-22,20.0
2023-09-23,126.0
2023-09-24,88.0
2023-09-25,20.0
2023-09-26,12.0
2023-09-27,10.0
2023-09-28,10.0
2023-09-29,16.0
2023-09-30,116.0
2023-10-01,66.0
2023-10-02,16.0
2023-10-03,10.0
2023-10-04,10.0
2023-10-05,10.0
2023-10-06,16.0
2023-10-07,112.0
2023-10-08,78.0
2023-10-09,18.0
2023-10-10,12.0
2023-10-11,10.0
2023-10-12,10.0
2023-10-13,16.0
2023-10-14,102.0
2023-10-15,62.0
2023-10-16,16.0
2023-10-17,10.0
2023-10-18,10.0
2023-10-19,10.0
2023-10-20,14.0
2023-10-21,98.0
2023-10-22,66.0
2023-10-23,16.0
2023-10-24,10.0
2023-10-25,8.0
2023-10-26,8.0
2023-10-27,12.0
2023-10-28,82.0
2023-10-29,56.0
2023-10-30,14.0
2023-10-31,12.0
2023-11-01,14.0
2023-11-02,10.0
2023-11-03,14.0
2023-11-04,100.0
2023-11-05,68.0
2023-11-06,16.0
2023-11-07,12.0
2023-11-08,12.0
2023-11-09,10.0
2023-11-10,14.0
2023-11-11,86.0
2023-11-12,72.0
2023-11-13,18.0
2023-11-14,12.0
2023-11-15,16.0
2023-11-16,10.0
2023-11-17,14.0
2023-11-18,82.0
2023-11-19,64.0
2023-11-20,14.0
2023-11-21,12.0
2023-11-22,14.0
2023-11-23,18.0
2023-11-24,40.0
2023-11-25,116.0
2023-11-26,82.0
2023-11-27,22.0
2023-11-28,16.0
2023-11-29,16.0
2023-11-30,12.0
2023-12-01,18.0
2023-12-02,114.0
2023-12-03,200.0
2023-12-04,42.0
2023-12-05,18.0
2023-12-06,12.0
2023-12-07,10.0
2023-12-08,12.0
2023-12-09,36.0
2023-12-10,14.0
2023-12-11,6.0
2023-12-12,6.0
2023-12-13,6.0
2023-12-14,6.0
2023-12-15,8.0
2023-12-16,24.0
2023-12-17,12.0
2023-12-18,8.0
2023-12-19,8.0
2023-12-20,12.0
2023-12-21,10.0
2023-12-22,13.708074534161492
2023-12-23,23.73913043478261
2023-12-24,15.82608695652174
2023-12-25,10.03105590062112
2023-12-26,17.944099378881987
2023-12-27,21.62111801242236
2023-12-28,31.65217391304348
2023-12-29,40.12422360248448
2023-12-30,74.45341614906832
2023-12-31,38.56521739130435
2024-01-01,98.75155279503106
2024-01-02,102.98757763975155
2024-01-03,13.708074534161492
2024-01-04,9.472049689440993
2024-01-05,9.472049689440993
2024-01-06,16.385093167701864
2024-01-07,12.149068322981368
2024-01-08,30.093167701863358
2024-01-09,78.68944099378882
2024-01-10,9.472049689440993
2024-01-11,7.91304347826087
2024-01-12,6.354037267080746
2024-01-13,6.354037267080746
2024-01-14,5.795031055900621
2024-01-15,4.236024844720497
2024-01-16,4.236024844720497
2024-01-17,4.236024844720497
2024-01-18,3.677018633540373
2024-01-19,3.677018633540373
2024-01-20,4.236024844720497
2024-01-21,4.472049689440994
2024-01-22,3.354037267080746
2024-01-23,3.354037267080746
2024-01-24,3.354037267080746
2024-01-25,3.354037267080746
2024-01-26,3.354037267080746
2024-01-27,3.354037267080746
2024-01-28,3.354037267080746
2024-01-29,3.354037267080746
2024-01-30,3.354037267080746
2024-01-31,3.354037267080746
2024-02-01,3.354037267080746
2024-02-02,3.354037267080746
2024-02-03,3.354037267080746
2024-02-04,3.354037267080746
2024-02-05,3.354037267080746
2024-02-06,2.236024844720497
2024-02-07,3.354037267080746
2024-02-08,3.354037267080746
2024-02-09,3.354037267080746
2024-02-10,3.354037267080746
2024-02-11,3.354037267080746
2024-02-12,3.354037267080746
2024-02-13,2.236024844720497
2024-02-14,2.236024844720497
2024-02-15,3.354037267080746
2024-02-16,3.354037267080746
2024-02-17,3.354037267080746
2024-02-18,2.236024844720497
2024-02-19,2.236024844720497
2024-02-20,3.354037267080746
2024-02-21,3.354037267080746
2024-02-22,4.472049689440994
2024-02-23,4.472049689440994
2024-02-24,3.354037267080746
2024-02-25,3.354037267080746
2024-02-26,2.236024844720497
2024-02-27,2.236024844720497
2024-02-28,2.236024844720497
2024-02-29,2.236024844720497
2024-03-01,2.236024844720497
2024-03-02,2.236024844720497
2024-03-03,2.236024844720497
2024-03-04,2.236024844720497
2024-03-05,2.236024844720497
2024-03-06,2.236024844720497
2024-03-07,2.236024844720497
2024-03-08,2.236024844720497
2024-03-09,2.236024844720497
2024-03-10,2.236024844720497
2024-03-11,2.236024844720497
2024-03-12,2.236024844720497
2024-03-13,2.236024844720497
2024-03-14,2.236024844720497
2024-03-15,2.236024844720497
2024-03-16,2.236024844720497
2024-03-17,2.236024844720497
2024-03-18,2.236024844720497
2024-03-19,2.236024844720497
2024-03-20,2.236024844720497
2024-03-21,2.236024844720497
2024-03-22,2.236024844720497
2024-03-23,2.236024844720497
2024-03-24,2.236024844720497
2024-03-25,2.236024844720497
2024-03-26,2.236024844720497
2024-03-27,2.236024844720497
2024-03-28,2.236024844720497
2024-03-29,2.236024844720497
2024-03-30,2.236024844720497
2024-03-31,2.236024844720497
2024-04-01,2.236024844720497
2024-04-02,2.236024844720497
2024-04-03,2.236024844720497
2024-04-04,2.236024844720497
2024-04-05,2.236024844720497
2024-04-06,2.236024844720497
2024-04-07,2.236024844720497
2024-04-08,2.236024844720497
2024-04-09,2.236024844720497
2024-04-10,2.236024844720497
2024-04-11,2.236024844720497
2024-04-12,2.236024844720497
2024-04-13,2.236024844720497
2024-04-14,2.236024844720497
2024-04-15,2.236024844720497
2024-04-16,2.236024844720497
2024-04-17,2.236024844720497
2024-04-18,2.236024844720497
2024-04-19,2.236024844720497
2024-04-20,2.236024844720497
2024-04-21,2.236024844720497
2024-04-22,2.236024844720497
2024-04-23,2.236024844720497
2024-04-24,2.236024844720497
2024-04-25,2.236024844720497
2024-04-26,3.354037267080746
2024-04-27,3.354037267080746
2024-04-28,2.236024844720497
2024-04-29,2.236024844720497
2024-04-30,2.236024844720497
2024-05-01,2.236024844720497
2024-05-02,2.236024844720497
2024-05-03,2.236024844720497
2024-05-04,2.236024844720497
2024-05-05,2.236024844720497
2024-05-06,2.236024844720497
2024-05-07,2.236024844720497
2024-05-08,2.236024844720497
2024-05-09,2.236024844720497
2024-05-10,5.590062111801243
2024-05-11,3.354037267080746
2024-05-12,3.354037267080746
2024-05-13,3.354037267080746
2024-05-14,3.354037267080746
2024-05-15,3.354037267080746
2024-05-16,8.944099378881988
2024-05-17,8.944099378881988
2024-05-18,6.708074534161492
2024-05-19,4.472049689440994
2024-05-20,3.354037267080746
2024-05-21,3.354037267080746
2024-05-22,3.354037267080746
2024-05-23,3.354037267080746
2024-05-24,3.354037267080746
2024-05-25,3.354037267080746
2024-05-26,3.354037267080746
2024-05-27,3.354037267080746
2024-05-28,3.354037267080746
2024-05-29,3.354037267080746
2024-05-30,3.354037267080746
2024-05-31,4.472049689440994
2024-06-01,4.472049689440994
2024-06-02,3.354037267080746
2024-06-03,3.354037267080746
2024-06-04,3.354037267080746
2024-06-05,3.354037267080746
2024-06-06,3.354037267080746
2024-06-07,3.354037267080746
2024-06-08,2.236024844720497
2024-06-09,3.354037267080746
2024-06-10,3.354037267080746
2024-06-11,3.354037267080746
2024-06-12,3.354037267080746
2024-06-13,2.236024844720497
2024-06-14,2.236024844720497
2024-06-15,3.354037267080746
2024-06-16,3.354037267080746
2024-06-17,2.236024844720497
2024-06-18,2.236024844720497
2024-06-19,3.354037267080746
2024-06-20,3.354037267080746
2024-06-21,3.354037267080746
2024-06-22,3.354037267080746
2024-06-23,3.354037267080746
2024-06-24,3.354037267080746
2024-06-25,4.472049689440994
2024-06-26,4.472049689440994
2024-06-27,5.590062111801243
2024-06-28,4.472049689440994
2024-06-29,3.354037267080746
2024-06-30,3.354037267080746
2024-07-01,4.472049689440994
2024-07-02,5.590062111801243
2024-07-03,4.472049689440994
2024-07-04,4.472049689440994
2024-07-05,4.472049689440994
2024-07-06,4.472049689440994
2024-07-07,4.472049689440994
2024-07-08,5.590062111801243
2024-07-09,6.708074534161492
2024-07-10,8.944099378881988
2024-07-11,8.944099378881988
2024-07-12,10.062111801242237
2024-07-13,13.416149068322984
2024-07-14,15.65217391304348
2024-07-15,31.30434782608696
2024-07-16,27.950310559006216
2024-07-17,21.242236024844722
2024-07-18,20.124223602484474
2024-07-19,23.47826086956522
2024-07-20,21.242236024844722
2024-07-21,19.006211180124225
2024-07-22,14.534161490683232
2024-07-23,13.416149068322984
2024-07-24,11.180124223602485
2024-07-25,10.062111801242237
2024-07-26,8.944099378881988
2024-07-27,8.944099378881988
2024-07-28,10.062111801242237
2024-07-29,7.82608695652174
2024-07-30,7.82608695652174
2024-07-31,6.708074534161492
2024-08-01,6.708074534161492
2024-08-02,6.708074534161492
2024-08-03,7.82608695652174
2024-08-04,7.82608695652174
2024-08-05,6.708074534161492
2024-08-06,5.590062111801243
2024-08-07,6.708074534161492
2024-08-08,6.708074534161492
2024-08-09,6.708074534161492
2024-08-10,7.82608695652174
2024-08-11,7.82608695652174
2024-08-12,7.82608695652174
2024-08-13,7.82608695652174
2024-08-14,7.82608695652174
2024-08-15,6.708074534161492
2024-08-16,7.82608695652174
2024-08-17,11.180124223602485
2024-08-18,8.801188983506243
2024-08-19,10.081718410363909
2024-08-20,10.081718410363909
2024-08-21,10.081718410363909
2024-08-22,10.081718410363909
2024-08-23,15.762842328974697
2024-08-24,59.768787246505916
2024-08-25,23.283501885623274
2024-08-26,13.201783475259365
2024-08-27,11.362247837221574
2024-08-28,12.642777264079239
2024-08-29,27.125090166196273
2024-08-30,50.40859205181955
2024-08-31,107.05731423343
2024-09-01,80.65374728291127
2024-09-02,45.28647434438888
2024-09-03,43.44693870635109
2024-09-04,14.48231290211703
2024-09-05,13.201783475259365
2024-09-06,17.602377967012487
2024-09-07,111.45790872518313
2024-09-08,76.81215900233828
2024-09-09,18.882907393870152
2024-09-10,11.9212540484017
2024-09-11,10.081718410363909
2024-09-12,11.9212540484017
2024-09-13,20.163436820727817
2024-09-14,102.65671974167688
2024-09-15,61.77083988904112
2024-09-16,17.04337175583236
2024-09-17,11.544371450840664
2024-09-18,10.101325019485582
2024-09-19,11.544371450840664
2024-09-20,18.75960360761608
2024-09-21,98.12715733214564
2024-09-22,70.70927513639907
2024-09-23,15.873510744905914
2024-09-24,11.544371450840664
2024-09-25,10.101325019485582
2024-09-26,10.101325019485582
2024-09-27,17.316557176260996
2024-09-28,102.4562966262109
2024-09-29,80.81060015588466
2024-09-30,18.75960360761608
2024-10-01,11.544371450840664
2024-10-02,10.101325019485582
2024-10-03,11.544371450840664
2024-10-04,18.75960360761608
2024-10-05,101.01325019485581
2024-10-06,92.35497160672531
2024-10-07,23.08874290168133
2024-10-08,12.987417882195746
2024-10-09,11.544371450840664
2024-10-10,11.544371450840664
2024-10-11,20.202650038971164
2024-10-12,103.89934305756597
2024-10-13,90.91192517537023
2024-10-14,20.202650038971164
2024-10-15,12.987417882195746
2024-10-16,11.544371450840664
2024-10-17,12.987417882195746
2024-10-18,20.202650038971164
2024-10-19,102.4562966262109
2024-10-20,93.7980180380804
2024-10-21,24.53178933303641
2024-10-22,14.43046431355083
2024-10-23,11.544371450840664
2024-10-24,12.987417882195746
2024-10-25,18.75960360761608
2024-10-26,93.7980180380804
2024-10-27,64.93708941097874
2024-10-28,17.316557176260996
2024-10-29,11.544371450840664
2024-10-30,10.101325019485582
2024-10-31,10.101325019485582
2024-11-01,15.873510744905914
2024-11-02,90.91192517537023
2024-11-03,60.607950116913486
2024-11-04,17.316557176260996
2024-11-05,11.544371450840664
2024-11-06,11.544371450840664
2024-11-07,10.101325019485582
2024-11-08,14.43046431355083
2024-11-09,85.1397394499499
2024-11-10,88.02583231266007
2024-11-11,25.974835764391493
2024-11-12,14.43046431355083
2024-11-13,17.316557176260996
2024-11-14,11.544371450840664
2024-11-15,14.43046431355083
2024-11-16,72.15232156775416
2024-11-17,67.8231822736889
2024-11-18,18.75960360761608
2024-11-19,12.987417882195746
2024-11-20,17.316557176260996
2024-11-21,11.544371450840664
2024-11-22,14.43046431355083
2024-11-23,82.25364658723973
2024-11-24,83.69669301859481
2024-11-25,23.08874290168133
2024-11-26,17.316557176260996
2024-11-27,23.08874290168133
2024-11-28,20.202650038971164
2024-11-29,38.96225364658724
2024-11-30,122.65894666518206
2024-12-01,101.01325019485581
2024-12-02,30.303975058456743
2024-12-03,24.53178933303641
2024-12-04,33.19006792116691
2024-12-05,15.873510744905914
2024-12-06,21.645696470326246
2024-12-07,95.24106446943549
2024-12-08,141.41855027279814
2024-12-09,33.19006792116691
2024-12-10,17.316557176260996
2024-12-11,14.43046431355083
2024-12-12,14.43046431355083
2024-12-13,18.75960360761608
2024-12-14,50.50662509742791
2024-12-15,21.645696470326246
2024-12-16,11.544371450840664
2024-12-17,12.987417882195746
2024-12-18,15.873510744905914
2024-12-19,18.75960360761608
2024-12-20,36.07616078387708
2024-12-21,124.10199309653714
2024-12-22,77.92450729317449
2024-12-23,21.645696470326246
2024-12-24,24.53178933303641
2024-12-25,23.08874290168133
2024-12-26,24.53178933303641
2024-12-27,37.51920721523216
2024-12-28,62.05099654826857
2024-12-29,36.07616078387708
2024-12-30,25.974835764391493
2024-12-31,62.05099654826857
2025-01-01,144.30464313550831
2025-01-02,77.92450729317449
2025-01-03,56.278810822848236
2025-01-04,34.63311435252199
2025-01-05,15.873510744905914
2025-01-06,14.43046431355083
2025-01-07,14.43046431355083
2025-01-08,15.873510744905914
2025-01-09,27.41788219574658
2025-01-10,63.49404297962366
2025-01-11,64.93708941097874
2025-01-12,12.987417882195746
2025-01-13,10.101325019485582
2025-01-14,8.658278588130498
2025-01-15,8.658278588130498
2025-01-16,10.101325019485582
2025-01-17,11.544371450840664
2025-01-18,14.43046431355083
2025-01-19,12.987417882195746
2025-01-20,34.63311435252199
2025-01-21,79.36755372452957
2025-01-22,7.215232156775415
2025-01-23,5.772185725420332
2025-01-24,5.772185725420332
2025-01-25,5.772185725420332
2025-01-26,5.772185725420332
2025-01-27,4.329139294065249
2025-01-28,4.329139294065249
