Time,uefa_champions_league
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,2.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,2.0
2022-08-01,1.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,4.0
2022-08-10,3.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,2.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,4.0
2022-08-24,6.0
2022-08-25,20.0
2022-08-26,8.0
2022-08-27,4.0
2022-08-28,3.0
2022-08-29,1.75
2022-08-30,2.125
2022-08-31,2.125
2022-09-01,1.25
2022-09-02,1.75
2022-09-03,2.625
2022-09-04,3.0
2022-09-05,6.0
2022-09-06,59.125
2022-09-07,60.375
2022-09-08,15.0
2022-09-09,4.75
2022-09-10,3.875
2022-09-11,3.0
2022-09-12,6.375
2022-09-13,55.25
2022-09-14,61.25
2022-09-15,14.125
2022-09-16,4.25
2022-09-17,3.0
2022-09-18,2.125
2022-09-19,3.875
2022-09-20,6.0
2022-09-21,3.0
2022-09-22,3.0
2022-09-23,2.125
2022-09-24,2.125
2022-09-25,1.75
2022-09-26,2.125
2022-09-27,2.625
2022-09-28,1.5
2022-09-29,1.5
2022-09-30,1.5
2022-10-01,2.25
2022-10-02,2.25
2022-10-03,4.5
2022-10-04,45.75
2022-10-05,55.5
2022-10-06,14.25
2022-10-07,4.5
2022-10-08,3.0
2022-10-09,3.0
2022-10-10,5.25
2022-10-11,52.5
2022-10-12,72.0
2022-10-13,19.5
2022-10-14,6.0
2022-10-15,3.75
2022-10-16,3.0
2022-10-17,3.0
2022-10-18,6.0
2022-10-19,4.5
2022-10-20,3.0
2022-10-21,2.25
2022-10-22,2.25
2022-10-23,3.0
2022-10-24,5.25
2022-10-25,60.0
2022-10-26,75.0
2022-10-27,18.75
2022-10-28,6.0
2022-10-29,3.75
2022-10-30,3.0
2022-10-31,5.25
2022-11-01,55.5
2022-11-02,62.25
2022-11-03,17.25
2022-11-04,6.0
2022-11-05,4.5
2022-11-06,2.25
2022-11-07,15.75
2022-11-08,5.25
2022-11-09,2.25
2022-11-10,2.25
2022-11-11,1.5
2022-11-12,1.5
2022-11-13,0.75
2022-11-14,0.75
2022-11-15,1.5
2022-11-16,1.5
2022-11-17,0.75
2022-11-18,0.75
2022-11-19,0.75
2022-11-20,0.75
2022-11-21,0.75
2022-11-22,0.75
2022-11-23,1.5
2022-11-24,1.5
2022-11-25,0.75
2022-11-26,0.75
2022-11-27,1.5
2022-11-28,0.75
2022-11-29,0.75
2022-11-30,0.75
2022-12-01,0.75
2022-12-02,1.5
2022-12-03,1.5
2022-12-04,1.5
2022-12-05,1.5
2022-12-06,0.75
2022-12-07,1.5
2022-12-08,1.5
2022-12-09,1.5
2022-12-10,1.5
2022-12-11,1.5
2022-12-12,1.5
2022-12-13,1.5
2022-12-14,1.5
2022-12-15,1.5
2022-12-16,2.25
2022-12-17,1.5
2022-12-18,3.0
2022-12-19,3.75
2022-12-20,3.0
2022-12-21,3.0
2022-12-22,3.0
2022-12-23,2.25
2022-12-24,2.25
2022-12-25,2.25
2022-12-26,3.0
2022-12-27,2.25
2022-12-28,3.0
2022-12-29,3.0
2022-12-30,2.25
2022-12-31,2.25
2023-01-01,2.25
2023-01-02,2.25
2023-01-03,2.25
2023-01-04,2.25
2023-01-05,2.25
2023-01-06,2.25
2023-01-07,2.25
2023-01-08,2.25
2023-01-09,2.25
2023-01-10,2.25
2023-01-11,2.25
2023-01-12,2.25
2023-01-13,1.5
2023-01-14,2.25
2023-01-15,2.25
2023-01-16,2.25
2023-01-17,2.25
2023-01-18,2.25
2023-01-19,2.25
2023-01-20,1.5
2023-01-21,1.5
2023-01-22,2.25
2023-01-23,2.25
2023-01-24,2.25
2023-01-25,2.25
2023-01-26,2.25
2023-01-27,2.25
2023-01-28,2.25
2023-01-29,2.25
2023-01-30,2.25
2023-01-31,2.25
2023-02-01,2.25
2023-02-02,2.25
2023-02-03,1.5
2023-02-04,1.5
2023-02-05,2.25
2023-02-06,2.25
2023-02-07,2.25
2023-02-08,2.25
2023-02-09,2.25
2023-02-10,1.5
2023-02-11,3.0
2023-02-12,3.75
2023-02-13,6.75
2023-02-14,48.0
2023-02-15,42.75
2023-02-16,18.75
2023-02-17,6.0
2023-02-18,5.25
2023-02-19,3.75
2023-02-20,6.0
2023-02-21,44.25
2023-02-22,44.25
2023-02-23,18.75
2023-02-24,6.75
2023-02-25,3.75
2023-02-26,4.5
2023-02-27,5.25
2023-02-28,8.25
2023-03-01,4.5
2023-03-02,3.75
2023-03-03,3.0
2023-03-04,3.0
2023-03-05,3.75
2023-03-06,6.75
2023-03-07,45.75
2023-03-08,57.75
2023-03-09,23.25
2023-03-10,6.0
2023-03-11,4.5
2023-03-12,3.75
2023-03-13,6.75
2023-03-14,48.75
2023-03-15,52.5
2023-03-16,23.25
2023-03-17,20.25
2023-03-18,7.5
2023-03-19,5.25
2023-03-20,5.25
2023-03-21,6.0
2023-03-22,4.5
2023-03-23,3.75
2023-03-24,3.0
2023-03-25,3.0
2023-03-26,2.25
2023-03-27,3.0
2023-03-28,3.0
2023-03-29,4.5
2023-03-30,4.5
2023-03-31,2.25
2023-04-01,3.0
2023-04-02,3.0
2023-04-03,3.75
2023-04-04,4.5
2023-04-05,3.75
2023-04-06,3.0
2023-04-07,3.0
2023-04-08,3.75
2023-04-09,3.75
2023-04-10,6.75
2023-04-11,53.25
2023-04-12,54.75
2023-04-13,18.0
2023-04-14,4.5
2023-04-15,3.75
2023-04-16,3.75
2023-04-17,6.75
2023-04-18,51.75
2023-04-19,57.0
2023-04-20,24.0
2023-04-21,6.0
2023-04-22,5.25
2023-04-23,4.5
2023-04-24,4.5
2023-04-25,6.0
2023-04-26,4.9358108108108105
2023-04-27,4.5608108108108105
2023-04-28,3.0405405405405403
2023-04-29,3.0405405405405403
2023-04-30,3.0405405405405403
2023-05-01,4.5608108108108105
2023-05-02,6.456081081081081
2023-05-03,3.8006756756756754
2023-05-04,3.0405405405405403
2023-05-05,3.0405405405405403
2023-05-06,3.4155405405405403
2023-05-07,3.8006756756756754
2023-05-08,6.841216216216216
2023-05-09,47.86824324324324
2023-05-10,35.33108108108108
2023-05-11,14.057432432432432
2023-05-12,4.5608108108108105
2023-05-13,3.8006756756756754
2023-05-14,4.175675675675675
2023-05-15,5.695945945945946
2023-05-16,37.226351351351354
2023-05-17,52.04391891891892
2023-05-18,18.993243243243242
2023-05-19,5.695945945945946
2023-05-20,4.9358108108108105
2023-05-21,4.5608108108108105
2023-05-22,3.8006756756756754
2023-05-23,3.4155405405405403
2023-05-24,3.4155405405405403
2023-05-25,3.0405405405405403
2023-05-26,3.081081081081081
2023-05-27,3.8513513513513513
2023-05-28,3.8513513513513513
2023-05-29,3.081081081081081
2023-05-30,3.8513513513513513
2023-05-31,7.702702702702703
2023-06-01,4.621621621621622
2023-06-02,4.621621621621622
2023-06-03,7.702702702702703
2023-06-04,4.621621621621622
2023-06-05,3.8513513513513513
2023-06-06,3.8513513513513513
2023-06-07,5.391891891891892
2023-06-08,4.621621621621622
2023-06-09,8.472972972972974
2023-06-10,77.02702702702703
2023-06-11,9.243243243243244
2023-06-12,3.081081081081081
2023-06-13,1.5405405405405406
2023-06-14,1.5405405405405406
2023-06-15,1.5405405405405406
2023-06-16,1.5405405405405406
2023-06-17,1.5405405405405406
2023-06-18,2.310810810810811
2023-06-19,0.7702702702702703
2023-06-20,1.5405405405405406
2023-06-21,0.7702702702702703
2023-06-22,0.7702702702702703
2023-06-23,0.7702702702702703
2023-06-24,0.7702702702702703
2023-06-25,0.7702702702702703
2023-06-26,0.7702702702702703
2023-06-27,1.5405405405405406
2023-06-28,0.7702702702702703
2023-06-29,0.7702702702702703
2023-06-30,0.7702702702702703
2023-07-01,0.7702702702702703
2023-07-02,0.7702702702702703
2023-07-03,0.7702702702702703
2023-07-04,0.7702702702702703
2023-07-05,0.7702702702702703
2023-07-06,0.7702702702702703
2023-07-07,0.7702702702702703
2023-07-08,0.7702702702702703
2023-07-09,0.7702702702702703
2023-07-10,0.7702702702702703
2023-07-11,1.5405405405405406
2023-07-12,0.7702702702702703
2023-07-13,0.7702702702702703
2023-07-14,0.7702702702702703
2023-07-15,0.7702702702702703
2023-07-16,0.7702702702702703
2023-07-17,0.7702702702702703
2023-07-18,1.5405405405405406
2023-07-19,1.5405405405405406
2023-07-20,0.7702702702702703
2023-07-21,0.7702702702702703
2023-07-22,0.7702702702702703
2023-07-23,0.7702702702702703
2023-07-24,0.7702702702702703
2023-07-25,1.5405405405405406
2023-07-26,1.5405405405405406
2023-07-27,0.7702702702702703
2023-07-28,0.7702702702702703
2023-07-29,0.7702702702702703
2023-07-30,0.7702702702702703
2023-07-31,0.7702702702702703
2023-08-01,0.7702702702702703
2023-08-02,1.5405405405405406
2023-08-03,0.7702702702702703
2023-08-04,0.7702702702702703
2023-08-05,0.7702702702702703
2023-08-06,0.7702702702702703
2023-08-07,0.7702702702702703
2023-08-08,1.5405405405405406
2023-08-09,1.5405405405405406
2023-08-10,0.7702702702702703
2023-08-11,0.7702702702702703
2023-08-12,0.7702702702702703
2023-08-13,0.7702702702702703
2023-08-14,1.5405405405405406
2023-08-15,3.081081081081081
2023-08-16,2.310810810810811
2023-08-17,2.310810810810811
2023-08-18,1.5405405405405406
2023-08-19,1.5405405405405406
2023-08-20,1.5405405405405406
2023-08-21,1.5405405405405406
2023-08-22,3.8513513513513513
2023-08-23,3.8513513513513513
2023-08-24,1.5405405405405406
2023-08-25,1.5405405405405406
2023-08-26,1.5405405405405406
2023-08-27,1.5405405405405406
2023-08-28,1.5405405405405406
2023-08-29,3.8513513513513513
2023-08-30,5.391891891891892
2023-08-31,20.027027027027028
2023-09-01,6.9324324324324325
2023-09-02,4.621621621621622
2023-09-03,3.081081081081081
2023-09-04,2.310810810810811
2023-09-05,2.310810810810811
2023-09-06,1.5405405405405406
2023-09-07,1.5405405405405406
2023-09-08,1.5405405405405406
2023-09-09,1.5405405405405406
2023-09-10,1.5405405405405406
2023-09-11,1.5405405405405406
2023-09-12,1.5405405405405406
2023-09-13,1.5405405405405406
2023-09-14,1.5405405405405406
2023-09-15,1.5405405405405406
2023-09-16,2.310810810810811
2023-09-17,2.310810810810811
2023-09-18,6.162162162162162
2023-09-19,62.391891891891895
2023-09-20,67.78378378378379
2023-09-21,14.635135135135135
2023-09-22,4.621621621621622
2023-09-23,3.081081081081081
2023-09-24,2.310810810810811
2023-09-25,3.081081081081081
2023-09-26,5.391891891891892
2023-09-27,3.081081081081081
2023-09-28,2.310810810810811
2023-09-29,1.5405405405405406
2023-09-30,2.310810810810811
2023-10-01,2.310810810810811
2023-10-02,5.391891891891892
2023-10-03,50.06756756756757
2023-10-04,65.47297297297297
2023-10-05,14.635135135135135
2023-10-06,4.621621621621622
2023-10-07,3.081081081081081
2023-10-08,2.310810810810811
2023-10-09,3.081081081081081
2023-10-10,5.391891891891892
2023-10-11,3.081081081081081
2023-10-12,2.310810810810811
2023-10-13,1.5405405405405406
2023-10-14,1.5405405405405406
2023-10-15,1.5405405405405406
2023-10-16,1.5405405405405406
2023-10-17,2.310810810810811
2023-10-18,2.310810810810811
2023-10-19,1.5405405405405406
2023-10-20,0.7702702702702703
2023-10-21,1.5405405405405406
2023-10-22,2.310810810810811
2023-10-23,4.621621621621622
2023-10-24,50.06756756756757
2023-10-25,60.851351351351354
2023-10-26,13.094594594594595
2023-10-27,3.8513513513513513
2023-10-28,3.081081081081081
2023-10-29,2.310810810810811
2023-10-30,3.081081081081081
2023-10-31,3.8513513513513513
2023-11-01,3.081081081081081
2023-11-02,1.5405405405405406
2023-11-03,1.5405405405405406
2023-11-04,2.310810810810811
2023-11-05,2.310810810810811
2023-11-06,3.8513513513513513
2023-11-07,55.45945945945946
2023-11-08,63.932432432432435
2023-11-09,16.175675675675677
2023-11-10,4.621621621621622
2023-11-11,3.081081081081081
2023-11-12,2.310810810810811
2023-11-13,2.310810810810811
2023-11-14,3.8513513513513513
2023-11-15,3.081081081081081
2023-11-16,2.310810810810811
2023-11-17,1.5405405405405406
2023-11-18,2.310810810810811
2023-11-19,1.5405405405405406
2023-11-20,1.5405405405405406
2023-11-21,1.5405405405405406
2023-11-22,2.310810810810811
2023-11-23,2.310810810810811
2023-11-24,1.5405405405405406
2023-11-25,1.5405405405405406
2023-11-26,2.310810810810811
2023-11-27,4.621621621621622
2023-11-28,55.45945945945946
2023-11-29,77.02702702702703
2023-11-30,17.716216216216218
2023-12-01,5.391891891891892
2023-12-02,3.081081081081081
2023-12-03,2.310810810810811
2023-12-04,2.310810810810811
2023-12-05,4.621621621621622
2023-12-06,3.081081081081081
2023-12-07,2.310810810810811
2023-12-08,1.5405405405405406
2023-12-09,1.5405405405405406
2023-12-10,2.310810810810811
2023-12-11,4.621621621621622
2023-12-12,60.08108108108108
2023-12-13,76.25675675675676
2023-12-14,18.486486486486488
2023-12-15,5.391891891891892
2023-12-16,3.081081081081081
2023-12-17,3.081081081081081
2023-12-18,9.243243243243244
2023-12-19,4.621621621621622
2023-12-20,3.081081081081081
2023-12-21,3.081081081081081
2023-12-22,1.5405405405405406
2023-12-23,1.9256756756756759
2023-12-24,1.5405405405405406
2023-12-25,1.1554054054054055
2023-12-26,1.5405405405405406
2023-12-27,1.1554054054054055
2023-12-28,0.7702702702702703
2023-12-29,1.1554054054054055
2023-12-30,1.1554054054054055
2023-12-31,0.7702702702702703
2024-01-01,0.7702702702702703
2024-01-02,1.1554054054054055
2024-01-03,1.5405405405405406
2024-01-04,1.1554054054054055
2024-01-05,0.7702702702702703
2024-01-06,0.7702702702702703
2024-01-07,1.5405405405405406
2024-01-08,1.1554054054054055
2024-01-09,1.1554054054054055
2024-01-10,0.7702702702702703
2024-01-11,0.7702702702702703
2024-01-12,0.7702702702702703
2024-01-13,0.7702702702702703
2024-01-14,1.1554054054054055
2024-01-15,0.7702702702702703
2024-01-16,0.7702702702702703
2024-01-17,0.7702702702702703
2024-01-18,0.7702702702702703
2024-01-19,0.7702702702702703
2024-01-20,1.1554054054054055
2024-01-21,0.7702702702702703
2024-01-22,0.7702702702702703
2024-01-23,0.7702702702702703
2024-01-24,1.5405405405405406
2024-01-25,1.5405405405405406
2024-01-26,0.7702702702702703
2024-01-27,0.7702702702702703
2024-01-28,1.5405405405405406
2024-01-29,0.7702702702702703
2024-01-30,1.5405405405405406
2024-01-31,1.5405405405405406
2024-02-01,0.7702702702702703
2024-02-02,0.7702702702702703
2024-02-03,0.7702702702702703
2024-02-04,1.5405405405405406
2024-02-05,1.5405405405405406
2024-02-06,1.5405405405405406
2024-02-07,1.5405405405405406
2024-02-08,1.5405405405405406
2024-02-09,0.7702702702702703
2024-02-10,1.5405405405405406
2024-02-11,2.310810810810811
2024-02-12,4.621621621621622
2024-02-13,34.66216216216216
2024-02-14,30.04054054054054
2024-02-15,8.472972972972974
2024-02-16,3.081081081081081
2024-02-17,2.310810810810811
2024-02-18,1.5405405405405406
2024-02-19,3.081081081081081
2024-02-20,24.64864864864865
2024-02-21,29.27027027027027
2024-02-22,7.702702702702703
2024-02-23,2.310810810810811
2024-02-24,2.310810810810811
2024-02-25,1.5405405405405406
2024-02-26,2.310810810810811
2024-02-27,3.8513513513513513
2024-02-28,2.310810810810811
2024-02-29,2.310810810810811
2024-03-01,1.5405405405405406
2024-03-02,1.5405405405405406
2024-03-03,1.5405405405405406
2024-03-04,3.8513513513513513
2024-03-05,29.27027027027027
2024-03-06,33.12162162162162
2024-03-07,10.783783783783784
2024-03-08,3.081081081081081
2024-03-09,2.310810810810811
2024-03-10,2.310810810810811
2024-03-11,3.8513513513513513
2024-03-12,40.82432432432432
2024-03-13,39.28378378378378
2024-03-14,13.864864864864865
2024-03-15,18.486486486486488
2024-03-16,6.162162162162162
2024-03-17,3.8513513513513513
2024-03-18,3.081081081081081
2024-03-19,3.8513513513513513
2024-03-20,3.081081081081081
2024-03-21,1.5405405405405406
2024-03-22,1.5405405405405406
2024-03-23,1.5405405405405406
2024-03-24,1.5405405405405406
2024-03-25,1.5405405405405406
2024-03-26,1.5405405405405406
2024-03-27,1.5405405405405406
2024-03-28,2.310810810810811
2024-03-29,1.5405405405405406
2024-03-30,1.5405405405405406
2024-03-31,2.310810810810811
2024-04-01,2.310810810810811
2024-04-02,3.081081081081081
2024-04-03,2.310810810810811
2024-04-04,1.5405405405405406
2024-04-05,1.5405405405405406
2024-04-06,2.310810810810811
2024-04-07,3.081081081081081
2024-04-08,6.162162162162162
2024-04-09,58.54054054054054
2024-04-10,43.9054054054054
2024-04-11,11.554054054054054
2024-04-12,4.621621621621622
2024-04-13,3.8513513513513513
2024-04-14,3.081081081081081
2024-04-15,6.162162162162162
2024-04-16,56.22972972972973
2024-04-17,77.02702702702703
2024-04-18,16.945945945945947
2024-04-19,6.162162162162162
2024-04-20,5.391891891891892
2024-04-21,4.621621621621622
2024-04-22,3.8513513513513513
2024-04-23,4.621621621621622
2024-04-24,3.081081081081081
2024-04-25,3.081081081081081
2024-04-26,2.310810810810811
2024-04-27,4.621621621621622
2024-04-28,4.621621621621622
2024-04-29,6.162162162162162
2024-04-30,33.12162162162162
2024-05-01,26.95945945945946
2024-05-02,7.702702702702703
2024-05-03,3.081081081081081
2024-05-04,3.081081081081081
2024-05-05,3.081081081081081
2024-05-06,5.391891891891892
2024-05-07,33.891891891891895
2024-05-08,36.2027027027027
2024-05-09,11.554054054054054
2024-05-10,4.621621621621622
2024-05-11,3.8513513513513513
2024-05-12,3.8513513513513513
2024-05-13,3.081081081081081
2024-05-14,2.310810810810811
2024-05-15,2.310810810810811
2024-05-16,1.5405405405405406
2024-05-17,2.310810810810811
2024-05-18,2.310810810810811
2024-05-19,2.310810810810811
2024-05-20,2.310810810810811
2024-05-21,3.081081081081081
2024-05-22,3.8513513513513513
2024-05-23,3.081081081081081
2024-05-24,2.310810810810811
2024-05-25,6.162162162162162
2024-05-26,3.081081081081081
2024-05-27,3.081081081081081
2024-05-28,3.081081081081081
2024-05-29,3.8513513513513513
2024-05-30,3.8513513513513513
2024-05-31,6.162162162162162
2024-06-01,48.527027027027025
2024-06-02,6.9324324324324325
2024-06-03,2.310810810810811
2024-06-04,1.5405405405405406
2024-06-05,1.5405405405405406
2024-06-06,0.7702702702702703
2024-06-07,0.7702702702702703
2024-06-08,0.7702702702702703
2024-06-09,0.7702702702702703
2024-06-10,0.7702702702702703
2024-06-11,0.7702702702702703
2024-06-12,0.7702702702702703
2024-06-13,0.7702702702702703
2024-06-14,0.7702702702702703
2024-06-15,1.5405405405405406
2024-06-16,0.7702702702702703
2024-06-17,1.5405405405405406
2024-06-18,0.7702702702702703
2024-06-19,1.5405405405405406
2024-06-20,0.7702702702702703
2024-06-21,0.7702702702702703
2024-06-22,0.7702702702702703
2024-06-23,0.7702702702702703
2024-06-24,0.7702702702702703
2024-06-25,0.7702702702702703
2024-06-26,0.7702702702702703
2024-06-27,0.7702702702702703
2024-06-28,0.7702702702702703
2024-06-29,0.7702702702702703
2024-06-30,0.7702702702702703
2024-07-01,1.5405405405405406
2024-07-02,0.7702702702702703
2024-07-03,0.7702702702702703
2024-07-04,0.7702702702702703
2024-07-05,1.5405405405405406
2024-07-06,1.5405405405405406
2024-07-07,0.7702702702702703
2024-07-08,0.7702702702702703
2024-07-09,1.5405405405405406
2024-07-10,1.5405405405405406
2024-07-11,0.7702702702702703
2024-07-12,0.7702702702702703
2024-07-13,0.7702702702702703
2024-07-14,2.310810810810811
2024-07-15,1.5405405405405406
2024-07-16,0.7702702702702703
2024-07-17,1.5405405405405406
2024-07-18,0.7702702702702703
2024-07-19,0.7702702702702703
2024-07-20,0.7702702702702703
2024-07-21,0.7702702702702703
2024-07-22,0.7702702702702703
2024-07-23,1.5405405405405406
2024-07-24,0.7702702702702703
2024-07-25,0.7702702702702703
2024-07-26,0.0
2024-07-27,0.7702702702702703
2024-07-28,0.7702702702702703
2024-07-29,0.7702702702702703
2024-07-30,0.7702702702702703
2024-07-31,0.7702702702702703
2024-08-01,0.7702702702702703
2024-08-02,0.7702702702702703
2024-08-03,0.7702702702702703
2024-08-04,0.7702702702702703
2024-08-05,0.7702702702702703
2024-08-06,1.5405405405405406
2024-08-07,0.7702702702702703
2024-08-08,0.7702702702702703
2024-08-09,0.7702702702702703
2024-08-10,0.7702702702702703
2024-08-11,0.7702702702702703
2024-08-12,0.7702702702702703
2024-08-13,2.310810810810811
2024-08-14,1.5405405405405406
2024-08-15,1.5405405405405406
2024-08-16,0.7702702702702703
2024-08-17,0.7702702702702703
2024-08-18,0.7702702702702703
2024-08-19,0.7702702702702703
2024-08-20,1.9256756756756759
2024-08-21,2.310810810810811
2024-08-22,1.1554054054054055
2024-08-23,0.7702702702702703
2024-08-24,0.7702702702702703
2024-08-25,0.7702702702702703
2024-08-26,0.7702702702702703
2024-08-27,1.9256756756756759
2024-08-28,3.081081081081081
2024-08-29,11.16891891891892
2024-08-30,4.236486486486487
2024-08-31,2.695945945945946
2024-09-01,1.9256756756756759
2024-09-02,1.9256756756756759
2024-09-03,1.5405405405405406
2024-09-04,1.1554054054054055
2024-09-05,0.7702702702702703
2024-09-06,0.7702702702702703
2024-09-07,1.1554054054054055
2024-09-08,0.7702702702702703
2024-09-09,0.7702702702702703
2024-09-10,0.7702702702702703
2024-09-11,0.7702702702702703
2024-09-12,1.1554054054054055
2024-09-13,0.7702702702702703
2024-09-14,1.1554054054054055
2024-09-15,1.9256756756756759
2024-09-16,4.236486486486487
2024-09-17,35.432432432432435
2024-09-18,33.12162162162162
2024-09-19,30.04054054054054
2024-09-20,6.9324324324324325
2024-09-21,2.310810810810811
2024-09-22,1.5405405405405406
2024-09-23,2.310810810810811
2024-09-24,3.081081081081081
2024-09-25,2.310810810810811
2024-09-26,2.310810810810811
2024-09-27,1.5405405405405406
2024-09-28,1.5405405405405406
2024-09-29,1.5405405405405406
2024-09-30,3.081081081081081
2024-10-01,30.81081081081081
2024-10-02,33.891891891891895
2024-10-03,10.013513513513514
2024-10-04,3.081081081081081
2024-10-05,1.5405405405405406
2024-10-06,1.5405405405405406
2024-10-07,1.5405405405405406
2024-10-08,3.081081081081081
2024-10-09,2.310810810810811
2024-10-10,1.5405405405405406
2024-10-11,0.7702702702702703
2024-10-12,0.7702702702702703
2024-10-13,0.7702702702702703
2024-10-14,0.7702702702702703
2024-10-15,0.7702702702702703
2024-10-16,1.5405405405405406
2024-10-17,1.5405405405405406
2024-10-18,0.7702702702702703
2024-10-19,0.7702702702702703
2024-10-20,1.5405405405405406
2024-10-21,3.081081081081081
2024-10-22,31.58108108108108
2024-10-23,36.972972972972975
2024-10-24,9.243243243243244
2024-10-25,2.310810810810811
2024-10-26,1.5405405405405406
2024-10-27,2.310810810810811
2024-10-28,1.5405405405405406
2024-10-29,2.310810810810811
2024-10-30,1.5405405405405406
2024-10-31,0.7702702702702703
2024-11-01,0.7702702702702703
2024-11-02,1.5405405405405406
