Time,brendan_fraser
2022-06-19,2.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,2.0
2022-07-10,3.0
2022-07-11,2.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,2.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,2.0
2022-07-25,1.0
2022-07-26,6.0
2022-07-27,20.0
2022-07-28,14.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,3.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,5.0
2022-08-04,4.0
2022-08-05,3.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,4.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,2.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,1.408256880733945
2022-08-30,1.408256880733945
2022-08-31,2.408256880733945
2022-09-01,7.13302752293578
2022-09-02,9.041284403669724
2022-09-03,9.041284403669724
2022-09-04,12.857798165137615
2022-09-05,99.95412844036697
2022-09-06,74.23853211009174
2022-09-07,54.747706422018354
2022-09-08,25.71559633027523
2022-09-09,16.174311926605505
2022-09-10,16.674311926605505
2022-09-11,14.76605504587156
2022-09-12,16.674311926605505
2022-09-13,14.26605504587156
2022-09-14,12.857798165137615
2022-09-15,9.541284403669724
2022-09-16,7.13302752293578
2022-09-17,7.63302752293578
2022-09-18,16.674311926605505
2022-09-19,9.041284403669724
2022-09-20,5.224770642201834
2022-09-21,3.81651376146789
2022-09-22,3.81651376146789
2022-09-23,3.31651376146789
2022-09-24,3.81651376146789
2022-09-25,7.13302752293578
2022-09-26,3.31651376146789
2022-09-27,3.31651376146789
2022-09-28,1.81651376146789
2022-09-29,3.63302752293578
2022-09-30,1.81651376146789
2022-10-01,3.63302752293578
2022-10-02,3.63302752293578
2022-10-03,1.81651376146789
2022-10-04,1.81651376146789
2022-10-05,1.81651376146789
2022-10-06,1.81651376146789
2022-10-07,1.81651376146789
2022-10-08,1.81651376146789
2022-10-09,1.81651376146789
2022-10-10,1.81651376146789
2022-10-11,1.81651376146789
2022-10-12,5.4495412844036695
2022-10-13,7.26605504587156
2022-10-14,3.63302752293578
2022-10-15,3.63302752293578
2022-10-16,3.63302752293578
2022-10-17,3.63302752293578
2022-10-18,3.63302752293578
2022-10-19,1.81651376146789
2022-10-20,1.81651376146789
2022-10-21,1.81651376146789
2022-10-22,1.81651376146789
2022-10-23,3.63302752293578
2022-10-24,1.81651376146789
2022-10-25,1.81651376146789
2022-10-26,1.81651376146789
2022-10-27,1.81651376146789
2022-10-28,1.81651376146789
2022-10-29,1.81651376146789
2022-10-30,3.63302752293578
2022-10-31,1.81651376146789
2022-11-01,1.81651376146789
2022-11-02,1.81651376146789
2022-11-03,1.81651376146789
2022-11-04,1.81651376146789
2022-11-05,1.81651376146789
2022-11-06,1.81651376146789
2022-11-07,1.81651376146789
2022-11-08,3.63302752293578
2022-11-09,5.4495412844036695
2022-11-10,3.63302752293578
2022-11-11,3.63302752293578
2022-11-12,3.63302752293578
2022-11-13,3.63302752293578
2022-11-14,1.81651376146789
2022-11-15,1.81651376146789
2022-11-16,9.082568807339449
2022-11-17,12.715596330275229
2022-11-18,7.26605504587156
2022-11-19,10.899082568807339
2022-11-20,7.26605504587156
2022-11-21,3.63302752293578
2022-11-22,3.63302752293578
2022-11-23,3.63302752293578
2022-11-24,3.63302752293578
2022-11-25,1.81651376146789
2022-11-26,3.63302752293578
2022-11-27,3.63302752293578
2022-11-28,1.81651376146789
2022-11-29,1.81651376146789
2022-11-30,3.63302752293578
2022-12-01,5.4495412844036695
2022-12-02,5.4495412844036695
2022-12-03,7.26605504587156
2022-12-04,12.715596330275229
2022-12-05,5.4495412844036695
2022-12-06,3.63302752293578
2022-12-07,5.4495412844036695
2022-12-08,5.4495412844036695
2022-12-09,5.4495412844036695
2022-12-10,5.4495412844036695
2022-12-11,7.26605504587156
2022-12-12,5.4495412844036695
2022-12-13,7.26605504587156
2022-12-14,7.26605504587156
2022-12-15,9.082568807339449
2022-12-16,9.082568807339449
2022-12-17,7.26605504587156
2022-12-18,5.4495412844036695
2022-12-19,5.4495412844036695
2022-12-20,5.4495412844036695
2022-12-21,5.4495412844036695
2022-12-22,5.4495412844036695
2022-12-23,5.4495412844036695
2022-12-24,5.4495412844036695
2022-12-25,7.26605504587156
2022-12-26,5.4495412844036695
2022-12-27,5.4495412844036695
2022-12-28,5.4495412844036695
2022-12-29,5.4495412844036695
2022-12-30,5.4495412844036695
2022-12-31,7.26605504587156
2023-01-01,5.4495412844036695
2023-01-02,5.4495412844036695
2023-01-03,3.63302752293578
2023-01-04,3.63302752293578
2023-01-05,5.4495412844036695
2023-01-06,5.4495412844036695
2023-01-07,7.26605504587156
2023-01-08,5.4495412844036695
2023-01-09,3.63302752293578
2023-01-10,5.4495412844036695
2023-01-11,10.899082568807339
2023-01-12,5.4495412844036695
2023-01-13,5.4495412844036695
2023-01-14,7.26605504587156
2023-01-15,7.26605504587156
2023-01-16,32.69724770642202
2023-01-17,19.98165137614679
2023-01-18,10.899082568807339
2023-01-19,7.26605504587156
2023-01-20,7.26605504587156
2023-01-21,9.082568807339449
2023-01-22,7.26605504587156
2023-01-23,5.4495412844036695
2023-01-24,9.082568807339449
2023-01-25,9.082568807339449
2023-01-26,7.26605504587156
2023-01-27,7.26605504587156
2023-01-28,9.082568807339449
2023-01-29,7.26605504587156
2023-01-30,3.63302752293578
2023-01-31,3.63302752293578
2023-02-01,3.63302752293578
2023-02-02,3.63302752293578
2023-02-03,3.63302752293578
2023-02-04,3.63302752293578
2023-02-05,3.63302752293578
2023-02-06,3.63302752293578
2023-02-07,3.63302752293578
2023-02-08,3.63302752293578
2023-02-09,3.63302752293578
2023-02-10,3.63302752293578
2023-02-11,5.4495412844036695
2023-02-12,3.63302752293578
2023-02-13,1.81651376146789
2023-02-14,1.81651376146789
2023-02-15,1.81651376146789
2023-02-16,1.81651376146789
2023-02-17,1.81651376146789
2023-02-18,3.63302752293578
2023-02-19,3.63302752293578
2023-02-20,3.63302752293578
2023-02-21,3.63302752293578
2023-02-22,5.4495412844036695
2023-02-23,5.4495412844036695
2023-02-24,5.4495412844036695
2023-02-25,7.26605504587156
2023-02-26,16.34862385321101
2023-02-27,16.34862385321101
2023-02-28,16.34862385321101
2023-03-01,9.082568807339449
2023-03-02,5.4495412844036695
2023-03-03,5.4495412844036695
2023-03-04,7.26605504587156
2023-03-05,7.26605504587156
2023-03-06,7.26605504587156
2023-03-07,3.63302752293578
2023-03-08,3.63302752293578
2023-03-09,3.63302752293578
2023-03-10,5.4495412844036695
2023-03-11,9.082568807339449
2023-03-12,14.53211009174312
2023-03-13,181.65137614678898
2023-03-14,61.76146788990825
2023-03-15,32.69724770642202
2023-03-16,21.798165137614678
2023-03-17,19.98165137614679
2023-03-18,18.165137614678898
2023-03-19,18.165137614678898
2023-03-20,10.899082568807339
2023-03-21,10.899082568807339
2023-03-22,9.082568807339449
2023-03-23,7.26605504587156
2023-03-24,7.26605504587156
2023-03-25,7.26605504587156
2023-03-26,7.26605504587156
2023-03-27,5.4495412844036695
2023-03-28,3.63302752293578
2023-03-29,3.63302752293578
2023-03-30,3.63302752293578
2023-03-31,3.63302752293578
2023-04-01,3.63302752293578
2023-04-02,5.4495412844036695
2023-04-03,3.63302752293578
2023-04-04,1.81651376146789
2023-04-05,1.81651376146789
2023-04-06,1.81651376146789
2023-04-07,1.81651376146789
2023-04-08,3.63302752293578
2023-04-09,3.63302752293578
2023-04-10,1.81651376146789
2023-04-11,1.81651376146789
2023-04-12,1.81651376146789
2023-04-13,1.81651376146789
2023-04-14,1.81651376146789
2023-04-15,1.81651376146789
2023-04-16,1.81651376146789
2023-04-17,1.81651376146789
2023-04-18,1.81651376146789
2023-04-19,1.81651376146789
2023-04-20,1.81651376146789
2023-04-21,1.81651376146789
2023-04-22,3.63302752293578
2023-04-23,3.63302752293578
2023-04-24,1.81651376146789
2023-04-25,1.81651376146789
2023-04-26,1.8165137614678897
2023-04-27,2.043577981651376
2023-04-28,1.9678899082568808
2023-04-29,2.3463302752293576
2023-04-30,2.270642201834862
2023-05-01,1.9678899082568808
2023-05-02,1.7408256880733943
2023-05-03,1.7408256880733943
2023-05-04,1.7408256880733943
2023-05-05,1.8165137614678897
2023-05-06,2.043577981651376
2023-05-07,2.270642201834862
2023-05-08,1.9678899082568808
2023-05-09,1.7408256880733943
2023-05-10,1.7408256880733943
2023-05-11,1.5894495412844036
2023-05-12,1.665137614678899
2023-05-13,2.422018348623853
2023-05-14,3.4816513761467887
2023-05-15,1.8165137614678897
2023-05-16,1.665137614678899
2023-05-17,1.5137614678899083
2023-05-18,1.8165137614678897
2023-05-19,1.892201834862385
2023-05-20,2.1192660550458715
2023-05-21,2.194954128440367
2023-05-22,1.9678899082568808
2023-05-23,1.892201834862385
2023-05-24,1.665137614678899
2023-05-25,1.5137614678899083
2023-05-26,1.665137614678899
2023-05-27,2.270642201834862
2023-05-28,2.5733944954128436
2023-05-29,2.270642201834862
2023-05-30,1.513761467889908
2023-05-31,1.513761467889908
2023-06-01,1.2110091743119265
2023-06-02,1.2110091743119265
2023-06-03,1.665137614678899
2023-06-04,2.1192660550458715
2023-06-05,2.270642201834862
2023-06-06,1.513761467889908
2023-06-07,1.513761467889908
2023-06-08,1.3623853211009171
2023-06-09,1.3623853211009171
2023-06-10,2.1192660550458715
2023-06-11,2.1192660550458715
2023-06-12,1.513761467889908
2023-06-13,1.2110091743119265
2023-06-14,1.2110091743119265
2023-06-15,1.3623853211009171
2023-06-16,1.513761467889908
2023-06-17,1.8165137614678897
2023-06-18,2.7247706422018343
2023-06-19,1.513761467889908
2023-06-20,1.513761467889908
2023-06-21,1.3623853211009171
2023-06-22,1.2110091743119265
2023-06-23,1.2110091743119265
2023-06-24,2.1192660550458715
2023-06-25,1.9678899082568804
2023-06-26,1.513761467889908
2023-06-27,1.2110091743119265
2023-06-28,1.3623853211009171
2023-06-29,1.8165137614678897
2023-06-30,1.3623853211009171
2023-07-01,1.8165137614678897
2023-07-02,2.1192660550458715
2023-07-03,1.513761467889908
2023-07-04,2.270642201834862
2023-07-05,1.665137614678899
2023-07-06,1.665137614678899
2023-07-07,1.513761467889908
2023-07-08,1.9678899082568804
2023-07-09,3.6330275229357794
2023-07-10,2.422018348623853
2023-07-11,1.3623853211009171
2023-07-12,1.3623853211009171
2023-07-13,1.3623853211009171
2023-07-14,1.513761467889908
2023-07-15,1.9678899082568804
2023-07-16,2.5733944954128436
2023-07-17,1.665137614678899
2023-07-18,2.1192660550458715
2023-07-19,1.3623853211009171
2023-07-20,0.9082568807339448
2023-07-21,1.665137614678899
2023-07-22,1.665137614678899
2023-07-23,1.665137614678899
2023-07-24,1.3623853211009171
2023-07-25,1.3623853211009171
2023-07-26,1.2110091743119265
2023-07-27,1.0596330275229358
2023-07-28,1.2110091743119265
2023-07-29,1.3623853211009171
2023-07-30,2.5733944954128436
2023-07-31,1.513761467889908
2023-08-01,1.3623853211009171
2023-08-02,1.8165137614678897
2023-08-03,2.1192660550458715
2023-08-04,2.270642201834862
2023-08-05,2.422018348623853
2023-08-06,2.5733944954128436
2023-08-07,1.665137614678899
2023-08-08,1.513761467889908
2023-08-09,1.513761467889908
2023-08-10,1.513761467889908
2023-08-11,1.8165137614678897
2023-08-12,2.1192660550458715
2023-08-13,5.903669724770642
2023-08-14,1.9678899082568804
2023-08-15,1.8165137614678897
2023-08-16,1.513761467889908
2023-08-17,1.513761467889908
2023-08-18,1.513761467889908
2023-08-19,1.9678899082568804
2023-08-20,3.78440366972477
2023-08-21,2.5733944954128436
2023-08-22,1.9678899082568804
2023-08-23,2.5733944954128436
2023-08-24,1.513761467889908
2023-08-25,1.9678899082568804
2023-08-26,2.8761467889908254
2023-08-27,2.422018348623853
2023-08-28,1.8165137614678897
2023-08-29,1.513761467889908
2023-08-30,2.5733944954128436
2023-08-31,1.665137614678899
2023-09-01,1.8165137614678897
2023-09-02,2.270642201834862
2023-09-03,2.5733944954128436
2023-09-04,3.027522935779816
2023-09-05,1.665137614678899
2023-09-06,1.9678899082568804
2023-09-07,1.513761467889908
2023-09-08,1.3623853211009171
2023-09-09,1.9678899082568804
2023-09-10,2.5733944954128436
2023-09-11,1.665137614678899
2023-09-12,1.3623853211009171
2023-09-13,1.0596330275229358
2023-09-14,1.2110091743119265
2023-09-15,1.2110091743119265
2023-09-16,2.270642201834862
2023-09-17,2.422018348623853
2023-09-18,1.513761467889908
2023-09-19,1.3623853211009171
2023-09-20,1.2110091743119265
2023-09-21,1.3623853211009171
2023-09-22,1.665137614678899
2023-09-23,1.9678899082568804
2023-09-24,1.9678899082568804
2023-09-25,1.3623853211009171
2023-09-26,1.0596330275229358
2023-09-27,1.2110091743119265
2023-09-28,1.2110091743119265
2023-09-29,1.0596330275229358
2023-09-30,1.665137614678899
2023-10-01,1.9678899082568804
2023-10-02,1.0596330275229358
2023-10-03,1.665137614678899
2023-10-04,1.513761467889908
2023-10-05,1.665137614678899
2023-10-06,1.513761467889908
2023-10-07,1.665137614678899
2023-10-08,1.8165137614678897
2023-10-09,1.3623853211009171
2023-10-10,1.2110091743119265
2023-10-11,1.2110091743119265
2023-10-12,1.2110091743119265
2023-10-13,1.0596330275229358
2023-10-14,1.513761467889908
2023-10-15,2.270642201834862
2023-10-16,1.513761467889908
2023-10-17,1.3623853211009171
2023-10-18,1.3623853211009171
2023-10-19,1.513761467889908
2023-10-20,1.8165137614678897
2023-10-21,3.178899082568807
2023-10-22,2.8761467889908254
2023-10-23,2.422018348623853
2023-10-24,1.3623853211009171
2023-10-25,1.513761467889908
2023-10-26,1.513761467889908
2023-10-27,1.3623853211009171
2023-10-28,2.1192660550458715
2023-10-29,2.1192660550458715
2023-10-30,1.3623853211009171
2023-10-31,1.3623853211009171
2023-11-01,1.513761467889908
2023-11-02,2.5733944954128436
2023-11-03,2.5733944954128436
2023-11-04,2.1192660550458715
2023-11-05,2.270642201834862
2023-11-06,1.3623853211009171
2023-11-07,1.2110091743119265
2023-11-08,1.2110091743119265
2023-11-09,1.3623853211009171
2023-11-10,1.665137614678899
2023-11-11,1.8165137614678897
2023-11-12,1.9678899082568804
2023-11-13,1.2110091743119265
2023-11-14,1.0596330275229358
2023-11-15,1.2110091743119265
2023-11-16,1.2110091743119265
2023-11-17,1.2110091743119265
2023-11-18,1.8165137614678897
2023-11-19,1.8165137614678897
2023-11-20,1.3623853211009171
2023-11-21,1.3623853211009171
2023-11-22,1.513761467889908
2023-11-23,2.5733944954128436
2023-11-24,2.5733944954128436
2023-11-25,1.9678899082568804
2023-11-26,1.8165137614678897
2023-11-27,1.2110091743119265
2023-11-28,1.3623853211009171
2023-11-29,1.2110091743119265
2023-11-30,0.9082568807339448
2023-12-01,1.0596330275229358
2023-12-02,1.2110091743119265
2023-12-03,2.1192660550458715
2023-12-04,1.665137614678899
2023-12-05,1.665137614678899
2023-12-06,1.513761467889908
2023-12-07,1.3623853211009171
2023-12-08,1.665137614678899
2023-12-09,9.990825688073393
2023-12-10,15.13761467889908
2023-12-11,1.9678899082568804
2023-12-12,1.665137614678899
2023-12-13,1.9678899082568804
2023-12-14,1.8165137614678897
2023-12-15,1.9678899082568804
2023-12-16,2.422018348623853
2023-12-17,1.8165137614678897
2023-12-18,1.513761467889908
2023-12-19,1.3623853211009171
2023-12-20,1.3623853211009171
2023-12-21,1.3623853211009171
2023-12-22,1.1970423113788853
2023-12-23,1.8547172394906202
2023-12-24,1.8547172394906202
2023-12-25,1.555456661645899
2023-12-26,1.9599821990962614
2023-12-27,2.423661508968917
2023-12-28,1.555456661645899
2023-12-29,1.4963028892236065
2023-12-30,2.288819663152129
2023-12-31,2.259242776940983
2024-01-01,2.8873408188415715
2024-01-02,1.9304053128851155
2024-01-03,1.6902985074626864
2024-01-04,1.3614610434068188
2024-01-05,1.4963028892236065
2024-01-06,2.124400931124195
2024-01-07,2.288819663152129
2024-01-08,1.6902985074626864
2024-01-09,1.1970423113788853
2024-01-10,5.909523483499931
2024-01-11,2.124400931124195
2024-01-12,1.9599821990962614
2024-01-13,2.4828152813912086
2024-01-14,3.351020128714227
2024-01-15,2.7229220868136377
2024-01-16,1.6607216212515403
2024-01-17,1.555456661645899
2024-01-18,1.6607216212515403
2024-01-19,1.6607216212515403
2024-01-20,2.3940846227577706
2024-01-21,2.7802273038477336
2024-01-22,1.9520744899356426
2024-01-23,1.7154594002464738
2024-01-24,1.419690538135013
2024-01-25,1.478844310557305
2024-01-26,1.5379980829795972
2024-01-27,2.2478433520471035
2024-01-28,2.721073531425441
2024-01-29,1.5379980829795972
2024-01-30,1.3013829932904284
2024-01-31,1.3013829932904284
2024-02-01,0.887306586334383
2024-02-02,1.0056141311789675
2024-02-03,1.9520744899356426
2024-02-04,2.4253046693139804
2024-02-05,1.3013829932904284
2024-02-06,1.3605367657127205
2024-02-07,1.1239216760235518
2024-02-08,1.3013829932904284
2024-02-09,0.9464603587566752
2024-02-10,1.5971518554018895
2024-02-11,1.6563056278241817
2024-02-12,1.0647679036012596
2024-02-13,0.8281528139120908
2024-02-14,0.8281528139120908
2024-02-15,1.0056141311789675
2024-02-16,1.419690538135013
2024-02-17,1.774613172668766
2024-02-18,2.1295358072025192
2024-02-19,2.070382034780227
2024-02-20,1.5379980829795972
2024-02-21,1.1830754484458441
2024-02-22,1.419690538135013
2024-02-23,1.3605367657127205
2024-02-24,1.8337669450910583
2024-02-25,2.3661508968916882
2024-02-26,1.6563056278241817
2024-02-27,1.5971518554018895
2024-02-28,1.419690538135013
2024-02-29,1.419690538135013
2024-03-01,1.2422292208681363
2024-03-02,1.9520744899356426
2024-03-03,2.1886895796248114
2024-03-04,1.1239216760235518
2024-03-05,0.887306586334383
2024-03-06,1.1239216760235518
2024-03-07,1.1830754484458441
2024-03-08,1.3013829932904284
2024-03-09,1.774613172668766
2024-03-10,2.898534848692318
2024-03-11,5.264685745584006
2024-03-12,2.3661508968916882
2024-03-13,1.6563056278241817
2024-03-14,1.2422292208681363
2024-03-15,1.7154594002464738
2024-03-16,1.8337669450910583
2024-03-17,2.2478433520471035
2024-03-18,1.419690538135013
2024-03-19,1.2422292208681363
2024-03-20,1.2422292208681363
2024-03-21,1.1239216760235518
2024-03-22,1.3013829932904284
2024-03-23,1.3605367657127205
2024-03-24,1.774613172668766
2024-03-25,1.419690538135013
2024-03-26,1.1239216760235518
2024-03-27,1.0056141311789675
2024-03-28,1.1239216760235518
2024-03-29,1.0647679036012596
2024-03-30,1.7154594002464738
2024-03-31,1.6563056278241817
2024-04-01,1.0056141311789675
2024-04-02,1.0056141311789675
2024-04-03,0.887306586334383
2024-04-04,1.1239216760235518
2024-04-05,0.9464603587566752
2024-04-06,1.5379980829795972
2024-04-07,2.721073531425441
2024-04-08,1.419690538135013
2024-04-09,1.0647679036012596
2024-04-10,0.887306586334383
2024-04-11,1.0647679036012596
2024-04-12,1.1239216760235518
2024-04-13,1.2422292208681363
2024-04-14,1.5971518554018895
2024-04-15,1.0056141311789675
2024-04-16,1.1239216760235518
2024-04-17,0.8281528139120908
2024-04-18,1.0647679036012596
2024-04-19,1.6563056278241817
2024-04-20,1.5971518554018895
2024-04-21,1.774613172668766
2024-04-22,1.1830754484458441
2024-04-23,0.9464603587566752
2024-04-24,2.839381076270026
2024-04-25,1.1830754484458441
2024-04-26,1.0647679036012596
2024-04-27,2.1295358072025192
2024-04-28,3.016842393536902
2024-04-29,1.774613172668766
2024-04-30,1.1830754484458441
2024-05-01,1.0056141311789675
2024-05-02,0.8281528139120908
2024-05-03,1.1830754484458441
2024-05-04,1.5379980829795972
2024-05-05,1.8929207175133504
2024-05-06,1.5971518554018895
2024-05-07,1.1830754484458441
2024-05-08,0.9464603587566752
2024-05-09,0.8281528139120908
2024-05-10,1.1239216760235518
2024-05-11,1.3013829932904284
2024-05-12,1.3605367657127205
2024-05-13,1.1239216760235518
2024-05-14,1.0647679036012596
2024-05-15,1.1830754484458441
2024-05-16,0.9464603587566752
2024-05-17,1.1239216760235518
2024-05-18,1.7154594002464738
2024-05-19,1.478844310557305
2024-05-20,1.0056141311789675
2024-05-21,1.1239216760235518
2024-05-22,0.8281528139120908
2024-05-23,0.8281528139120908
2024-05-24,1.1830754484458441
2024-05-25,2.1295358072025192
2024-05-26,1.8929207175133504
2024-05-27,1.3013829932904284
2024-05-28,1.0056141311789675
2024-05-29,0.9464603587566752
2024-05-30,1.1239216760235518
2024-05-31,1.1830754484458441
2024-06-01,1.478844310557305
2024-06-02,1.478844310557305
2024-06-03,1.0647679036012596
2024-06-04,1.0056141311789675
2024-06-05,1.0056141311789675
2024-06-06,1.8929207175133504
2024-06-07,1.8337669450910583
2024-06-08,1.419690538135013
2024-06-09,1.6563056278241817
2024-06-10,1.3013829932904284
2024-06-11,1.0056141311789675
2024-06-12,0.887306586334383
2024-06-13,0.9464603587566752
2024-06-14,1.3605367657127205
2024-06-15,1.2422292208681363
2024-06-16,1.774613172668766
2024-06-17,1.0647679036012596
2024-06-18,1.2422292208681363
2024-06-19,1.3605367657127205
2024-06-20,0.8281528139120908
2024-06-21,0.887306586334383
2024-06-22,1.0647679036012596
2024-06-23,1.478844310557305
2024-06-24,1.0647679036012596
2024-06-25,1.0056141311789675
2024-06-26,0.7689990414897986
2024-06-27,1.1239216760235518
2024-06-28,0.8281528139120908
2024-06-29,1.1239216760235518
2024-06-30,1.5971518554018895
2024-07-01,0.9464603587566752
2024-07-02,0.887306586334383
2024-07-03,0.8281528139120908
2024-07-04,1.3605367657127205
2024-07-05,1.419690538135013
2024-07-06,1.8337669450910583
2024-07-07,1.7154594002464738
2024-07-08,1.1830754484458441
2024-07-09,1.6563056278241817
2024-07-10,1.1239216760235518
2024-07-11,1.478844310557305
2024-07-12,1.2422292208681363
2024-07-13,1.419690538135013
2024-07-14,1.3013829932904284
2024-07-15,1.1830754484458441
2024-07-16,1.0647679036012596
2024-07-17,1.1239216760235518
2024-07-18,1.5379980829795972
2024-07-19,1.1830754484458441
2024-07-20,1.2422292208681363
2024-07-21,1.3605367657127205
2024-07-22,1.1830754484458441
2024-07-23,1.478844310557305
2024-07-24,1.774613172668766
2024-07-25,1.419690538135013
2024-07-26,0.887306586334383
2024-07-27,1.3605367657127205
2024-07-28,1.3605367657127205
2024-07-29,1.1830754484458441
2024-07-30,1.0056141311789675
2024-07-31,0.8281528139120908
2024-08-01,0.8281528139120908
2024-08-02,1.0647679036012596
2024-08-03,1.6563056278241817
2024-08-04,2.070382034780227
2024-08-05,1.419690538135013
2024-08-06,1.0056141311789675
2024-08-07,1.0647679036012596
2024-08-08,1.0056141311789675
2024-08-09,1.2422292208681363
2024-08-10,2.1886895796248114
2024-08-11,1.9520744899356426
2024-08-12,1.3013829932904284
2024-08-13,1.1239216760235518
2024-08-14,1.419690538135013
2024-08-15,1.419690538135013
2024-08-16,1.3605367657127205
2024-08-17,1.8337669450910583
2024-08-18,2.1200978966951753
2024-08-19,1.7071416457841937
2024-08-20,1.1835521105926796
2024-08-21,1.1282354684524136
2024-08-22,1.0176021841718819
2024-08-23,1.2388687527329458
2024-08-24,1.8730915722049915
2024-08-25,2.809637358307487
2024-08-26,1.5411917193633955
2024-08-27,1.2941853948732116
