Time,valuable
2022-01-01,
2022-01-02,
2022-01-03,
2022-01-04,
2022-01-05,
2022-01-06,
2022-01-07,
2022-01-08,
2022-01-09,
2022-01-10,
2022-01-11,
2022-01-12,
2022-01-13,
2022-01-14,
2022-01-15,
2022-01-16,
2022-01-17,
2022-01-18,
2022-01-19,
2022-01-20,
2022-01-21,
2022-01-22,
2022-01-23,
2022-01-24,
2022-01-25,
2022-01-26,
2022-01-27,
2022-01-28,
2022-01-29,
2022-01-30,
2022-01-31,
2022-02-01,
2022-02-02,
2022-02-03,
2022-02-04,
2022-02-05,
2022-02-06,
2022-02-07,
2022-02-08,
2022-02-09,
2022-02-10,
2022-02-11,
2022-02-12,
2022-02-13,
2022-02-14,
2022-02-15,
2022-02-16,
2022-02-17,
2022-02-18,
2022-02-19,
2022-02-20,
2022-02-21,
2022-02-22,
2022-02-23,
2022-02-24,
2022-02-25,
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,
2022-03-03,
2022-03-04,
2022-03-05,
2022-03-06,
2022-03-07,
2022-03-08,
2022-03-09,
2022-03-10,
2022-03-11,
2022-03-12,
2022-03-13,
2022-03-14,
2022-03-15,
2022-03-16,
2022-03-17,
2022-03-18,
2022-03-19,
2022-03-20,
2022-03-21,
2022-03-22,
2022-03-23,
2022-03-24,
2022-03-25,
2022-03-26,
2022-03-27,
2022-03-28,
2022-03-29,
2022-03-30,
2022-03-31,
2022-04-01,
2022-04-02,
2022-04-03,
2022-04-04,
2022-04-05,
2022-04-06,
2022-04-07,
2022-04-08,
2022-04-09,
2022-04-10,
2022-04-11,
2022-04-12,
2022-04-13,
2022-04-14,
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,
2022-04-19,
2022-04-20,
2022-04-21,
2022-04-22,
2022-04-23,
2022-04-24,
2022-04-25,
2022-04-26,
2022-04-27,
2022-04-28,
2022-04-29,
2022-04-30,
2022-05-01,73.52570722052081
2022-05-02,77.30839429014668
2022-05-03,77.22135536483903
2022-05-04,66.52838938887085
2022-05-05,70.30577232144994
2022-05-06,70.22648089182752
2022-05-07,73.02999633881983
2022-05-08,65.2688495111868
2022-05-09,70.94762142325666
2022-05-10,74.69809310750354
2022-05-11,79.39652849948645
2022-05-12,73.57366184992702
2022-05-13,67.76382880711044
2022-05-14,61.967018555443225
2022-05-15,60.94451013351258
2022-05-16,61.82655670956402
2022-05-17,59.8561879289018
2022-05-18,60.73723184140219
2022-05-19,60.66821598825247
2022-05-20,59.65237548756897
2022-05-21,58.638727784274685
2022-05-22,56.68256171387286
2022-05-23,60.39253713008873
2022-05-24,58.43859750558922
2022-05-25,59.313445176891946
2022-05-26,53.6033181376798
2022-05-27,54.481460412863136
2022-05-28,56.29575356705941
2022-05-29,59.042982310740285
2022-05-30,61.78381652734282
2022-05-31,57.03788346528245
2022-06-01,53.23667238331235
2022-06-02,52.242777882510325
2022-06-03,54.04656851508272
2022-06-04,54.915349131443364
2022-06-05,58.571129696197794
2022-06-06,57.575240683887216
2022-06-07,53.79882556461346
2022-06-08,57.44297536313523
2022-06-09,57.37689858332562
2022-06-10,51.76464689039849
2022-06-11,53.551640218075306
2022-06-12,59.945612335492655
2022-06-13,56.1917871624673
2022-06-14,58.887301667036084
2022-06-15,52.38596053623601
2022-06-16,53.24344266543069
2022-06-17,53.18190770563885
2022-06-18,61.363229464451926
2022-06-19,59.46260779123271
2022-06-20,55.73876254468944
2022-06-21,53.84880803046169
2022-06-22,53.78638937864722
2022-06-23,60.09804080922634
2022-06-24,53.66165842835429
2022-06-25,58.141663598509375
2022-06-26,61.70374086797689
2022-06-27,53.47482788625489
2022-06-28,51.6020245871764
2022-06-29,48.829226748176694
2022-06-30,50.578740993782276
2022-07-01,54.12835608036305
2022-07-02,51.361978004826504
2022-07-03,54.90219598147258
2022-07-04,55.73708654413209
