Time,suns
2022-04-05,5.0
2022-04-06,18.0
2022-04-07,12.0
2022-04-08,5.0
2022-04-09,10.0
2022-04-10,6.0
2022-04-11,9.0
2022-04-12,4.0
2022-04-13,4.0
2022-04-14,4.0
2022-04-15,4.0
2022-04-16,8.0
2022-04-17,11.0
2022-04-18,29.0
2022-04-19,8.0
2022-04-20,29.0
2022-04-21,7.0
2022-04-22,14.0
2022-04-23,36.0
2022-04-24,13.0
2022-04-25,32.0
2022-04-26,11.0
2022-04-27,32.0
2022-04-28,14.0
2022-04-29,36.0
2022-04-30,8.0
2022-05-01,8.0
2022-05-02,11.0
2022-05-03,31.0
2022-05-04,12.0
2022-05-05,34.0
2022-05-06,15.0
2022-05-07,39.0
2022-05-08,40.0
2022-05-09,14.0
2022-05-10,13.0
2022-05-11,37.0
2022-05-12,15.0
2022-05-13,54.0
2022-05-14,27.0
2022-05-15,44.0
2022-05-16,100.0
2022-05-17,8.0
2022-05-18,5.0
2022-05-19,4.0
2022-05-20,3.0
2022-05-21,3.0
2022-05-22,3.0
2022-05-23,3.0
2022-05-24,2.0
2022-05-25,2.0
2022-05-26,2.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,2.0
2022-05-30,2.0
2022-05-31,2.0
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,2.0
2022-06-04,2.0
2022-06-05,2.0
2022-06-06,2.0
2022-06-07,2.0
2022-06-08,2.0
2022-06-09,4.0
2022-06-10,5.0
2022-06-11,3.0
2022-06-12,3.0
2022-06-13,2.0
2022-06-14,2.0
2022-06-15,2.0
2022-06-16,2.0
2022-06-17,3.0
2022-06-18,2.0
2022-06-19,2.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,3.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,5.0
2022-07-01,6.0
2022-07-02,5.0
2022-07-03,4.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,4.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,4.0
2022-07-15,4.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,2.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,1.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,2.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,2.0
2022-08-30,2.0
2022-08-31,2.0
2022-09-01,2.0
2022-09-02,2.0
2022-09-03,2.0
2022-09-04,2.0
2022-09-05,1.5
2022-09-06,1.5
2022-09-07,2.0
2022-09-08,2.0
2022-09-09,2.5
2022-09-10,2.0
2022-09-11,2.0
2022-09-12,2.0
2022-09-13,4.0
2022-09-14,4.0
2022-09-15,3.5
2022-09-16,4.0
2022-09-17,3.0
2022-09-18,2.0
2022-09-19,2.0
2022-09-20,2.0
2022-09-21,4.5
2022-09-22,4.5
2022-09-23,2.5
2022-09-24,2.0
2022-09-25,2.0
2022-09-26,2.5
2022-09-27,3.5
2022-09-28,3.0
2022-09-29,3.0
2022-09-30,3.0
2022-10-01,3.0
2022-10-02,3.0
2022-10-03,10.0
2022-10-04,4.0
2022-10-05,4.0
2022-10-06,8.0
2022-10-07,3.0
2022-10-08,3.0
2022-10-09,2.0
2022-10-10,3.0
2022-10-11,5.0
2022-10-12,3.0
2022-10-13,5.0
2022-10-14,3.0
2022-10-15,3.0
2022-10-16,3.0
2022-10-17,3.0
2022-10-18,4.0
2022-10-19,7.0
2022-10-20,25.0
2022-10-21,6.0
2022-10-22,13.0
2022-10-23,6.0
2022-10-24,11.0
2022-10-25,8.0
2022-10-26,27.0
2022-10-27,7.0
2022-10-28,6.0
2022-10-29,13.0
2022-10-30,6.0
2022-10-31,10.0
2022-11-01,6.0
2022-11-02,14.0
2022-11-03,5.0
2022-11-04,6.0
2022-11-05,14.0
2022-11-06,10.0
2022-11-07,5.0
2022-11-08,9.0
2022-11-09,5.0
2022-11-10,8.0
2022-11-11,6.0
2022-11-12,9.0
2022-11-13,4.0
2022-11-14,5.0
2022-11-15,9.0
2022-11-16,6.0
2022-11-17,18.0
2022-11-18,6.0
2022-11-19,12.0
2022-11-20,9.0
2022-11-21,5.0
2022-11-22,6.0
2022-11-23,18.0
2022-11-24,5.0
2022-11-25,5.0
2022-11-26,11.0
2022-11-27,12.0
2022-11-28,6.0
2022-11-29,11.0
2022-11-30,8.0
2022-12-01,15.0
2022-12-02,12.0
2022-12-03,18.0
2022-12-04,12.0
2022-12-05,10.0
2022-12-06,13.0
2022-12-07,9.0
2022-12-08,19.0
2022-12-09,8.0
2022-12-10,15.0
2022-12-11,14.0
2022-12-12,9.0
2022-12-13,8.0
2022-12-14,11.0
2022-12-15,7.0
2022-12-16,12.0
2022-12-17,8.0
2022-12-18,16.0
2022-12-19,9.0
2022-12-20,19.0
2022-12-21,14.0
2022-12-22,7.0
2022-12-23,7.0
2022-12-24,13.0
2022-12-25,9.0
2022-12-26,22.0
2022-12-27,8.0
2022-12-28,13.0
2022-12-29,10.0
2022-12-30,7.0
2022-12-31,10.0
2023-01-01,6.0
2023-01-02,11.0
2023-01-03,6.0
2023-01-04,7.0
2023-01-05,10.0
2023-01-06,7.0
2023-01-07,12.0
2023-01-08,7.0
2023-01-09,9.0
2023-01-10,7.0
2023-01-11,16.0
2023-01-12,10.0
2023-01-13,6.0
2023-01-14,10.0
2023-01-15,6.0
2023-01-16,7.0
2023-01-17,8.0
2023-01-18,5.0
2023-01-19,7.0
2023-01-20,13.0
2023-01-21,7.0
2023-01-22,11.0
2023-01-23,10.0
2023-01-24,7.0
2023-01-25,9.0
2023-01-26,8.0
2023-01-27,14.0
2023-01-28,7.0
2023-01-29,9.0
2023-01-30,6.0
2023-01-31,11.0
2023-02-01,7.0
2023-02-02,13.0
2023-02-03,8.0
2023-02-04,15.0
2023-02-05,11.0
2023-02-06,7.0
2023-02-07,8.0
2023-02-08,14.0
2023-02-09,50.0
2023-02-10,29.0
2023-02-11,22.0
2023-02-12,13.0
2023-02-13,9.0
2023-02-14,11.0
2023-02-15,21.0
2023-02-16,12.0
2023-02-17,24.0
2023-02-18,8.0
2023-02-19,7.0
2023-02-20,7.0
2023-02-21,6.0
2023-02-22,7.0
2023-02-23,7.0
2023-02-24,9.0
2023-02-25,22.0
2023-02-26,23.0
2023-02-27,9.0
2023-02-28,7.0
2023-03-01,12.0
2023-03-02,33.0
2023-03-03,10.0
2023-03-04,24.0
2023-03-05,36.0
2023-03-06,13.0
2023-03-07,8.0
2023-03-08,10.0
2023-03-09,22.0
2023-03-10,7.0
2023-03-11,9.0
2023-03-12,15.0
2023-03-13,9.0
2023-03-14,21.0
2023-03-15,16.0
2023-03-16,7.0
2023-03-17,12.0
2023-03-18,6.0
2023-03-19,12.0
2023-03-20,6.0
2023-03-21,6.0
2023-03-22,7.0
2023-03-23,19.0
2023-03-24,8.0
2023-03-25,15.0
2023-03-26,16.0
2023-03-27,8.0
2023-03-28,11.0
2023-03-29,8.0
2023-03-30,24.0
2023-03-31,8.0
2023-04-01,19.0
2023-04-02,11.0
2023-04-03,12.0
2023-04-04,7.0
2023-04-05,13.0
2023-04-06,9.0
2023-04-07,24.0
2023-04-08,26.0
2023-04-09,19.0
2023-04-10,9.0
2023-04-11,7.0
2023-04-12,7.0
2023-04-13,5.0
2023-04-14,6.0
2023-04-15,8.0
2023-04-16,18.0
2023-04-17,49.0
2023-04-18,14.0
2023-04-19,52.0
2023-04-20,14.0
2023-04-21,46.0
2023-04-22,40.0
2023-04-23,16.0
2023-04-24,10.0
2023-04-25,14.0
2023-04-26,51.0
2023-04-27,11.0
2023-04-28,9.0
2023-04-29,23.0
2023-04-30,58.0
2023-05-01,15.0
2023-05-02,50.0
2023-05-03,13.0
2023-05-04,15.0
2023-05-05,16.0
2023-05-06,71.0
2023-05-07,29.0
2023-05-08,74.0
2023-05-09,23.0
2023-05-10,62.0
2023-05-11,21.0
2023-05-12,100.0
2023-05-13,13.0
2023-05-14,14.0
2023-05-15,8.0
2023-05-16,6.0
2023-05-17,6.0
2023-05-18,5.0
2023-05-19,5.0
2023-05-20,4.0
2023-05-21,5.0
2023-05-22,4.0
2023-05-23,4.0
2023-05-24,4.0
2023-05-25,4.0
2023-05-26,3.0
2023-05-27,4.0
2023-05-28,4.0
2023-05-29,4.0
2023-05-30,5.0
2023-05-31,4.0
2023-06-01,4.0
2023-06-02,5.0
2023-06-03,4.0
2023-06-04,4.0
2023-06-05,3.0
2023-06-06,3.0
2023-06-07,5.0
2023-06-08,5.0
2023-06-09,4.0
2023-06-10,4.0
2023-06-11,4.0
2023-06-12,3.0
2023-06-13,4.0
2023-06-14,3.0
2023-06-15,3.0
2023-06-16,3.0
2023-06-17,4.0
2023-06-18,11.0
2023-06-19,11.0
2023-06-20,7.0
2023-06-21,5.0
2023-06-22,6.0
2023-06-23,7.0
2023-06-24,4.0
2023-06-25,4.0
2023-06-26,4.0
2023-06-27,3.0
2023-06-28,3.0
2023-06-29,5.0
2023-06-30,6.0
2023-07-01,8.0
2023-07-02,7.0
2023-07-03,6.0
2023-07-04,5.0
2023-07-05,4.0
2023-07-06,4.0
2023-07-07,4.0
2023-07-08,5.0
2023-07-09,5.0
2023-07-10,4.0
2023-07-11,4.0
2023-07-12,3.0
2023-07-13,3.0
2023-07-14,3.0
2023-07-15,4.0
2023-07-16,6.0
2023-07-17,4.0
2023-07-18,4.0
2023-07-19,4.0
2023-07-20,4.0
2023-07-21,4.0
2023-07-22,4.0
2023-07-23,4.0
2023-07-24,3.0
2023-07-25,3.0
2023-07-26,3.0
2023-07-27,3.0
2023-07-28,3.0
2023-07-29,3.0
2023-07-30,4.0
2023-07-31,3.0
2023-08-01,4.0
2023-08-02,3.0
2023-08-03,4.0
2023-08-04,3.0
2023-08-05,3.0
2023-08-06,3.0
2023-08-07,3.0
2023-08-08,2.0
2023-08-09,2.0
2023-08-10,3.0
2023-08-11,3.0
2023-08-12,3.0
2023-08-13,3.0
2023-08-14,2.0
2023-08-15,3.0
2023-08-16,2.0
2023-08-17,3.0
2023-08-18,3.0
2023-08-19,3.0
2023-08-20,3.0
2023-08-21,2.0
2023-08-22,2.0
2023-08-23,3.0
2023-08-24,2.0
2023-08-25,2.0
2023-08-26,2.0
2023-08-27,3.0
2023-08-28,2.0
2023-08-29,2.0
2023-08-30,2.0
2023-08-31,2.0
2023-09-01,2.0
2023-09-02,2.0
2023-09-03,2.0
2023-09-04,3.0
2023-09-05,2.0
2023-09-06,2.0
2023-09-07,2.0
2023-09-08,2.0
2023-09-09,2.0
2023-09-10,2.0
2023-09-11,2.0
2023-09-12,2.0
2023-09-13,2.0
2023-09-14,3.0
2023-09-15,2.0
2023-09-16,2.0
2023-09-17,2.0
2023-09-18,2.0
2023-09-19,2.0
2023-09-20,2.0
2023-09-21,2.0
2023-09-22,3.0
2023-09-23,2.0
2023-09-24,3.0
2023-09-25,2.0
2023-09-26,3.0
2023-09-27,8.0
2023-09-28,7.0
2023-09-29,4.0
2023-09-30,3.0
2023-10-01,4.0
2023-10-02,4.0
2023-10-03,4.0
2023-10-04,3.0
2023-10-05,3.0
2023-10-06,3.0
2023-10-07,3.0
2023-10-08,8.0
2023-10-09,5.0
2023-10-10,5.0
2023-10-11,8.0
2023-10-12,4.0
2023-10-13,7.0
2023-10-14,4.0
2023-10-15,4.0
2023-10-16,4.0
2023-10-17,7.0
2023-10-18,4.0
2023-10-19,5.0
2023-10-20,9.0
2023-10-21,4.0
2023-10-22,4.0
2023-10-23,5.0
2023-10-24,10.0
2023-10-25,39.0
2023-10-26,12.0
2023-10-27,33.0
2023-10-28,8.0
2023-10-29,18.0
2023-10-30,6.0
2023-10-31,10.0
2023-11-01,27.0
2023-11-02,9.0
2023-11-03,26.0
2023-11-04,18.0
2023-11-05,13.0
2023-11-06,6.0
2023-11-07,6.0
2023-11-08,6.0
2023-11-09,12.0
2023-11-10,7.0
2023-11-11,28.0
2023-11-12,7.0
2023-11-13,11.0
2023-11-14,5.0
2023-11-15,7.0
2023-11-16,16.0
2023-11-17,6.0
2023-11-18,16.0
2023-11-19,6.0
2023-11-20,13.0
2023-11-21,7.0
2023-11-22,18.0
2023-11-23,23.0
2023-11-24,12.0
2023-11-25,10.0
2023-11-26,10.0
2023-11-27,10.0
2023-11-28,6.0
2023-11-29,9.0
2023-11-30,12.0
2023-12-01,7.0
2023-12-02,19.0
2023-12-03,11.0
2023-12-04,5.0
2023-12-05,9.0
2023-12-06,30.0
2023-12-07,6.0
2023-12-08,6.0
2023-12-09,11.0
2023-12-10,5.0
2023-12-11,4.0
2023-12-12,7.0
2023-12-13,23.0
2023-12-14,15.0
2023-12-15,7.0
2023-12-16,18.0
2023-12-17,7.0
2023-12-18,10.0
2023-12-19,6.0
2023-12-20,13.0
2023-12-21,5.0
2023-12-22,6.866120218579235
2023-12-23,14.844262295081968
2023-12-24,4.948087431693989
2023-12-25,9.396174863387978
2023-12-26,27.576502732240435
2023-12-27,7.978142076502732
2023-12-28,12.120218579234972
2023-12-29,6.866120218579235
2023-12-30,12.926229508196721
2023-12-31,6.866120218579235
2024-01-01,12.926229508196721
2024-01-02,12.120218579234972
2024-01-03,7.172131147540984
2024-01-04,12.426229508196721
2024-01-05,6.366120218579235
2024-01-06,12.426229508196721
2024-01-07,6.366120218579235
2024-01-08,11.314207650273225
2024-01-09,13.538251366120218
2024-01-10,4.948087431693989
2024-01-11,7.172131147540984
2024-01-12,18.18032786885246
2024-01-13,6.366120218579235
2024-01-14,6.060109289617486
2024-01-15,9.896174863387978
2024-01-16,6.866120218579235
2024-01-17,15.956284153005464
2024-01-18,5.754098360655737
2024-01-19,6.866120218579235
2024-01-20,14.038251366120218
2024-01-21,6.73224043715847
2024-01-22,13.46448087431694
2024-01-23,13.46448087431694
2024-01-24,7.956284153005464
2024-01-25,17.748633879781423
2024-01-26,7.956284153005464
2024-01-27,18.972677595628415
2024-01-28,9.180327868852459
2024-01-29,11.01639344262295
2024-01-30,12.240437158469945
2024-01-31,7.344262295081967
2024-02-01,12.852459016393443
2024-02-02,7.956284153005464
2024-02-03,12.852459016393443
2024-02-04,12.852459016393443
2024-02-05,6.120218579234972
2024-02-06,7.344262295081967
2024-02-07,17.136612021857925
2024-02-08,9.792349726775956
2024-02-09,13.46448087431694
2024-02-10,8.568306010928962
2024-02-11,23.868852459016395
2024-02-12,5.508196721311475
2024-02-13,7.956284153005464
2024-02-14,17.136612021857925
2024-02-15,12.852459016393443
2024-02-16,5.508196721311475
2024-02-17,4.284153005464481
2024-02-18,3.6721311475409837
2024-02-19,4.284153005464481
2024-02-20,4.284153005464481
2024-02-21,4.284153005464481
2024-02-22,6.73224043715847
2024-02-23,16.524590163934427
2024-02-24,14.076502732240437
2024-02-25,20.80874316939891
2024-02-26,9.180327868852459
2024-02-27,4.896174863387978
2024-02-28,4.896174863387978
2024-02-29,6.73224043715847
2024-03-01,11.628415300546449
2024-03-02,7.344262295081967
2024-03-03,20.80874316939891
2024-03-04,17.748633879781423
2024-03-05,7.344262295081967
2024-03-06,16.524590163934427
2024-03-07,7.344262295081967
2024-03-08,12.852459016393443
2024-03-09,8.568306010928962
2024-03-10,21.420765027322403
2024-03-11,7.956284153005464
2024-03-12,11.628415300546449
2024-03-13,5.508196721311475
2024-03-14,9.792349726775956
2024-03-15,16.524590163934427
2024-03-16,10.404371584699454
2024-03-17,18.360655737704917
2024-03-18,6.73224043715847
2024-03-19,5.508196721311475
2024-03-20,7.344262295081967
2024-03-21,16.524590163934427
2024-03-22,12.852459016393443
2024-03-23,7.956284153005464
2024-03-24,13.46448087431694
2024-03-25,7.344262295081967
2024-03-26,11.01639344262295
2024-03-27,7.956284153005464
2024-03-28,17.748633879781423
2024-03-29,7.344262295081967
2024-03-30,11.628415300546449
2024-03-31,6.120218579234972
2024-04-01,8.568306010928962
2024-04-02,14.688524590163935
2024-04-03,7.956284153005464
2024-04-04,15.300546448087433
2024-04-05,8.568306010928962
2024-04-06,17.136612021857925
2024-04-07,12.852459016393443
2024-04-08,11.628415300546449
2024-04-09,7.956284153005464
2024-04-10,26.316939890710383
2024-04-11,17.136612021857925
2024-04-12,9.180327868852459
2024-04-13,23.256830601092897
2024-04-14,22.0327868852459
2024-04-15,9.792349726775956
2024-04-16,6.73224043715847
2024-04-17,6.73224043715847
2024-04-18,5.508196721311475
2024-04-19,5.508196721311475
2024-04-20,35.497267759562845
2024-04-21,14.076502732240437
2024-04-22,7.956284153005464
2024-04-23,16.524590163934427
2024-04-24,37.333333333333336
2024-04-25,7.344262295081967
2024-04-26,11.628415300546449
2024-04-27,49.57377049180328
2024-04-28,18.360655737704917
2024-04-29,61.20218579234973
2024-04-30,8.568306010928962
2024-05-01,4.896174863387978
2024-05-02,4.284153005464481
2024-05-03,4.284153005464481
2024-05-04,4.284153005464481
2024-05-05,3.6721311475409837
2024-05-06,3.060109289617486
2024-05-07,3.6721311475409837
2024-05-08,3.060109289617486
2024-05-09,4.284153005464481
2024-05-10,4.896174863387978
2024-05-11,4.284153005464481
2024-05-12,3.6721311475409837
2024-05-13,3.6721311475409837
2024-05-14,3.6721311475409837
2024-05-15,4.284153005464481
2024-05-16,3.060109289617486
2024-05-17,3.060109289617486
2024-05-18,3.060109289617486
2024-05-19,3.060109289617486
2024-05-20,3.6721311475409837
2024-05-21,3.6721311475409837
2024-05-22,2.448087431693989
2024-05-23,2.448087431693989
2024-05-24,3.060109289617486
2024-05-25,3.060109289617486
2024-05-26,3.060109289617486
2024-05-27,3.060109289617486
2024-05-28,2.448087431693989
2024-05-29,3.060109289617486
2024-05-30,2.448087431693989
2024-05-31,3.060109289617486
2024-06-01,3.060109289617486
2024-06-02,2.448087431693989
2024-06-03,2.448087431693989
2024-06-04,2.448087431693989
2024-06-05,2.448087431693989
2024-06-06,3.6721311475409837
2024-06-07,3.6721311475409837
2024-06-08,4.284153005464481
2024-06-09,3.6721311475409837
2024-06-10,3.6721311475409837
2024-06-11,3.060109289617486
2024-06-12,3.060109289617486
2024-06-13,3.060109289617486
2024-06-14,2.448087431693989
2024-06-15,3.060109289617486
2024-06-16,2.448087431693989
2024-06-17,2.448087431693989
2024-06-18,3.060109289617486
2024-06-19,3.060109289617486
2024-06-20,2.448087431693989
2024-06-21,2.448087431693989
2024-06-22,3.060109289617486
2024-06-23,3.060109289617486
2024-06-24,1.8360655737704918
2024-06-25,2.448087431693989
2024-06-26,3.6721311475409837
2024-06-27,7.344262295081967
2024-06-28,3.6721311475409837
2024-06-29,3.060109289617486
2024-06-30,3.6721311475409837
2024-07-01,4.896174863387978
2024-07-02,4.284153005464481
2024-07-03,3.6721311475409837
2024-07-04,3.060109289617486
2024-07-05,3.060109289617486
2024-07-06,3.060109289617486
2024-07-07,3.060109289617486
2024-07-08,2.448087431693989
2024-07-09,2.448087431693989
2024-07-10,2.448087431693989
2024-07-11,2.448087431693989
2024-07-12,2.448087431693989
2024-07-13,3.060109289617486
2024-07-14,3.060109289617486
2024-07-15,1.8360655737704918
2024-07-16,2.448087431693989
2024-07-17,2.448087431693989
2024-07-18,2.448087431693989
2024-07-19,2.448087431693989
2024-07-20,3.060109289617486
2024-07-21,2.448087431693989
2024-07-22,1.8360655737704918
2024-07-23,1.8360655737704918
2024-07-24,1.8360655737704918
2024-07-25,1.8360655737704918
2024-07-26,1.8360655737704918
2024-07-27,3.060109289617486
2024-07-28,3.060109289617486
2024-07-29,2.448087431693989
2024-07-30,1.8360655737704918
2024-07-31,1.8360655737704918
2024-08-01,1.8360655737704918
2024-08-02,1.8360655737704918
2024-08-03,1.8360655737704918
2024-08-04,2.448087431693989
2024-08-05,1.8360655737704918
2024-08-06,1.8360655737704918
2024-08-07,1.8360655737704918
2024-08-08,1.8360655737704918
2024-08-09,1.8360655737704918
2024-08-10,2.448087431693989
2024-08-11,2.448087431693989
2024-08-12,1.8360655737704918
2024-08-13,2.448087431693989
2024-08-14,2.448087431693989
2024-08-15,2.448087431693989
2024-08-16,2.448087431693989
2024-08-17,2.448087431693989
2024-08-18,2.6010928961748636
2024-08-19,2.448087431693989
2024-08-20,2.448087431693989
2024-08-21,2.448087431693989
2024-08-22,2.448087431693989
2024-08-23,2.6010928961748636
2024-08-24,2.6010928961748636
2024-08-25,2.6010928961748636
2024-08-26,1.989071038251366
2024-08-27,2.448087431693989
2024-08-28,2.448087431693989
2024-08-29,2.6010928961748636
2024-08-30,2.448087431693989
2024-08-31,2.6010928961748636
2024-09-01,2.6010928961748636
2024-09-02,2.448087431693989
2024-09-03,2.448087431693989
2024-09-04,2.448087431693989
2024-09-05,2.448087431693989
2024-09-06,1.989071038251366
2024-09-07,1.989071038251366
2024-09-08,2.448087431693989
2024-09-09,2.448087431693989
2024-09-10,2.448087431693989
2024-09-11,2.448087431693989
2024-09-12,1.989071038251366
2024-09-13,1.989071038251366
2024-09-14,2.448087431693989
2024-09-15,1.989071038251366
2024-09-16,1.989071038251366
2024-09-17,2.448087431693989
2024-09-18,2.1420765027322406
2024-09-19,2.1420765027322406
2024-09-20,2.448087431693989
2024-09-21,2.448087431693989
2024-09-22,3.366120218579235
2024-09-23,2.448087431693989
2024-09-24,2.1420765027322406
2024-09-25,2.7540983606557377
2024-09-26,3.366120218579235
2024-09-27,2.1420765027322406
2024-09-28,2.448087431693989
2024-09-29,2.448087431693989
2024-09-30,2.7540983606557377
2024-10-01,3.060109289617486
2024-10-02,3.060109289617486
2024-10-03,2.7540983606557377
2024-10-04,3.060109289617486
2024-10-05,3.366120218579235
2024-10-06,3.978142076502732
2024-10-07,12.240437158469945
2024-10-08,5.508196721311475
2024-10-09,6.73224043715847
2024-10-10,3.6721311475409837
2024-10-11,3.978142076502732
2024-10-12,6.426229508196721
2024-10-13,3.978142076502732
2024-10-14,6.426229508196721
2024-10-15,3.6721311475409837
2024-10-16,3.366120218579235
2024-10-17,4.284153005464481
2024-10-18,11.628415300546449
2024-10-19,3.6721311475409837
2024-10-20,3.060109289617486
2024-10-21,3.060109289617486
2024-10-22,3.978142076502732
2024-10-23,7.038251366120218
2024-10-24,21.726775956284154
2024-10-25,8.262295081967213
2024-10-26,30.601092896174865
2024-10-27,19.584699453551913
2024-10-28,6.73224043715847
2024-10-29,24.48087431693989
2024-10-30,5.508196721311475
2024-10-31,7.038251366120218
2024-11-01,15.912568306010929
2024-11-02,6.73224043715847
2024-11-03,12.852459016393443
2024-11-04,5.508196721311475
2024-11-05,11.934426229508198
2024-11-06,4.284153005464481
2024-11-07,11.934426229508198
2024-11-08,7.650273224043716
2024-11-09,17.136612021857925
2024-11-10,7.650273224043716
2024-11-11,11.628415300546449
2024-11-12,6.426229508196721
2024-11-13,12.240437158469945
2024-11-14,11.628415300546449
2024-11-15,6.120218579234972
2024-11-16,9.792349726775956
2024-11-17,12.240437158469945
2024-11-18,7.038251366120218
2024-11-19,9.486338797814208
2024-11-20,6.73224043715847
2024-11-21,12.546448087431694
2024-11-22,3.978142076502732
2024-11-23,3.978142076502732
2024-11-24,3.366120218579235
2024-11-25,3.366120218579235
2024-11-26,7.038251366120218
2024-11-27,23.562841530054644
2024-11-28,12.852459016393443
2024-11-29,3.978142076502732
2024-11-30,6.426229508196721
2024-12-01,14.076502732240437
2024-12-02,3.978142076502732
2024-12-03,5.814207650273224
2024-12-04,11.628415300546449
2024-12-05,5.508196721311475
2024-12-06,8.874316939890711
2024-12-07,5.508196721311475
2024-12-08,11.01639344262295
2024-12-09,6.426229508196721
2024-12-10,3.6721311475409837
2024-12-11,3.366120218579235
2024-12-12,4.590163934426229
2024-12-13,5.814207650273224
2024-12-14,12.852459016393443
2024-12-15,5.202185792349727
2024-12-16,8.262295081967213
2024-12-17,3.978142076502732
2024-12-18,4.284153005464481
2024-12-19,5.508196721311475
2024-12-20,9.486338797814208
2024-12-21,4.896174863387978
2024-12-22,10.404371584699454
2024-12-23,4.590163934426229
2024-12-24,10.710382513661202
2024-12-25,7.650273224043716
2024-12-26,20.502732240437158
2024-12-27,6.426229508196721
2024-12-28,15.300546448087433
2024-12-29,14.382513661202186
2024-12-30,3.978142076502732
2024-12-31,5.814207650273224
2025-01-01,12.240437158469945
2025-01-02,3.978142076502732
2025-01-03,3.978142076502732
2025-01-04,6.73224043715847
2025-01-05,9.180327868852459
2025-01-06,7.650273224043716
2025-01-07,13.158469945355192
2025-01-08,10.710382513661202
2025-01-09,6.120218579234972
2025-01-10,9.792349726775956
2025-01-11,8.874316939890711
2025-01-12,9.486338797814208
2025-01-13,11.3224043715847
2025-01-14,6.426229508196721
2025-01-15,10.098360655737705
2025-01-16,7.650273224043716
2025-01-17,9.792349726775956
2025-01-18,11.934426229508198
2025-01-19,7.344262295081967
2025-01-20,10.404371584699454
2025-01-21,5.202185792349727
2025-01-22,9.486338797814208
2025-01-23,10.404371584699454
2025-01-24,5.508196721311475
2025-01-25,5.814207650273224
