Time,bitcoin_price
2023-03-25,19.0
2023-03-26,19.5
2023-03-27,19.5
2023-03-28,19.0
2023-03-29,21.0
2023-03-30,19.5
2023-03-31,19.5
2023-04-01,16.5
2023-04-02,17.5
2023-04-03,18.0
2023-04-04,19.0
2023-04-05,17.5
2023-04-06,17.0
2023-04-07,15.5
2023-04-08,14.5
2023-04-09,14.5
2023-04-10,20.0
2023-04-11,28.0
2023-04-12,23.5
2023-04-13,22.0
2023-04-14,20.0
2023-04-15,17.0
2023-04-16,16.0
2023-04-17,21.0
2023-04-18,18.0
2023-04-19,18.0
2023-04-20,16.5
2023-04-21,16.5
2023-04-22,15.5
2023-04-23,15.5
2023-04-24,17.0
2023-04-25,17.0
2023-04-26,19.166666666666668
2023-04-27,17.861111111111114
2023-04-28,16.574074074074076
2023-04-29,13.462962962962964
2023-04-30,15.018518518518519
2023-05-01,17.611111111111114
2023-05-02,16.574074074074076
2023-05-03,16.824074074074076
2023-05-04,17.861111111111114
2023-05-05,16.055555555555557
2023-05-06,14.5
2023-05-07,13.981481481481481
2023-05-08,18.64814814814815
2023-05-09,16.055555555555557
2023-05-10,16.055555555555557
2023-05-11,16.055555555555557
2023-05-12,16.574074074074076
2023-05-13,13.462962962962964
2023-05-14,13.462962962962964
2023-05-15,14.5
2023-05-16,16.574074074074076
2023-05-17,16.055555555555557
2023-05-18,13.981481481481481
2023-05-19,13.981481481481481
2023-05-20,11.657407407407408
2023-05-21,11.38888888888889
2023-05-22,13.981481481481481
2023-05-23,15.018518518518519
2023-05-24,14.5
2023-05-25,13.981481481481481
2023-05-26,12.88888888888889
2023-05-27,10.740740740740742
2023-05-28,12.351851851851853
2023-05-29,13.962962962962964
2023-05-30,14.500000000000002
2023-05-31,13.425925925925927
2023-06-01,13.425925925925927
2023-06-02,12.88888888888889
2023-06-03,10.740740740740742
2023-06-04,11.277777777777779
2023-06-05,15.574074074074076
2023-06-06,17.722222222222225
2023-06-07,15.574074074074076
2023-06-08,13.425925925925927
2023-06-09,13.425925925925927
2023-06-10,14.500000000000002
2023-06-11,13.425925925925927
2023-06-12,15.037037037037038
2023-06-13,13.425925925925927
2023-06-14,13.425925925925927
2023-06-15,15.574074074074076
2023-06-16,13.962962962962964
2023-06-17,11.814814814814817
2023-06-18,11.277777777777779
2023-06-19,13.425925925925927
2023-06-20,16.111111111111114
2023-06-21,20.40740740740741
2023-06-22,18.796296296296298
2023-06-23,19.333333333333336
2023-06-24,15.574074074074076
2023-06-25,16.111111111111114
2023-06-26,17.185185185185187
2023-06-27,16.64814814814815
2023-06-28,15.574074074074076
2023-06-29,15.574074074074076
2023-06-30,17.185185185185187
2023-07-01,12.88888888888889
2023-07-02,12.88888888888889
2023-07-03,17.722222222222225
2023-07-04,15.574074074074076
2023-07-05,15.574074074074076
2023-07-06,15.574074074074076
2023-07-07,15.574074074074076
2023-07-08,12.351851851851853
2023-07-09,12.88888888888889
2023-07-10,15.574074074074076
2023-07-11,15.037037037037038
2023-07-12,14.500000000000002
2023-07-13,17.185185185185187
2023-07-14,17.722222222222225
2023-07-15,13.425925925925927
2023-07-16,12.88888888888889
2023-07-17,15.037037037037038
2023-07-18,15.037037037037038
2023-07-19,15.037037037037038
2023-07-20,14.500000000000002
2023-07-21,13.425925925925927
2023-07-22,10.203703703703704
2023-07-23,11.277777777777779
2023-07-24,15.037037037037038
2023-07-25,14.500000000000002
2023-07-26,13.425925925925927
2023-07-27,12.88888888888889
2023-07-28,12.351851851851853
2023-07-29,9.666666666666668
2023-07-30,9.12962962962963
2023-07-31,12.351851851851853
2023-08-01,12.88888888888889
2023-08-02,13.425925925925927
2023-08-03,12.88888888888889
2023-08-04,11.814814814814817
2023-08-05,9.666666666666668
2023-08-06,9.12962962962963
2023-08-07,12.351851851851853
2023-08-08,12.88888888888889
2023-08-09,12.88888888888889
2023-08-10,11.277777777777779
2023-08-11,11.277777777777779
2023-08-12,8.592592592592593
2023-08-13,8.592592592592593
2023-08-14,11.277777777777779
2023-08-15,11.277777777777779
2023-08-16,11.277777777777779
2023-08-17,15.574074074074076
2023-08-18,22.01851851851852
2023-08-19,15.037037037037038
2023-08-20,12.351851851851853
2023-08-21,16.111111111111114
2023-08-22,15.574074074074076
2023-08-23,14.500000000000002
2023-08-24,12.88888888888889
2023-08-25,12.88888888888889
2023-08-26,9.666666666666668
2023-08-27,10.203703703703704
2023-08-28,11.814814814814817
2023-08-29,16.64814814814815
2023-08-30,14.500000000000002
2023-08-31,13.425925925925927
2023-09-01,12.351851851851853
2023-09-02,9.666666666666668
2023-09-03,10.203703703703704
2023-09-04,10.203703703703704
2023-09-05,11.277777777777779
2023-09-06,10.740740740740742
2023-09-07,11.277777777777779
2023-09-08,10.740740740740742
2023-09-09,8.592592592592593
2023-09-10,8.055555555555557
2023-09-11,11.277777777777779
2023-09-12,12.351851851851853
2023-09-13,11.814814814814817
2023-09-14,11.277777777777779
2023-09-15,11.277777777777779
2023-09-16,9.12962962962963
2023-09-17,7.518518518518519
2023-09-18,11.277777777777779
2023-09-19,11.277777777777779
2023-09-20,11.277777777777779
2023-09-21,11.277777777777779
2023-09-22,10.203703703703704
2023-09-23,8.055555555555557
2023-09-24,8.055555555555557
2023-09-25,10.203703703703704
2023-09-26,10.740740740740742
2023-09-27,10.740740740740742
2023-09-28,10.203703703703704
2023-09-29,10.740740740740742
2023-09-30,8.592592592592593
2023-10-01,9.12962962962963
2023-10-02,13.425925925925927
2023-10-03,12.351851851851853
2023-10-04,11.814814814814817
2023-10-05,11.277777777777779
2023-10-06,10.740740740740742
2023-10-07,9.666666666666668
2023-10-08,9.12962962962963
2023-10-09,11.814814814814817
2023-10-10,11.277777777777779
2023-10-11,11.277777777777779
2023-10-12,10.740740740740742
2023-10-13,10.203703703703704
2023-10-14,8.592592592592593
2023-10-15,9.12962962962963
2023-10-16,14.500000000000002
2023-10-17,13.425925925925927
2023-10-18,12.351851851851853
2023-10-19,11.277777777777779
2023-10-20,15.037037037037038
2023-10-21,13.425925925925927
2023-10-22,12.88888888888889
2023-10-23,20.40740740740741
2023-10-24,38.12962962962963
2023-10-25,25.77777777777778
2023-10-26,20.944444444444446
2023-10-27,18.25925925925926
2023-10-28,15.574074074074076
2023-10-29,14.500000000000002
2023-10-30,17.722222222222225
2023-10-31,16.111111111111114
2023-11-01,17.722222222222225
2023-11-02,17.185185185185187
2023-11-03,16.111111111111114
2023-11-04,14.500000000000002
2023-11-05,15.037037037037038
2023-11-06,16.64814814814815
2023-11-07,16.111111111111114
2023-11-08,16.111111111111114
2023-11-09,22.01851851851852
2023-11-10,20.40740740740741
2023-11-11,18.25925925925926
2023-11-12,16.111111111111114
2023-11-13,17.185185185185187
2023-11-14,16.64814814814815
2023-11-15,17.722222222222225
2023-11-16,18.796296296296298
2023-11-17,15.574074074074076
2023-11-18,13.425925925925927
2023-11-19,13.425925925925927
2023-11-20,17.185185185185187
2023-11-21,17.722222222222225
2023-11-22,18.796296296296298
2023-11-23,15.574074074074076
2023-11-24,17.722222222222225
2023-11-25,15.037037037037038
2023-11-26,13.962962962962964
2023-11-27,15.574074074074076
2023-11-28,16.111111111111114
2023-11-29,16.64814814814815
2023-11-30,15.574074074074076
2023-12-01,17.185185185185187
2023-12-02,17.185185185185187
2023-12-03,18.25925925925926
2023-12-04,34.90740740740741
2023-12-05,34.90740740740741
2023-12-06,33.833333333333336
2023-12-07,22.01851851851852
2023-12-08,23.092592592592595
2023-12-09,19.870370370370374
2023-12-10,17.722222222222225
2023-12-11,24.166666666666668
2023-12-12,20.40740740740741
2023-12-13,20.40740740740741
2023-12-14,20.944444444444446
2023-12-15,18.25925925925926
2023-12-16,16.64814814814815
2023-12-17,15.574074074074076
2023-12-18,19.333333333333336
2023-12-19,20.40740740740741
2023-12-20,22.01851851851852
2023-12-21,19.870370370370374
2023-12-22,20.819742623979913
2023-12-23,17.781387319522914
2023-12-24,16.530728185812933
2023-12-25,17.781387319522914
2023-12-26,21.445072190834907
2023-12-27,19.300564971751413
2023-12-28,19.300564971751413
2023-12-29,19.925894538606407
2023-12-30,15.011550533584433
2023-12-31,15.011550533584433
2024-01-01,17.156057752667923
2024-01-02,27.610075329566858
2024-01-03,26.359416195856873
2024-01-04,23.321060891399874
2024-01-05,21.176553672316388
2024-01-06,18.675235404896423
2024-01-07,17.781387319522914
2024-01-08,25.108757062146893
2024-01-09,31.542278719397366
2024-01-10,44.14080351537979
2024-01-11,53.61268047708727
2024-01-12,37.70728185812932
2024-01-13,23.946390458254868
2024-01-14,19.925894538606407
2024-01-15,21.445072190834907
2024-01-16,20.819742623979913
2024-01-17,20.551224105461394
2024-01-18,19.925894538606407
2024-01-19,20.194413057124923
2024-01-20,16.262209667294414
2024-01-21,14.986064030131828
2024-01-22,18.554174513496548
2024-01-23,19.981418706842437
2024-01-24,18.554174513496548
2024-01-25,18.554174513496548
2024-01-26,17.12693032015066
2024-01-27,12.845197740112996
2024-01-28,12.845197740112996
2024-01-29,16.413308223477717
2024-01-30,16.413308223477717
2024-01-31,14.986064030131828
2024-02-01,13.55881983678594
2024-02-02,13.55881983678594
2024-02-03,12.131575643440051
2024-02-04,11.417953546767107
2024-02-05,12.845197740112996
2024-02-06,13.55881983678594
2024-02-07,12.845197740112996
2024-02-08,16.413308223477717
2024-02-09,19.267796610169494
2024-02-10,17.840552416823606
2024-02-11,18.554174513496548
2024-02-12,22.835907093534214
2024-02-13,25.69039548022599
2024-02-14,31.399372253609545
2024-02-15,29.972128060263657
2024-02-16,23.549529190207156
2024-02-17,18.554174513496548
2024-02-18,17.840552416823606
2024-02-19,20.695040803515383
2024-02-20,20.695040803515383
2024-02-21,20.695040803515383
2024-02-22,18.554174513496548
2024-02-23,17.840552416823606
2024-02-24,15.699686126804773
2024-02-25,16.413308223477717
2024-02-26,22.835907093534214
2024-02-27,37.108349026993096
2024-02-28,57.08976773383554
2024-02-29,52.80803515379787
2024-03-01,39.24921531701193
2024-03-02,27.831261770244822
2024-03-03,27.831261770244822
2024-03-04,54.23527934714376
2024-03-05,71.36220966729442
2024-03-06,54.23527934714376
2024-03-07,41.390081607030766
2024-03-08,42.81732580037665
2024-03-09,32.826616446955434
2024-03-10,36.394726930320154
2024-03-11,55.662523540489644
2024-03-12,49.95354676710609
2024-03-13,47.81268047708726
2024-03-14,42.81732580037665
2024-03-15,40.676459510357816
2024-03-16,29.25850596359071
2024-03-17,29.25850596359071
2024-03-18,34.96748273697426
2024-03-19,38.53559322033899
2024-03-20,40.676459510357816
2024-03-21,32.826616446955434
2024-03-22,28.54488386691777
2024-03-23,22.835907093534214
2024-03-24,23.549529190207156
2024-03-25,32.11299435028249
2024-03-26,31.399372253609545
2024-03-27,27.831261770244822
2024-03-28,29.25850596359071
2024-03-29,25.69039548022599
2024-03-30,22.835907093534214
2024-03-31,22.12228499686127
2024-04-01,27.831261770244822
2024-04-02,29.972128060263657
2024-04-03,24.263151286880102
2024-04-04,27.11763967357188
2024-04-05,21.408662900188325
2024-04-06,19.267796610169494
2024-04-07,21.408662900188325
2024-04-08,24.976773383553045
2024-04-09,24.263151286880102
2024-04-10,24.976773383553045
2024-04-11,23.549529190207156
2024-04-12,24.263151286880102
2024-04-13,24.976773383553045
2024-04-14,31.399372253609545
2024-04-15,28.54488386691777
2024-04-16,26.404017576898934
2024-04-17,25.69039548022599
2024-04-18,26.404017576898934
2024-04-19,31.399372253609545
2024-04-20,28.54488386691777
2024-04-21,24.976773383553045
2024-04-22,26.404017576898934
2024-04-23,22.12228499686127
2024-04-24,20.695040803515383
2024-04-25,19.981418706842437
2024-04-26,18.554174513496548
2024-04-27,17.12693032015066
2024-04-28,17.12693032015066
2024-04-29,23.549529190207156
2024-04-30,24.263151286880102
2024-05-01,27.831261770244822
2024-05-02,24.263151286880102
2024-05-03,22.12228499686127
2024-05-04,18.554174513496548
2024-05-05,18.554174513496548
2024-05-06,22.12228499686127
2024-05-07,19.267796610169494
2024-05-08,19.267796610169494
2024-05-09,18.554174513496548
2024-05-10,18.554174513496548
2024-05-11,15.699686126804773
2024-05-12,15.699686126804773
2024-05-13,18.554174513496548
2024-05-14,17.840552416823606
2024-05-15,19.981418706842437
2024-05-16,20.695040803515383
2024-05-17,19.981418706842437
2024-05-18,16.413308223477717
2024-05-19,16.413308223477717
2024-05-20,21.408662900188325
2024-05-21,26.404017576898934
2024-05-22,22.835907093534214
2024-05-23,22.12228499686127
2024-05-24,21.408662900188325
2024-05-25,16.413308223477717
2024-05-26,15.699686126804773
2024-05-27,17.840552416823606
2024-05-28,19.267796610169494
2024-05-29,18.554174513496548
2024-05-30,19.267796610169494
2024-05-31,17.12693032015066
2024-06-01,14.272441933458884
2024-06-02,14.272441933458884
2024-06-03,17.840552416823606
2024-06-04,20.695040803515383
2024-06-05,22.12228499686127
2024-06-06,21.408662900188325
2024-06-07,19.981418706842437
2024-06-08,15.699686126804773
2024-06-09,14.986064030131828
2024-06-10,19.267796610169494
2024-06-11,19.267796610169494
2024-06-12,19.267796610169494
2024-06-13,18.554174513496548
2024-06-14,17.840552416823606
2024-06-15,13.55881983678594
2024-06-16,13.55881983678594
2024-06-17,18.554174513496548
2024-06-18,18.554174513496548
2024-06-19,17.12693032015066
2024-06-20,17.840552416823606
2024-06-21,17.12693032015066
2024-06-22,13.55881983678594
2024-06-23,13.55881983678594
2024-06-24,22.835907093534214
2024-06-25,20.695040803515383
2024-06-26,17.12693032015066
2024-06-27,17.840552416823606
2024-06-28,17.840552416823606
2024-06-29,13.55881983678594
2024-06-30,12.131575643440051
2024-07-01,18.554174513496548
2024-07-02,14.986064030131828
2024-07-03,17.12693032015066
2024-07-04,20.695040803515383
2024-07-05,25.69039548022599
2024-07-06,20.695040803515383
2024-07-07,17.840552416823606
2024-07-08,22.12228499686127
2024-07-09,18.554174513496548
2024-07-10,18.554174513496548
2024-07-11,17.840552416823606
2024-07-12,17.12693032015066
2024-07-13,13.55881983678594
2024-07-14,17.12693032015066
2024-07-15,23.549529190207156
2024-07-16,22.12228499686127
2024-07-17,22.12228499686127
2024-07-18,18.554174513496548
2024-07-19,20.695040803515383
2024-07-20,17.12693032015066
2024-07-21,19.267796610169494
2024-07-22,21.408662900188325
2024-07-23,19.267796610169494
2024-07-24,18.554174513496548
2024-07-25,18.554174513496548
2024-07-26,19.981418706842437
2024-07-27,20.695040803515383
2024-07-28,22.12228499686127
2024-07-29,23.549529190207156
2024-07-30,20.695040803515383
2024-07-31,17.840552416823606
2024-08-01,19.267796610169494
2024-08-02,20.695040803515383
2024-08-03,17.840552416823606
2024-08-04,19.981418706842437
2024-08-05,66.3668549905838
2024-08-06,36.394726930320154
2024-08-07,24.263151286880102
2024-08-08,23.549529190207156
2024-08-09,22.835907093534214
2024-08-10,17.840552416823606
2024-08-11,17.840552416823606
2024-08-12,20.695040803515383
2024-08-13,18.554174513496548
2024-08-14,19.267796610169494
2024-08-15,20.695040803515383
2024-08-16,18.554174513496548
2024-08-17,14.272441933458884
2024-08-18,15.73536723163842
2024-08-19,16.912843691148776
2024-08-20,18.554174513496548
2024-08-21,17.733509102322664
2024-08-22,18.197363465160077
2024-08-23,18.554174513496548
2024-08-24,17.37669805398619
2024-08-25,16.912843691148776
2024-08-26,17.733509102322664
2024-08-27,17.37669805398619
2024-08-28,18.554174513496548
2024-08-29,17.37669805398619
2024-08-30,15.73536723163842
2024-08-31,12.095894538606405
2024-09-01,12.91655994978029
2024-09-02,14.914701820464533
2024-09-03,16.912843691148776
2024-09-04,18.197363465160077
2024-09-05,16.912843691148776
2024-09-06,19.374839924670436
2024-09-07,15.378556183301948
2024-09-08,13.737225360954175
2024-09-09,18.197363465160077
2024-09-10,14.914701820464533
2024-09-11,16.556032642812305
2024-09-12,14.914701820464533
2024-09-13,15.73536723163842
2024-09-14,13.737225360954175
2024-09-15,13.27337099811676
2024-09-16,14.914701820464533
2024-09-17,16.698757062146893
2024-09-18,19.481883239171378
2024-09-19,18.554174513496548
2024-09-20,18.554174513496548
2024-09-21,13.915630885122411
2024-09-22,12.987922159447583
2024-09-23,16.698757062146893
2024-09-24,15.771048336472067
2024-09-25,15.771048336472067
2024-09-26,18.554174513496548
2024-09-27,17.626465787821722
2024-09-28,14.843339610797239
2024-09-29,13.915630885122411
2024-09-30,15.771048336472067
2024-10-01,15.771048336472067
2024-10-02,15.771048336472067
2024-10-03,15.771048336472067
2024-10-04,14.843339610797239
2024-10-05,12.060213433772757
2024-10-06,12.060213433772757
2024-10-07,15.771048336472067
2024-10-08,13.915630885122411
2024-10-09,13.915630885122411
2024-10-10,12.987922159447583
2024-10-11,15.771048336472067
2024-10-12,11.13250470809793
2024-10-13,10.204795982423102
2024-10-14,14.843339610797239
2024-10-15,14.843339610797239
2024-10-16,15.771048336472067
2024-10-17,13.915630885122411
2024-10-18,15.771048336472067
2024-10-19,12.987922159447583
2024-10-20,12.987922159447583
2024-10-21,16.698757062146893
2024-10-22,13.915630885122411
2024-10-23,13.915630885122411
2024-10-24,13.915630885122411
2024-10-25,14.843339610797239
2024-10-26,12.060213433772757
2024-10-27,12.060213433772757
2024-10-28,16.698757062146893
2024-10-29,26.903553044569996
2024-10-30,20.409591964846204
2024-10-31,19.481883239171378
2024-11-01,17.626465787821722
2024-11-02,12.987922159447583
2024-11-03,12.987922159447583
2024-11-04,15.771048336472067
2024-11-05,18.554174513496548
2024-11-06,58.44564971751413
2024-11-07,40.81918392969241
2024-11-08,35.252931575643444
2024-11-09,25.975844318895167
2024-11-10,44.53001883239172
2024-11-11,76.07211550533584
2024-11-12,86.27691148775895
2024-11-13,80.71065913370998
2024-11-14,63.084193345888266
2024-11-15,50.09627118644068
2024-11-16,34.32522284996862
2024-11-17,30.614387947269304
2024-11-18,39.89147520401758
2024-11-19,44.53001883239172
2024-11-20,47.313145009416196
2024-11-21,70.50586315128689
2024-11-22,75.14440677966103
2024-11-23,53.80710608913999
2024-11-24,43.60231010671689
2024-11-25,51.02397991211551
