Time,john_fetterman
2022-04-02,1.0
2022-04-03,2.0
2022-04-04,1.0
2022-04-05,1.0
2022-04-06,2.0
2022-04-07,2.0
2022-04-08,2.0
2022-04-09,1.0
2022-04-10,2.0
2022-04-11,2.0
2022-04-12,1.0
2022-04-13,2.0
2022-04-14,2.0
2022-04-15,2.0
2022-04-16,2.0
2022-04-17,2.0
2022-04-18,4.0
2022-04-19,3.0
2022-04-20,2.0
2022-04-21,3.0
2022-04-22,5.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,2.0
2022-04-26,4.0
2022-04-27,2.0
2022-04-28,3.0
2022-04-29,2.0
2022-04-30,2.0
2022-05-01,2.0
2022-05-02,2.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,2.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,5.0
2022-05-12,4.0
2022-05-13,7.0
2022-05-14,10.0
2022-05-15,57.0
2022-05-16,40.0
2022-05-17,32.0
2022-05-18,100.0
2022-05-19,27.0
2022-05-20,10.0
2022-05-21,10.0
2022-05-22,8.0
2022-05-23,7.0
2022-05-24,5.0
2022-05-25,4.0
2022-05-26,3.0
2022-05-27,2.0
2022-05-28,2.0
2022-05-29,2.0
2022-05-30,1.0
2022-05-31,2.0
2022-06-01,2.0
2022-06-02,2.0
2022-06-03,7.0
2022-06-04,23.0
2022-06-05,5.0
2022-06-06,4.0
2022-06-07,5.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,2.0
2022-06-11,2.0
2022-06-12,3.0
2022-06-13,2.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,4.0
2022-06-17,2.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,1.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,4.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,11.0
2022-06-28,7.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,2.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,2.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,5.0
2022-07-09,6.0
2022-07-10,5.0
2022-07-11,4.0
2022-07-12,6.0
2022-07-13,5.0
2022-07-14,6.0
2022-07-15,8.0
2022-07-16,8.0
2022-07-17,6.0
2022-07-18,5.0
2022-07-19,6.0
2022-07-20,6.0
2022-07-21,9.0
2022-07-22,6.0
2022-07-23,4.0
2022-07-24,4.0
2022-07-25,5.0
2022-07-26,4.0
2022-07-27,6.0
2022-07-28,5.0
2022-07-29,6.0
2022-07-30,5.0
2022-07-31,6.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,5.0
2022-08-04,9.0
2022-08-05,6.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,4.0
2022-08-10,4.0
2022-08-11,4.0
2022-08-12,5.0
2022-08-13,9.0
2022-08-14,13.0
2022-08-15,8.0
2022-08-16,11.0
2022-08-17,14.0
2022-08-18,18.0
2022-08-19,21.0
2022-08-20,13.0
2022-08-21,13.0
2022-08-22,12.0
2022-08-23,18.0
2022-08-24,20.0
2022-08-25,13.0
2022-08-26,7.0
2022-08-27,7.0
2022-08-28,11.0
2022-08-29,7.166666666666667
2022-08-30,10.5
2022-08-31,18.166666666666668
2022-09-01,19.166666666666668
2022-09-02,11.5
2022-09-03,7.166666666666667
2022-09-04,14.333333333333334
2022-09-05,11.5
2022-09-06,11.0
2022-09-07,26.333333333333336
2022-09-08,19.166666666666668
2022-09-09,18.166666666666668
2022-09-10,11.5
2022-09-11,14.833333333333334
2022-09-12,18.666666666666668
2022-09-13,17.666666666666668
2022-09-14,21.5
2022-09-15,13.833333333333334
2022-09-16,14.833333333333334
2022-09-17,11.0
2022-09-18,11.0
2022-09-19,7.166666666666667
2022-09-20,7.666666666666667
2022-09-21,8.166666666666668
2022-09-22,10.5
2022-09-23,7.666666666666667
2022-09-24,11.0
2022-09-25,10.0
2022-09-26,11.5
2022-09-27,14.833333333333334
2022-09-28,11.0
2022-09-29,11.0
2022-09-30,11.0
2022-10-01,7.333333333333334
2022-10-02,7.333333333333334
2022-10-03,7.333333333333334
2022-10-04,14.666666666666668
2022-10-05,14.666666666666668
2022-10-06,14.666666666666668
2022-10-07,14.666666666666668
2022-10-08,11.0
2022-10-09,11.0
2022-10-10,14.666666666666668
2022-10-11,18.333333333333336
2022-10-12,44.0
2022-10-13,40.333333333333336
2022-10-14,25.666666666666668
2022-10-15,22.0
2022-10-16,18.333333333333336
2022-10-17,14.666666666666668
2022-10-18,18.333333333333336
2022-10-19,18.333333333333336
2022-10-20,29.333333333333336
2022-10-21,40.333333333333336
2022-10-22,18.333333333333336
2022-10-23,18.333333333333336
2022-10-24,22.0
2022-10-25,33.0
2022-10-26,150.33333333333334
2022-10-27,77.0
2022-10-28,40.333333333333336
2022-10-29,25.666666666666668
2022-10-30,22.0
2022-10-31,18.333333333333336
2022-11-01,18.333333333333336
2022-11-02,22.0
2022-11-03,22.0
2022-11-04,36.66666666666667
2022-11-05,36.66666666666667
2022-11-06,44.0
2022-11-07,47.66666666666667
2022-11-08,62.333333333333336
2022-11-09,366.6666666666667
2022-11-10,121.00000000000001
2022-11-11,77.0
2022-11-12,55.00000000000001
2022-11-13,33.0
2022-11-14,22.0
2022-11-15,36.66666666666667
2022-11-16,47.66666666666667
2022-11-17,22.0
2022-11-18,14.666666666666668
2022-11-19,7.333333333333334
2022-11-20,7.333333333333334
2022-11-21,7.333333333333334
2022-11-22,7.333333333333334
2022-11-23,3.666666666666667
2022-11-24,7.333333333333334
2022-11-25,7.333333333333334
2022-11-26,3.666666666666667
2022-11-27,3.666666666666667
2022-11-28,3.666666666666667
2022-11-29,3.666666666666667
2022-11-30,3.666666666666667
2022-12-01,3.666666666666667
2022-12-02,3.666666666666667
2022-12-03,3.666666666666667
2022-12-04,3.666666666666667
2022-12-05,3.666666666666667
2022-12-06,3.666666666666667
2022-12-07,3.666666666666667
2022-12-08,3.666666666666667
2022-12-09,3.666666666666667
2022-12-10,3.666666666666667
2022-12-11,3.666666666666667
2022-12-12,3.666666666666667
2022-12-13,7.333333333333334
2022-12-14,11.0
2022-12-15,3.666666666666667
2022-12-16,3.666666666666667
2022-12-17,3.666666666666667
2022-12-18,3.666666666666667
2022-12-19,3.666666666666667
2022-12-20,3.666666666666667
2022-12-21,3.666666666666667
2022-12-22,0.0
2022-12-23,3.666666666666667
2022-12-24,3.666666666666667
2022-12-25,0.0
2022-12-26,3.666666666666667
2022-12-27,3.666666666666667
2022-12-28,3.666666666666667
2022-12-29,3.666666666666667
2022-12-30,3.666666666666667
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,3.666666666666667
2023-01-04,7.333333333333334
2023-01-05,3.666666666666667
2023-01-06,3.666666666666667
2023-01-07,3.666666666666667
2023-01-08,3.666666666666667
2023-01-09,3.666666666666667
2023-01-10,3.666666666666667
2023-01-11,3.666666666666667
2023-01-12,3.666666666666667
2023-01-13,3.666666666666667
2023-01-14,3.666666666666667
2023-01-15,3.666666666666667
2023-01-16,0.0
2023-01-17,3.666666666666667
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,3.666666666666667
2023-01-27,3.666666666666667
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,3.666666666666667
2023-01-31,7.333333333333334
2023-02-01,3.666666666666667
2023-02-02,0.0
2023-02-03,3.666666666666667
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,3.666666666666667
2023-02-09,47.66666666666667
2023-02-10,55.00000000000001
2023-02-11,40.333333333333336
2023-02-12,14.666666666666668
2023-02-13,7.333333333333334
2023-02-14,3.666666666666667
2023-02-15,3.666666666666667
2023-02-16,51.333333333333336
2023-02-17,73.33333333333334
2023-02-18,33.0
2023-02-19,18.333333333333336
2023-02-20,7.333333333333334
2023-02-21,7.333333333333334
2023-02-22,3.666666666666667
2023-02-23,3.666666666666667
2023-02-24,11.0
2023-02-25,11.0
2023-02-26,18.333333333333336
2023-02-27,36.66666666666667
2023-02-28,40.333333333333336
2023-03-01,18.333333333333336
2023-03-02,11.0
2023-03-03,18.333333333333336
2023-03-04,40.333333333333336
2023-03-05,14.666666666666668
2023-03-06,11.0
2023-03-07,18.333333333333336
2023-03-08,7.333333333333334
2023-03-09,11.0
2023-03-10,7.333333333333334
2023-03-11,3.666666666666667
2023-03-12,3.666666666666667
2023-03-13,3.666666666666667
2023-03-14,3.666666666666667
2023-03-15,3.666666666666667
2023-03-16,3.666666666666667
2023-03-17,3.666666666666667
2023-03-18,3.666666666666667
2023-03-19,3.666666666666667
2023-03-20,3.666666666666667
2023-03-21,3.666666666666667
2023-03-22,3.666666666666667
2023-03-23,3.666666666666667
2023-03-24,7.333333333333334
2023-03-25,29.333333333333336
2023-03-26,18.333333333333336
2023-03-27,11.0
2023-03-28,7.333333333333334
2023-03-29,7.333333333333334
2023-03-30,7.333333333333334
2023-03-31,3.666666666666667
2023-04-01,11.0
2023-04-02,22.0
2023-04-03,18.333333333333336
2023-04-04,11.0
2023-04-05,3.666666666666667
2023-04-06,3.666666666666667
2023-04-07,3.666666666666667
2023-04-08,0.0
2023-04-09,3.666666666666667
2023-04-10,3.666666666666667
2023-04-11,0.0
2023-04-12,3.666666666666667
2023-04-13,3.666666666666667
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,3.666666666666667
2023-04-17,3.666666666666667
2023-04-18,7.333333333333334
2023-04-19,7.333333333333334
2023-04-20,29.333333333333336
2023-04-21,25.666666666666668
2023-04-22,3.666666666666667
2023-04-23,3.666666666666667
2023-04-24,3.666666666666667
2023-04-25,3.666666666666667
2023-04-26,0.6111111111111112
2023-04-27,0.6111111111111112
2023-04-28,0.6111111111111112
2023-04-29,0.6111111111111112
2023-04-30,0.6111111111111112
2023-05-01,0.6111111111111112
2023-05-02,1.2222222222222223
2023-05-03,0.6111111111111112
2023-05-04,0.6111111111111112
2023-05-05,3.055555555555556
2023-05-06,0.6111111111111112
2023-05-07,0.6111111111111112
2023-05-08,0.6111111111111112
2023-05-09,3.666666666666667
2023-05-10,1.2222222222222223
2023-05-11,0.6111111111111112
2023-05-12,0.6111111111111112
2023-05-13,0.6111111111111112
2023-05-14,0.6111111111111112
2023-05-15,0.6111111111111112
2023-05-16,3.666666666666667
2023-05-17,7.333333333333334
2023-05-18,11.0
2023-05-19,31.166666666666668
2023-05-20,22.611111111111114
2023-05-21,18.944444444444446
2023-05-22,11.0
2023-05-23,3.666666666666667
2023-05-24,3.666666666666667
2023-05-25,3.055555555555556
2023-05-26,2.4444444444444446
2023-05-27,1.2222222222222223
2023-05-28,1.2222222222222223
2023-05-29,1.2222222222222223
2023-05-30,1.2222222222222223
2023-05-31,1.2222222222222223
2023-06-01,1.2222222222222223
2023-06-02,2.4444444444444446
2023-06-03,1.2222222222222223
2023-06-04,4.888888888888889
2023-06-05,2.4444444444444446
2023-06-06,1.2222222222222223
2023-06-07,1.2222222222222223
2023-06-08,1.2222222222222223
2023-06-09,1.2222222222222223
2023-06-10,1.2222222222222223
2023-06-11,1.2222222222222223
2023-06-12,1.2222222222222223
2023-06-13,1.2222222222222223
2023-06-14,1.2222222222222223
2023-06-15,0.0
2023-06-16,1.2222222222222223
2023-06-17,33.0
2023-06-18,24.444444444444446
2023-06-19,29.333333333333336
2023-06-20,42.77777777777778
2023-06-21,7.333333333333334
2023-06-22,4.888888888888889
2023-06-23,24.444444444444446
2023-06-24,25.666666666666668
2023-06-25,2.4444444444444446
2023-06-26,2.4444444444444446
2023-06-27,2.4444444444444446
2023-06-28,2.4444444444444446
2023-06-29,2.4444444444444446
2023-06-30,1.2222222222222223
2023-07-01,1.2222222222222223
2023-07-02,1.2222222222222223
2023-07-03,1.2222222222222223
2023-07-04,1.2222222222222223
2023-07-05,1.2222222222222223
2023-07-06,1.2222222222222223
2023-07-07,1.2222222222222223
2023-07-08,1.2222222222222223
2023-07-09,1.2222222222222223
2023-07-10,1.2222222222222223
2023-07-11,1.2222222222222223
2023-07-12,1.2222222222222223
2023-07-13,1.2222222222222223
2023-07-14,0.0
2023-07-15,1.2222222222222223
2023-07-16,1.2222222222222223
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,1.2222222222222223
2023-07-20,1.2222222222222223
2023-07-21,1.2222222222222223
2023-07-22,0.0
2023-07-23,1.2222222222222223
2023-07-24,1.2222222222222223
2023-07-25,1.2222222222222223
2023-07-26,3.666666666666667
2023-07-27,3.666666666666667
2023-07-28,2.4444444444444446
2023-07-29,3.666666666666667
2023-07-30,2.4444444444444446
2023-07-31,1.2222222222222223
2023-08-01,1.2222222222222223
2023-08-02,1.2222222222222223
2023-08-03,1.2222222222222223
2023-08-04,1.2222222222222223
2023-08-05,1.2222222222222223
2023-08-06,1.2222222222222223
2023-08-07,1.2222222222222223
2023-08-08,2.4444444444444446
2023-08-09,1.2222222222222223
2023-08-10,1.2222222222222223
2023-08-11,1.2222222222222223
2023-08-12,0.0
2023-08-13,1.2222222222222223
2023-08-14,1.2222222222222223
2023-08-15,1.2222222222222223
2023-08-16,1.2222222222222223
2023-08-17,1.2222222222222223
2023-08-18,1.2222222222222223
2023-08-19,1.2222222222222223
2023-08-20,4.888888888888889
2023-08-21,11.0
2023-08-22,6.111111111111112
2023-08-23,2.4444444444444446
2023-08-24,2.4444444444444446
2023-08-25,1.2222222222222223
2023-08-26,1.2222222222222223
2023-08-27,2.4444444444444446
2023-08-28,1.2222222222222223
2023-08-29,1.2222222222222223
2023-08-30,1.2222222222222223
2023-08-31,2.4444444444444446
2023-09-01,2.4444444444444446
2023-09-02,1.2222222222222223
2023-09-03,1.2222222222222223
2023-09-04,1.2222222222222223
2023-09-05,1.2222222222222223
2023-09-06,1.2222222222222223
2023-09-07,2.4444444444444446
2023-09-08,2.4444444444444446
2023-09-09,1.2222222222222223
2023-09-10,1.2222222222222223
2023-09-11,1.2222222222222223
2023-09-12,6.111111111111112
2023-09-13,11.0
2023-09-14,6.111111111111112
2023-09-15,4.888888888888889
2023-09-16,4.888888888888889
2023-09-17,4.888888888888889
2023-09-18,12.222222222222223
2023-09-19,28.111111111111114
2023-09-20,33.0
2023-09-21,18.333333333333336
2023-09-22,23.222222222222225
2023-09-23,26.888888888888893
2023-09-24,18.333333333333336
2023-09-25,15.88888888888889
2023-09-26,11.0
2023-09-27,7.333333333333334
2023-09-28,17.111111111111114
2023-09-29,14.666666666666668
2023-09-30,7.333333333333334
2023-10-01,6.111111111111112
2023-10-02,3.666666666666667
2023-10-03,2.4444444444444446
2023-10-04,3.666666666666667
2023-10-05,4.888888888888889
2023-10-06,4.888888888888889
2023-10-07,2.4444444444444446
2023-10-08,2.4444444444444446
2023-10-09,1.2222222222222223
2023-10-10,2.4444444444444446
2023-10-11,2.4444444444444446
2023-10-12,11.0
2023-10-13,9.777777777777779
2023-10-14,3.666666666666667
2023-10-15,2.4444444444444446
2023-10-16,2.4444444444444446
2023-10-17,2.4444444444444446
2023-10-18,4.888888888888889
2023-10-19,8.555555555555557
2023-10-20,3.666666666666667
2023-10-21,2.4444444444444446
2023-10-22,2.4444444444444446
2023-10-23,1.2222222222222223
2023-10-24,1.2222222222222223
2023-10-25,2.4444444444444446
2023-10-26,4.888888888888889
2023-10-27,3.666666666666667
2023-10-28,2.4444444444444446
2023-10-29,1.2222222222222223
2023-10-30,3.666666666666667
2023-10-31,4.888888888888889
2023-11-01,4.888888888888889
2023-11-02,3.666666666666667
2023-11-03,2.4444444444444446
2023-11-04,2.4444444444444446
2023-11-05,1.2222222222222223
2023-11-06,2.4444444444444446
2023-11-07,2.4444444444444446
2023-11-08,3.666666666666667
2023-11-09,2.4444444444444446
2023-11-10,6.111111111111112
2023-11-11,4.888888888888889
2023-11-12,2.4444444444444446
2023-11-13,1.2222222222222223
2023-11-14,2.4444444444444446
2023-11-15,2.4444444444444446
2023-11-16,2.4444444444444446
2023-11-17,1.2222222222222223
2023-11-18,1.2222222222222223
2023-11-19,1.2222222222222223
2023-11-20,1.2222222222222223
2023-11-21,1.2222222222222223
2023-11-22,1.2222222222222223
2023-11-23,1.2222222222222223
2023-11-24,1.2222222222222223
2023-11-25,1.2222222222222223
2023-11-26,1.2222222222222223
2023-11-27,1.2222222222222223
2023-11-28,1.2222222222222223
2023-11-29,1.2222222222222223
2023-11-30,1.2222222222222223
2023-12-01,4.888888888888889
2023-12-02,2.4444444444444446
2023-12-03,1.2222222222222223
2023-12-04,2.4444444444444446
2023-12-05,6.111111111111112
2023-12-06,3.666666666666667
2023-12-07,2.4444444444444446
2023-12-08,2.4444444444444446
2023-12-09,1.2222222222222223
2023-12-10,1.2222222222222223
2023-12-11,1.2222222222222223
2023-12-12,1.2222222222222223
2023-12-13,1.2222222222222223
2023-12-14,1.2222222222222223
2023-12-15,18.333333333333336
2023-12-16,122.22222222222223
2023-12-17,41.55555555555556
2023-12-18,2.4444444444444446
2023-12-19,4.888888888888889
2023-12-20,3.666666666666667
2023-12-21,4.888888888888889
2023-12-22,4.888888888888889
2023-12-23,2.4444444444444446
2023-12-24,2.4444444444444446
2023-12-25,1.8333333333333335
2023-12-26,1.2222222222222223
2023-12-27,3.666666666666667
2023-12-28,3.055555555555556
2023-12-29,2.4444444444444446
2023-12-30,1.2222222222222223
2023-12-31,7.9444444444444455
2024-01-01,3.666666666666667
2024-01-02,1.2222222222222223
2024-01-03,1.2222222222222223
2024-01-04,1.2222222222222223
2024-01-05,2.4444444444444446
2024-01-06,4.277777777777779
2024-01-07,1.2222222222222223
2024-01-08,2.4444444444444446
2024-01-09,1.2222222222222223
2024-01-10,1.2222222222222223
2024-01-11,3.666666666666667
2024-01-12,3.055555555555556
2024-01-13,2.4444444444444446
2024-01-14,2.4444444444444446
2024-01-15,1.2222222222222223
2024-01-16,1.2222222222222223
2024-01-17,1.2222222222222223
2024-01-18,2.4444444444444446
2024-01-19,2.4444444444444446
2024-01-20,1.2222222222222223
2024-01-21,3.666666666666667
2024-01-22,3.666666666666667
2024-01-23,2.4444444444444446
2024-01-24,2.4444444444444446
2024-01-25,2.4444444444444446
2024-01-26,2.4444444444444446
2024-01-27,9.777777777777779
2024-01-28,6.111111111111112
2024-01-29,2.4444444444444446
2024-01-30,4.888888888888889
2024-01-31,13.444444444444446
2024-02-01,7.333333333333334
2024-02-02,3.666666666666667
2024-02-03,2.4444444444444446
2024-02-04,2.4444444444444446
2024-02-05,2.4444444444444446
2024-02-06,2.4444444444444446
2024-02-07,2.4444444444444446
2024-02-08,2.4444444444444446
2024-02-09,1.2222222222222223
2024-02-10,1.2222222222222223
2024-02-11,1.2222222222222223
2024-02-12,1.2222222222222223
2024-02-13,1.2222222222222223
2024-02-14,1.2222222222222223
2024-02-15,1.2222222222222223
2024-02-16,1.2222222222222223
2024-02-17,1.2222222222222223
2024-02-18,2.4444444444444446
2024-02-19,1.2222222222222223
2024-02-20,1.2222222222222223
2024-02-21,1.2222222222222223
2024-02-22,2.4444444444444446
2024-02-23,1.2222222222222223
2024-02-24,1.2222222222222223
2024-02-25,1.2222222222222223
2024-02-26,1.2222222222222223
2024-02-27,1.2222222222222223
2024-02-28,1.2222222222222223
2024-02-29,2.4444444444444446
2024-03-01,1.2222222222222223
2024-03-02,2.4444444444444446
2024-03-03,2.4444444444444446
2024-03-04,2.4444444444444446
2024-03-05,1.2222222222222223
2024-03-06,2.4444444444444446
2024-03-07,2.4444444444444446
2024-03-08,2.4444444444444446
2024-03-09,1.2222222222222223
2024-03-10,1.2222222222222223
2024-03-11,1.2222222222222223
2024-03-12,1.2222222222222223
2024-03-13,1.2222222222222223
2024-03-14,2.4444444444444446
2024-03-15,1.2222222222222223
2024-03-16,1.2222222222222223
2024-03-17,0.0
2024-03-18,1.2222222222222223
2024-03-19,0.0
2024-03-20,1.2222222222222223
2024-03-21,1.2222222222222223
2024-03-22,1.2222222222222223
2024-03-23,2.4444444444444446
2024-03-24,2.4444444444444446
2024-03-25,2.4444444444444446
2024-03-26,1.2222222222222223
2024-03-27,2.4444444444444446
2024-03-28,1.2222222222222223
2024-03-29,3.666666666666667
2024-03-30,33.0
2024-03-31,26.888888888888893
2024-04-01,1.2222222222222223
2024-04-02,1.2222222222222223
2024-04-03,2.4444444444444446
2024-04-04,1.2222222222222223
2024-04-05,3.666666666666667
2024-04-06,1.2222222222222223
2024-04-07,4.888888888888889
2024-04-08,1.2222222222222223
2024-04-09,1.2222222222222223
2024-04-10,1.2222222222222223
2024-04-11,2.4444444444444446
2024-04-12,1.2222222222222223
2024-04-13,0.0
2024-04-14,3.666666666666667
2024-04-15,3.666666666666667
2024-04-16,2.4444444444444446
2024-04-17,1.2222222222222223
2024-04-18,1.2222222222222223
2024-04-19,1.2222222222222223
2024-04-20,1.2222222222222223
2024-04-21,1.2222222222222223
2024-04-22,2.4444444444444446
2024-04-23,2.4444444444444446
2024-04-24,2.4444444444444446
2024-04-25,1.2222222222222223
2024-04-26,1.2222222222222223
2024-04-27,2.4444444444444446
2024-04-28,4.888888888888889
2024-04-29,3.666666666666667
2024-04-30,2.4444444444444446
2024-05-01,1.2222222222222223
2024-05-02,1.2222222222222223
2024-05-03,2.4444444444444446
2024-05-04,1.2222222222222223
2024-05-05,3.666666666666667
2024-05-06,2.4444444444444446
2024-05-07,4.888888888888889
2024-05-08,6.111111111111112
2024-05-09,3.666666666666667
2024-05-10,2.4444444444444446
2024-05-11,1.2222222222222223
2024-05-12,2.4444444444444446
2024-05-13,1.2222222222222223
2024-05-14,1.2222222222222223
2024-05-15,2.4444444444444446
2024-05-16,2.4444444444444446
2024-05-17,4.888888888888889
2024-05-18,2.4444444444444446
2024-05-19,2.4444444444444446
2024-05-20,122.22222222222223
2024-05-21,26.888888888888893
2024-05-22,1.2222222222222223
2024-05-23,1.2222222222222223
2024-05-24,1.2222222222222223
2024-05-25,2.4444444444444446
2024-05-26,3.666666666666667
2024-05-27,1.2222222222222223
2024-05-28,2.4444444444444446
2024-05-29,2.4444444444444446
2024-05-30,11.0
2024-05-31,6.111111111111112
2024-06-01,2.4444444444444446
2024-06-02,2.4444444444444446
2024-06-03,1.2222222222222223
2024-06-04,1.2222222222222223
2024-06-05,1.2222222222222223
2024-06-06,1.2222222222222223
2024-06-07,1.2222222222222223
2024-06-08,18.333333333333336
2024-06-09,13.444444444444446
2024-06-10,17.111111111111114
2024-06-11,29.333333333333336
2024-06-12,12.222222222222223
2024-06-13,11.0
2024-06-14,6.111111111111112
2024-06-15,3.666666666666667
2024-06-16,2.4444444444444446
2024-06-17,2.4444444444444446
2024-06-18,2.4444444444444446
2024-06-19,1.2222222222222223
2024-06-20,1.2222222222222223
2024-06-21,1.2222222222222223
2024-06-22,2.4444444444444446
2024-06-23,1.2222222222222223
2024-06-24,2.4444444444444446
2024-06-25,2.4444444444444446
2024-06-26,2.4444444444444446
2024-06-27,3.666666666666667
2024-06-28,6.111111111111112
2024-06-29,3.666666666666667
2024-06-30,4.888888888888889
2024-07-01,3.666666666666667
2024-07-02,2.4444444444444446
2024-07-03,1.2222222222222223
2024-07-04,1.2222222222222223
2024-07-05,2.4444444444444446
2024-07-06,4.888888888888889
2024-07-07,3.666666666666667
2024-07-08,3.666666666666667
2024-07-09,3.666666666666667
2024-07-10,2.4444444444444446
2024-07-11,7.333333333333334
2024-07-12,3.666666666666667
2024-07-13,3.666666666666667
2024-07-14,4.888888888888889
2024-07-15,2.4444444444444446
2024-07-16,2.4444444444444446
2024-07-17,1.2222222222222223
2024-07-18,1.2222222222222223
2024-07-19,1.2222222222222223
2024-07-20,1.2222222222222223
2024-07-21,3.666666666666667
2024-07-22,4.888888888888889
2024-07-23,2.4444444444444446
2024-07-24,3.666666666666667
2024-07-25,4.888888888888889
2024-07-26,2.4444444444444446
2024-07-27,1.2222222222222223
2024-07-28,0.0
2024-07-29,1.2222222222222223
2024-07-30,1.2222222222222223
2024-07-31,1.2222222222222223
2024-08-01,1.2222222222222223
2024-08-02,1.2222222222222223
2024-08-03,1.2222222222222223
2024-08-04,2.4444444444444446
2024-08-05,3.666666666666667
2024-08-06,6.111111111111112
2024-08-07,4.888888888888889
2024-08-08,3.666666666666667
2024-08-09,1.2222222222222223
2024-08-10,1.2222222222222223
2024-08-11,1.2222222222222223
2024-08-12,1.2222222222222223
2024-08-13,1.2222222222222223
2024-08-14,1.2222222222222223
2024-08-15,0.0
2024-08-16,1.2222222222222223
2024-08-17,1.2222222222222223
2024-08-18,1.2222222222222223
2024-08-19,3.666666666666667
2024-08-20,59.277777777777786
2024-08-21,16.5
2024-08-22,1.2222222222222223
2024-08-23,1.2222222222222223
2024-08-24,1.2222222222222223
2024-08-25,1.2222222222222223
2024-08-26,1.2222222222222223
2024-08-27,0.9166666666666667
2024-08-28,0.9166666666666667
2024-08-29,0.9166666666666667
2024-08-30,0.9166666666666667
2024-08-31,0.9166666666666667
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,0.9166666666666667
2024-09-05,1.2222222222222223
2024-09-06,1.2222222222222223
2024-09-07,1.2222222222222223
2024-09-08,1.2222222222222223
2024-09-09,1.2222222222222223
2024-09-10,1.2222222222222223
2024-09-11,1.2222222222222223
2024-09-12,1.2222222222222223
2024-09-13,0.9166666666666667
2024-09-14,2.1388888888888893
2024-09-15,0.0
2024-09-16,0.0
2024-09-17,0.6111111111111112
2024-09-18,1.2222222222222223
2024-09-19,0.6111111111111112
2024-09-20,1.2222222222222223
2024-09-21,0.6111111111111112
2024-09-22,4.277777777777779
2024-09-23,4.888888888888889
