Time,hulu
2022-04-08,34.0
2022-04-09,37.0
2022-04-10,38.0
2022-04-11,30.0
2022-04-12,32.0
2022-04-13,32.0
2022-04-14,41.0
2022-04-15,39.0
2022-04-16,40.0
2022-04-17,42.0
2022-04-18,35.0
2022-04-19,33.0
2022-04-20,33.0
2022-04-21,33.0
2022-04-22,100.0
2022-04-23,35.0
2022-04-24,36.0
2022-04-25,33.0
2022-04-26,29.0
2022-04-27,26.0
2022-04-28,31.0
2022-04-29,33.0
2022-04-30,39.0
2022-05-01,43.0
2022-05-02,31.0
2022-05-03,31.0
2022-05-04,29.0
2022-05-05,29.0
2022-05-06,27.0
2022-05-07,33.0
2022-05-08,35.0
2022-05-09,35.0
2022-05-10,39.0
2022-05-11,37.0
2022-05-12,41.0
2022-05-13,42.0
2022-05-14,49.0
2022-05-15,50.0
2022-05-16,36.0
2022-05-17,35.0
2022-05-18,33.0
2022-05-19,32.0
2022-05-20,33.0
2022-05-21,43.0
2022-05-22,42.0
2022-05-23,34.0
2022-05-24,34.0
2022-05-25,30.0
2022-05-26,32.0
2022-05-27,35.0
2022-05-28,37.0
2022-05-29,39.0
2022-05-30,36.0
2022-05-31,31.0
2022-06-01,32.0
2022-06-02,31.0
2022-06-03,34.0
2022-06-04,34.0
2022-06-05,36.0
2022-06-06,32.0
2022-06-07,29.0
2022-06-08,29.0
2022-06-09,31.0
2022-06-10,29.0
2022-06-11,33.0
2022-06-12,36.0
2022-06-13,30.0
2022-06-14,31.0
2022-06-15,30.0
2022-06-16,33.0
2022-06-17,34.0
2022-06-18,36.0
2022-06-19,40.0
2022-06-20,30.0
2022-06-21,38.0
2022-06-22,31.0
2022-06-23,32.0
2022-06-24,34.0
2022-06-25,36.0
2022-06-26,39.0
2022-06-27,34.0
2022-06-28,33.0
2022-06-29,32.0
2022-06-30,31.0
2022-07-01,34.0
2022-07-02,36.0
2022-07-03,38.0
2022-07-04,39.0
2022-07-05,32.0
2022-07-06,34.0
2022-07-07,33.0
2022-07-08,33.0
2022-07-09,38.0
2022-07-10,40.0
2022-07-11,35.0
2022-07-12,34.0
2022-07-13,32.0
2022-07-14,32.0
2022-07-15,32.0
2022-07-16,35.0
2022-07-17,37.0
2022-07-18,32.0
2022-07-19,33.0
2022-07-20,32.0
2022-07-21,32.0
2022-07-22,32.0
2022-07-23,36.0
2022-07-24,38.0
2022-07-25,33.0
2022-07-26,34.0
2022-07-27,31.0
2022-07-28,33.0
2022-07-29,33.0
2022-07-30,35.0
2022-07-31,39.0
2022-08-01,35.0
2022-08-02,33.0
2022-08-03,31.0
2022-08-04,33.0
2022-08-05,37.0
2022-08-06,43.0
2022-08-07,46.0
2022-08-08,33.0
2022-08-09,33.0
2022-08-10,32.0
2022-08-11,33.0
2022-08-12,32.0
2022-08-13,37.0
2022-08-14,43.0
2022-08-15,32.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,31.0
2022-08-19,32.0
2022-08-20,37.0
2022-08-21,41.0
2022-08-22,30.0
2022-08-23,32.0
2022-08-24,29.0
2022-08-25,34.0
2022-08-26,34.0
2022-08-27,42.0
2022-08-28,43.0
2022-08-29,32.203125
2022-08-30,32.203125
2022-08-31,32.703125
2022-09-01,34.0
2022-09-02,34.0
2022-09-03,46.875
2022-09-04,43.015625
2022-09-05,45.078125
2022-09-06,38.125
2022-09-07,38.890625
2022-09-08,35.296875
2022-09-09,35.03125
2022-09-10,49.96875
2022-09-11,53.0625
2022-09-12,33.734375
2022-09-13,34.0
2022-09-14,34.0
2022-09-15,32.96875
2022-09-16,34.0
2022-09-17,42.75
2022-09-18,49.203125
2022-09-19,33.734375
2022-09-20,35.03125
2022-09-21,38.125
2022-09-22,37.09375
2022-09-23,36.828125
2022-09-24,43.28125
2022-09-25,47.640625
2022-09-26,32.703125
2022-09-27,32.203125
2022-09-28,34.0
2022-09-29,34.0
2022-09-30,34.53125
2022-10-01,46.75
2022-10-02,48.875
2022-10-03,34.0
2022-10-04,36.125
2022-10-05,33.46875
2022-10-06,32.9375
2022-10-07,35.0625
2022-10-08,40.90625
2022-10-09,41.96875
2022-10-10,34.53125
2022-10-11,35.0625
2022-10-12,33.46875
2022-10-13,31.875
2022-10-14,31.875
2022-10-15,38.78125
2022-10-16,46.21875
2022-10-17,34.0
2022-10-18,33.46875
2022-10-19,33.46875
2022-10-20,31.34375
2022-10-21,29.21875
2022-10-22,39.3125
2022-10-23,41.4375
2022-10-24,30.28125
2022-10-25,30.8125
2022-10-26,30.8125
2022-10-27,31.875
2022-10-28,30.8125
2022-10-29,36.65625
2022-10-30,40.375
2022-10-31,29.21875
2022-11-01,32.40625
2022-11-02,32.9375
2022-11-03,35.0625
2022-11-04,32.40625
2022-11-05,40.375
2022-11-06,37.71875
2022-11-07,29.21875
2022-11-08,28.6875
2022-11-09,27.09375
2022-11-10,28.6875
2022-11-11,30.28125
2022-11-12,37.1875
2022-11-13,42.5
2022-11-14,34.0
2022-11-15,30.28125
2022-11-16,29.75
2022-11-17,28.6875
2022-11-18,29.21875
2022-11-19,36.65625
2022-11-20,47.28125
2022-11-21,36.65625
2022-11-22,33.46875
2022-11-23,41.4375
2022-11-24,51.53125
2022-11-25,50.46875
2022-11-26,49.40625
2022-11-27,53.125
2022-11-28,39.84375
2022-11-29,38.78125
2022-11-30,30.8125
2022-12-01,32.40625
2022-12-02,28.6875
2022-12-03,33.46875
2022-12-04,35.0625
2022-12-05,27.625
2022-12-06,26.03125
2022-12-07,25.5
2022-12-08,26.03125
2022-12-09,26.03125
2022-12-10,31.875
2022-12-11,37.1875
2022-12-12,27.09375
2022-12-13,28.6875
2022-12-14,29.21875
2022-12-15,26.03125
2022-12-16,27.625
2022-12-17,31.34375
2022-12-18,35.59375
2022-12-19,27.09375
2022-12-20,28.6875
2022-12-21,29.75
2022-12-22,30.28125
2022-12-23,31.34375
2022-12-24,34.0
2022-12-25,35.0625
2022-12-26,36.65625
2022-12-27,33.46875
2022-12-28,31.34375
2022-12-29,31.875
2022-12-30,31.875
2022-12-31,35.59375
2023-01-01,42.5
2023-01-02,38.25
2023-01-03,29.75
2023-01-04,29.21875
2023-01-05,30.8125
2023-01-06,28.15625
2023-01-07,32.40625
2023-01-08,36.125
2023-01-09,28.15625
2023-01-10,28.15625
2023-01-11,26.5625
2023-01-12,26.03125
2023-01-13,27.625
2023-01-14,37.1875
2023-01-15,36.65625
2023-01-16,32.40625
2023-01-17,26.5625
2023-01-18,27.09375
2023-01-19,27.09375
2023-01-20,27.625
2023-01-21,33.46875
2023-01-22,36.65625
2023-01-23,28.15625
2023-01-24,27.625
2023-01-25,27.09375
2023-01-26,27.09375
2023-01-27,26.03125
2023-01-28,29.75
2023-01-29,35.0625
2023-01-30,28.6875
2023-01-31,28.15625
2023-02-01,29.75
2023-02-02,27.09375
2023-02-03,28.6875
2023-02-04,32.9375
2023-02-05,36.125
2023-02-06,27.09375
2023-02-07,26.5625
2023-02-08,26.03125
2023-02-09,26.03125
2023-02-10,26.5625
2023-02-11,32.40625
2023-02-12,52.59375
2023-02-13,27.625
2023-02-14,24.4375
2023-02-15,26.03125
2023-02-16,25.5
2023-02-17,28.15625
2023-02-18,32.40625
2023-02-19,34.0
2023-02-20,27.625
2023-02-21,26.03125
2023-02-22,26.03125
2023-02-23,28.15625
2023-02-24,27.09375
2023-02-25,30.28125
2023-02-26,34.0
2023-02-27,24.96875
2023-02-28,24.4375
2023-03-01,27.09375
2023-03-02,26.5625
2023-03-03,27.625
2023-03-04,33.46875
2023-03-05,34.53125
2023-03-06,25.5
2023-03-07,26.03125
2023-03-08,26.5625
2023-03-09,30.8125
2023-03-10,28.6875
2023-03-11,34.0
2023-03-12,37.1875
2023-03-13,30.28125
2023-03-14,27.625
2023-03-15,26.03125
2023-03-16,31.34375
2023-03-17,31.875
2023-03-18,37.71875
2023-03-19,38.25
2023-03-20,29.21875
2023-03-21,26.5625
2023-03-22,26.03125
2023-03-23,27.09375
2023-03-24,28.15625
2023-03-25,31.875
2023-03-26,36.125
2023-03-27,27.625
2023-03-28,28.6875
2023-03-29,26.5625
2023-03-30,27.09375
2023-03-31,27.625
2023-04-01,32.40625
2023-04-02,33.46875
2023-04-03,26.03125
2023-04-04,24.96875
2023-04-05,26.03125
2023-04-06,26.03125
2023-04-07,29.21875
2023-04-08,31.875
2023-04-09,32.40625
2023-04-10,30.28125
2023-04-11,29.21875
2023-04-12,26.5625
2023-04-13,26.03125
2023-04-14,26.03125
2023-04-15,30.8125
2023-04-16,35.59375
2023-04-17,24.96875
2023-04-18,24.4375
2023-04-19,24.96875
2023-04-20,26.03125
2023-04-21,27.09375
2023-04-22,33.46875
2023-04-23,35.0625
2023-04-24,26.03125
2023-04-25,25.5
2023-04-26,26.57380319148936
2023-04-27,28.450132978723406
2023-04-28,29.523936170212767
2023-04-29,34.356050531914896
2023-04-30,35.42985372340426
2023-05-01,27.647606382978726
2023-05-02,27.11070478723404
2023-05-03,24.96309840425532
2023-05-04,24.42619680851064
2023-05-05,24.96309840425532
2023-05-06,28.721409574468087
2023-05-07,30.869015957446813
2023-05-08,24.96309840425532
2023-05-09,23.88929521276596
2023-05-10,24.96309840425532
2023-05-11,26.57380319148936
2023-05-12,25.765625
2023-05-13,30.59773936170213
2023-05-14,30.060837765957448
2023-05-15,26.03690159574468
2023-05-16,24.96309840425532
2023-05-17,25.5
2023-05-18,25.5
2023-05-19,26.30252659574468
2023-05-20,31.405917553191493
2023-05-21,32.479720744680854
2023-05-22,26.57380319148936
2023-05-23,26.57380319148936
2023-05-24,28.184507978723406
2023-05-25,28.721409574468087
2023-05-26,30.92553191489362
2023-05-27,34.72340425531915
2023-05-28,36.351063829787236
2023-05-29,35.265957446808514
2023-05-30,31.468085106382983
2023-05-31,35.265957446808514
2023-06-01,31.468085106382983
2023-06-02,29.297872340425535
2023-06-03,31.468085106382983
2023-06-04,33.63829787234043
2023-06-05,28.212765957446813
2023-06-06,26.585106382978726
2023-06-07,27.67021276595745
2023-06-08,26.042553191489365
2023-06-09,27.127659574468087
2023-06-10,30.382978723404257
2023-06-11,33.09574468085107
2023-06-12,29.297872340425535
2023-06-13,27.127659574468087
2023-06-14,27.127659574468087
2023-06-15,27.127659574468087
2023-06-16,26.585106382978726
2023-06-17,27.67021276595745
2023-06-18,30.92553191489362
2023-06-19,28.212765957446813
2023-06-20,26.585106382978726
2023-06-21,25.500000000000004
2023-06-22,26.585106382978726
2023-06-23,28.755319148936174
2023-06-24,30.92553191489362
2023-06-25,33.63829787234043
2023-06-26,28.755319148936174
2023-06-27,27.127659574468087
2023-06-28,26.042553191489365
2023-06-29,26.585106382978726
2023-06-30,26.042553191489365
2023-07-01,30.382978723404257
2023-07-02,32.01063829787235
2023-07-03,28.755319148936174
2023-07-04,30.382978723404257
2023-07-05,26.042553191489365
2023-07-06,27.127659574468087
2023-07-07,28.755319148936174
2023-07-08,32.55319148936171
2023-07-09,33.09574468085107
2023-07-10,26.585106382978726
2023-07-11,26.042553191489365
2023-07-12,26.042553191489365
2023-07-13,26.042553191489365
2023-07-14,26.585106382978726
2023-07-15,29.840425531914896
2023-07-16,32.55319148936171
2023-07-17,27.67021276595745
2023-07-18,27.127659574468087
2023-07-19,27.67021276595745
2023-07-20,26.585106382978726
2023-07-21,26.585106382978726
2023-07-22,28.212765957446813
2023-07-23,30.92553191489362
2023-07-24,27.127659574468087
2023-07-25,29.297872340425535
2023-07-26,26.585106382978726
2023-07-27,25.500000000000004
2023-07-28,27.67021276595745
2023-07-29,29.297872340425535
2023-07-30,33.63829787234043
2023-07-31,24.957446808510642
2023-08-01,25.500000000000004
2023-08-02,24.957446808510642
2023-08-03,28.212765957446813
2023-08-04,26.042553191489365
2023-08-05,30.382978723404257
2023-08-06,32.01063829787235
2023-08-07,27.127659574468087
2023-08-08,26.585106382978726
2023-08-09,26.585106382978726
2023-08-10,27.67021276595745
2023-08-11,28.755319148936174
2023-08-12,32.55319148936171
2023-08-13,44.48936170212767
2023-08-14,26.585106382978726
2023-08-15,25.500000000000004
2023-08-16,25.500000000000004
2023-08-17,25.500000000000004
2023-08-18,23.329787234042556
2023-08-19,29.840425531914896
2023-08-20,35.265957446808514
2023-08-21,26.585106382978726
2023-08-22,28.755319148936174
2023-08-23,24.957446808510642
2023-08-24,24.414893617021278
2023-08-25,24.414893617021278
2023-08-26,30.92553191489362
2023-08-27,30.382978723404257
2023-08-28,24.957446808510642
2023-08-29,24.414893617021278
2023-08-30,25.500000000000004
2023-08-31,24.414893617021278
2023-09-01,32.01063829787235
2023-09-02,42.319148936170215
2023-09-03,35.808510638297875
2023-09-04,34.72340425531915
2023-09-05,28.755319148936174
2023-09-06,27.127659574468087
2023-09-07,29.840425531914896
2023-09-08,36.8936170212766
2023-09-09,45.03191489361703
2023-09-10,49.914893617021285
2023-09-11,29.840425531914896
2023-09-12,27.127659574468087
2023-09-13,25.500000000000004
2023-09-14,25.500000000000004
2023-09-15,23.872340425531917
2023-09-16,34.72340425531915
2023-09-17,41.23404255319149
2023-09-18,26.585106382978726
2023-09-19,28.212765957446813
2023-09-20,23.329787234042556
2023-09-21,24.957446808510642
2023-09-22,23.872340425531917
2023-09-23,36.351063829787236
2023-09-24,39.60638297872341
2023-09-25,27.67021276595745
2023-09-26,25.500000000000004
2023-09-27,24.414893617021278
2023-09-28,27.127659574468087
2023-09-29,28.212765957446813
2023-09-30,33.09574468085107
2023-10-01,36.8936170212766
2023-10-02,26.042553191489365
2023-10-03,26.042553191489365
2023-10-04,25.500000000000004
2023-10-05,24.957446808510642
2023-10-06,27.67021276595745
2023-10-07,36.8936170212766
2023-10-08,37.43617021276596
2023-10-09,28.212765957446813
2023-10-10,24.957446808510642
2023-10-11,25.500000000000004
2023-10-12,26.585106382978726
2023-10-13,27.127659574468087
2023-10-14,34.18085106382979
2023-10-15,36.351063829787236
2023-10-16,27.127659574468087
2023-10-17,25.500000000000004
2023-10-18,23.329787234042556
2023-10-19,24.957446808510642
2023-10-20,26.042553191489365
2023-10-21,29.840425531914896
2023-10-22,33.63829787234043
2023-10-23,24.957446808510642
2023-10-24,24.414893617021278
2023-10-25,23.872340425531917
2023-10-26,24.414893617021278
2023-10-27,25.500000000000004
2023-10-28,30.92553191489362
2023-10-29,33.09574468085107
2023-10-30,24.414893617021278
2023-10-31,24.414893617021278
2023-11-01,26.585106382978726
2023-11-02,25.500000000000004
2023-11-03,26.585106382978726
2023-11-04,36.351063829787236
2023-11-05,37.97872340425533
2023-11-06,25.500000000000004
2023-11-07,26.585106382978726
2023-11-08,24.414893617021278
2023-11-09,28.212765957446813
2023-11-10,26.585106382978726
2023-11-11,30.92553191489362
2023-11-12,35.808510638297875
2023-11-13,24.957446808510642
2023-11-14,23.329787234042556
2023-11-15,23.872340425531917
2023-11-16,23.872340425531917
2023-11-17,24.957446808510642
2023-11-18,30.382978723404257
2023-11-19,32.55319148936171
2023-11-20,29.297872340425535
2023-11-21,45.57446808510639
2023-11-22,49.372340425531924
2023-11-23,54.255319148936174
2023-11-24,53.17021276595745
2023-11-25,53.17021276595745
2023-11-26,49.914893617021285
2023-11-27,40.14893617021277
2023-11-28,42.319148936170215
2023-11-29,34.18085106382979
2023-11-30,28.212765957446813
2023-12-01,32.55319148936171
2023-12-02,33.09574468085107
2023-12-03,33.63829787234043
2023-12-04,24.957446808510642
2023-12-05,23.329787234042556
2023-12-06,26.042553191489365
2023-12-07,24.957446808510642
2023-12-08,25.500000000000004
2023-12-09,28.755319148936174
2023-12-10,32.55319148936171
2023-12-11,23.329787234042556
2023-12-12,22.787234042553195
2023-12-13,23.329787234042556
2023-12-14,23.329787234042556
2023-12-15,23.329787234042556
2023-12-16,26.585106382978726
2023-12-17,30.382978723404257
2023-12-18,24.957446808510642
2023-12-19,24.414893617021278
2023-12-20,24.957446808510642
2023-12-21,26.042553191489365
2023-12-22,26.084940159574472
2023-12-23,28.306017287234045
2023-12-24,30.7983710106383
2023-12-25,33.019448138297875
2023-12-26,30.243101728723406
2023-12-27,28.022024601063833
2023-12-28,30.527094414893618
2023-12-29,32.464178856382986
2023-12-30,33.019448138297875
2023-12-31,35.511801861702125
2024-01-01,40.23794880319149
2024-01-02,31.353640292553195
2024-01-03,28.306017287234045
2024-01-04,27.750748005319153
2024-01-05,28.306017287234045
2024-01-06,36.351063829787236
2024-01-07,35.79579454787235
2024-01-08,28.306017287234045
2024-01-09,29.132563164893618
2024-01-10,26.084940159574472
2024-01-11,24.419132313829788
2024-01-12,26.356216755319153
2024-01-13,36.906333111702125
2024-01-14,36.906333111702125
2024-01-15,31.353640292553195
2024-01-16,29.687832446808514
2024-01-17,26.64020944148936
2024-01-18,24.974401595744684
2024-01-19,26.64020944148936
2024-01-20,35.240525265957444
2024-01-21,34.079122340425535
2024-01-22,25.55934175531915
2024-01-23,25.55934175531915
2024-01-24,25.55934175531915
2024-01-25,25.55934175531915
2024-01-26,26.127327127659576
2024-01-27,35.21509308510638
2024-01-28,38.62300531914894
2024-01-29,26.6953125
2024-01-30,25.55934175531915
2024-01-31,24.991356382978726
2024-02-01,26.6953125
2024-02-02,27.263297872340427
2024-02-03,31.807180851063833
2024-02-04,36.351063829787236
2024-02-05,26.127327127659576
2024-02-06,23.855385638297875
2024-02-07,24.4233710106383
2024-02-08,24.991356382978726
2024-02-09,25.55934175531915
2024-02-10,32.37516622340426
2024-02-11,40.326961436170215
2024-02-12,25.55934175531915
2024-02-13,25.55934175531915
2024-02-14,23.287400265957448
2024-02-15,24.4233710106383
2024-02-16,27.263297872340427
2024-02-17,31.239195478723406
2024-02-18,32.37516622340426
2024-02-19,28.399268617021278
2024-02-20,24.4233710106383
2024-02-21,24.4233710106383
2024-02-22,23.855385638297875
2024-02-23,21.58344414893617
2024-02-24,28.399268617021278
2024-02-25,31.239195478723406
2024-02-26,23.287400265957448
2024-02-27,24.4233710106383
2024-02-28,26.127327127659576
2024-02-29,24.4233710106383
2024-03-01,25.55934175531915
2024-03-02,30.67121010638298
2024-03-03,31.239195478723406
2024-03-04,25.55934175531915
2024-03-05,24.991356382978726
2024-03-06,24.4233710106383
2024-03-07,23.287400265957448
2024-03-08,23.855385638297875
2024-03-09,30.103224734042556
2024-03-10,37.48703457446809
2024-03-11,26.6953125
2024-03-12,24.991356382978726
2024-03-13,23.287400265957448
2024-03-14,24.4233710106383
2024-03-15,26.6953125
2024-03-16,29.53523936170213
2024-03-17,32.37516622340426
2024-03-18,24.4233710106383
2024-03-19,24.991356382978726
2024-03-20,25.55934175531915
2024-03-21,27.831283244680854
2024-03-22,28.399268617021278
2024-03-23,32.37516622340426
2024-03-24,30.67121010638298
2024-03-25,26.6953125
2024-03-26,29.53523936170213
2024-03-27,25.55934175531915
2024-03-28,27.263297872340427
2024-03-29,28.399268617021278
2024-03-30,29.53523936170213
2024-03-31,29.53523936170213
2024-04-01,25.55934175531915
2024-04-02,24.991356382978726
2024-04-03,22.71941489361702
2024-04-04,21.58344414893617
2024-04-05,23.855385638297875
2024-04-06,27.831283244680854
2024-04-07,28.399268617021278
2024-04-08,19.879488031914896
2024-04-09,22.151429521276597
2024-04-10,22.71941489361702
2024-04-11,21.015458776595747
2024-04-12,21.58344414893617
2024-04-13,26.6953125
2024-04-14,27.263297872340427
2024-04-15,22.71941489361702
2024-04-16,22.71941489361702
2024-04-17,24.4233710106383
2024-04-18,26.127327127659576
2024-04-19,26.127327127659576
2024-04-20,32.94315159574468
2024-04-21,35.21509308510638
2024-04-22,26.127327127659576
2024-04-23,23.855385638297875
2024-04-24,24.4233710106383
2024-04-25,23.855385638297875
2024-04-26,25.55934175531915
2024-04-27,30.67121010638298
2024-04-28,31.807180851063833
2024-04-29,24.4233710106383
2024-04-30,23.855385638297875
2024-05-01,24.991356382978726
2024-05-02,25.55934175531915
2024-05-03,24.4233710106383
2024-05-04,28.399268617021278
2024-05-05,29.53523936170213
2024-05-06,21.58344414893617
2024-05-07,22.71941489361702
2024-05-08,20.44747340425532
2024-05-09,22.151429521276597
2024-05-10,21.58344414893617
2024-05-11,23.855385638297875
2024-05-12,26.127327127659576
2024-05-13,21.58344414893617
2024-05-14,21.015458776595747
2024-05-15,22.71941489361702
2024-05-16,21.58344414893617
2024-05-17,22.151429521276597
2024-05-18,24.4233710106383
2024-05-19,27.263297872340427
2024-05-20,21.58344414893617
2024-05-21,20.44747340425532
2024-05-22,21.58344414893617
2024-05-23,22.151429521276597
2024-05-24,23.287400265957448
2024-05-25,25.55934175531915
2024-05-26,26.6953125
2024-05-27,30.67121010638298
2024-05-28,22.71941489361702
2024-05-29,23.287400265957448
2024-05-30,23.287400265957448
2024-05-31,23.855385638297875
2024-06-01,28.967253989361705
2024-06-02,28.399268617021278
2024-06-03,23.855385638297875
2024-06-04,23.855385638297875
2024-06-05,24.991356382978726
2024-06-06,22.71941489361702
2024-06-07,26.6953125
2024-06-08,28.967253989361705
2024-06-09,30.103224734042556
2024-06-10,24.4233710106383
2024-06-11,22.71941489361702
2024-06-12,21.58344414893617
2024-06-13,23.855385638297875
2024-06-14,24.991356382978726
2024-06-15,26.127327127659576
2024-06-16,27.263297872340427
2024-06-17,24.991356382978726
2024-06-18,23.287400265957448
2024-06-19,23.287400265957448
2024-06-20,22.151429521276597
2024-06-21,24.4233710106383
2024-06-22,26.6953125
2024-06-23,30.103224734042556
2024-06-24,24.991356382978726
2024-06-25,23.855385638297875
2024-06-26,23.855385638297875
2024-06-27,27.831283244680854
2024-06-28,28.399268617021278
2024-06-29,31.807180851063833
2024-06-30,33.51113696808511
2024-07-01,26.6953125
2024-07-02,24.991356382978726
2024-07-03,23.855385638297875
2024-07-04,25.55934175531915
2024-07-05,25.55934175531915
2024-07-06,26.6953125
2024-07-07,27.831283244680854
2024-07-08,23.855385638297875
2024-07-09,56.798537234042556
2024-07-10,23.855385638297875
2024-07-11,22.151429521276597
2024-07-12,22.151429521276597
2024-07-13,23.855385638297875
2024-07-14,26.127327127659576
2024-07-15,22.151429521276597
2024-07-16,21.58344414893617
2024-07-17,21.58344414893617
2024-07-18,22.71941489361702
2024-07-19,22.71941489361702
2024-07-20,25.55934175531915
2024-07-21,27.263297872340427
2024-07-22,22.151429521276597
2024-07-23,21.58344414893617
2024-07-24,21.015458776595747
2024-07-25,23.855385638297875
2024-07-26,27.263297872340427
2024-07-27,27.263297872340427
2024-07-28,28.967253989361705
2024-07-29,23.287400265957448
2024-07-30,22.71941489361702
2024-07-31,22.71941489361702
2024-08-01,26.6953125
2024-08-02,23.855385638297875
2024-08-03,27.263297872340427
2024-08-04,29.53523936170213
2024-08-05,23.855385638297875
2024-08-06,21.58344414893617
2024-08-07,22.151429521276597
2024-08-08,22.151429521276597
2024-08-09,22.71941489361702
2024-08-10,25.55934175531915
2024-08-11,26.6953125
2024-08-12,22.151429521276597
2024-08-13,19.879488031914896
2024-08-14,21.015458776595747
2024-08-15,22.151429521276597
2024-08-16,22.151429521276597
2024-08-17,26.127327127659576
2024-08-18,28.3921652481826
2024-08-19,21.915597675832597
2024-08-20,21.532015758544166
2024-08-21,19.24529926199802
2024-08-22,19.628881179286452
2024-08-23,22.483583048173024
2024-08-24,30.67888174472875
2024-08-25,29.72731445509989
2024-08-26,21.532015758544166
2024-08-27,21.532015758544166
2024-08-28,21.532015758544166
2024-08-29,22.867164965461455
2024-08-30,24.486306858548957
2024-08-31,31.34645634818739
2024-09-01,30.011307141270102
2024-09-02,33.63317284473354
2024-09-03,26.7730233550951
2024-09-04,27.440597958553745
2024-09-05,24.77029954471917
2024-09-06,28.3921652481826
2024-09-07,41.44488962400084
2024-09-08,43.73160612054698
2024-09-09,26.10544875163646
2024-09-10,28.3921652481826
2024-09-11,26.7730233550951
2024-09-12,24.486306858548957
2024-09-13,27.72459064472396
2024-09-14,46.01832261709312
2024-09-15,39.825747730913335
2024-09-16,27.440597958553745
2024-09-17,28.385061879343926
2024-09-18,26.083570375613338
2024-09-19,25.316406541036475
2024-09-20,25.316406541036475
2024-09-21,32.988044886805106
2024-09-22,37.59102789426628
2024-09-23,25.316406541036475
2024-09-24,23.78207887188275
2024-09-25,25.316406541036475
2024-09-26,26.8507342101902
2024-09-27,26.8507342101902
2024-09-28,30.686553383074514
2024-09-29,34.52237255595883
2024-09-30,23.78207887188275
2024-10-01,25.316406541036475
2024-10-02,25.316406541036475
2024-10-03,24.549242706459612
2024-10-04,26.083570375613338
2024-10-05,32.22088105222824
2024-10-06,32.22088105222824
2024-10-07,23.014915037305887
2024-10-08,22.247751202729024
2024-10-09,23.014915037305887
2024-10-10,24.549242706459612
2024-10-11,24.549242706459612
2024-10-12,30.686553383074514
2024-10-13,33.75520872138197
2024-10-14,25.316406541036475
2024-10-15,23.78207887188275
2024-10-16,24.549242706459612
2024-10-17,23.78207887188275
2024-10-18,62.907434435302754
2024-10-19,31.453717217651377
2024-10-20,30.686553383074514
2024-10-21,22.247751202729024
2024-10-22,23.014915037305887
2024-10-23,22.247751202729024
2024-10-24,21.48058736815216
2024-10-25,22.247751202729024
2024-10-26,29.15222571392079
2024-10-27,29.91938954849765
2024-10-28,21.48058736815216
2024-10-29,22.247751202729024
2024-10-30,20.7134235335753
2024-10-31,20.7134235335753
2024-11-01,23.014915037305887
2024-11-02,26.8507342101902
2024-11-03,31.453717217651377
2024-11-04,21.48058736815216
2024-11-05,21.48058736815216
2024-11-06,16.11044052611412
2024-11-07,19.179095864421573
2024-11-08,19.946259698998436
2024-11-09,26.8507342101902
2024-11-10,29.15222571392079
2024-11-11,23.78207887188275
2024-11-12,22.247751202729024
2024-11-13,21.48058736815216
2024-11-14,21.48058736815216
2024-11-15,22.247751202729024
