Time,autozone
2022-01-01,66.0
2022-01-02,63.0
2022-01-03,62.0
2022-01-04,69.0
2022-01-05,57.0
2022-01-06,48.0
2022-01-07,57.0
2022-01-08,71.0
2022-01-09,62.0
2022-01-10,55.0
2022-01-11,53.0
2022-01-12,56.0
2022-01-13,66.0
2022-01-14,50.0
2022-01-15,70.0
2022-01-16,53.0
2022-01-17,48.0
2022-01-18,48.0
2022-01-19,48.0
2022-01-20,50.0
2022-01-21,54.0
2022-01-22,70.0
2022-01-23,67.0
2022-01-24,59.0
2022-01-25,52.0
2022-01-26,49.0
2022-01-27,49.0
2022-01-28,56.0
2022-01-29,72.0
2022-01-30,70.0
2022-01-31,56.0
2022-02-01,63.0
2022-02-02,60.0
2022-02-03,52.0
2022-02-04,58.0
2022-02-05,76.0
2022-02-06,73.0
2022-02-07,66.0
2022-02-08,61.0
2022-02-09,53.0
2022-02-10,49.0
2022-02-11,68.0
2022-02-12,83.0
2022-02-13,65.0
2022-02-14,48.0
2022-02-15,57.0
2022-02-16,63.0
2022-02-17,64.0
2022-02-18,67.0
2022-02-19,88.0
2022-02-20,84.0
2022-02-21,73.0
2022-02-22,64.0
2022-02-23,64.0
2022-02-24,62.0
2022-02-25,63.0
2022-02-26,84.0
2022-02-27,81.0
2022-02-28,71.0
2022-03-01,72.0
2022-03-02,70.0
2022-03-03,74.0
2022-03-04,78.0
2022-03-05,99.0
2022-03-06,86.0
2022-03-07,68.0
2022-03-08,66.0
2022-03-09,67.0
2022-03-10,69.0
2022-03-11,69.0
2022-03-12,76.0
2022-03-13,83.0
2022-03-14,74.0
2022-03-15,75.0
2022-03-16,75.0
2022-03-17,71.0
2022-03-18,80.0
2022-03-19,89.0
2022-03-20,87.0
2022-03-21,71.0
2022-03-22,71.0
2022-03-23,67.0
2022-03-24,68.0
2022-03-25,67.0
2022-03-26,87.0
2022-03-27,80.0
2022-03-28,57.0
2022-03-29,61.0
2022-03-30,65.0
2022-03-31,61.0
2022-04-01,69.0
2022-04-02,88.0
2022-04-03,88.0
2022-04-04,62.0
2022-04-05,59.0
2022-04-06,61.0
2022-04-07,61.0
2022-04-08,67.0
2022-04-09,87.0
2022-04-10,83.0
2022-04-11,61.0
2022-04-12,60.0
2022-04-13,62.0
2022-04-14,67.0
2022-04-15,72.0
2022-04-16,82.0
2022-04-17,80.0
2022-04-18,62.0
2022-04-19,60.0
2022-04-20,59.0
2022-04-21,63.0
2022-04-22,68.0
2022-04-23,90.0
2022-04-24,86.0
2022-04-25,65.0
2022-04-26,60.0
2022-04-27,59.0
2022-04-28,62.0
2022-04-29,69.0
2022-04-30,86.0
2022-05-01,78.0
2022-05-02,63.0
2022-05-03,58.0
2022-05-04,60.0
2022-05-05,63.0
2022-05-06,59.0
2022-05-07,81.0
2022-05-08,72.0
2022-05-09,64.0
2022-05-10,66.0
2022-05-11,65.0
2022-05-12,70.0
2022-05-13,74.0
2022-05-14,88.0
2022-05-15,84.0
2022-05-16,68.0
2022-05-17,68.0
2022-05-18,66.0
2022-05-19,66.0
2022-05-20,71.0
2022-05-21,90.0
2022-05-22,83.0
2022-05-23,65.0
2022-05-24,64.0
2022-05-25,62.0
2022-05-26,68.0
2022-05-27,72.0
2022-05-28,89.0
2022-05-29,90.0
2022-05-30,89.0
2022-05-31,68.0
2022-06-01,70.0
2022-06-02,67.0
2022-06-03,73.0
2022-06-04,89.0
2022-06-05,89.0
2022-06-06,67.0
2022-06-07,67.0
2022-06-08,67.0
2022-06-09,68.0
2022-06-10,74.0
2022-06-11,86.0
2022-06-12,83.0
2022-06-13,72.0
2022-06-14,68.0
2022-06-15,66.0
2022-06-16,72.0
2022-06-17,72.0
2022-06-18,95.0
2022-06-19,80.0
2022-06-20,73.0
2022-06-21,70.0
2022-06-22,68.0
2022-06-23,72.0
2022-06-24,77.0
2022-06-25,91.0
2022-06-26,86.0
2022-06-27,72.0
2022-06-28,68.0
2022-06-29,70.0
2022-06-30,75.0
2022-07-01,78.0
2022-07-02,100.0
2022-07-03,90.0
2022-07-04,89.0
2022-07-05,68.0
2022-07-06,68.0
2022-07-07,70.0
2022-07-08,77.0
2022-07-09,92.0
2022-07-10,85.0
2022-07-11,76.0
2022-07-12,69.0
2022-07-13,70.0
2022-07-14,72.0
2022-07-15,77.0
2022-07-16,89.0
2022-07-17,83.0
2022-07-18,71.0
2022-07-19,69.0
2022-07-20,69.0
2022-07-21,74.0
2022-07-22,79.0
2022-07-23,87.0
2022-07-24,86.0
2022-07-25,70.0
2022-07-26,70.0
2022-07-27,68.0
2022-07-28,72.0
2022-07-29,77.0
2022-07-30,93.0
2022-07-31,86.0
2022-08-01,71.0
2022-08-02,69.0
2022-08-03,70.0
2022-08-04,70.0
2022-08-05,74.0
2022-08-06,87.0
2022-08-07,86.0
2022-08-08,73.0
2022-08-09,65.0
2022-08-10,68.0
2022-08-11,67.0
2022-08-12,77.0
2022-08-13,93.0
2022-08-14,86.0
2022-08-15,72.0
2022-08-16,69.0
2022-08-17,68.0
2022-08-18,69.0
2022-08-19,75.0
2022-08-20,86.0
2022-08-21,82.0
2022-08-22,66.0
2022-08-23,69.0
2022-08-24,66.0
2022-08-25,67.0
2022-08-26,71.0
2022-08-27,88.0
2022-08-28,84.0
2022-08-29,63.882401932206214
2022-08-30,62.94565670025818
2022-08-31,66.1926376280503
2022-09-01,67.12938285999834
2022-09-02,75.0600899475306
2022-09-03,85.80103273090697
2022-09-04,82.05405180311485
2022-09-05,78.80707087532272
2022-09-06,62.94565670025818
2022-09-07,61.07216623636212
2022-09-08,65.25589239610227
2022-09-09,67.62938285999834
2022-09-10,80.6805613392188
2022-09-11,71.81310901973849
2022-09-12,62.00891146831015
2022-09-13,58.76193054051804
2022-09-14,64.31914716415424
2022-09-15,67.62938285999834
2022-09-16,69.93961855584243
2022-09-17,87.17452319480304
2022-09-18,79.24381610727076
2022-09-19,66.6926376280503
2022-09-20,64.31914716415424
2022-09-21,62.00891146831015
2022-09-22,61.07216623636212
2022-09-23,69.00287332389439
2022-09-24,86.737777962855
2022-09-25,75.99683517947864
2022-09-26,62.94565670025818
2022-09-27,61.07216623636212
2022-09-28,59.39735154493213
2022-09-29,61.144332472724244
2022-09-30,69.0057466477888
2022-10-01,79.48763221454152
2022-10-02,74.24668943116515
2022-10-03,62.017822936620306
2022-10-04,61.144332472724244
2022-10-05,64.63829432830849
2022-10-06,64.63829432830849
2022-10-07,69.0057466477888
2022-10-08,86.47555592571001
2022-10-09,77.7406512867494
2022-10-10,69.87923711168486
2022-10-11,60.27084200882818
2022-10-12,60.27084200882818
2022-10-13,63.76480386441243
2022-10-14,69.0057466477888
2022-10-15,80.36112267843758
2022-10-16,72.49970850337303
2022-10-17,60.27084200882818
2022-10-18,61.144332472724244
2022-10-19,60.27084200882818
2022-10-20,62.89131340051637
2022-10-21,73.37319896726909
2022-10-22,82.1081036062297
2022-10-23,75.12017989506121
2022-10-24,59.39735154493213
2022-10-25,58.52386108103607
2022-10-26,58.52386108103607
2022-10-27,62.89131340051637
2022-10-28,64.63829432830849
2022-10-29,79.48763221454152
2022-10-30,69.0057466477888
2022-10-31,54.15640876155576
2022-11-01,59.39735154493213
2022-11-02,55.90338968934788
2022-11-03,62.017822936620306
2022-11-04,62.017822936620306
2022-11-05,75.99367035895727
2022-11-06,69.0057466477888
2022-11-07,55.02989922545182
2022-11-08,50.66244690597152
2022-11-09,49.78895644207546
2022-11-10,55.90338968934788
2022-11-11,56.776880153243944
2022-11-12,69.0057466477888
2022-11-13,62.89131340051637
2022-11-14,58.52386108103607
2022-11-15,53.2829182976597
2022-11-16,51.53593736986758
2022-11-17,55.90338968934788
2022-11-18,59.39735154493213
2022-11-19,72.49970850337303
2022-11-20,63.76480386441243
2022-11-21,57.650370617140005
2022-11-22,60.27084200882818
2022-11-23,63.76480386441243
2022-11-24,62.89131340051637
2022-11-25,68.13225618389274
2022-11-26,67.25876571999667
2022-11-27,62.017822936620306
2022-11-28,49.78895644207546
2022-11-29,50.66244690597152
2022-11-30,45.42150412259515
2022-12-01,48.04197551428334
2022-12-02,52.40942783376364
2022-12-03,65.51178479220455
2022-12-04,57.650370617140005
2022-12-05,48.9154659781794
2022-12-06,46.294994586491214
2022-12-07,46.294994586491214
2022-12-08,47.168485050387275
2022-12-09,52.40942783376364
2022-12-10,64.63829432830849
2022-12-11,59.39735154493213
2022-12-12,49.78895644207546
2022-12-13,46.294994586491214
2022-12-14,46.294994586491214
2022-12-15,49.78895644207546
2022-12-16,55.90338968934788
2022-12-17,69.0057466477888
2022-12-18,61.144332472724244
2022-12-19,55.90338968934788
2022-12-20,58.52386108103607
2022-12-21,61.144332472724244
2022-12-22,62.89131340051637
2022-12-23,68.13225618389274
2022-12-24,75.12017989506121
2022-12-25,50.66244690597152
2022-12-26,83.85508453402183
2022-12-27,70.75272757558092
2022-12-28,71.62621803947698
2022-12-29,76.86716082285334
2022-12-30,68.13225618389274
2022-12-31,70.75272757558092
2023-01-01,69.87923711168486
2023-01-02,70.75272757558092
2023-01-03,54.15640876155576
2023-01-04,57.650370617140005
2023-01-05,57.650370617140005
2023-01-06,58.52386108103607
2023-01-07,74.24668943116515
2023-01-08,66.38527525610061
2023-01-09,50.66244690597152
2023-01-10,51.53593736986758
2023-01-11,54.15640876155576
2023-01-12,50.66244690597152
2023-01-13,53.2829182976597
2023-01-14,68.13225618389274
2023-01-15,63.76480386441243
2023-01-16,59.39735154493213
2023-01-17,52.40942783376364
2023-01-18,51.53593736986758
2023-01-19,53.2829182976597
2023-01-20,52.40942783376364
2023-01-21,67.25876571999667
2023-01-22,59.39735154493213
2023-01-23,46.294994586491214
2023-01-24,48.04197551428334
2023-01-25,45.42150412259515
2023-01-26,49.78895644207546
2023-01-27,54.15640876155576
2023-01-28,69.0057466477888
2023-01-29,59.39735154493213
2023-01-30,45.42150412259515
2023-01-31,50.66244690597152
2023-02-01,46.294994586491214
2023-02-02,48.9154659781794
2023-02-03,55.90338968934788
2023-02-04,71.62621803947698
2023-02-05,68.13225618389274
2023-02-06,51.53593736986758
2023-02-07,52.40942783376364
2023-02-08,47.168485050387275
2023-02-09,47.168485050387275
2023-02-10,55.02989922545182
2023-02-11,74.24668943116515
2023-02-12,60.27084200882818
2023-02-13,47.168485050387275
2023-02-14,45.42150412259515
2023-02-15,48.9154659781794
2023-02-16,50.66244690597152
2023-02-17,58.52386108103607
2023-02-18,75.99367035895727
2023-02-19,70.75272757558092
2023-02-20,60.27084200882818
2023-02-21,55.90338968934788
2023-02-22,48.9154659781794
2023-02-23,57.650370617140005
2023-02-24,60.27084200882818
2023-02-25,75.99367035895727
2023-02-26,71.62621803947698
2023-02-27,55.02989922545182
2023-02-28,55.90338968934788
2023-03-01,56.776880153243944
2023-03-02,57.650370617140005
2023-03-03,58.52386108103607
2023-03-04,77.7406512867494
2023-03-05,75.99367035895727
2023-03-06,56.776880153243944
2023-03-07,57.650370617140005
2023-03-08,57.650370617140005
2023-03-09,57.650370617140005
2023-03-10,60.27084200882818
2023-03-11,73.37319896726909
2023-03-12,64.63829432830849
2023-03-13,53.2829182976597
2023-03-14,51.53593736986758
2023-03-15,56.776880153243944
2023-03-16,62.017822936620306
2023-03-17,58.52386108103607
2023-03-18,72.49970850337303
2023-03-19,65.51178479220455
2023-03-20,55.90338968934788
2023-03-21,56.776880153243944
2023-03-22,55.90338968934788
2023-03-23,56.776880153243944
2023-03-24,60.27084200882818
2023-03-25,73.37319896726909
2023-03-26,75.99367035895727
2023-03-27,57.650370617140005
2023-03-28,55.90338968934788
2023-03-29,52.40942783376364
2023-03-30,55.02989922545182
2023-03-31,58.52386108103607
2023-04-01,75.12017989506121
2023-04-02,75.12017989506121
2023-04-03,57.650370617140005
2023-04-04,55.02989922545182
2023-04-05,55.02989922545182
2023-04-06,57.650370617140005
2023-04-07,67.25876571999667
2023-04-08,75.99367035895727
2023-04-09,71.62621803947698
2023-04-10,61.144332472724244
2023-04-11,61.144332472724244
2023-04-12,61.144332472724244
2023-04-13,62.89131340051637
2023-04-14,63.76480386441243
2023-04-15,76.86716082285334
2023-04-16,72.49970850337303
2023-04-17,56.776880153243944
2023-04-18,52.40942783376364
2023-04-19,54.15640876155576
2023-04-20,54.15640876155576
2023-04-21,63.76480386441243
2023-04-22,77.7406512867494
2023-04-23,69.0057466477888
2023-04-24,57.650370617140005
2023-04-25,56.776880153243944
2023-04-26,52.40942783376364
2023-04-27,55.02989922545182
2023-04-28,58.52386108103607
2023-04-29,75.12017989506121
2023-04-30,63.76480386441243
2023-05-01,52.40942783376364
2023-05-02,52.40942783376364
2023-05-03,53.71966352960773
2023-05-04,59.39735154493213
2023-05-05,60.27084200882818
2023-05-06,78.61414175064546
2023-05-07,69.87923711168486
2023-05-08,62.017822936620306
2023-05-09,55.02989922545182
2023-05-10,57.650370617140005
2023-05-11,59.39735154493213
2023-05-12,63.76480386441243
2023-05-13,73.80994419921711
2023-05-14,68.13225618389274
2023-05-15,59.39735154493213
2023-05-16,62.017822936620306
2023-05-17,58.52386108103607
2023-05-18,59.39735154493213
2023-05-19,69.0057466477888
2023-05-20,83.4183393020738
2023-05-21,77.7406512867494
2023-05-22,59.39735154493213
2023-05-23,57.650370617140005
2023-05-24,60.27084200882818
2023-05-25,63.76480386441243
2023-05-26,69.0057466477888
2023-05-27,84.72857499791789
2023-05-28,78.61414175064546
2023-05-29,80.36112267843758
2023-05-30,60.27084200882818
2023-05-31,64.63829432830849
2023-06-01,65.51178479220455
2023-06-02,68.13225618389274
2023-06-03,82.98159407012577
2023-06-04,75.12017989506121
2023-06-05,64.63829432830849
2023-06-06,62.017822936620306
2023-06-07,60.27084200882818
2023-06-08,61.144332472724244
2023-06-09,68.13225618389274
2023-06-10,84.72857499791789
2023-06-11,75.99367035895727
2023-06-12,61.144332472724244
2023-06-13,59.39735154493213
2023-06-14,61.144332472724244
2023-06-15,62.89131340051637
2023-06-16,69.0057466477888
2023-06-17,82.1081036062297
