Time,christian_wood
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,1.0
2022-04-10,1.0
2022-04-11,0.0
2022-04-12,1.0
2022-04-13,1.0
2022-04-14,0.0
2022-04-15,1.0
2022-04-16,0.0
2022-04-17,1.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,1.0
2022-04-22,0.0
2022-04-23,1.0
2022-04-24,0.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,1.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,1.0
2022-05-05,0.0
2022-05-06,1.0
2022-05-07,0.0
2022-05-08,1.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,1.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,1.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,1.0
2022-06-04,0.0
2022-06-05,1.0
2022-06-06,0.0
2022-06-07,1.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,0.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,0.0
2022-06-16,100.0
2022-06-17,14.0
2022-06-18,6.0
2022-06-19,4.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,4.0
2022-06-24,8.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,1.0
2022-06-30,2.0
2022-07-01,2.0
2022-07-02,1.0
2022-07-03,2.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,0.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,1.0
2022-07-31,0.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,1.0
2022-08-09,0.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,0.0
2022-08-14,1.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,0.0
2022-08-23,1.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,1.0
2022-08-29,0.30000000000000004
2022-08-30,0.30000000000000004
2022-08-31,0.30000000000000004
2022-09-01,0.30000000000000004
2022-09-02,0.9
2022-09-03,0.9
2022-09-04,0.9
2022-09-05,0.0
2022-09-06,1.1
2022-09-07,0.30000000000000004
2022-09-08,0.30000000000000004
2022-09-09,1.1
2022-09-10,1.0
2022-09-11,0.0
2022-09-12,0.0
2022-09-13,0.30000000000000004
2022-09-14,1.0
2022-09-15,0.30000000000000004
2022-09-16,0.0
2022-09-17,0.30000000000000004
2022-09-18,0.0
2022-09-19,0.0
2022-09-20,0.30000000000000004
2022-09-21,0.9
2022-09-22,0.0
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.30000000000000004
2022-09-26,1.2000000000000002
2022-09-27,1.3
2022-09-28,1.0
2022-09-29,1.0
2022-09-30,1.0
2022-10-01,1.2000000000000002
2022-10-02,0.8
2022-10-03,1.0
2022-10-04,1.0
2022-10-05,1.0
2022-10-06,2.0
2022-10-07,0.8
2022-10-08,2.2
2022-10-09,1.0
2022-10-10,0.8
2022-10-11,0.8
2022-10-12,1.4000000000000001
2022-10-13,1.0
2022-10-14,1.2000000000000002
2022-10-15,1.6
2022-10-16,1.0
2022-10-17,1.6
2022-10-18,1.6
2022-10-19,1.8
2022-10-20,16.6
2022-10-21,3.4000000000000004
2022-10-22,3.6
2022-10-23,14.8
2022-10-24,3.8000000000000003
2022-10-25,16.2
2022-10-26,10.4
2022-10-27,10.4
2022-10-28,8.200000000000001
2022-10-29,5.0
2022-10-30,3.8000000000000003
2022-10-31,2.0
2022-11-01,1.0
2022-11-02,2.2
2022-11-03,3.8000000000000003
2022-11-04,1.4000000000000001
2022-11-05,2.6
2022-11-06,1.2000000000000002
2022-11-07,1.6
2022-11-08,2.4000000000000004
2022-11-09,1.8
2022-11-10,2.2
2022-11-11,2.2
2022-11-12,2.2
2022-11-13,4.0
2022-11-14,0.8
2022-11-15,4.2
2022-11-16,4.2
2022-11-17,3.2
2022-11-18,1.4000000000000001
2022-11-19,4.6000000000000005
2022-11-20,2.6
2022-11-21,3.2
2022-11-22,1.2000000000000002
2022-11-23,2.4000000000000004
2022-11-24,5.0
2022-11-25,1.2000000000000002
2022-11-26,4.2
2022-11-27,2.4000000000000004
2022-11-28,2.6
2022-11-29,6.0
2022-11-30,5.0
2022-12-01,2.8000000000000003
2022-12-02,4.4
2022-12-03,2.6
2022-12-04,1.0
2022-12-05,1.2000000000000002
2022-12-06,4.2
2022-12-07,6.800000000000001
2022-12-08,1.0
2022-12-09,1.4000000000000001
2022-12-10,4.6000000000000005
2022-12-11,2.2
2022-12-12,1.2000000000000002
2022-12-13,1.8
2022-12-14,2.0
2022-12-15,2.8000000000000003
2022-12-16,1.4000000000000001
2022-12-17,7.4
2022-12-18,3.6
2022-12-19,1.0
2022-12-20,1.6
2022-12-21,1.4000000000000001
2022-12-22,1.2000000000000002
2022-12-23,2.2
2022-12-24,3.4000000000000004
2022-12-25,15.200000000000001
2022-12-26,4.6000000000000005
2022-12-27,3.0
2022-12-28,6.2
2022-12-29,5.0
2022-12-30,11.0
2022-12-31,13.200000000000001
2023-01-01,10.600000000000001
2023-01-02,10.200000000000001
2023-01-03,6.2
2023-01-04,3.2
2023-01-05,20.0
2023-01-06,7.6000000000000005
2023-01-07,6.2
2023-01-08,9.4
2023-01-09,3.2
2023-01-10,3.2
2023-01-11,6.0
2023-01-12,5.800000000000001
2023-01-13,13.8
2023-01-14,2.2
2023-01-15,2.8000000000000003
2023-01-16,4.800000000000001
2023-01-17,1.0
2023-01-18,8.0
2023-01-19,6.4
2023-01-20,3.0
2023-01-21,2.4000000000000004
2023-01-22,2.6
2023-01-23,1.0
2023-01-24,1.4000000000000001
2023-01-25,2.0
2023-01-26,2.0
2023-01-27,2.0
2023-01-28,1.2000000000000002
2023-01-29,1.4000000000000001
2023-01-30,1.2000000000000002
2023-01-31,2.0
2023-02-01,1.0
2023-02-02,1.8
2023-02-03,2.2
2023-02-04,1.8
2023-02-05,6.4
2023-02-06,9.600000000000001
2023-02-07,10.0
2023-02-08,2.8000000000000003
2023-02-09,8.0
2023-02-10,2.4000000000000004
2023-02-11,5.4
2023-02-12,4.2
2023-02-13,1.4000000000000001
2023-02-14,4.4
2023-02-15,1.8
2023-02-16,2.2
2023-02-17,1.0
2023-02-18,1.0
2023-02-19,0.8
2023-02-20,0.8
2023-02-21,0.6000000000000001
2023-02-22,0.0
2023-02-23,1.4000000000000001
2023-02-24,2.8000000000000003
2023-02-25,1.4000000000000001
2023-02-26,3.0
2023-02-27,2.0
2023-02-28,1.2000000000000002
2023-03-01,2.4000000000000004
2023-03-02,6.800000000000001
2023-03-03,7.4
2023-03-04,1.0
2023-03-05,4.2
2023-03-06,1.6
2023-03-07,0.8
2023-03-08,3.2
2023-03-09,2.2
2023-03-10,0.6000000000000001
2023-03-11,0.6000000000000001
2023-03-12,2.8000000000000003
2023-03-13,1.2000000000000002
2023-03-14,1.2000000000000002
2023-03-15,0.8
2023-03-16,3.6
2023-03-17,1.0
2023-03-18,2.4000000000000004
2023-03-19,0.8
2023-03-20,0.8
2023-03-21,1.4000000000000001
2023-03-22,0.8
2023-03-23,2.0
2023-03-24,0.8
2023-03-25,2.2
2023-03-26,3.6
2023-03-27,4.0
2023-03-28,1.8
2023-03-29,1.2000000000000002
2023-03-30,2.0
2023-03-31,0.8
2023-04-01,4.4
2023-04-02,3.4000000000000004
2023-04-03,2.4000000000000004
2023-04-04,0.6000000000000001
2023-04-05,1.6
2023-04-06,2.4000000000000004
2023-04-07,1.0
2023-04-08,1.4000000000000001
2023-04-09,1.8
2023-04-10,1.0
2023-04-11,1.8
2023-04-12,1.0
2023-04-13,0.6000000000000001
2023-04-14,0.8
2023-04-15,1.2000000000000002
2023-04-16,1.2000000000000002
2023-04-17,0.8
2023-04-18,0.6000000000000001
2023-04-19,0.6000000000000001
2023-04-20,0.8
2023-04-21,0.6000000000000001
2023-04-22,0.0
2023-04-23,1.0
2023-04-24,1.0
2023-04-25,0.0
2023-04-26,0.6428571428571429
2023-04-27,0.0
2023-04-28,0.7428571428571429
2023-04-29,0.0
2023-04-30,0.0
2023-05-01,1.2857142857142858
2023-05-02,0.8428571428571429
2023-05-03,0.7428571428571429
2023-05-04,0.6428571428571429
2023-05-05,0.6428571428571429
2023-05-06,0.6428571428571429
2023-05-07,0.8428571428571429
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.6428571428571429
2023-05-13,0.7428571428571429
2023-05-14,0.6428571428571429
2023-05-15,0.8428571428571429
2023-05-16,0.7428571428571429
2023-05-17,0.6428571428571429
2023-05-18,0.0
2023-05-19,0.6428571428571429
2023-05-20,0.7428571428571429
2023-05-21,0.0
2023-05-22,0.8428571428571429
2023-05-23,0.8428571428571429
2023-05-24,0.6428571428571429
2023-05-25,0.0
2023-05-26,0.0
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.6857142857142857
2023-05-31,0.0
2023-06-01,0.6857142857142857
2023-06-02,0.6857142857142857
2023-06-03,0.6857142857142857
2023-06-04,1.3714285714285714
2023-06-05,0.6857142857142857
2023-06-06,0.0
2023-06-07,0.6857142857142857
2023-06-08,0.6857142857142857
2023-06-09,0.6857142857142857
2023-06-10,0.0
2023-06-11,0.6857142857142857
2023-06-12,0.6857142857142857
2023-06-13,0.6857142857142857
2023-06-14,0.6857142857142857
2023-06-15,0.6857142857142857
2023-06-16,1.3714285714285714
2023-06-17,1.3714285714285714
2023-06-18,1.3714285714285714
2023-06-19,0.6857142857142857
2023-06-20,0.6857142857142857
2023-06-21,0.6857142857142857
2023-06-22,1.3714285714285714
2023-06-23,1.3714285714285714
2023-06-24,0.6857142857142857
2023-06-25,1.3714285714285714
2023-06-26,0.6857142857142857
2023-06-27,0.6857142857142857
2023-06-28,2.057142857142857
2023-06-29,2.057142857142857
2023-06-30,2.742857142857143
2023-07-01,8.228571428571428
2023-07-02,9.6
2023-07-03,10.285714285714286
2023-07-04,6.171428571428572
2023-07-05,9.6
2023-07-06,12.342857142857143
2023-07-07,7.542857142857143
2023-07-08,8.228571428571428
2023-07-09,8.914285714285715
2023-07-10,13.028571428571428
2023-07-11,9.6
2023-07-12,7.542857142857143
2023-07-13,5.485714285714286
2023-07-14,4.8
2023-07-15,4.8
2023-07-16,5.485714285714286
2023-07-17,4.114285714285714
2023-07-18,2.742857142857143
2023-07-19,6.857142857142858
2023-07-20,6.857142857142858
2023-07-21,4.114285714285714
2023-07-22,5.485714285714286
2023-07-23,4.8
2023-07-24,4.114285714285714
2023-07-25,2.742857142857143
2023-07-26,4.114285714285714
2023-07-27,2.742857142857143
2023-07-28,2.742857142857143
2023-07-29,2.057142857142857
2023-07-30,2.057142857142857
2023-07-31,2.057142857142857
2023-08-01,2.057142857142857
2023-08-02,2.057142857142857
2023-08-03,1.3714285714285714
2023-08-04,2.742857142857143
2023-08-05,2.057142857142857
2023-08-06,2.057142857142857
2023-08-07,2.742857142857143
2023-08-08,2.057142857142857
2023-08-09,2.057142857142857
2023-08-10,2.742857142857143
2023-08-11,3.428571428571429
2023-08-12,2.057142857142857
2023-08-13,2.057142857142857
2023-08-14,1.3714285714285714
2023-08-15,1.3714285714285714
2023-08-16,1.3714285714285714
2023-08-17,1.3714285714285714
2023-08-18,1.3714285714285714
2023-08-19,1.3714285714285714
2023-08-20,0.6857142857142857
2023-08-21,1.3714285714285714
2023-08-22,1.3714285714285714
2023-08-23,1.3714285714285714
2023-08-24,0.6857142857142857
2023-08-25,1.3714285714285714
2023-08-26,0.6857142857142857
2023-08-27,2.057142857142857
2023-08-28,0.6857142857142857
2023-08-29,1.3714285714285714
2023-08-30,1.3714285714285714
2023-08-31,1.3714285714285714
2023-09-01,1.3714285714285714
2023-09-02,1.3714285714285714
2023-09-03,1.3714285714285714
2023-09-04,1.3714285714285714
2023-09-05,1.3714285714285714
2023-09-06,68.57142857142857
2023-09-07,17.82857142857143
2023-09-08,6.857142857142858
2023-09-09,3.428571428571429
2023-09-10,2.057142857142857
2023-09-11,1.3714285714285714
2023-09-12,1.3714285714285714
2023-09-13,1.3714285714285714
2023-09-14,1.3714285714285714
2023-09-15,2.057142857142857
2023-09-16,1.3714285714285714
2023-09-17,0.6857142857142857
2023-09-18,1.3714285714285714
2023-09-19,0.6857142857142857
2023-09-20,1.3714285714285714
2023-09-21,0.6857142857142857
2023-09-22,1.3714285714285714
2023-09-23,1.3714285714285714
2023-09-24,0.6857142857142857
2023-09-25,0.6857142857142857
2023-09-26,0.6857142857142857
2023-09-27,2.057142857142857
2023-09-28,1.3714285714285714
2023-09-29,1.3714285714285714
2023-09-30,1.3714285714285714
2023-10-01,1.3714285714285714
2023-10-02,1.3714285714285714
2023-10-03,2.057142857142857
2023-10-04,2.057142857142857
2023-10-05,2.057142857142857
2023-10-06,1.3714285714285714
2023-10-07,1.3714285714285714
2023-10-08,4.114285714285714
2023-10-09,1.3714285714285714
2023-10-10,2.742857142857143
2023-10-11,1.3714285714285714
2023-10-12,2.057142857142857
2023-10-13,1.3714285714285714
2023-10-14,2.742857142857143
2023-10-15,1.3714285714285714
2023-10-16,2.742857142857143
2023-10-17,1.3714285714285714
2023-10-18,0.6857142857142857
2023-10-19,0.6857142857142857
2023-10-20,2.057142857142857
2023-10-21,1.3714285714285714
2023-10-22,1.3714285714285714
2023-10-23,1.3714285714285714
2023-10-24,6.171428571428572
2023-10-25,8.914285714285715
2023-10-26,4.114285714285714
2023-10-27,6.171428571428572
2023-10-28,1.3714285714285714
2023-10-29,1.3714285714285714
2023-10-30,4.114285714285714
2023-10-31,5.485714285714286
2023-11-01,1.3714285714285714
2023-11-02,7.542857142857143
2023-11-03,2.057142857142857
2023-11-04,6.171428571428572
2023-11-05,3.428571428571429
2023-11-06,1.3714285714285714
2023-11-07,2.057142857142857
2023-11-08,0.6857142857142857
2023-11-09,5.485714285714286
2023-11-10,1.3714285714285714
2023-11-11,3.428571428571429
2023-11-12,0.6857142857142857
2023-11-13,2.742857142857143
2023-11-14,0.6857142857142857
2023-11-15,2.057142857142857
2023-11-16,1.3714285714285714
2023-11-17,0.6857142857142857
2023-11-18,2.057142857142857
2023-11-19,0.6857142857142857
2023-11-20,2.057142857142857
2023-11-21,0.6857142857142857
2023-11-22,3.428571428571429
2023-11-23,2.057142857142857
2023-11-24,1.3714285714285714
2023-11-25,0.6857142857142857
2023-11-26,3.428571428571429
2023-11-27,1.3714285714285714
2023-11-28,2.057142857142857
2023-11-29,0.6857142857142857
2023-11-30,2.057142857142857
2023-12-01,1.3714285714285714
2023-12-02,0.0
2023-12-03,2.057142857142857
2023-12-04,0.6857142857142857
2023-12-05,0.6857142857142857
2023-12-06,1.3714285714285714
2023-12-07,0.6857142857142857
2023-12-08,2.742857142857143
2023-12-09,0.6857142857142857
2023-12-10,2.742857142857143
2023-12-11,0.6857142857142857
2023-12-12,0.6857142857142857
2023-12-13,2.057142857142857
2023-12-14,1.3714285714285714
2023-12-15,0.6857142857142857
2023-12-16,2.742857142857143
2023-12-17,0.6857142857142857
2023-12-18,0.0
2023-12-19,0.0
2023-12-20,0.6857142857142857
2023-12-21,1.3714285714285714
2023-12-22,1.3353383458646615
2023-12-23,0.7759398496240602
2023-12-24,1.2812030075187968
2023-12-25,0.0
2023-12-26,1.2270676691729323
2023-12-27,0.8030075187969925
2023-12-28,0.7488721804511278
2023-12-29,1.3353383458646615
2023-12-30,0.7488721804511278
2023-12-31,1.4977443609022556
2024-01-01,0.7759398496240602
2024-01-02,2.0842105263157893
2024-01-03,1.2541353383458644
2024-01-04,2.5624060150375936
2024-01-05,1.3624060150375938
2024-01-06,3.2842105263157895
2024-01-07,0.8300751879699247
2024-01-08,2.5894736842105264
2024-01-09,0.7759398496240602
2024-01-10,2.697744360902256
2024-01-11,0.7759398496240602
2024-01-12,2.057142857142857
2024-01-13,0.6947368421052631
2024-01-14,1.4977443609022556
2024-01-15,0.6676691729323307
2024-01-16,1.9759398496240599
2024-01-17,1.3353383458646615
2024-01-18,2.6165413533834583
2024-01-19,0.6947368421052631
2024-01-20,2.1654135338345863
2024-01-21,0.9744360902255638
2024-01-22,2.1112781954887216
2024-01-23,1.1909774436090224
2024-01-24,3.9518796992481198
2024-01-25,0.7037593984962405
2024-01-26,1.8406015037593983
2024-01-27,0.6496240601503759
2024-01-28,1.8406015037593983
2024-01-29,0.4872180451127819
2024-01-30,0.9744360902255638
2024-01-31,3.3563909774436085
2024-02-01,2.0030075187969922
2024-02-02,2.977443609022556
2024-02-03,0.0
2024-02-04,1.732330827067669
2024-02-05,0.6496240601503759
2024-02-06,1.1909774436090224
2024-02-07,0.5954887218045112
2024-02-08,0.7037593984962405
2024-02-09,1.0827067669172932
2024-02-10,2.32781954887218
2024-02-11,1.1909774436090224
2024-02-12,0.0
2024-02-13,0.7578947368421052
2024-02-14,1.1368421052631577
2024-02-15,1.569924812030075
2024-02-16,1.0827067669172932
2024-02-17,0.0
2024-02-18,0.5954887218045112
2024-02-19,0.7037593984962405
2024-02-20,0.5954887218045112
2024-02-21,0.9203007518796992
2024-02-22,1.1368421052631577
2024-02-23,0.9203007518796992
2024-02-24,4.709774436090225
2024-02-25,5.413533834586466
2024-02-26,1.8947368421052628
2024-02-27,1.8406015037593983
2024-02-28,1.1368421052631577
2024-02-29,1.2992481203007518
2024-03-01,1.3533834586466165
2024-03-02,1.3533834586466165
2024-03-03,1.8406015037593983
2024-03-04,0.7037593984962405
2024-03-05,0.8661654135338345
2024-03-06,0.7578947368421052
2024-03-07,0.9203007518796992
2024-03-08,0.7037593984962405
2024-03-09,1.4616541353383457
2024-03-10,0.8661654135338345
2024-03-11,0.9744360902255638
2024-03-12,0.8120300751879698
2024-03-13,0.0
2024-03-14,0.7037593984962405
2024-03-15,0.7578947368421052
2024-03-16,0.8661654135338345
2024-03-17,1.245112781954887
2024-03-18,0.8120300751879698
2024-03-19,1.6781954887218042
2024-03-20,1.245112781954887
2024-03-21,0.8661654135338345
2024-03-22,0.7037593984962405
2024-03-23,1.1368421052631577
2024-03-24,0.7578947368421052
2024-03-25,0.9203007518796992
2024-03-26,0.5413533834586466
2024-03-27,1.2992481203007518
2024-03-28,1.1909774436090224
2024-03-29,0.6496240601503759
2024-03-30,0.8120300751879698
2024-03-31,0.6496240601503759
2024-04-01,0.7037593984962405
2024-04-02,0.5954887218045112
2024-04-03,0.8661654135338345
2024-04-04,0.8120300751879698
2024-04-05,0.8120300751879698
2024-04-06,0.0
2024-04-07,0.8120300751879698
2024-04-08,0.4872180451127819
2024-04-09,0.9744360902255638
2024-04-10,1.4616541353383457
2024-04-11,0.8120300751879698
2024-04-12,0.7578947368421052
2024-04-13,1.1368421052631577
2024-04-14,1.3533834586466165
2024-04-15,1.0827067669172932
2024-04-16,0.8120300751879698
2024-04-17,2.815037593984962
2024-04-18,1.0285714285714285
2024-04-19,1.0827067669172932
2024-04-20,1.6240601503759395
2024-04-21,2.6526315789473682
2024-04-22,2.32781954887218
2024-04-23,3.410526315789473
2024-04-24,1.6240601503759395
2024-04-25,1.0827067669172932
2024-04-26,2.1654135338345863
2024-04-27,2.1112781954887216
2024-04-28,3.5187969924812026
2024-04-29,1.7864661654135336
2024-04-30,2.2736842105263153
2024-05-01,0.8120300751879698
2024-05-02,0.5954887218045112
2024-05-03,3.0315789473684207
2024-05-04,1.8406015037593983
2024-05-05,1.0827067669172932
2024-05-06,1.1909774436090224
2024-05-07,1.8406015037593983
2024-05-08,2.1654135338345863
2024-05-09,1.2992481203007518
2024-05-10,1.407518796992481
2024-05-11,1.1909774436090224
2024-05-12,1.1368421052631577
2024-05-13,0.5413533834586466
2024-05-14,0.5954887218045112
2024-05-15,0.4872180451127819
2024-05-16,0.0
2024-05-17,0.9203007518796992
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.9203007518796992
2024-05-22,0.0
2024-05-23,0.5413533834586466
2024-05-24,0.0
2024-05-25,0.6496240601503759
2024-05-26,0.9203007518796992
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.6496240601503759
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.7578947368421052
2024-06-03,0.5954887218045112
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.6496240601503759
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.6496240601503759
2024-06-10,0.7037593984962405
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.5954887218045112
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.6496240601503759
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.7037593984962405
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.6496240601503759
2024-06-26,0.0
2024-06-27,0.6496240601503759
2024-06-28,0.7578947368421052
2024-06-29,0.0
2024-06-30,0.9744360902255638
2024-07-01,1.2992481203007518
2024-07-02,0.7037593984962405
2024-07-03,0.9203007518796992
2024-07-04,0.9203007518796992
2024-07-05,0.8120300751879698
2024-07-06,1.0285714285714285
2024-07-07,0.9744360902255638
2024-07-08,1.245112781954887
2024-07-09,0.8120300751879698
2024-07-10,0.0
2024-07-11,0.5954887218045112
2024-07-12,1.0285714285714285
2024-07-13,0.0
2024-07-14,0.7578947368421052
2024-07-15,0.6496240601503759
2024-07-16,0.5413533834586466
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.6496240601503759
2024-07-20,0.0
2024-07-21,0.7037593984962405
2024-07-22,0.8120300751879698
2024-07-23,0.7037593984962405
2024-07-24,0.0
2024-07-25,0.5954887218045112
2024-07-26,0.0
2024-07-27,1.0285714285714285
2024-07-28,1.0827067669172932
2024-07-29,0.0
2024-07-30,0.7037593984962405
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.7037593984962405
2024-08-06,0.6496240601503759
2024-08-07,0.0
2024-08-08,0.5413533834586466
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.6496240601503759
2024-08-12,0.5413533834586466
2024-08-13,0.5954887218045112
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.6766917293233081
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.5142857142857142
2024-08-24,0.0
2024-08-25,1.7593984962406013
2024-08-26,0.6496240601503759
2024-08-27,0.8390977443609022
2024-08-28,1.1368421052631579
2024-08-29,0.0
2024-08-30,0.5142857142857142
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.6496240601503759
2024-09-03,0.4872180451127819
2024-09-04,0.6225563909774435
2024-09-05,0.7578947368421052
2024-09-06,0.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,1.245112781954887
2024-09-10,1.0827067669172932
2024-09-11,0.4872180451127819
2024-09-12,0.0
2024-09-13,0.5142857142857142
2024-09-14,0.8390977443609022
2024-09-15,0.0
2024-09-16,0.5954887218045113
2024-09-17,0.6496240601503759
2024-09-18,0.6496240601503759
2024-09-19,0.8120300751879699
2024-09-20,0.0
2024-09-21,0.6496240601503759
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.6496240601503759
2024-09-25,0.8120300751879699
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.6496240601503759
2024-09-30,0.0
2024-10-01,0.6496240601503759
2024-10-02,0.0
2024-10-03,0.6496240601503759
2024-10-04,0.6496240601503759
2024-10-05,0.8120300751879699
2024-10-06,0.6496240601503759
2024-10-07,0.9744360902255638
2024-10-08,0.8120300751879699
2024-10-09,0.0
2024-10-10,0.6496240601503759
2024-10-11,0.4872180451127819
2024-10-12,0.8120300751879699
2024-10-13,0.0
2024-10-14,0.4872180451127819
2024-10-15,0.6496240601503759
2024-10-16,0.8120300751879699
2024-10-17,0.0
2024-10-18,0.6496240601503759
2024-10-19,1.1368421052631579
2024-10-20,0.6496240601503759
2024-10-21,0.8120300751879699
2024-10-22,0.6496240601503759
2024-10-23,3.2481203007518795
2024-10-24,0.8120300751879699
2024-10-25,0.6496240601503759
2024-10-26,1.4616541353383457
2024-10-27,1.1368421052631579
2024-10-28,0.9744360902255638
2024-10-29,0.9744360902255638
2024-10-30,0.6496240601503759
2024-10-31,0.9744360902255638
2024-11-01,0.0
2024-11-02,1.1368421052631579
