Time,gmail_login
2022-01-01,45.0
2022-01-02,53.0
2022-01-03,83.0
2022-01-04,97.0
2022-01-05,88.0
2022-01-06,78.0
2022-01-07,77.0
2022-01-08,57.0
2022-01-09,52.0
2022-01-10,84.0
2022-01-11,92.0
2022-01-12,90.0
2022-01-13,91.0
2022-01-14,73.0
2022-01-15,53.0
2022-01-16,47.0
2022-01-17,62.0
2022-01-18,79.0
2022-01-19,83.0
2022-01-20,83.0
2022-01-21,78.0
2022-01-22,58.0
2022-01-23,54.0
2022-01-24,84.0
2022-01-25,78.0
2022-01-26,74.0
2022-01-27,85.0
2022-01-28,82.0
2022-01-29,59.0
2022-01-30,57.0
2022-01-31,90.0
2022-02-01,93.0
2022-02-02,81.0
2022-02-03,88.0
2022-02-04,85.0
2022-02-05,60.0
2022-02-06,55.0
2022-02-07,90.0
2022-02-08,90.0
2022-02-09,86.0
2022-02-10,77.0
2022-02-11,85.0
2022-02-12,59.0
2022-02-13,49.0
2022-02-14,74.0
2022-02-15,90.0
2022-02-16,81.0
2022-02-17,85.0
2022-02-18,75.0
2022-02-19,57.0
2022-02-20,49.0
2022-02-21,74.0
2022-02-22,86.0
2022-02-23,83.0
2022-02-24,77.0
2022-02-25,75.0
2022-02-26,57.0
2022-02-27,51.0
2022-02-28,85.0
2022-03-01,85.0
2022-03-02,85.0
2022-03-03,79.0
2022-03-04,82.0
2022-03-05,55.0
2022-03-06,50.0
2022-03-07,82.0
2022-03-08,87.0
2022-03-09,85.0
2022-03-10,83.0
2022-03-11,77.0
2022-03-12,57.0
2022-03-13,48.0
2022-03-14,78.0
2022-03-15,82.0
2022-03-16,82.0
2022-03-17,78.0
2022-03-18,73.0
2022-03-19,50.0
2022-03-20,46.0
2022-03-21,82.0
2022-03-22,87.0
2022-03-23,78.0
2022-03-24,84.0
2022-03-25,75.0
2022-03-26,55.0
2022-03-27,51.0
2022-03-28,79.0
2022-03-29,83.0
2022-03-30,82.0
2022-03-31,81.0
2022-04-01,79.0
2022-04-02,51.0
2022-04-03,51.0
2022-04-04,85.0
2022-04-05,85.0
2022-04-06,85.0
2022-04-07,85.0
2022-04-08,79.0
2022-04-09,58.0
2022-04-10,51.0
2022-04-11,90.0
2022-04-12,89.0
2022-04-13,89.0
2022-04-14,85.0
2022-04-15,74.0
2022-04-16,53.0
2022-04-17,44.0
2022-04-18,89.0
2022-04-19,88.0
2022-04-20,81.0
2022-04-21,78.0
2022-04-22,81.0
2022-04-23,54.0
2022-04-24,47.0
2022-04-25,87.0
2022-04-26,78.0
2022-04-27,84.0
2022-04-28,83.0
2022-04-29,83.0
2022-04-30,54.0
2022-05-01,59.0
2022-05-02,89.0
2022-05-03,86.0
2022-05-04,86.0
2022-05-05,83.0
2022-05-06,83.0
2022-05-07,55.0
2022-05-08,48.0
2022-05-09,89.0
2022-05-10,89.0
2022-05-11,85.0
2022-05-12,89.0
2022-05-13,87.0
2022-05-14,57.0
2022-05-15,51.0
2022-05-16,93.0
2022-05-17,93.0
2022-05-18,92.0
2022-05-19,92.0
2022-05-20,83.0
2022-05-21,58.0
2022-05-22,50.0
2022-05-23,94.0
2022-05-24,94.0
2022-05-25,93.0
2022-05-26,89.0
2022-05-27,88.0
2022-05-28,55.0
2022-05-29,51.0
2022-05-30,55.0
2022-05-31,100.0
2022-06-01,94.0
2022-06-02,93.0
2022-06-03,86.0
2022-06-04,59.0
2022-06-05,52.0
2022-06-06,92.0
2022-06-07,97.0
2022-06-08,94.0
2022-06-09,90.0
2022-06-10,88.0
2022-06-11,56.0
2022-06-12,54.0
2022-06-13,89.0
2022-06-14,93.0
2022-06-15,93.0
2022-06-16,92.0
2022-06-17,81.0
2022-06-18,56.0
2022-06-19,50.0
2022-06-20,88.0
2022-06-21,93.0
2022-06-22,92.0
2022-06-23,89.0
2022-06-24,82.0
2022-06-25,54.0
2022-06-26,49.0
2022-06-27,89.0
2022-06-28,84.0
2022-06-29,86.0
2022-06-30,84.0
2022-07-01,76.0
2022-07-02,51.0
2022-07-03,44.0
2022-07-04,43.0
2022-07-05,84.0
2022-07-06,83.0
2022-07-07,83.0
2022-07-08,78.0
2022-07-09,50.0
2022-07-10,46.0
2022-07-11,86.0
2022-07-12,85.0
2022-07-13,84.0
2022-07-14,85.0
2022-07-15,77.0
2022-07-16,53.0
2022-07-17,50.0
2022-07-18,83.0
2022-07-19,83.0
2022-07-20,79.0
2022-07-21,80.0
2022-07-22,74.0
2022-07-23,46.0
2022-07-24,47.0
2022-07-25,80.0
2022-07-26,85.0
2022-07-27,79.0
2022-07-28,80.0
2022-07-29,77.0
2022-07-30,46.0
2022-07-31,46.0
2022-08-01,85.0
2022-08-02,84.0
2022-08-03,85.0
2022-08-04,83.0
2022-08-05,76.0
2022-08-06,49.0
2022-08-07,50.0
2022-08-08,84.0
2022-08-09,85.0
2022-08-10,84.0
2022-08-11,84.0
2022-08-12,76.0
2022-08-13,54.0
2022-08-14,52.0
2022-08-15,90.0
2022-08-16,95.0
2022-08-17,88.0
2022-08-18,90.0
2022-08-19,79.0
2022-08-20,49.0
2022-08-21,49.0
2022-08-22,89.0
2022-08-23,96.0
2022-08-24,91.0
2022-08-25,88.0
2022-08-26,80.0
2022-08-27,49.0
2022-08-28,47.0
2022-08-29,89.8203091760034
2022-08-30,90.36689831229613
2022-08-31,87.72713090341796
2022-09-01,88.27372003971068
2022-09-02,81.99418522195433
2022-09-03,47.00333286058715
2022-09-04,45.95674372429443
2022-09-05,55.87604595092895
2022-09-06,89.8203091760034
2022-09-07,90.86689831229613
2022-09-08,83.04077435824706
2022-09-09,81.99418522195433
2022-09-10,44.4101545880017
2022-09-11,45.45674372429443
2022-09-12,84.08736349453977
2022-09-13,86.68054176712522
2022-09-14,85.13395263083251
2022-09-15,79.90100694936888
2022-09-16,78.85441781307617
2022-09-17,47.00333286058715
2022-09-18,48.549921996879874
2022-09-19,84.08736349453977
2022-09-20,87.22713090341796
2022-09-21,86.18054176712522
2022-09-22,83.04077435824706
2022-09-23,76.76123954049072
2022-09-24,49.0965111331726
2022-09-25,42.816976315416255
2022-09-26,76.26123954049072
2022-09-27,81.99418522195433
2022-09-28,80.89519217132322
2022-09-29,77.61565735356687
2022-09-30,76.52247908098143
2022-10-01,49.193022266345196
2022-10-02,44.820309176003406
2022-10-03,91.8269748971777
2022-10-04,90.73379662459226
2022-10-05,98.38604453269039
2022-10-06,102.7587576230322
2022-10-07,84.17472698907956
2022-10-08,55.752091901857895
2022-10-09,54.65891362927244
2022-10-10,92.92015316976315
2022-10-11,85.267905261665
2022-10-12,91.8269748971777
2022-10-13,92.92015316976315
2022-10-14,79.80201389873777
2022-10-15,56.84527017444334
2022-10-16,51.3793788115161
2022-10-17,90.73379662459226
2022-10-18,96.1996879875195
2022-10-19,100.5724010778613
2022-10-20,85.267905261665
2022-10-21,89.64061835200681
2022-10-22,53.56573535668699
2022-10-23,57.93844844702879
2022-10-24,99.47922280527585
2022-10-25,102.7587576230322
2022-10-26,89.64061835200681
2022-10-27,103.85193589561764
2022-10-28,84.17472698907956
2022-10-29,49.193022266345196
2022-10-30,47.0066657211743
2022-10-31,83.08154871649411
2022-11-01,87.45426180683592
2022-11-02,89.64061835200681
2022-11-03,81.98837044390866
2022-11-04,80.89519217132322
2022-11-05,49.193022266345196
2022-11-06,44.820309176003406
2022-11-07,77.61565735356687
2022-11-08,75.42930080839596
2022-11-09,75.42930080839596
2022-11-10,79.80201389873777
2022-11-11,74.33612253581052
2022-11-12,49.193022266345196
2022-11-13,47.0066657211743
2022-11-14,98.38604453269039
2022-11-15,102.7587576230322
2022-11-16,86.36108353425045
2022-11-17,84.17472698907956
2022-11-18,83.08154871649411
2022-11-19,51.3793788115161
2022-11-20,49.193022266345196
2022-11-21,84.17472698907956
2022-11-22,74.33612253581052
2022-11-23,71.05658771805417
2022-11-24,40.44759608566161
2022-11-25,50.28620053893065
2022-11-26,48.09984399375975
2022-11-27,53.56573535668699
2022-11-28,86.36108353425045
2022-11-29,87.45426180683592
2022-11-30,83.08154871649411
2022-12-01,87.45426180683592
2022-12-02,97.29286626010494
2022-12-03,63.404339809956035
2022-12-04,55.752091901857895
2022-12-05,90.73379662459226
2022-12-06,107.13147071337399
2022-12-07,94.0133314423486
2022-12-08,90.73379662459226
2022-12-09,84.17472698907956
2022-12-10,53.56573535668699
2022-12-11,51.3793788115161
2022-12-12,86.36108353425045
2022-12-13,85.267905261665
2022-12-14,83.08154871649411
2022-12-15,81.98837044390866
2022-12-16,78.70883562615232
2022-12-17,53.56573535668699
2022-12-18,51.3793788115161
2022-12-19,89.64061835200681
2022-12-20,80.89519217132322
2022-12-21,76.52247908098143
2022-12-22,74.33612253581052
2022-12-23,62.31116153737059
2022-12-24,48.09984399375975
2022-12-25,59.03162671961424
2022-12-26,66.68387462771238
2022-12-27,76.52247908098143
2022-12-28,81.98837044390866
2022-12-29,78.70883562615232
2022-12-30,71.05658771805417
2022-12-31,48.09984399375975
2023-01-01,43.72713090341796
2023-01-02,66.68387462771238
2023-01-03,84.17472698907956
2023-01-04,90.73379662459226
2023-01-05,90.73379662459226
2023-01-06,85.267905261665
2023-01-07,60.124804992199685
2023-01-08,50.28620053893065
2023-01-09,90.73379662459226
2023-01-10,92.92015316976315
2023-01-11,89.64061835200681
2023-01-12,89.64061835200681
2023-01-13,83.08154871649411
2023-01-14,52.472557084101545
2023-01-15,50.28620053893065
2023-01-16,73.24294426322507
2023-01-17,90.73379662459226
2023-01-18,92.92015316976315
2023-01-19,94.0133314423486
2023-01-20,85.267905261665
2023-01-21,56.84527017444334
2023-01-22,51.3793788115161
2023-01-23,88.54744007942136
2023-01-24,95.10650971493405
2023-01-25,91.8269748971777
2023-01-26,88.54744007942136
2023-01-27,85.267905261665
2023-01-28,56.84527017444334
2023-01-29,51.3793788115161
2023-01-30,88.54744007942136
2023-01-31,91.8269748971777
2023-02-01,86.36108353425045
2023-02-02,88.54744007942136
2023-02-03,83.08154871649411
2023-02-04,61.21798326478513
2023-02-05,55.752091901857895
2023-02-06,89.64061835200681
2023-02-07,92.92015316976315
2023-02-08,85.267905261665
2023-02-09,87.45426180683592
2023-02-10,80.89519217132322
2023-02-11,55.752091901857895
2023-02-12,50.28620053893065
2023-02-13,80.89519217132322
2023-02-14,86.36108353425045
2023-02-15,86.36108353425045
2023-02-16,90.73379662459226
2023-02-17,86.36108353425045
2023-02-18,61.21798326478513
2023-02-19,51.3793788115161
2023-02-20,78.70883562615232
2023-02-21,86.36108353425045
2023-02-22,88.54744007942136
2023-02-23,86.36108353425045
2023-02-24,90.73379662459226
2023-02-25,59.03162671961424
2023-02-26,52.472557084101545
2023-02-27,87.45426180683592
2023-02-28,90.73379662459226
2023-03-01,90.73379662459226
2023-03-02,88.54744007942136
2023-03-03,81.98837044390866
2023-03-04,55.752091901857895
2023-03-05,52.472557084101545
2023-03-06,87.45426180683592
2023-03-07,91.8269748971777
2023-03-08,86.36108353425045
2023-03-09,90.73379662459226
2023-03-10,85.267905261665
2023-03-11,53.56573535668699
2023-03-12,50.28620053893065
2023-03-13,83.08154871649411
2023-03-14,86.36108353425045
2023-03-15,87.45426180683592
2023-03-16,88.54744007942136
2023-03-17,79.80201389873777
2023-03-18,52.472557084101545
2023-03-19,53.56573535668699
2023-03-20,87.45426180683592
2023-03-21,86.36108353425045
2023-03-22,84.17472698907956
2023-03-23,80.89519217132322
2023-03-24,76.52247908098143
2023-03-25,51.3793788115161
2023-03-26,52.472557084101545
2023-03-27,86.36108353425045
2023-03-28,85.267905261665
2023-03-29,84.17472698907956
2023-03-30,80.89519217132322
2023-03-31,80.89519217132322
2023-04-01,53.56573535668699
2023-04-02,50.28620053893065
2023-04-03,85.267905261665
2023-04-04,84.17472698907956
2023-04-05,85.267905261665
2023-04-06,85.267905261665
2023-04-07,74.33612253581052
2023-04-08,50.28620053893065
2023-04-09,51.3793788115161
2023-04-10,85.267905261665
2023-04-11,92.92015316976315
2023-04-12,88.54744007942136
2023-04-13,86.36108353425045
2023-04-14,83.08154871649411
2023-04-15,50.28620053893065
2023-04-16,54.65891362927244
2023-04-17,92.92015316976315
2023-04-18,90.73379662459226
2023-04-19,90.73379662459226
2023-04-20,87.45426180683592
2023-04-21,80.89519217132322
2023-04-22,51.3793788115161
2023-04-23,50.28620053893065
2023-04-24,88.54744007942136
2023-04-25,86.36108353425045
2023-04-26,86.36108353425045
2023-04-27,85.267905261665
2023-04-28,75.42930080839596
2023-04-29,61.21798326478513
2023-04-30,51.3793788115161
2023-05-01,89.64061835200681
2023-05-02,89.64061835200681
2023-05-03,88.54744007942136
2023-05-04,86.36108353425045
2023-05-05,78.70883562615232
2023-05-06,49.193022266345196
2023-05-07,56.84527017444334
2023-05-08,109.31782725854488
2023-05-09,98.38604453269039
2023-05-10,94.0133314423486
2023-05-11,96.1996879875195
2023-05-12,84.17472698907956
2023-05-13,57.93844844702879
2023-05-14,50.28620053893065
2023-05-15,89.64061835200681
2023-05-16,81.98837044390866
2023-05-17,84.17472698907956
2023-05-18,78.70883562615232
2023-05-19,86.36108353425045
2023-05-20,56.84527017444334
2023-05-21,51.3793788115161
2023-05-22,91.8269748971777
2023-05-23,95.10650971493405
2023-05-24,89.64061835200681
2023-05-25,88.54744007942136
2023-05-26,81.98837044390866
2023-05-27,54.65891362927244
2023-05-28,45.91348744858885
2023-05-29,52.472557084101545
2023-05-30,91.8269748971777
2023-05-31,91.8269748971777
2023-06-01,91.8269748971777
2023-06-02,88.54744007942136
2023-06-03,55.752091901857895
2023-06-04,52.472557084101545
2023-06-05,92.92015316976315
2023-06-06,87.45426180683592
2023-06-07,86.36108353425045
2023-06-08,86.36108353425045
2023-06-09,77.61565735356687
2023-06-10,52.472557084101545
2023-06-11,47.0066657211743
2023-06-12,85.267905261665
2023-06-13,84.17472698907956
2023-06-14,84.17472698907956
2023-06-15,85.267905261665
2023-06-16,80.89519217132322
2023-06-17,52.472557084101545
2023-06-18,47.0066657211743
2023-06-19,78.70883562615232
2023-06-20,83.08154871649411
2023-06-21,78.70883562615232
2023-06-22,69.96340944546873
2023-06-23,72.14976599063962
2023-06-24,47.0066657211743
2023-06-25,49.193022266345196
2023-06-26,75.42930080839596
2023-06-27,75.42930080839596
2023-06-28,73.24294426322507
2023-06-29,72.14976599063962
2023-06-30,68.87023117288328
2023-07-01,47.0066657211743
2023-07-02,42.6339526308325
2023-07-03,64.49751808254149
2023-07-04,47.0066657211743
2023-07-05,74.33612253581052
2023-07-06,76.52247908098143
2023-07-07,71.05658771805417
2023-07-08,48.09984399375975
2023-07-09,45.91348744858885
2023-07-10,79.80201389873777
2023-07-11,77.61565735356687
2023-07-12,75.42930080839596
2023-07-13,76.52247908098143
2023-07-14,71.05658771805417
2023-07-15,51.3793788115161
2023-07-16,44.820309176003406
2023-07-17,77.61565735356687
2023-07-18,76.52247908098143
2023-07-19,83.08154871649411
2023-07-20,76.52247908098143
2023-07-21,65.59069635512694
2023-07-22,48.09984399375975
2023-07-23,48.09984399375975
2023-07-24,77.61565735356687
2023-07-25,78.70883562615232
2023-07-26,71.05658771805417
2023-07-27,69.96340944546873
2023-07-28,65.59069635512694
2023-07-29,47.0066657211743
2023-07-30,50.28620053893065
2023-07-31,77.61565735356687
2023-08-01,78.70883562615232
2023-08-02,78.70883562615232
2023-08-03,73.24294426322507
2023-08-04,69.96340944546873
2023-08-05,45.91348744858885
2023-08-06,48.09984399375975
2023-08-07,80.89519217132322
2023-08-08,77.61565735356687
2023-08-09,80.89519217132322
2023-08-10,77.61565735356687
2023-08-11,75.42930080839596
2023-08-12,45.91348744858885
2023-08-13,48.09984399375975
2023-08-14,81.98837044390866
2023-08-15,79.80201389873777
2023-08-16,83.08154871649411
2023-08-17,88.54744007942136
2023-08-18,79.80201389873777
2023-08-19,52.472557084101545
2023-08-20,49.193022266345196
2023-08-21,94.0133314423486
2023-08-22,95.10650971493405
2023-08-23,89.64061835200681
2023-08-24,90.73379662459226
2023-08-25,79.80201389873777
2023-08-26,51.3793788115161
2023-08-27,47.0066657211743
2023-08-28,86.36108353425045
2023-08-29,88.54744007942136
2023-08-30,86.36108353425045
2023-08-31,86.36108353425045
2023-09-01,75.42930080839596
2023-09-02,49.193022266345196
2023-09-03,43.72713090341796
2023-09-04,51.3793788115161
2023-09-05,88.54744007942136
2023-09-06,85.267905261665
2023-09-07,86.36108353425045
2023-09-08,76.52247908098143
2023-09-09,48.09984399375975
2023-09-10,47.0066657211743
2023-09-11,85.267905261665
2023-09-12,86.36108353425045
2023-09-13,85.267905261665
2023-09-14,84.17472698907956
2023-09-15,79.80201389873777
2023-09-16,47.0066657211743
2023-09-17,43.72713090341796
2023-09-18,88.54744007942136
