Time,signature_bank
2023-02-20,0.0
2023-02-21,67.49629629629631
2023-02-22,67.49629629629631
2023-02-23,67.49629629629631
2023-02-24,67.49629629629631
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,67.49629629629631
2023-02-28,67.49629629629631
2023-03-01,67.49629629629631
2023-03-02,67.49629629629631
2023-03-03,67.49629629629631
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,67.49629629629631
2023-03-07,67.49629629629631
2023-03-08,67.49629629629631
2023-03-09,134.99259259259262
2023-03-10,404.9777777777779
2023-03-11,269.98518518518523
2023-03-12,2362.370370370371
2023-03-13,6749.6296296296305
2023-03-14,1552.4148148148151
2023-03-15,809.9555555555557
2023-03-16,607.4666666666668
2023-03-17,404.9777777777779
2023-03-18,269.98518518518523
2023-03-19,269.98518518518523
2023-03-20,472.47407407407417
2023-03-21,269.98518518518523
2023-03-22,202.48888888888894
2023-03-23,134.99259259259262
2023-03-24,134.99259259259262
2023-03-25,67.49629629629631
2023-03-26,67.49629629629631
2023-03-27,134.99259259259262
2023-03-28,134.99259259259262
2023-03-29,134.99259259259262
2023-03-30,134.99259259259262
2023-03-31,67.49629629629631
2023-04-01,67.49629629629631
2023-04-02,67.49629629629631
2023-04-03,67.49629629629631
2023-04-04,67.49629629629631
2023-04-05,67.49629629629631
2023-04-06,67.49629629629631
2023-04-07,67.49629629629631
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,67.49629629629631
2023-04-11,67.49629629629631
2023-04-12,67.49629629629631
2023-04-13,67.49629629629631
2023-04-14,67.49629629629631
2023-04-15,0.0
2023-04-16,67.49629629629631
2023-04-17,67.49629629629631
2023-04-18,67.49629629629631
2023-04-19,67.49629629629631
2023-04-20,67.49629629629631
2023-04-21,67.49629629629631
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,67.49629629629631
2023-04-25,67.49629629629631
2023-04-26,80.19721226602948
2023-04-27,72.21377937076863
2023-04-28,80.92297889287138
2023-04-29,69.31071286340105
2023-04-30,61.327279968140196
2023-05-01,140.0729589804859
2023-05-02,86.00334528076465
2023-05-03,80.92297889287138
2023-05-04,85.27757865392276
2023-05-05,77.2941457586619
2023-05-06,12.33803265631223
2023-05-07,14.515332536837917
2023-05-08,72.21377937076863
2023-05-09,75.84261250497812
2023-05-10,65.68187972919156
2023-05-11,62.77881322182399
2023-05-12,60.6015133412983
2023-05-13,15.241099163679813
2023-05-14,11.612266029470334
2023-05-15,62.05304659498209
2023-05-16,72.21377937076863
2023-05-17,69.31071286340105
2023-05-18,59.875746714456405
2023-05-19,59.14998008761451
2023-05-20,13.063799283154125
2023-05-21,11.612266029470334
2023-05-22,61.327279968140196
2023-05-23,65.68187972919156
2023-05-24,64.95611310234968
2023-05-25,61.327279968140196
2023-05-26,60.96439665471925
2023-05-27,24.67606531262446
2023-05-28,23.224532058940667
2023-05-29,26.12759856630825
2023-05-30,58.06133014735167
2023-05-31,59.51286340103546
2023-06-01,82.73739545997613
2023-06-02,56.60979689366788
2023-06-03,30.482198327359626
2023-06-04,21.772998805256876
2023-06-05,56.60979689366788
2023-06-06,65.31899641577063
2023-06-07,60.96439665471925
2023-06-08,59.51286340103546
2023-06-09,53.70673038630029
2023-06-10,15.966865790521709
2023-06-11,24.67606531262446
2023-06-12,53.70673038630029
2023-06-13,60.96439665471925
2023-06-14,52.2551971326165
2023-06-15,65.31899641577063
2023-06-16,62.415929908403044
2023-06-17,34.836798088411
2023-06-18,18.869932297889292
2023-06-19,33.38526483472721
2023-06-20,58.06133014735167
2023-06-21,58.06133014735167
2023-06-22,58.06133014735167
2023-06-23,59.51286340103546
2023-06-24,24.67606531262446
2023-06-25,17.4183990442055
2023-06-26,60.96439665471925
2023-06-27,50.80366387893271
2023-06-28,63.867463162086835
2023-06-29,49.35213062524892
2023-06-30,58.06133014735167
2023-07-01,14.515332536837917
2023-07-02,27.579131819992043
2023-07-03,52.2551971326165
2023-07-04,23.224532058940667
2023-07-05,68.22206292313821
2023-07-06,60.96439665471925
2023-07-07,59.51286340103546
2023-07-08,20.321465551573084
2023-07-09,31.933731581043418
2023-07-10,52.2551971326165
2023-07-11,62.415929908403044
2023-07-12,52.2551971326165
2023-07-13,63.867463162086835
2023-07-14,56.60979689366788
2023-07-15,27.579131819992043
2023-07-16,14.515332536837917
2023-07-17,55.158263639984085
2023-07-18,50.80366387893271
2023-07-19,60.96439665471925
2023-07-20,44.99753086419754
2023-07-21,37.739864595778585
2023-07-22,29.030665073675834
2023-07-23,26.12759856630825
2023-07-24,74.02819593787338
2023-07-25,59.51286340103546
2023-07-26,56.60979689366788
2023-07-27,47.90059737156513
2023-07-28,60.96439665471925
2023-07-29,20.321465551573084
2023-07-30,23.224532058940667
2023-07-31,56.60979689366788
2023-08-01,53.70673038630029
2023-08-02,53.70673038630029
2023-08-03,47.90059737156513
2023-08-04,49.35213062524892
2023-08-05,24.67606531262446
2023-08-06,30.482198327359626
2023-08-07,55.158263639984085
2023-08-08,68.22206292313821
2023-08-09,50.80366387893271
2023-08-10,49.35213062524892
2023-08-11,40.64293110314617
2023-08-12,0.0
2023-08-13,17.4183990442055
2023-08-14,49.35213062524892
2023-08-15,53.70673038630029
2023-08-16,49.35213062524892
2023-08-17,53.70673038630029
2023-08-18,43.54599761051375
2023-08-19,24.67606531262446
2023-08-20,21.772998805256876
2023-08-21,50.80366387893271
2023-08-22,42.09446435682996
2023-08-23,46.449064117881335
2023-08-24,36.28833134209479
2023-08-25,50.80366387893271
2023-08-26,17.4183990442055
2023-08-27,17.4183990442055
2023-08-28,50.80366387893271
2023-08-29,37.739864595778585
2023-08-30,44.99753086419754
2023-08-31,40.64293110314617
2023-09-01,37.739864595778585
2023-09-02,20.321465551573084
2023-09-03,14.515332536837917
2023-09-04,17.4183990442055
2023-09-05,71.1251294305058
2023-09-06,50.80366387893271
2023-09-07,44.99753086419754
2023-09-08,47.90059737156513
2023-09-09,27.579131819992043
2023-09-10,30.482198327359626
2023-09-11,46.449064117881335
2023-09-12,52.2551971326165
2023-09-13,46.449064117881335
2023-09-14,42.09446435682996
2023-09-15,59.51286340103546
2023-09-16,23.224532058940667
2023-09-17,13.063799283154125
2023-09-18,47.90059737156513
2023-09-19,44.99753086419754
2023-09-20,34.836798088411
2023-09-21,49.35213062524892
2023-09-22,47.90059737156513
2023-09-23,26.12759856630825
2023-09-24,18.869932297889292
2023-09-25,36.28833134209479
2023-09-26,58.06133014735167
2023-09-27,44.99753086419754
2023-09-28,43.54599761051375
2023-09-29,60.96439665471925
2023-09-30,21.772998805256876
2023-10-01,14.515332536837917
2023-10-02,37.739864595778585
2023-10-03,47.90059737156513
2023-10-04,50.80366387893271
2023-10-05,59.51286340103546
2023-10-06,44.99753086419754
2023-10-07,18.869932297889292
2023-10-08,11.612266029470334
2023-10-09,40.64293110314617
2023-10-10,42.09446435682996
2023-10-11,47.90059737156513
2023-10-12,47.90059737156513
2023-10-13,34.836798088411
2023-10-14,26.12759856630825
2023-10-15,15.966865790521709
2023-10-16,34.836798088411
2023-10-17,42.09446435682996
2023-10-18,40.64293110314617
2023-10-19,36.28833134209479
2023-10-20,39.191397849462376
2023-10-21,23.224532058940667
2023-10-22,18.869932297889292
2023-10-23,39.191397849462376
2023-10-24,44.99753086419754
2023-10-25,46.449064117881335
2023-10-26,34.836798088411
2023-10-27,46.449064117881335
2023-10-28,15.966865790521709
2023-10-29,23.224532058940667
2023-10-30,47.90059737156513
2023-10-31,55.158263639984085
2023-11-01,56.60979689366788
2023-11-02,43.54599761051375
2023-11-03,50.80366387893271
2023-11-04,21.772998805256876
2023-11-05,13.063799283154125
2023-11-06,44.99753086419754
2023-11-07,53.70673038630029
2023-11-08,55.158263639984085
2023-11-09,44.99753086419754
2023-11-10,56.60979689366788
2023-11-11,17.4183990442055
2023-11-12,17.4183990442055
2023-11-13,37.739864595778585
2023-11-14,46.449064117881335
2023-11-15,43.54599761051375
2023-11-16,60.96439665471925
2023-11-17,49.35213062524892
2023-11-18,20.321465551573084
2023-11-19,31.933731581043418
2023-11-20,63.867463162086835
2023-11-21,43.54599761051375
2023-11-22,42.09446435682996
2023-11-23,17.4183990442055
2023-11-24,21.772998805256876
2023-11-25,15.966865790521709
2023-11-26,17.4183990442055
2023-11-27,33.38526483472721
2023-11-28,47.90059737156513
2023-11-29,43.54599761051375
2023-11-30,49.35213062524892
2023-12-01,42.09446435682996
2023-12-02,15.966865790521709
2023-12-03,21.772998805256876
2023-12-04,50.80366387893271
2023-12-05,47.90059737156513
2023-12-06,52.2551971326165
2023-12-07,44.99753086419754
2023-12-08,55.158263639984085
2023-12-09,21.772998805256876
2023-12-10,17.4183990442055
2023-12-11,40.64293110314617
2023-12-12,46.449064117881335
2023-12-13,43.54599761051375
2023-12-14,44.99753086419754
2023-12-15,42.09446435682996
2023-12-16,23.224532058940667
2023-12-17,14.515332536837917
2023-12-18,56.60979689366788
2023-12-19,36.28833134209479
2023-12-20,44.99753086419754
2023-12-21,46.449064117881335
2023-12-22,38.13554946137353
2023-12-23,23.30924787872862
2023-12-24,14.138243826806185
2023-12-25,14.482272704725546
2023-12-26,40.27514047089604
2023-12-27,48.37634901805721
2023-12-28,55.44547093146031
2023-12-29,31.79219417481233
2023-12-30,23.30924787872862
2023-12-31,27.20669214885111
2024-01-01,22.965219000809256
2024-01-02,37.791520583454165
2024-01-03,55.44547093146031
2024-01-04,53.687617670860334
2024-01-05,43.44681811417664
2024-01-06,14.826301582644907
2024-01-07,17.653950348006145
2024-01-08,40.619169348815404
2024-01-09,39.20534496613479
2024-01-10,52.617822166099074
2024-01-11,47.6882912622185
2024-01-12,43.790846992096
2024-01-13,26.136896644089855
2024-01-14,16.240125965325525
2024-01-15,20.13757023544802
2024-01-16,42.37702260941538
2024-01-17,52.617822166099074
2024-01-18,36.033667322854185
2024-01-19,46.274466879537876
2024-01-20,20.13757023544802
2024-01-21,25.458136966032736
2024-01-22,49.54015842038803
2024-01-23,50.91627393206547
2024-01-24,44.03569637367825
2024-01-25,39.21929208280719
2024-01-26,35.09094554777486
2024-01-27,30.96259901274252
2024-01-28,15.137270628451898
2024-01-29,48.164042908710584
2024-01-30,46.78792739703314
2024-01-31,64.67742904883993
2024-02-01,68.80577558387226
2024-02-02,41.28346535032336
2024-02-03,18.577559407645513
2024-02-04,24.770079210194016
2024-02-05,49.54015842038803
2024-02-06,54.35656271125909
2024-02-07,68.11771782803355
2024-02-08,52.98044719958164
2024-02-09,48.164042908710584
2024-02-10,27.522310233548907
2024-02-11,15.137270628451898
2024-02-12,44.03569637367825
2024-02-13,33.71483003609741
2024-02-14,53.66850495542037
2024-02-15,45.4118118853557
2024-02-16,33.02677228025868
2024-02-17,22.70590594267785
2024-02-18,19.265617163484233
2024-02-19,33.71483003609741
2024-02-20,51.6043316879042
2024-02-21,45.4118118853557
2024-02-22,33.71483003609741
2024-02-23,30.96259901274252
2024-02-24,12.385039605097008
2024-02-25,22.70590594267785
2024-02-26,48.164042908710584
2024-02-27,33.71483003609741
2024-02-28,38.531234326968466
2024-02-29,40.595407594484634
2024-03-01,49.54015842038803
2024-03-02,24.770079210194016
2024-03-03,26.14619472187146
2024-03-04,52.98044719958164
2024-03-05,51.6043316879042
2024-03-06,59.86102475796887
2024-03-07,36.4670610594523
2024-03-08,39.907349838645914
2024-03-09,30.96259901274252
2024-03-10,24.770079210194016
2024-03-11,48.852100664549305
2024-03-12,44.72375412951697
2024-03-13,36.4670610594523
2024-03-14,39.21929208280719
2024-03-15,39.21929208280719
2024-03-16,25.458136966032736
2024-03-17,17.201443895968065
2024-03-18,44.72375412951697
2024-03-19,35.09094554777486
2024-03-20,36.4670610594523
2024-03-21,39.907349838645914
2024-03-22,45.4118118853557
2024-03-23,16.51338614012934
2024-03-24,15.825328384290621
2024-03-25,44.03569637367825
2024-03-26,30.96259901274252
2024-03-27,44.03569637367825
2024-03-28,26.834252477710184
2024-03-29,24.770079210194016
2024-03-30,21.3297904310004
2024-03-31,20.64173267516168
2024-04-01,36.4670610594523
2024-04-02,46.09986964119442
2024-04-03,39.21929208280719
2024-04-04,39.907349838645914
2024-04-05,39.21929208280719
2024-04-06,26.834252477710184
2024-04-07,17.201443895968065
2024-04-08,29.586483501065075
2024-04-09,37.155118815291026
2024-04-10,50.91627393206547
2024-04-11,47.475985152871864
2024-04-12,41.97152310616208
2024-04-13,30.274541256903795
2024-04-14,23.39396369851657
2024-04-15,33.02677228025868
2024-04-16,34.40288779193613
2024-04-17,40.595407594484634
2024-04-18,39.907349838645914
2024-04-19,36.4670610594523
2024-04-20,19.953674919322957
2024-04-21,11.696981849258284
2024-04-22,32.33871452441996
2024-04-23,39.907349838645914
2024-04-24,30.96259901274252
2024-04-25,39.21929208280719
2024-04-26,32.33871452441996
2024-04-27,15.137270628451898
2024-04-28,22.70590594267785
2024-04-29,43.34763861783953
2024-04-30,47.475985152871864
2024-05-01,47.475985152871864
2024-05-02,45.4118118853557
2024-05-03,35.09094554777486
2024-05-04,19.953674919322957
2024-05-05,21.3297904310004
2024-05-06,42.6595808620008
2024-05-07,27.522310233548907
2024-05-08,41.97152310616208
2024-05-09,39.21929208280719
2024-05-10,33.71483003609741
2024-05-11,23.39396369851657
2024-05-12,22.017848186839124
2024-05-13,35.77900330361358
2024-05-14,37.155118815291026
2024-05-15,37.843176571129746
2024-05-16,35.77900330361358
2024-05-17,33.02677228025868
2024-05-18,30.96259901274252
2024-05-19,19.265617163484233
2024-05-20,36.4670610594523
2024-05-21,34.40288779193613
2024-05-22,41.97152310616208
2024-05-23,34.40288779193613
2024-05-24,32.33871452441996
2024-05-25,12.385039605097008
2024-05-26,19.953674919322957
2024-05-27,0.0
2024-05-28,35.77900330361358
2024-05-29,27.522310233548907
2024-05-30,35.77900330361358
2024-05-31,39.907349838645914
2024-06-01,20.64173267516168
2024-06-02,18.577559407645513
2024-06-03,43.34763861783953
2024-06-04,42.6595808620008
2024-06-05,36.4670610594523
2024-06-06,37.155118815291026
2024-06-07,30.274541256903795
2024-06-08,22.017848186839124
2024-06-09,13.761155116774454
2024-06-10,37.843176571129746
2024-06-11,37.843176571129746
2024-06-12,38.531234326968466
2024-06-13,41.28346535032336
2024-06-14,31.650656768581243
2024-06-15,16.51338614012934
2024-06-16,21.3297904310004
2024-06-17,35.09094554777486
2024-06-18,23.39396369851657
2024-06-19,33.02677228025868
2024-06-20,33.71483003609741
2024-06-21,29.586483501065075
2024-06-22,13.761155116774454
2024-06-23,15.825328384290621
2024-06-24,35.09094554777486
2024-06-25,35.09094554777486
2024-06-26,33.02677228025868
2024-06-27,32.33871452441996
2024-06-28,43.34763861783953
2024-06-29,17.88950165180679
2024-06-30,0.0
2024-07-01,38.531234326968466
2024-07-02,41.97152310616208
2024-07-03,41.28346535032336
2024-07-04,17.201443895968065
2024-07-05,33.71483003609741
2024-07-06,12.385039605097008
2024-07-07,15.825328384290621
2024-07-08,32.33871452441996
2024-07-09,30.96259901274252
2024-07-10,39.21929208280719
2024-07-11,37.843176571129746
2024-07-12,38.531234326968466
2024-07-13,0.0
2024-07-14,14.449212872613176
2024-07-15,31.650656768581243
2024-07-16,33.71483003609741
2024-07-17,37.155118815291026
2024-07-18,37.843176571129746
2024-07-19,25.458136966032736
2024-07-20,22.70590594267785
2024-07-21,15.137270628451898
2024-07-22,40.595407594484634
2024-07-23,35.77900330361358
2024-07-24,35.09094554777486
2024-07-25,41.28346535032336
2024-07-26,28.210367989387628
2024-07-27,0.0
2024-07-28,24.082021454355292
2024-07-29,29.586483501065075
2024-07-30,36.4670610594523
2024-07-31,36.4670610594523
2024-08-01,24.082021454355292
2024-08-02,26.834252477710184
2024-08-03,12.385039605097008
2024-08-04,11.696981849258284
2024-08-05,29.586483501065075
2024-08-06,35.09094554777486
2024-08-07,36.4670610594523
2024-08-08,38.531234326968466
2024-08-09,26.14619472187146
2024-08-10,11.696981849258284
2024-08-11,0.0
2024-08-12,22.017848186839124
2024-08-13,27.522310233548907
2024-08-14,28.210367989387628
2024-08-15,28.89842574522635
2024-08-16,30.96259901274252
2024-08-17,22.017848186839124
2024-08-18,28.913065271946323
2024-08-19,37.83585680776976
2024-08-20,22.478993278518267
2024-08-21,32.92429559321887
2024-08-22,26.14619472187146
2024-08-23,36.591497036572065
2024-08-24,13.834352750374318
2024-08-25,12.934021857095988
2024-08-26,35.969317150973225
2024-08-27,31.057755936422346
2024-08-28,33.202446600898355
2024-08-29,27.390554493069153
2024-08-30,25.868043714191977
2024-08-31,12.311841971497145
2024-09-01,22.134964400598907
2024-09-02,19.990273736122887
2024-09-03,29.53524515754517
2024-09-04,27.390554493069153
2024-09-05,55.68143987941663
2024-09-06,33.202446600898355
2024-09-07,20.612453621721734
2024-09-08,14.456532635973161
2024-09-09,31.057755936422346
2024-09-10,26.14619472187146
2024-09-11,37.83585680776976
2024-09-12,36.591497036572065
2024-09-13,33.546475478817726
2024-09-14,16.323072292769695
2024-09-15,16.601223300449178
2024-09-16,39.358367586646935
2024-09-17,26.70249673723043
2024-09-18,33.93442293689701
2024-09-19,31.709214875461136
2024-09-20,26.70249673723043
2024-09-21,16.13275844541005
2024-09-22,12.23864433789728
2024-09-23,26.70249673723043
2024-09-24,26.146194721871463
2024-09-25,32.82181890617907
2024-09-26,21.695778598999723
2024-09-27,30.040308829384234
2024-09-28,12.794946353256247
2024-09-29,13.907550383974183
2024-09-30,28.927704798666298
2024-10-01,25.033590691153528
2024-10-02,27.815100767948366
2024-10-03,32.82181890617907
2024-10-04,25.033590691153528
2024-10-05,20.02687255292282
2024-10-06,13.907550383974183
2024-10-07,38.384839059768744
2024-10-08,34.490724952255974
2024-10-09,28.37140278330733
2024-10-10,32.2655168908201
2024-10-11,30.040308829384234
2024-10-12,15.576456430051085
