Time,signature bank
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,0.0
2023-04-16,1.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,32.5
2023-04-27,27.0
2023-04-28,33.0
2023-04-29,25.0
2023-04-30,19.5
2023-05-01,51.0
2023-05-02,36.5
2023-05-03,33.0
2023-05-04,36.0
2023-05-05,30.5
2023-05-06,8.5
2023-05-07,10.0
2023-05-08,27.0
2023-05-09,29.5
2023-05-10,22.5
2023-05-11,20.5
2023-05-12,19.0
2023-05-13,10.5
2023-05-14,8.0
2023-05-15,20.0
2023-05-16,27.0
2023-05-17,25.0
2023-05-18,18.5
2023-05-19,18.0
2023-05-20,9.0
2023-05-21,8.0
2023-05-22,19.5
2023-05-23,22.5
2023-05-24,22.0
2023-05-25,19.5
2023-05-26,42.0
2023-05-27,17.0
2023-05-28,16.0
2023-05-29,18.0
2023-05-30,40.0
2023-05-31,41.0
2023-06-01,57.0
2023-06-02,39.0
2023-06-03,21.0
2023-06-04,15.0
2023-06-05,39.0
2023-06-06,45.0
2023-06-07,42.0
2023-06-08,41.0
2023-06-09,37.0
2023-06-10,11.0
2023-06-11,17.0
2023-06-12,37.0
2023-06-13,42.0
2023-06-14,36.0
2023-06-15,45.0
2023-06-16,43.0
2023-06-17,24.0
2023-06-18,13.0
2023-06-19,23.0
2023-06-20,40.0
2023-06-21,40.0
2023-06-22,40.0
2023-06-23,41.0
2023-06-24,17.0
2023-06-25,12.0
2023-06-26,42.0
2023-06-27,35.0
2023-06-28,44.0
2023-06-29,34.0
2023-06-30,40.0
2023-07-01,10.0
2023-07-02,19.0
2023-07-03,36.0
2023-07-04,16.0
2023-07-05,47.0
2023-07-06,42.0
2023-07-07,41.0
2023-07-08,14.0
2023-07-09,22.0
2023-07-10,36.0
2023-07-11,43.0
2023-07-12,36.0
2023-07-13,44.0
2023-07-14,39.0
2023-07-15,19.0
2023-07-16,10.0
2023-07-17,38.0
2023-07-18,35.0
2023-07-19,42.0
2023-07-20,31.0
2023-07-21,26.0
2023-07-22,20.0
2023-07-23,18.0
2023-07-24,51.0
2023-07-25,41.0
2023-07-26,39.0
2023-07-27,33.0
2023-07-28,42.0
2023-07-29,14.0
2023-07-30,16.0
2023-07-31,39.0
2023-08-01,37.0
2023-08-02,37.0
2023-08-03,33.0
2023-08-04,34.0
2023-08-05,17.0
2023-08-06,21.0
2023-08-07,38.0
2023-08-08,47.0
2023-08-09,35.0
2023-08-10,34.0
2023-08-11,28.0
2023-08-12,0.0
2023-08-13,12.0
2023-08-14,34.0
2023-08-15,37.0
2023-08-16,34.0
2023-08-17,37.0
2023-08-18,30.0
2023-08-19,17.0
2023-08-20,15.0
2023-08-21,35.0
2023-08-22,29.0
2023-08-23,32.0
2023-08-24,25.0
2023-08-25,35.0
2023-08-26,12.0
2023-08-27,12.0
2023-08-28,35.0
2023-08-29,26.0
2023-08-30,31.0
2023-08-31,28.0
2023-09-01,26.0
2023-09-02,14.0
2023-09-03,10.0
2023-09-04,12.0
2023-09-05,49.0
2023-09-06,35.0
2023-09-07,31.0
2023-09-08,33.0
2023-09-09,19.0
2023-09-10,21.0
2023-09-11,32.0
2023-09-12,36.0
2023-09-13,32.0
2023-09-14,29.0
2023-09-15,41.0
2023-09-16,16.0
2023-09-17,9.0
2023-09-18,33.0
2023-09-19,31.0
2023-09-20,24.0
2023-09-21,34.0
2023-09-22,33.0
2023-09-23,18.0
2023-09-24,13.0
2023-09-25,25.0
2023-09-26,40.0
2023-09-27,31.0
2023-09-28,30.0
2023-09-29,42.0
2023-09-30,15.0
2023-10-01,10.0
2023-10-02,26.0
2023-10-03,33.0
2023-10-04,35.0
2023-10-05,41.0
2023-10-06,31.0
2023-10-07,13.0
2023-10-08,8.0
2023-10-09,28.0
2023-10-10,29.0
2023-10-11,33.0
2023-10-12,33.0
2023-10-13,24.0
2023-10-14,18.0
2023-10-15,11.0
2023-10-16,24.0
2023-10-17,29.0
2023-10-18,28.0
2023-10-19,25.0
2023-10-20,27.0
2023-10-21,16.0
2023-10-22,13.0
2023-10-23,27.0
2023-10-24,31.0
2023-10-25,32.0
2023-10-26,24.0
2023-10-27,32.0
2023-10-28,11.0
2023-10-29,16.0
2023-10-30,33.0
2023-10-31,38.0
2023-11-01,39.0
2023-11-02,30.0
2023-11-03,35.0
2023-11-04,15.0
2023-11-05,9.0
2023-11-06,31.0
2023-11-07,37.0
2023-11-08,38.0
2023-11-09,31.0
2023-11-10,39.0
2023-11-11,12.0
2023-11-12,12.0
2023-11-13,26.0
2023-11-14,32.0
2023-11-15,30.0
2023-11-16,42.0
2023-11-17,34.0
2023-11-18,14.0
2023-11-19,22.0
2023-11-20,44.0
2023-11-21,30.0
2023-11-22,29.0
2023-11-23,12.0
2023-11-24,15.0
2023-11-25,11.0
2023-11-26,12.0
2023-11-27,23.0
2023-11-28,33.0
2023-11-29,30.0
2023-11-30,34.0
2023-12-01,29.0
2023-12-02,11.0
2023-12-03,15.0
2023-12-04,35.0
2023-12-05,33.0
2023-12-06,36.0
2023-12-07,31.0
2023-12-08,38.0
2023-12-09,15.0
2023-12-10,12.0
2023-12-11,28.0
2023-12-12,32.0
2023-12-13,30.0
2023-12-14,31.0
2023-12-15,29.0
2023-12-16,16.0
2023-12-17,10.0
2023-12-18,39.0
2023-12-19,25.0
2023-12-20,31.0
2023-12-21,32.0
2023-12-22,41.0
2023-12-23,25.0
2023-12-24,15.0
2023-12-25,15.5
2023-12-26,43.0
2023-12-27,52.0
2023-12-28,59.5
2023-12-29,34.0
2023-12-30,25.0
2023-12-31,29.0
2024-01-01,24.5
2024-01-02,40.5
2024-01-03,59.5
2024-01-04,57.5
2024-01-05,46.5
2024-01-06,16.0
2024-01-07,19.0
2024-01-08,43.5
2024-01-09,42.0
2024-01-10,56.5
2024-01-11,51.0
2024-01-12,47.0
2024-01-13,28.0
2024-01-14,17.5
2024-01-15,21.5
2024-01-16,45.5
2024-01-17,56.5
2024-01-18,38.5
2024-01-19,49.5
2024-01-20,21.5
2024-01-21,37.0
2024-01-22,72.0
2024-01-23,74.0
2024-01-24,64.0
2024-01-25,57.0
2024-01-26,51.0
2024-01-27,45.0
2024-01-28,22.0
2024-01-29,70.0
2024-01-30,68.0
2024-01-31,94.0
2024-02-01,100.0
2024-02-02,60.0
2024-02-03,27.0
2024-02-04,36.0
2024-02-05,72.0
2024-02-06,79.0
2024-02-07,99.0
2024-02-08,77.0
2024-02-09,70.0
2024-02-10,40.0
2024-02-11,22.0
2024-02-12,64.0
2024-02-13,49.0
2024-02-14,78.0
2024-02-15,66.0
2024-02-16,48.0
2024-02-17,33.0
2024-02-18,28.0
2024-02-19,49.0
2024-02-20,75.0
2024-02-21,66.0
2024-02-22,49.0
2024-02-23,45.0
2024-02-24,18.0
2024-02-25,33.0
2024-02-26,70.0
2024-02-27,49.0
2024-02-28,56.0
2024-02-29,59.0
2024-03-01,72.0
2024-03-02,36.0
2024-03-03,38.0
2024-03-04,77.0
2024-03-05,75.0
2024-03-06,87.0
2024-03-07,53.0
2024-03-08,58.0
2024-03-09,45.0
2024-03-10,36.0
2024-03-11,71.0
2024-03-12,65.0
2024-03-13,53.0
2024-03-14,57.0
2024-03-15,57.0
2024-03-16,37.0
2024-03-17,25.0
2024-03-18,65.0
2024-03-19,51.0
2024-03-20,53.0
2024-03-21,58.0
2024-03-22,66.0
2024-03-23,24.0
2024-03-24,23.0
2024-03-25,64.0
2024-03-26,45.0
2024-03-27,64.0
2024-03-28,39.0
2024-03-29,36.0
2024-03-30,31.0
2024-03-31,30.0
2024-04-01,53.0
2024-04-02,67.0
2024-04-03,57.0
2024-04-04,58.0
2024-04-05,57.0
2024-04-06,39.0
2024-04-07,25.0
2024-04-08,43.0
2024-04-09,54.0
2024-04-10,74.0
2024-04-11,69.0
2024-04-12,61.0
2024-04-13,44.0
2024-04-14,34.0
2024-04-15,48.0
2024-04-16,50.0
2024-04-17,59.0
2024-04-18,58.0
2024-04-19,53.0
2024-04-20,29.0
2024-04-21,17.0
2024-04-22,47.0
2024-04-23,58.0
2024-04-24,45.0
2024-04-25,57.0
2024-04-26,47.0
2024-04-27,22.0
2024-04-28,33.0
2024-04-29,63.0
2024-04-30,69.0
2024-05-01,69.0
2024-05-02,66.0
2024-05-03,51.0
2024-05-04,29.0
2024-05-05,31.0
2024-05-06,62.0
2024-05-07,40.0
2024-05-08,61.0
2024-05-09,57.0
2024-05-10,49.0
2024-05-11,34.0
2024-05-12,32.0
2024-05-13,52.0
2024-05-14,54.0
2024-05-15,55.0
2024-05-16,52.0
2024-05-17,48.0
2024-05-18,45.0
2024-05-19,28.0
2024-05-20,53.0
2024-05-21,50.0
2024-05-22,61.0
2024-05-23,50.0
2024-05-24,47.0
2024-05-25,18.0
2024-05-26,29.0
2024-05-27,0.0
2024-05-28,52.0
2024-05-29,40.0
2024-05-30,52.0
2024-05-31,58.0
2024-06-01,30.0
2024-06-02,27.0
2024-06-03,63.0
2024-06-04,62.0
2024-06-05,53.0
2024-06-06,54.0
2024-06-07,44.0
2024-06-08,32.0
2024-06-09,20.0
2024-06-10,55.0
2024-06-11,55.0
2024-06-12,56.0
2024-06-13,60.0
2024-06-14,46.0
2024-06-15,24.0
2024-06-16,31.0
2024-06-17,51.0
2024-06-18,34.0
2024-06-19,48.0
2024-06-20,49.0
2024-06-21,43.0
2024-06-22,20.0
2024-06-23,23.0
2024-06-24,51.0
2024-06-25,51.0
2024-06-26,48.0
2024-06-27,47.0
2024-06-28,63.0
2024-06-29,26.0
2024-06-30,0.0
2024-07-01,56.0
2024-07-02,61.0
2024-07-03,60.0
2024-07-04,25.0
2024-07-05,49.0
2024-07-06,18.0
2024-07-07,23.0
2024-07-08,47.0
2024-07-09,45.0
2024-07-10,57.0
2024-07-11,55.0
2024-07-12,56.0
2024-07-13,0.0
2024-07-14,21.0
2024-07-15,46.0
2024-07-16,49.0
2024-07-17,54.0
2024-07-18,55.0
2024-07-19,37.0
2024-07-20,33.0
2024-07-21,22.0
2024-07-22,59.0
2024-07-23,52.0
2024-07-24,51.0
2024-07-25,60.0
2024-07-26,41.0
2024-07-27,0.0
2024-07-28,35.0
2024-07-29,43.0
2024-07-30,53.0
2024-07-31,53.0
2024-08-01,35.0
2024-08-02,39.0
2024-08-03,18.0
2024-08-04,17.0
2024-08-05,43.0
2024-08-06,51.0
2024-08-07,53.0
2024-08-08,56.0
2024-08-09,38.0
2024-08-10,17.0
2024-08-11,0.0
2024-08-12,32.0
2024-08-13,40.0
2024-08-14,41.0
2024-08-15,42.0
2024-08-16,45.0
2024-08-17,32.0
2024-08-18,47.0
2024-08-19,61.5
2024-08-20,36.5
2024-08-21,53.5
2024-08-22,42.5
2024-08-23,59.5
2024-08-24,22.5
2024-08-25,21.0
2024-08-26,58.5
2024-08-27,50.5
2024-08-28,54.0
2024-08-29,44.5
2024-08-30,42.0
2024-08-31,20.0
2024-09-01,36.0
2024-09-02,32.5
2024-09-03,48.0
2024-09-04,44.5
2024-09-05,90.5
2024-09-06,54.0
2024-09-07,33.5
2024-09-08,23.5
2024-09-09,50.5
2024-09-10,42.5
2024-09-11,61.5
2024-09-12,59.5
2024-09-13,54.5
2024-09-14,26.5
2024-09-15,27.0
2024-09-16,64.0
2024-09-17,48.0
2024-09-18,61.0
2024-09-19,57.0
2024-09-20,48.0
2024-09-21,29.0
2024-09-22,22.0
2024-09-23,48.0
2024-09-24,47.0
2024-09-25,59.0
2024-09-26,39.0
2024-09-27,54.0
2024-09-28,23.0
2024-09-29,25.0
2024-09-30,52.0
2024-10-01,45.0
2024-10-02,50.0
2024-10-03,59.0
2024-10-04,45.0
2024-10-05,36.0
2024-10-06,25.0
2024-10-07,69.0
2024-10-08,62.0
2024-10-09,51.0
2024-10-10,58.0
2024-10-11,54.0
2024-10-12,28.0
2024-10-13,21.0
2024-10-14,43.0
2024-10-15,70.0
2024-10-16,57.0
2024-10-17,69.0
2024-10-18,48.0
2024-10-19,33.0
2024-10-20,0.0
2024-10-21,52.0
2024-10-22,74.0
2024-10-23,37.0
2024-10-24,47.0
2024-10-25,48.0
2024-10-26,38.0
2024-10-27,0.0
2024-10-28,55.0
2024-10-29,58.0
2024-10-30,66.0
2024-10-31,65.0
2024-11-01,61.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,52.0
2024-11-05,64.0
2024-11-06,40.0
2024-11-07,54.0
2024-11-08,63.0
2024-11-09,21.0
2024-11-10,31.0
2024-11-11,48.0
2024-11-12,53.0
2024-11-13,78.0
2024-11-14,57.0
2024-11-15,64.0
2024-11-16,27.0
2024-11-17,30.0
2024-11-18,66.0
2024-11-19,66.0
2024-11-20,77.0
2024-11-21,54.0
2024-11-22,64.0
2024-11-23,40.0
2024-11-24,42.0
2024-11-25,75.0
2024-11-26,67.0
2024-11-27,55.0
2024-11-28,30.0
2024-11-29,37.0
2024-11-30,26.0
2024-12-01,27.0
2024-12-02,68.0
2024-12-03,75.0
2024-12-04,91.0
2024-12-05,55.0
2024-12-06,59.0
2024-12-07,31.0
2024-12-08,33.0
2024-12-09,52.0
2024-12-10,46.0
2024-12-11,68.0
2024-12-12,48.0
2024-12-13,39.0
2024-12-14,61.0
2024-12-15,0.0
2024-12-16,46.0
2024-12-17,69.0
2024-12-18,61.0
2024-12-19,57.0
2024-12-20,70.0
2024-12-21,38.0
2024-12-22,24.0
2024-12-23,63.0
2024-12-24,56.0
2024-12-25,0.0
2024-12-26,60.0
2024-12-27,67.0
2024-12-28,46.0
2024-12-29,38.0
2024-12-30,60.0
2024-12-31,69.0
2025-01-01,50.0
2025-01-02,43.0
2025-01-03,49.0
2025-01-04,39.0
2025-01-05,44.0
2025-01-06,60.0
2025-01-07,58.0
2025-01-08,53.0
2025-01-09,54.0
2025-01-10,51.0
2025-01-11,34.0
2025-01-12,30.0
2025-01-13,63.0
2025-01-14,54.0
2025-01-15,70.0
2025-01-16,66.0
2025-01-17,52.0
2025-01-18,40.0
2025-01-19,30.0
2025-01-20,47.0
2025-01-21,70.0
2025-01-22,64.0
2025-01-23,53.0
2025-01-24,63.0
2025-01-25,0.0
2025-01-26,31.0
2025-01-27,56.0
2025-01-28,71.0
2025-01-29,46.0
2025-01-30,64.0
2025-01-31,42.0
2025-02-01,31.0
2025-02-02,31.0
2025-02-03,51.0
2025-02-04,81.0
2025-02-05,64.0
2025-02-06,53.0
2025-02-07,50.0
2025-02-08,31.0
2025-02-09,44.0
2025-02-10,55.0
2025-02-11,64.0
2025-02-12,66.0
2025-02-13,56.0
2025-02-14,69.0
2025-02-15,49.0
2025-02-16,25.0
2025-02-17,44.0
2025-02-18,62.0
2025-02-19,54.0
2025-02-20,63.0
2025-02-21,59.0
2025-02-22,46.0
2025-02-23,29.0
2025-02-24,44.0
2025-02-25,42.0
2025-02-26,57.0
2025-02-27,64.0
2025-02-28,66.0
2025-03-01,52.0
2025-03-02,35.0
2025-03-03,61.0
2025-03-04,60.0
2025-03-05,46.0
2025-03-06,47.0
2025-03-07,41.0
2025-03-08,28.0
2025-03-09,40.0
2025-03-10,49.0
2025-03-11,68.0
2025-03-12,72.0
2025-03-13,54.0
2025-03-14,63.0
2025-03-15,51.0
2025-03-16,43.0
2025-03-17,52.0
2025-03-18,69.0
2025-03-19,41.0
2025-03-20,53.0
2025-03-21,74.0
2025-03-22,42.0
2025-03-23,38.0
2025-03-24,42.0
2025-03-25,56.0
2025-03-26,62.0
2025-03-27,58.0
2025-03-28,50.0
2025-03-29,34.0
2025-03-30,30.0
2025-03-31,64.0
2025-04-01,45.0
2025-04-02,57.0
2025-04-03,48.0
2025-04-04,48.0
2025-04-05,41.0
2025-04-06,35.0
2025-04-07,46.0
2025-04-08,59.0
2025-04-09,59.0
2025-04-10,55.0
2025-04-11,64.0
2025-04-12,50.0
2025-04-13,31.0
2025-04-14,64.0
2025-04-15,57.0
2025-04-16,49.5
2025-04-17,43.5
2025-04-18,34.5
2025-04-19,0.0
2025-04-20,26.5
2025-04-21,40.0
2025-04-22,40.5
2025-04-23,50.0
2025-04-24,47.0
2025-04-25,37.0
2025-04-26,0.0
2025-04-27,19.0
2025-04-28,49.5
2025-04-29,51.0
2025-04-30,41.5
2025-05-01,45.0
2025-05-02,45.0
2025-05-03,31.0
2025-05-04,20.5
2025-05-05,45.5
2025-05-06,37.5
2025-05-07,36.0
2025-05-08,50.0
2025-05-09,31.0
2025-05-10,0.0
2025-05-11,28.0
2025-05-12,58.0
2025-05-13,40.0
2025-05-14,38.5
2025-05-15,24.0
2025-05-16,33.0
2025-05-17,12.0
2025-05-18,0.0
2025-05-19,18.0
2025-05-20,22.0
2025-05-21,22.0
2025-05-22,16.0
2025-05-23,24.0
2025-05-24,13.0
2025-05-25,21.0
2025-05-26,0.0
2025-05-27,30.0
2025-05-28,24.0
2025-05-29,33.0
2025-05-30,27.0
2025-05-31,24.0
2025-06-01,15.0
2025-06-02,25.0
2025-06-03,31.0
2025-06-04,31.0
2025-06-05,36.0
2025-06-06,27.0
2025-06-07,22.0
2025-06-08,19.0
2025-06-09,33.0
2025-06-10,28.0
2025-06-11,31.0
2025-06-12,35.0
2025-06-13,27.0
2025-06-14,20.0
2025-06-15,20.0
2025-06-16,25.0
2025-06-17,33.0
2025-06-18,41.0
2025-06-19,23.0
2025-06-20,34.0
2025-06-21,13.0
2025-06-22,0.0
2025-06-23,34.0
2025-06-24,35.0
