Time,indeed_jobs
2023-01-04,99.09677419354838
2023-01-05,94.96774193548387
2023-01-06,82.58064516129032
2023-01-07,60.90322580645161
2023-01-08,58.83870967741935
2023-01-09,94.96774193548387
2023-01-10,96.0
2023-01-11,97.03225806451613
2023-01-12,88.77419354838709
2023-01-13,69.16129032258064
2023-01-14,57.806451612903224
2023-01-15,59.87096774193548
2023-01-16,80.51612903225806
2023-01-17,101.16129032258064
2023-01-18,97.03225806451613
2023-01-19,88.77419354838709
2023-01-20,76.38709677419355
2023-01-21,55.74193548387097
2023-01-22,55.74193548387097
2023-01-23,98.06451612903226
2023-01-24,99.09677419354838
2023-01-25,92.90322580645162
2023-01-26,84.64516129032258
2023-01-27,74.32258064516128
2023-01-28,56.774193548387096
2023-01-29,53.677419354838705
2023-01-30,86.70967741935483
2023-01-31,93.93548387096774
2023-02-01,87.74193548387096
2023-02-02,86.70967741935483
2023-02-03,70.19354838709677
2023-02-04,53.677419354838705
2023-02-05,56.774193548387096
2023-02-06,82.58064516129032
2023-02-07,90.83870967741936
2023-02-08,84.64516129032258
2023-02-09,80.51612903225806
2023-02-10,69.16129032258064
2023-02-11,57.806451612903224
2023-02-12,52.64516129032258
2023-02-13,75.35483870967742
2023-02-14,73.29032258064515
2023-02-15,82.58064516129032
2023-02-16,89.80645161290322
2023-02-17,75.35483870967742
2023-02-18,54.70967741935484
2023-02-19,57.806451612903224
2023-02-20,88.77419354838709
2023-02-21,89.80645161290322
2023-02-22,90.83870967741936
2023-02-23,77.41935483870968
2023-02-24,64.0
2023-02-25,55.74193548387097
2023-02-26,54.70967741935484
2023-02-27,87.74193548387096
2023-02-28,85.6774193548387
2023-03-01,79.48387096774194
2023-03-02,81.54838709677419
2023-03-03,64.0
2023-03-04,55.74193548387097
2023-03-05,52.64516129032258
2023-03-06,86.70967741935483
2023-03-07,92.90322580645162
2023-03-08,88.77419354838709
2023-03-09,77.41935483870968
2023-03-10,68.12903225806451
2023-03-11,54.70967741935484
2023-03-12,54.70967741935484
2023-03-13,83.61290322580645
2023-03-14,84.64516129032258
2023-03-15,80.51612903225806
2023-03-16,77.41935483870968
2023-03-17,67.09677419354838
2023-03-18,53.677419354838705
2023-03-19,56.774193548387096
2023-03-20,87.74193548387096
2023-03-21,94.96774193548387
2023-03-22,89.80645161290322
2023-03-23,81.54838709677419
2023-03-24,65.03225806451613
2023-03-25,54.70967741935484
2023-03-26,58.83870967741935
2023-03-27,86.70967741935483
2023-03-28,84.64516129032258
2023-03-29,89.80645161290322
2023-03-30,79.48387096774194
2023-03-31,67.09677419354838
2023-04-01,54.70967741935484
2023-04-02,52.64516129032258
2023-04-03,90.83870967741936
2023-04-04,86.70967741935483
2023-04-05,79.48387096774194
2023-04-06,79.48387096774194
2023-04-07,65.03225806451613
2023-04-08,52.64516129032258
2023-04-09,55.74193548387097
2023-04-10,90.83870967741936
2023-04-11,96.0
2023-04-12,87.74193548387096
2023-04-13,85.6774193548387
2023-04-14,71.2258064516129
2023-04-15,59.87096774193548
2023-04-16,58.83870967741935
2023-04-17,93.93548387096774
2023-04-18,96.0
2023-04-19,96.0
2023-04-20,81.54838709677419
2023-04-21,72.25806451612902
2023-04-22,55.74193548387097
2023-04-23,60.90322580645161
2023-04-24,89.80645161290322
2023-04-25,93.93548387096774
2023-04-26,91.11477869467367
2023-04-27,83.55288822205551
2023-04-28,69.55738934733682
2023-04-29,56.59414853713428
2023-04-30,58.75468867216804
2023-05-01,97.03225806451613
2023-05-02,97.03225806451613
2023-05-03,91.63090772693172
2023-05-04,86.79369842460613
2023-05-05,65.75243810952738
2023-05-06,59.83495873968492
2023-05-07,55.5138784696174
2023-05-08,95.95198799699924
2023-05-09,98.112528132033
2023-05-10,92.19504876219054
2023-05-11,81.95648912228057
2023-05-12,70.0735183795949
2023-05-13,56.07801950487622
2023-05-14,49.59639909977494
2023-05-15,97.03225806451613
2023-05-16,102.94973743435858
2023-05-17,101.35333833458364
2023-05-18,95.95198799699924
2023-05-19,77.07126781695423
2023-05-20,60.9152288072018
2023-05-21,57.67441860465116
2023-05-22,102.94973743435858
2023-05-23,102.43360840210052
2023-05-24,94.3555888972243
2023-05-25,95.95198799699924
2023-05-26,73.3383345836459
2023-05-27,55.28582145536384
2023-05-28,55.28582145536384
2023-05-29,66.56864216054012
2023-05-30,104.93023255813952
2023-05-31,110.57164291072768
2023-06-01,98.16054013503376
2023-06-02,84.6211552888222
2023-06-03,56.414103525881465
2023-06-04,64.31207801950487
2023-06-05,100.41710427606901
2023-06-06,109.44336084021005
2023-06-07,107.18679669917478
2023-06-08,93.64741185296323
2023-06-09,77.85146286571643
2023-06-10,60.92723180795198
2023-06-11,58.67066766691672
2023-06-12,104.93023255813952
2023-06-13,102.67366841710427
2023-06-14,102.67366841710427
2023-06-15,94.77569392348086
2023-06-16,81.23630907726931
2023-06-17,58.67066766691672
2023-06-18,55.28582145536384
2023-06-19,99.28882220555138
2023-06-20,106.05851462865715
2023-06-21,108.3150787696924
2023-06-22,99.28882220555138
2023-06-23,92.5191297824456
2023-06-24,62.05551387846961
2023-06-25,62.05551387846961
2023-06-26,103.8019504876219
2023-06-27,107.18679669917478
2023-06-28,104.93023255813952
2023-06-29,93.64741185296323
2023-06-30,76.72318079519879
2023-07-01,53.029257314328575
2023-07-02,56.414103525881465
2023-07-03,76.72318079519879
2023-07-04,60.92723180795198
2023-07-05,91.39084771192798
2023-07-06,102.67366841710427
2023-07-07,86.87771942985745
2023-07-08,62.05551387846961
2023-07-09,60.92723180795198
2023-07-10,101.54538634658664
2023-07-11,100.41710427606901
2023-07-12,94.77569392348086
2023-07-13,89.13428357089272
2023-07-14,78.97974493623406
2023-07-15,60.92723180795198
2023-07-16,60.92723180795198
2023-07-17,98.16054013503376
2023-07-18,102.67366841710427
2023-07-19,91.39084771192798
2023-07-20,82.36459114778694
2023-07-21,72.21005251312828
2023-07-22,62.05551387846961
2023-07-23,60.92723180795198
2023-07-24,98.16054013503376
2023-07-25,98.16054013503376
2023-07-26,99.28882220555138
2023-07-27,90.26256564141035
2023-07-28,82.36459114778694
2023-07-29,59.798949737434356
2023-07-30,64.31207801950487
2023-07-31,86.87771942985745
2023-08-01,98.16054013503376
2023-08-02,95.90397599399849
2023-08-03,90.26256564141035
2023-08-04,71.08177044261065
2023-08-05,59.798949737434356
2023-08-06,59.798949737434356
2023-08-07,99.28882220555138
2023-08-08,91.39084771192798
2023-08-09,100.41710427606901
2023-08-10,92.5191297824456
2023-08-11,81.23630907726931
2023-08-12,60.92723180795198
2023-08-13,59.798949737434356
2023-08-14,93.64741185296323
2023-08-15,99.28882220555138
2023-08-16,100.41710427606901
2023-08-17,93.64741185296323
2023-08-18,77.85146286571643
2023-08-19,57.54238559639909
2023-08-20,60.92723180795198
2023-08-21,101.54538634658664
2023-08-22,112.82820705176293
2023-08-23,103.8019504876219
2023-08-24,88.00600150037509
2023-08-25,67.69692423105776
2023-08-26,64.31207801950487
2023-08-27,58.67066766691672
2023-08-28,91.39084771192798
2023-08-29,95.90397599399849
2023-08-30,93.64741185296323
2023-08-31,82.36459114778694
2023-09-01,63.18379594898724
2023-09-02,53.029257314328575
2023-09-03,55.28582145536384
2023-09-04,66.56864216054012
2023-09-05,94.77569392348086
2023-09-06,94.77569392348086
2023-09-07,88.00600150037509
2023-09-08,66.56864216054012
2023-09-09,57.54238559639909
2023-09-10,56.414103525881465
2023-09-11,91.39084771192798
2023-09-12,99.28882220555138
2023-09-13,85.74943735933982
2023-09-14,82.36459114778694
2023-09-15,69.95348837209302
2023-09-16,51.90097524381095
2023-09-17,54.1575393848462
2023-09-18,95.90397599399849
2023-09-19,90.26256564141035
2023-09-20,91.39084771192798
2023-09-21,89.13428357089272
2023-09-22,68.82520630157539
2023-09-23,53.029257314328575
2023-09-24,57.54238559639909
2023-09-25,92.5191297824456
2023-09-26,94.77569392348086
2023-09-27,94.77569392348086
2023-09-28,76.72318079519879
2023-09-29,72.21005251312828
2023-09-30,55.28582145536384
2023-10-01,55.28582145536384
2023-10-02,85.74943735933982
2023-10-03,93.64741185296323
2023-10-04,90.26256564141035
2023-10-05,75.59489872468116
2023-10-06,67.69692423105776
2023-10-07,54.1575393848462
2023-10-08,55.28582145536384
2023-10-09,83.49287321830457
2023-10-10,88.00600150037509
2023-10-11,89.13428357089272
2023-10-12,77.85146286571643
2023-10-13,63.18379594898724
2023-10-14,49.64441110277569
2023-10-15,54.1575393848462
2023-10-16,85.74943735933982
2023-10-17,92.5191297824456
2023-10-18,85.74943735933982
2023-10-19,77.85146286571643
2023-10-20,65.4403600900225
2023-10-21,50.77269317329332
2023-10-22,54.1575393848462
2023-10-23,86.87771942985745
2023-10-24,90.26256564141035
2023-10-25,83.49287321830457
2023-10-26,80.10802700675168
2023-10-27,64.31207801950487
2023-10-28,49.64441110277569
2023-10-29,50.77269317329332
2023-10-30,82.36459114778694
2023-10-31,81.23630907726931
2023-11-01,88.00600150037509
2023-11-02,83.49287321830457
2023-11-03,67.69692423105776
2023-11-04,56.414103525881465
2023-11-05,57.54238559639909
2023-11-06,86.87771942985745
2023-11-07,97.03225806451611
2023-11-08,86.87771942985745
2023-11-09,81.23630907726931
2023-11-10,69.95348837209302
2023-11-11,55.28582145536384
2023-11-12,55.28582145536384
2023-11-13,84.6211552888222
2023-11-14,94.77569392348086
2023-11-15,81.23630907726931
2023-11-16,74.46661665416353
2023-11-17,66.56864216054012
2023-11-18,49.64441110277569
2023-11-19,47.38784696174043
2023-11-20,69.95348837209302
2023-11-21,66.56864216054012
2023-11-22,55.28582145536384
2023-11-23,37.233308327081765
2023-11-24,49.64441110277569
2023-11-25,54.1575393848462
2023-11-26,55.28582145536384
2023-11-27,81.23630907726931
2023-11-28,85.74943735933982
2023-11-29,83.49287321830457
2023-11-30,76.72318079519879
2023-12-01,64.31207801950487
2023-12-02,54.1575393848462
2023-12-03,48.51612903225806
2023-12-04,74.46661665416353
2023-12-05,85.74943735933982
2023-12-06,73.3383345836459
2023-12-07,68.82520630157539
2023-12-08,62.05551387846961
2023-12-09,48.51612903225806
2023-12-10,53.029257314328575
2023-12-11,75.59489872468116
2023-12-12,80.10802700675168
2023-12-13,77.85146286571643
2023-12-14,64.31207801950487
2023-12-15,56.414103525881465
2023-12-16,47.38784696174043
2023-12-17,47.38784696174043
2023-12-18,62.05551387846961
2023-12-19,69.95348837209302
2023-12-20,62.05551387846961
2023-12-21,63.18379594898724
2023-12-22,55.060165041260305
2023-12-23,39.54628657164291
2023-12-24,33.67921980495123
2023-12-25,32.607351837959484
2023-12-26,61.99909977494373
2023-12-27,75.87696924231057
2023-12-28,72.1536384096024
2023-12-29,62.50682670667666
2023-12-30,52.91642910727681
2023-12-31,45.41335333833457
2024-01-01,52.91642910727681
2024-01-02,90.31897974493623
2024-01-03,101.54538634658664
2024-01-04,99.40165041260315
2024-01-05,77.51297824456114
2024-01-06,58.783495873968484
2024-01-07,57.71162790697674
2024-01-08,84.95963990997748
2024-01-09,87.10337584396098
2024-01-10,91.39084771192796
2024-01-11,81.23630907726931
2024-01-12,71.08177044261065
2024-01-13,53.98829707426856
2024-01-14,52.91642910727681
2024-01-15,71.08177044261065
2024-01-16,83.3800450112528
2024-01-17,87.66751687921979
2024-01-18,80.16444111027755
2024-01-19,70.0099024756189
2024-01-20,54.49602400600149
2024-01-21,57.88087021755438
2024-01-22,85.29812453113277
2024-01-23,91.39084771192796
2024-01-24,89.35993998499623
2024-01-25,81.23630907726931
2024-01-26,61.94268567141784
2024-01-27,49.75723930982745
2024-01-28,49.75723930982745
2024-01-29,72.09722430607651
2024-01-30,74.12813203300824
2024-01-31,70.06631657914477
2024-02-01,69.0508627156789
2024-02-02,55.849962490622644
2024-02-03,47.72633158289572
2024-02-04,52.80360090022505
2024-02-05,64.98904726181544
2024-02-06,69.0508627156789
2024-02-07,72.09722430607651
2024-02-08,64.98904726181544
2024-02-09,55.849962490622644
2024-02-10,46.71087771942985
2024-02-11,41.63360840210052
2024-02-12,56.86541635408851
2024-02-13,66.00450112528131
2024-02-14,58.896324081020246
2024-02-15,61.94268567141784
2024-02-16,53.819054763690914
2024-02-17,45.69542385596398
2024-02-18,47.72633158289572
2024-02-19,63.97359339834958
2024-02-20,83.26721680420104
2024-02-21,66.00450112528131
2024-02-22,60.927231807951976
2024-02-23,58.896324081020246
2024-02-24,46.71087771942985
2024-02-25,42.649062265566386
2024-02-26,61.94268567141784
2024-02-27,60.927231807951976
2024-02-28,62.95813953488371
2024-02-29,63.97359339834958
2024-03-01,55.849962490622644
2024-03-02,45.69542385596398
2024-03-03,44.679969992498116
2024-03-04,64.98904726181544
2024-03-05,62.95813953488371
2024-03-06,58.896324081020246
2024-03-07,57.88087021755438
2024-03-08,51.788147036759185
2024-03-09,43.66451612903225
2024-03-10,43.66451612903225
2024-03-11,61.94268567141784
2024-03-12,63.97359339834958
2024-03-13,60.927231807951976
2024-03-14,55.849962490622644
2024-03-15,48.74178544636158
2024-03-16,39.602700675168784
2024-03-17,44.679969992498116
2024-03-18,61.94268567141784
2024-03-19,64.98904726181544
2024-03-20,61.94268567141784
2024-03-21,55.849962490622644
2024-03-22,51.788147036759185
2024-03-23,42.649062265566386
2024-03-24,43.66451612903225
2024-03-25,61.94268567141784
2024-03-26,60.927231807951976
2024-03-27,57.88087021755438
2024-03-28,59.91177794448611
2024-03-29,49.75723930982745
2024-03-30,39.602700675168784
2024-03-31,37.571792948237054
2024-04-01,64.98904726181544
2024-04-02,69.0508627156789
2024-04-03,63.97359339834958
2024-04-04,66.00450112528131
2024-04-05,54.83450862715678
2024-04-06,43.66451612903225
2024-04-07,41.63360840210052
2024-04-08,63.97359339834958
2024-04-09,63.97359339834958
2024-04-10,63.97359339834958
2024-04-11,61.94268567141784
2024-04-12,55.849962490622644
2024-04-13,43.66451612903225
2024-04-14,46.71087771942985
2024-04-15,64.98904726181544
2024-04-16,61.94268567141784
2024-04-17,61.94268567141784
2024-04-18,60.927231807951976
2024-04-19,55.849962490622644
2024-04-20,43.66451612903225
2024-04-21,46.71087771942985
2024-04-22,62.95813953488371
2024-04-23,67.01995498874717
2024-04-24,63.97359339834958
2024-04-25,61.94268567141784
2024-04-26,56.86541635408851
2024-04-27,42.649062265566386
2024-04-28,44.679969992498116
2024-04-29,63.97359339834958
2024-04-30,64.98904726181544
2024-05-01,60.927231807951976
2024-05-02,58.896324081020246
2024-05-03,52.80360090022505
2024-05-04,44.679969992498116
2024-05-05,44.679969992498116
2024-05-06,63.97359339834958
2024-05-07,62.95813953488371
2024-05-08,62.95813953488371
2024-05-09,58.896324081020246
2024-05-10,55.849962490622644
2024-05-11,44.679969992498116
2024-05-12,39.602700675168784
2024-05-13,64.98904726181544
2024-05-14,69.0508627156789
2024-05-15,63.97359339834958
2024-05-16,62.95813953488371
2024-05-17,55.849962490622644
2024-05-18,45.69542385596398
2024-05-19,47.72633158289572
2024-05-20,61.94268567141784
2024-05-21,67.01995498874717
2024-05-22,63.97359339834958
2024-05-23,63.97359339834958
2024-05-24,57.88087021755438
2024-05-25,42.649062265566386
2024-05-26,39.602700675168784
2024-05-27,50.77269317329331
2024-05-28,68.03540885221304
2024-05-29,70.06631657914477
2024-05-30,67.01995498874717
2024-05-31,55.849962490622644
2024-06-01,46.71087771942985
2024-06-02,47.72633158289572
2024-06-03,66.00450112528131
2024-06-04,67.01995498874717
2024-06-05,68.03540885221304
2024-06-06,66.00450112528131
2024-06-07,54.83450862715678
2024-06-08,43.66451612903225
2024-06-09,45.69542385596398
2024-06-10,64.98904726181544
2024-06-11,69.0508627156789
2024-06-12,63.97359339834958
2024-06-13,58.896324081020246
2024-06-14,53.819054763690914
2024-06-15,42.649062265566386
2024-06-16,42.649062265566386
2024-06-17,66.00450112528131
2024-06-18,68.03540885221304
2024-06-19,66.00450112528131
2024-06-20,56.86541635408851
2024-06-21,56.86541635408851
2024-06-22,42.649062265566386
2024-06-23,45.69542385596398
2024-06-24,66.00450112528131
2024-06-25,67.01995498874717
2024-06-26,66.00450112528131
2024-06-27,58.896324081020246
2024-06-28,54.83450862715678
2024-06-29,41.63360840210052
2024-06-30,40.618154538634656
2024-07-01,62.95813953488371
2024-07-02,61.94268567141784
2024-07-03,58.896324081020246
2024-07-04,39.602700675168784
2024-07-05,47.72633158289572
2024-07-06,41.63360840210052
2024-07-07,46.71087771942985
2024-07-08,62.95813953488371
2024-07-09,68.03540885221304
2024-07-10,64.98904726181544
2024-07-11,61.94268567141784
2024-07-12,56.86541635408851
2024-07-13,42.649062265566386
2024-07-14,39.602700675168784
2024-07-15,56.86541635408851
2024-07-16,64.98904726181544
2024-07-17,62.95813953488371
2024-07-18,62.95813953488371
2024-07-19,56.86541635408851
2024-07-20,40.618154538634656
2024-07-21,44.679969992498116
2024-07-22,63.97359339834958
2024-07-23,67.01995498874717
2024-07-24,67.01995498874717
2024-07-25,71.08177044261065
2024-07-26,59.91177794448611
2024-07-27,40.618154538634656
2024-07-28,45.69542385596398
2024-07-29,64.98904726181544
2024-07-30,70.06631657914477
2024-07-31,76.15903975993997
2024-08-01,60.927231807951976
2024-08-02,56.86541635408851
2024-08-03,43.66451612903225
2024-08-04,47.72633158289572
2024-08-05,62.95813953488371
2024-08-06,61.94268567141784
2024-08-07,62.95813953488371
2024-08-08,61.94268567141784
2024-08-09,58.896324081020246
2024-08-10,43.66451612903225
2024-08-11,45.69542385596398
2024-08-12,67.01995498874717
2024-08-13,70.06631657914477
2024-08-14,68.03540885221304
2024-08-15,64.98904726181544
2024-08-16,55.849962490622644
2024-08-17,45.69542385596398
2024-08-18,47.6039088992619
2024-08-19,65.95581935408403
2024-08-20,70.9748301583412
2024-08-21,60.58246910045649
2024-08-22,59.7204027193532
2024-08-23,55.05573136446638
2024-08-24,45.52543668768496
2024-08-25,46.74184251815861
2024-08-26,65.60147990471367
2024-08-27,62.1532143803005
2024-08-28,65.09375297298074
2024-08-29,61.79887493093014
2024-08-30,52.11519277178615
2024-08-31,37.92022674011791
2024-09-01,39.64435950232449
2024-09-02,54.701391915096025
2024-09-03,60.93680854982685
2024-09-04,59.7204027193532
2024-09-05,57.99626995714662
2024-09-06,50.036720560209204
2024-09-07,39.64435950232449
2024-09-08,43.44696447610802
2024-09-09,57.99626995714662
2024-09-10,59.7204027193532
2024-09-11,55.91779774556967
2024-09-12,55.91779774556967
2024-09-13,48.4659752803652
2024-09-14,38.427953671850844
2024-09-15,37.56588729074755
2024-09-16,55.563458296199315
2024-09-17,58.82034859547957
2024-09-18,58.11166969673886
2024-09-19,55.276954101775985
2024-09-20,48.898844013109525
2024-09-21,39.68601832948019
2024-09-22,40.39469722822091
2024-09-23,58.11166969673886
2024-09-24,60.94638529170173
2024-09-25,56.69431189925742
