Time,wells fargo
2022-08-24,63.0
2022-08-25,63.0
2022-08-26,71.0
2022-08-27,57.0
2022-08-28,40.0
2022-08-29,72.0
2022-08-30,72.0
2022-08-31,74.5
2022-09-01,85.0
2022-09-02,91.0
2022-09-03,69.5
2022-09-04,44.0
2022-09-05,50.5
2022-09-06,76.5
2022-09-07,75.5
2022-09-08,66.5
2022-09-09,77.5
2022-09-10,66.5
2022-09-11,41.0
2022-09-12,70.5
2022-09-13,67.5
2022-09-14,69.5
2022-09-15,76.5
2022-09-16,81.0
2022-09-17,63.0
2022-09-18,44.5
2022-09-19,69.5
2022-09-20,71.0
2022-09-21,67.5
2022-09-22,70.0
2022-09-23,74.0
2022-09-24,63.0
2022-09-25,40.0
2022-09-26,68.0
2022-09-27,67.5
2022-09-28,74.0
2022-09-29,74.0
2022-09-30,92.0
2022-10-01,83.0
2022-10-02,52.0
2022-10-03,87.0
2022-10-04,84.0
2022-10-05,80.0
2022-10-06,82.0
2022-10-07,89.0
2022-10-08,73.0
2022-10-09,47.0
2022-10-10,87.0
2022-10-11,81.0
2022-10-12,83.0
2022-10-13,79.0
2022-10-14,85.0
2022-10-15,72.0
2022-10-16,47.0
2022-10-17,78.0
2022-10-18,74.0
2022-10-19,76.0
2022-10-20,77.0
2022-10-21,84.0
2022-10-22,67.0
2022-10-23,46.0
2022-10-24,71.0
2022-10-25,73.0
2022-10-26,77.0
2022-10-27,76.0
2022-10-28,81.0
2022-10-29,72.0
2022-10-30,44.0
2022-10-31,79.0
2022-11-01,89.0
2022-11-02,83.0
2022-11-03,81.0
2022-11-04,87.0
2022-11-05,70.0
2022-11-06,45.0
2022-11-07,80.0
2022-11-08,72.0
2022-11-09,69.0
2022-11-10,77.0
2022-11-11,81.0
2022-11-12,72.0
2022-11-13,48.0
2022-11-14,76.0
2022-11-15,82.0
2022-11-16,74.0
2022-11-17,74.0
2022-11-18,84.0
2022-11-19,69.0
2022-11-20,44.0
2022-11-21,70.0
2022-11-22,75.0
2022-11-23,81.0
2022-11-24,43.0
2022-11-25,73.0
2022-11-26,58.0
2022-11-27,44.0
2022-11-28,69.0
2022-11-29,72.0
2022-11-30,77.0
2022-12-01,88.0
2022-12-02,87.0
2022-12-03,76.0
2022-12-04,48.0
2022-12-05,76.0
2022-12-06,75.0
2022-12-07,74.0
2022-12-08,73.0
2022-12-09,80.0
2022-12-10,69.0
2022-12-11,46.0
2022-12-12,74.0
2022-12-13,74.0
2022-12-14,73.0
2022-12-15,77.0
2022-12-16,87.0
2022-12-17,70.0
2022-12-18,47.0
2022-12-19,76.0
2022-12-20,88.0
2022-12-21,91.0
2022-12-22,84.0
2022-12-23,84.0
2022-12-24,64.0
2022-12-25,34.0
2022-12-26,71.0
2022-12-27,82.0
2022-12-28,88.0
2022-12-29,80.0
2022-12-30,93.0
2022-12-31,71.0
2023-01-01,46.0
2023-01-02,83.0
2023-01-03,85.0
2023-01-04,85.0
2023-01-05,82.0
2023-01-06,91.0
2023-01-07,74.0
2023-01-08,51.0
2023-01-09,75.0
2023-01-10,81.0
2023-01-11,78.0
2023-01-12,77.0
2023-01-13,80.0
2023-01-14,68.0
2023-01-15,47.0
2023-01-16,67.0
2023-01-17,82.0
2023-01-18,77.0
2023-01-19,77.0
2023-01-20,80.0
2023-01-21,71.0
2023-01-22,46.0
2023-01-23,74.0
2023-01-24,74.0
2023-01-25,72.0
2023-01-26,73.0
2023-01-27,78.0
2023-01-28,71.0
2023-01-29,46.0
2023-01-30,73.0
2023-01-31,82.0
2023-02-01,89.0
2023-02-02,85.0
2023-02-03,88.0
2023-02-04,75.0
2023-02-05,50.0
2023-02-06,76.0
2023-02-07,77.0
2023-02-08,73.0
2023-02-09,78.0
2023-02-10,81.0
2023-02-11,73.0
2023-02-12,46.0
2023-02-13,72.0
2023-02-14,75.0
2023-02-15,79.0
2023-02-16,79.0
2023-02-17,83.0
2023-02-18,72.0
2023-02-19,50.0
2023-02-20,65.0
2023-02-21,78.0
2023-02-22,77.0
2023-02-23,78.0
2023-02-24,85.0
2023-02-25,74.0
2023-02-26,51.0
2023-02-27,79.0
2023-02-28,83.0
2023-03-01,92.0
2023-03-02,87.0
2023-03-03,85.0
2023-03-04,77.0
2023-03-05,51.0
2023-03-06,75.0
2023-03-07,76.0
2023-03-08,77.0
2023-03-09,78.0
2023-03-10,98.0
2023-03-11,98.0
2023-03-12,64.0
2023-03-13,88.0
2023-03-14,88.0
2023-03-15,89.0
2023-03-16,84.0
2023-03-17,87.0
2023-03-18,70.0
2023-03-19,50.0
2023-03-20,75.0
2023-03-21,76.0
2023-03-22,78.0
2023-03-23,75.0
2023-03-24,76.0
2023-03-25,68.0
2023-03-26,48.0
2023-03-27,74.0
2023-03-28,74.0
2023-03-29,74.0
2023-03-30,76.0
2023-03-31,89.0
2023-04-01,78.0
2023-04-02,52.0
2023-04-03,84.0
2023-04-04,82.0
2023-04-05,76.0
2023-04-06,78.0
2023-04-07,85.0
2023-04-08,68.0
2023-04-09,43.0
2023-04-10,82.0
2023-04-11,79.0
2023-04-12,77.0
2023-04-13,80.0
2023-04-14,88.0
2023-04-15,75.0
2023-04-16,51.0
2023-04-17,79.0
2023-04-18,78.0
2023-04-19,75.0
2023-04-20,77.0
2023-04-21,75.0
2023-04-22,65.0
2023-04-23,44.0
2023-04-24,69.0
2023-04-25,70.0
2023-04-26,76.0
2023-04-27,77.0
2023-04-28,81.5
2023-04-29,72.0
2023-04-30,51.5
2023-05-01,94.0
2023-05-02,91.5
2023-05-03,90.5
2023-05-04,95.5
2023-05-05,94.5
2023-05-06,86.5
2023-05-07,73.0
2023-05-08,81.5
2023-05-09,75.0
2023-05-10,75.0
2023-05-11,74.0
2023-05-12,83.5
2023-05-13,66.5
2023-05-14,46.0
2023-05-15,77.0
2023-05-16,79.5
2023-05-17,78.0
2023-05-18,80.0
2023-05-19,79.0
2023-05-20,69.0
2023-05-21,47.0
2023-05-22,74.0
2023-05-23,78.0
2023-05-24,74.0
2023-05-25,83.0
2023-05-26,85.0
2023-05-27,72.0
2023-05-28,49.0
2023-05-29,56.0
2023-05-30,87.0
2023-05-31,97.0
2023-06-01,100.0
2023-06-02,96.0
2023-06-03,80.0
2023-06-04,50.0
2023-06-05,85.0
2023-06-06,86.0
2023-06-07,82.0
2023-06-08,85.0
2023-06-09,90.0
2023-06-10,72.0
2023-06-11,46.0
2023-06-12,81.0
2023-06-13,79.0
2023-06-14,83.0
2023-06-15,88.0
2023-06-16,87.0
2023-06-17,71.0
2023-06-18,48.0
2023-06-19,79.0
2023-06-20,86.0
2023-06-21,87.0
2023-06-22,83.0
2023-06-23,89.0
2023-06-24,68.0
2023-06-25,49.0
2023-06-26,81.0
2023-06-27,87.0
2023-06-28,85.0
2023-06-29,87.0
2023-06-30,96.0
2023-07-01,86.0
2023-07-02,59.0
2023-07-03,100.0
2023-07-04,61.0
2023-07-05,92.0
2023-07-06,94.0
2023-07-07,91.0
2023-07-08,76.0
2023-07-09,52.0
2023-07-10,82.0
2023-07-11,82.0
2023-07-12,82.0
2023-07-13,85.0
2023-07-14,89.0
2023-07-15,72.0
2023-07-16,49.0
2023-07-17,81.0
2023-07-18,82.0
2023-07-19,83.0
2023-07-20,80.0
2023-07-21,83.0
2023-07-22,66.0
2023-07-23,49.0
2023-07-24,79.0
2023-07-25,80.0
2023-07-26,77.0
2023-07-27,84.0
2023-07-28,91.0
2023-07-29,75.0
2023-07-30,50.0
2023-07-31,90.0
2023-08-01,100.0
2023-08-02,88.0
2023-08-03,91.0
2023-08-04,93.0
2023-08-05,79.0
2023-08-06,54.0
2023-08-07,79.0
2023-08-08,81.0
2023-08-09,77.0
2023-08-10,85.0
2023-08-11,87.0
2023-08-12,70.0
2023-08-13,51.0
2023-08-14,80.0
2023-08-15,87.0
2023-08-16,90.0
2023-08-17,80.0
2023-08-18,79.0
2023-08-19,70.0
2023-08-20,47.0
2023-08-21,76.0
2023-08-22,79.0
2023-08-23,80.0
2023-08-24,79.0
2023-08-25,83.0
2023-08-26,70.0
2023-08-27,49.0
2023-08-28,74.0
2023-08-29,77.0
2023-08-30,80.0
2023-08-31,87.0
2023-09-01,94.0
2023-09-02,75.0
2023-09-03,49.0
2023-09-04,56.0
2023-09-05,89.0
2023-09-06,84.0
2023-09-07,82.0
2023-09-08,77.0
2023-09-09,70.0
2023-09-10,44.0
2023-09-11,77.0
2023-09-12,74.0
2023-09-13,73.0
2023-09-14,80.0
2023-09-15,83.0
2023-09-16,69.0
2023-09-17,48.0
2023-09-18,74.0
2023-09-19,75.0
2023-09-20,73.0
2023-09-21,75.0
2023-09-22,74.0
2023-09-23,65.0
2023-09-24,46.0
2023-09-25,71.0
2023-09-26,69.0
2023-09-27,75.0
2023-09-28,78.0
2023-09-29,86.0
2023-09-30,73.0
2023-10-01,55.0
2023-10-02,87.0
2023-10-03,85.0
2023-10-04,78.0
2023-10-05,77.0
2023-10-06,81.0
2023-10-07,68.0
2023-10-08,48.0
2023-10-09,76.0
2023-10-10,81.0
2023-10-11,80.0
2023-10-12,82.0
2023-10-13,81.0
2023-10-14,64.0
2023-10-15,48.0
2023-10-16,74.0
2023-10-17,72.0
2023-10-18,73.0
2023-10-19,73.0
2023-10-20,74.0
2023-10-21,65.0
2023-10-22,46.0
2023-10-23,69.0
2023-10-24,69.0
2023-10-25,74.0
2023-10-26,72.0
2023-10-27,76.0
2023-10-28,63.0
2023-10-29,42.0
2023-10-30,73.0
2023-10-31,76.0
2023-11-01,89.0
2023-11-02,83.0
2023-11-03,86.0
2023-11-04,70.0
2023-11-05,46.0
2023-11-06,70.0
2023-11-07,73.0
2023-11-08,74.0
2023-11-09,74.0
2023-11-10,89.0
2023-11-11,66.0
2023-11-12,43.0
2023-11-13,69.0
2023-11-14,73.0
2023-11-15,77.0
2023-11-16,76.0
2023-11-17,75.0
2023-11-18,65.0
2023-11-19,43.0
2023-11-20,69.0
2023-11-21,72.0
2023-11-22,77.0
2023-11-23,42.0
2023-11-24,67.0
2023-11-25,60.0
2023-11-26,44.0
2023-11-27,72.0
2023-11-28,75.0
2023-11-29,77.0
2023-11-30,75.0
2023-12-01,89.0
2023-12-02,75.0
2023-12-03,46.0
2023-12-04,76.0
2023-12-05,77.0
2023-12-06,77.0
2023-12-07,78.0
2023-12-08,75.0
2023-12-09,69.0
2023-12-10,45.0
2023-12-11,74.0
2023-12-12,72.0
2023-12-13,73.0
2023-12-14,78.0
2023-12-15,79.0
2023-12-16,72.0
2023-12-17,47.0
2023-12-18,69.0
2023-12-19,76.0
2023-12-20,79.0
2023-12-21,78.0
2023-12-22,86.0
2023-12-23,75.0
2023-12-24,43.5
2023-12-25,34.5
2023-12-26,75.5
2023-12-27,81.5
2023-12-28,89.0
2023-12-29,94.5
2023-12-30,74.0
2023-12-31,52.0
2024-01-01,53.0
2024-01-02,91.0
2024-01-03,92.0
2024-01-04,88.0
2024-01-05,85.0
2024-01-06,71.0
2024-01-07,45.0
2024-01-08,69.0
2024-01-09,71.0
2024-01-10,75.0
2024-01-11,74.0
2024-01-12,79.5
2024-01-13,65.5
2024-01-14,44.5
2024-01-15,62.5
2024-01-16,73.0
2024-01-17,79.5
2024-01-18,75.5
2024-01-19,78.5
2024-01-20,68.0
2024-01-21,49.0
2024-01-22,76.0
2024-01-23,73.0
2024-01-24,80.0
2024-01-25,78.0
2024-01-26,76.0
2024-01-27,68.0
2024-01-28,43.0
2024-01-29,75.0
2024-01-30,82.0
2024-01-31,79.0
2024-02-01,85.0
2024-02-02,89.0
2024-02-03,75.0
2024-02-04,51.0
2024-02-05,75.0
2024-02-06,76.0
2024-02-07,75.0
2024-02-08,74.0
2024-02-09,81.0
2024-02-10,71.0
2024-02-11,44.0
2024-02-12,67.0
2024-02-13,73.0
2024-02-14,75.0
2024-02-15,81.0
2024-02-16,84.0
2024-02-17,77.0
2024-02-18,52.0
2024-02-19,69.0
2024-02-20,77.0
2024-02-21,81.0
2024-02-22,88.0
2024-02-23,79.0
2024-02-24,71.0
2024-02-25,54.0
2024-02-26,75.0
2024-02-27,78.0
2024-02-28,77.0
2024-02-29,83.0
2024-03-01,93.0
2024-03-02,78.0
2024-03-03,52.0
2024-03-04,82.0
2024-03-05,80.0
2024-03-06,75.0
2024-03-07,77.0
2024-03-08,77.0
2024-03-09,70.0
2024-03-10,46.0
2024-03-11,72.0
2024-03-12,79.0
2024-03-13,75.0
2024-03-14,77.0
2024-03-15,78.0
2024-03-16,68.0
2024-03-17,46.0
2024-03-18,75.0
2024-03-19,75.0
2024-03-20,78.0
2024-03-21,73.0
2024-03-22,77.0
2024-03-23,69.0
2024-03-24,46.0
2024-03-25,75.0
2024-03-26,72.0
2024-03-27,75.0
2024-03-28,79.0
2024-03-29,88.0
2024-03-30,71.0
2024-03-31,42.0
2024-04-01,89.0
2024-04-02,83.0
2024-04-03,79.0
2024-04-04,77.0
2024-04-05,80.0
2024-04-06,63.0
2024-04-07,43.0
2024-04-08,69.0
2024-04-09,73.0
2024-04-10,78.0
2024-04-11,75.0
2024-04-12,83.0
2024-04-13,68.0
2024-04-14,50.0
2024-04-15,84.0
2024-04-16,74.0
2024-04-17,72.0
2024-04-18,73.0
2024-04-19,75.0
2024-04-20,63.0
2024-04-21,39.0
2024-04-22,65.0
2024-04-23,69.0
2024-04-24,67.0
2024-04-25,73.0
2024-04-26,73.0
2024-04-27,61.0
2024-04-28,46.0
2024-04-29,73.0
2024-04-30,77.0
2024-05-01,81.0
2024-05-02,81.0
2024-05-03,82.0
2024-05-04,66.0
2024-05-05,45.0
2024-05-06,76.0
2024-05-07,68.0
2024-05-08,78.0
2024-05-09,90.0
2024-05-10,95.0
2024-05-11,88.0
2024-05-12,92.0
2024-05-13,80.0
2024-05-14,74.0
2024-05-15,71.0
2024-05-16,72.0
2024-05-17,74.0
2024-05-18,62.0
2024-05-19,41.0
2024-05-20,71.0
2024-05-21,71.0
2024-05-22,71.0
2024-05-23,69.0
2024-05-24,76.0
2024-05-25,61.0
2024-05-26,45.0
2024-05-27,43.0
2024-05-28,72.0
2024-05-29,79.0
2024-05-30,79.0
2024-05-31,86.0
2024-06-01,71.0
2024-06-02,50.0
2024-06-03,79.0
2024-06-04,79.0
2024-06-05,77.0
2024-06-06,78.0
2024-06-07,76.0
2024-06-08,69.0
2024-06-09,44.0
2024-06-10,76.0
2024-06-11,72.0
2024-06-12,77.0
2024-06-13,82.0
2024-06-14,85.0
2024-06-15,67.0
2024-06-16,46.0
2024-06-17,86.0
2024-06-18,81.0
2024-06-19,78.0
2024-06-20,79.0
2024-06-21,82.0
2024-06-22,63.0
2024-06-23,41.0
2024-06-24,77.0
2024-06-25,75.0
2024-06-26,72.0
2024-06-27,80.0
2024-06-28,83.0
2024-06-29,69.0
2024-06-30,46.0
2024-07-01,90.0
2024-07-02,83.0
2024-07-03,86.0
2024-07-04,54.0
2024-07-05,79.0
2024-07-06,63.0
2024-07-07,42.0
2024-07-08,76.0
2024-07-09,75.0
2024-07-10,76.0
2024-07-11,77.0
2024-07-12,84.0
2024-07-13,62.0
2024-07-14,39.0
2024-07-15,75.0
2024-07-16,76.0
2024-07-17,76.0
2024-07-18,76.0
2024-07-19,81.0
2024-07-20,64.0
2024-07-21,40.0
2024-07-22,70.0
2024-07-23,70.0
2024-07-24,71.0
2024-07-25,73.0
2024-07-26,80.0
2024-07-27,61.0
2024-07-28,42.0
2024-07-29,74.0
2024-07-30,76.0
2024-07-31,81.0
2024-08-01,89.0
2024-08-02,83.0
2024-08-03,68.0
2024-08-04,40.0
2024-08-05,75.0
2024-08-06,74.0
2024-08-07,74.0
2024-08-08,69.0
2024-08-09,73.0
2024-08-10,60.0
2024-08-11,38.0
2024-08-12,72.0
2024-08-13,73.0
2024-08-14,72.0
2024-08-15,79.0
2024-08-16,78.0
2024-08-17,60.0
2024-08-18,41.0
2024-08-19,73.5
2024-08-20,74.0
2024-08-21,73.0
2024-08-22,72.5
2024-08-23,72.0
2024-08-24,60.5
2024-08-25,40.0
2024-08-26,69.5
2024-08-27,70.0
2024-08-28,71.0
2024-08-29,86.0
2024-08-30,97.5
2024-08-31,78.0
2024-09-01,58.5
2024-09-02,61.5
2024-09-03,86.0
2024-09-04,83.0
2024-09-05,77.0
2024-09-06,76.0
2024-09-07,66.5
2024-09-08,43.0
2024-09-09,71.0
2024-09-10,69.5
2024-09-11,66.5
2024-09-12,75.0
2024-09-13,77.0
2024-09-14,65.5
2024-09-15,41.0
2024-09-16,71.0
2024-09-17,73.0
2024-09-18,73.0
2024-09-19,73.0
2024-09-20,74.0
2024-09-21,61.0
2024-09-22,39.0
2024-09-23,69.0
2024-09-24,69.0
2024-09-25,65.0
2024-09-26,72.0
2024-09-27,73.0
2024-09-28,61.0
2024-09-29,42.0
2024-09-30,73.0
2024-10-01,79.0
2024-10-02,78.0
2024-10-03,75.0
2024-10-04,77.0
2024-10-05,65.0
2024-10-06,40.0
2024-10-07,68.0
2024-10-08,67.0
2024-10-09,64.0
2024-10-10,69.0
2024-10-11,77.0
2024-10-12,62.0
2024-10-13,39.0
2024-10-14,69.0
2024-10-15,75.0
2024-10-16,68.0
2024-10-17,66.0
2024-10-18,69.0
2024-10-19,57.0
2024-10-20,35.0
2024-10-21,66.0
2024-10-22,62.0
2024-10-23,60.0
2024-10-24,62.0
2024-10-25,64.0
2024-10-26,53.0
2024-10-27,34.0
2024-10-28,63.0
2024-10-29,62.0
2024-10-30,65.0
2024-10-31,65.0
2024-11-01,79.0
2024-11-02,62.0
2024-11-03,37.0
2024-11-04,67.0
2024-11-05,57.0
2024-11-06,48.0
2024-11-07,64.0
2024-11-08,68.0
2024-11-09,57.0
2024-11-10,36.0
2024-11-11,61.0
2024-11-12,64.0
2024-11-13,67.0
2024-11-14,65.0
2024-11-15,69.0
2024-11-16,54.0
2024-11-17,34.0
2024-11-18,61.0
2024-11-19,61.0
2024-11-20,62.0
2024-11-21,61.0
2024-11-22,61.0
2024-11-23,55.0
2024-11-24,33.0
2024-11-25,64.0
2024-11-26,66.0
2024-11-27,70.0
2024-11-28,38.0
2024-11-29,64.0
2024-11-30,56.0
2024-12-01,42.0
2024-12-02,73.0
2024-12-03,73.0
2024-12-04,68.0
2024-12-05,66.0
2024-12-06,78.0
2024-12-07,59.0
2024-12-08,34.0
2024-12-09,59.0
2024-12-10,63.0
2024-12-11,62.0
2024-12-12,65.0
2024-12-13,68.0
2024-12-14,59.0
2024-12-15,36.0
2024-12-16,65.0
2024-12-17,67.0
2024-12-18,64.0
2024-12-19,68.0
2024-12-20,73.0
2024-12-21,58.0
2024-12-22,37.0
2024-12-23,75.0
2024-12-24,76.0
2024-12-25,35.0
2024-12-26,65.0
2024-12-27,76.0
2024-12-28,57.0
2024-12-29,39.0
2024-12-30,74.0
2024-12-31,81.0
2025-01-01,50.0
2025-01-02,78.0
2025-01-03,80.0
2025-01-04,66.0
2025-01-05,42.0
2025-01-06,69.0
2025-01-07,68.0
2025-01-08,65.0
2025-01-09,64.0
2025-01-10,61.0
2025-01-11,56.0
2025-01-12,36.0
2025-01-13,66.0
2025-01-14,66.0
2025-01-15,70.0
2025-01-16,71.0
2025-01-17,74.0
2025-01-18,59.0
2025-01-19,38.0
2025-01-20,51.0
2025-01-21,62.0
2025-01-22,67.0
2025-01-23,63.0
2025-01-24,66.0
2025-01-25,57.0
2025-01-26,35.0
2025-01-27,61.0
2025-01-28,68.0
2025-01-29,67.0
2025-01-30,66.0
2025-01-31,70.0
2025-02-01,67.0
2025-02-02,46.0
2025-02-03,68.0
2025-02-04,70.0
2025-02-05,67.0
2025-02-06,64.0
2025-02-07,68.0
2025-02-08,56.0
2025-02-09,34.0
2025-02-10,59.0
2025-02-11,64.0
2025-02-12,63.0
2025-02-13,82.0
2025-02-14,71.0
2025-02-15,57.0
2025-02-16,38.0
2025-02-17,57.0
2025-02-18,68.0
2025-02-19,68.0
2025-02-20,69.0
2025-02-21,68.0
2025-02-22,59.0
2025-02-23,37.0
2025-02-24,64.0
2025-02-25,64.0
2025-02-26,65.0
2025-02-27,69.0
2025-02-28,74.0
2025-03-01,67.0
2025-03-02,46.0
2025-03-03,70.0
2025-03-04,72.0
2025-03-05,66.0
2025-03-06,70.0
2025-03-07,71.0
2025-03-08,59.0
2025-03-09,39.0
2025-03-10,65.0
2025-03-11,65.0
2025-03-12,67.0
2025-03-13,67.0
2025-03-14,71.0
2025-03-15,57.0
2025-03-16,39.0
2025-03-17,62.0
2025-03-18,61.0
2025-03-19,64.0
2025-03-20,63.0
2025-03-21,66.0
2025-03-22,57.0
2025-03-23,36.0
2025-03-24,61.0
2025-03-25,60.0
2025-03-26,62.0
2025-03-27,62.0
2025-03-28,68.0
2025-03-29,56.0
2025-03-30,37.0
2025-03-31,69.0
2025-04-01,74.0
2025-04-02,66.0
2025-04-03,70.0
2025-04-04,68.0
2025-04-05,59.0
2025-04-06,39.0
2025-04-07,67.0
2025-04-08,65.0
2025-04-09,66.0
2025-04-10,66.0
2025-04-11,70.0
2025-04-12,57.0
2025-04-13,35.0
2025-04-14,69.0
2025-04-15,80.5
2025-04-16,72.0
2025-04-17,72.0
2025-04-18,74.0
2025-04-19,52.5
2025-04-20,33.0
2025-04-21,65.5
2025-04-22,63.0
2025-04-23,66.5
2025-04-24,63.0
2025-04-25,67.5
2025-04-26,53.5
2025-04-27,35.0
2025-04-28,66.5
2025-04-29,68.5
2025-04-30,69.5
2025-05-01,78.0
2025-05-02,74.0
2025-05-03,61.0
2025-05-04,39.0
2025-05-05,70.0
2025-05-06,69.5
2025-05-07,63.5
2025-05-08,65.5
2025-05-09,68.0
2025-05-10,57.5
2025-05-11,36.0
2025-05-12,69.5
2025-05-13,67.5
2025-05-14,67.5
2025-05-15,72.0
2025-05-16,78.0
2025-05-17,64.0
2025-05-18,41.0
2025-05-19,71.0
2025-05-20,71.0
2025-05-21,73.0
2025-05-22,70.0
2025-05-23,74.0
2025-05-24,60.0
2025-05-25,39.0
2025-05-26,44.0
2025-05-27,79.0
2025-05-28,83.0
2025-05-29,84.0
2025-05-30,83.0
2025-05-31,72.0
2025-06-01,53.0
2025-06-02,85.0
2025-06-03,93.0
2025-06-04,90.0
2025-06-05,82.0
2025-06-06,87.0
2025-06-07,66.0
2025-06-08,41.0
2025-06-09,76.0
2025-06-10,79.0
2025-06-11,77.0
2025-06-12,78.0
2025-06-13,79.0
2025-06-14,60.0
2025-06-15,38.0
2025-06-16,75.0
2025-06-17,76.0
2025-06-18,77.0
2025-06-19,73.0
2025-06-20,80.0
2025-06-21,63.0
2025-06-22,40.0
2025-06-23,73.0
2025-06-24,74.0
