Time,stranger_things_season_4
2022-04-27,3.0
2022-04-28,2.0
2022-04-29,2.0
2022-04-30,2.0
2022-05-01,3.0
2022-05-02,3.0
2022-05-03,2.0
2022-05-04,2.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,4.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,3.0
2022-05-12,3.0
2022-05-13,4.0
2022-05-14,10.0
2022-05-15,12.0
2022-05-16,9.0
2022-05-17,7.0
2022-05-18,7.0
2022-05-19,7.0
2022-05-20,10.0
2022-05-21,12.0
2022-05-22,13.0
2022-05-23,14.0
2022-05-24,13.0
2022-05-25,14.0
2022-05-26,23.0
2022-05-27,82.0
2022-05-28,100.0
2022-05-29,92.0
2022-05-30,92.0
2022-05-31,68.0
2022-06-01,54.0
2022-06-02,41.0
2022-06-03,36.0
2022-06-04,35.0
2022-06-05,34.0
2022-06-06,29.0
2022-06-07,25.0
2022-06-08,22.0
2022-06-09,19.0
2022-06-10,17.0
2022-06-11,20.0
2022-06-12,19.0
2022-06-13,16.0
2022-06-14,13.0
2022-06-15,13.0
2022-06-16,12.0
2022-06-17,13.0
2022-06-18,12.0
2022-06-19,14.0
2022-06-20,12.0
2022-06-21,14.0
2022-06-22,13.0
2022-06-23,11.0
2022-06-24,10.0
2022-06-25,12.0
2022-06-26,14.0
2022-06-27,12.0
2022-06-28,12.0
2022-06-29,13.0
2022-06-30,22.0
2022-07-01,98.0
2022-07-02,79.0
2022-07-03,44.0
2022-07-04,33.0
2022-07-05,23.0
2022-07-06,18.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,13.0
2022-07-10,13.0
2022-07-11,12.0
2022-07-12,9.0
2022-07-13,9.0
2022-07-14,9.0
2022-07-15,8.0
2022-07-16,9.0
2022-07-17,10.0
2022-07-18,8.0
2022-07-19,7.0
2022-07-20,7.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,7.0
2022-07-24,7.0
2022-07-25,6.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,5.0
2022-07-29,5.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,5.0
2022-08-02,4.0
2022-08-03,4.0
2022-08-04,4.0
2022-08-05,4.0
2022-08-06,4.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,3.0
2022-08-14,4.0
2022-08-15,3.0
2022-08-16,3.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,3.0
2022-08-29,1.8863636363636362
2022-08-30,1.7613636363636362
2022-08-31,1.7386363636363638
2022-09-01,1.1704545454545454
2022-09-02,1.1704545454545454
2022-09-03,1.8977272727272727
2022-09-04,1.9545454545454546
2022-09-05,2.1363636363636367
2022-09-06,1.8181818181818183
2022-09-07,1.1590909090909092
2022-09-08,1.0568181818181819
2022-09-09,1.0227272727272727
2022-09-10,1.1931818181818183
2022-09-11,1.7386363636363638
2022-09-12,1.0227272727272727
2022-09-13,1.0454545454545454
2022-09-14,1.0
2022-09-15,1.0
2022-09-16,0.9431818181818181
2022-09-17,1.1136363636363638
2022-09-18,1.1931818181818183
2022-09-19,0.9772727272727273
2022-09-20,0.9431818181818181
2022-09-21,0.9318181818181819
2022-09-22,0.9090909090909092
2022-09-23,0.9090909090909092
2022-09-24,1.1590909090909092
2022-09-25,1.0909090909090908
2022-09-26,1.0
2022-09-27,0.8863636363636364
2022-09-28,0.8409090909090909
2022-09-29,0.6818181818181819
2022-09-30,0.7045454545454546
2022-10-01,0.8863636363636364
2022-10-02,1.0909090909090908
2022-10-03,0.8636363636363636
2022-10-04,0.8409090909090909
2022-10-05,0.7045454545454546
2022-10-06,0.7954545454545455
2022-10-07,0.8409090909090909
2022-10-08,0.9090909090909092
2022-10-09,1.0681818181818181
2022-10-10,0.8409090909090909
2022-10-11,0.7272727272727273
2022-10-12,0.6136363636363636
2022-10-13,0.7045454545454546
2022-10-14,0.7045454545454546
2022-10-15,0.8636363636363636
2022-10-16,0.8409090909090909
2022-10-17,0.6590909090909091
2022-10-18,0.6818181818181819
2022-10-19,0.6363636363636364
2022-10-20,0.6590909090909091
2022-10-21,0.5454545454545454
2022-10-22,0.7954545454545455
2022-10-23,0.8863636363636364
2022-10-24,0.6818181818181819
2022-10-25,0.6590909090909091
2022-10-26,0.7045454545454546
2022-10-27,0.75
2022-10-28,0.75
2022-10-29,1.0454545454545454
2022-10-30,1.0454545454545454
2022-10-31,1.0681818181818181
2022-11-01,0.7272727272727273
2022-11-02,0.6363636363636364
2022-11-03,0.5454545454545454
2022-11-04,0.5681818181818182
2022-11-05,0.6818181818181819
2022-11-06,0.7045454545454546
2022-11-07,0.6363636363636364
2022-11-08,0.5681818181818182
2022-11-09,0.4772727272727273
2022-11-10,0.5227272727272727
2022-11-11,0.6136363636363636
2022-11-12,0.7727272727272727
2022-11-13,0.6136363636363636
2022-11-14,0.5454545454545454
2022-11-15,0.4772727272727273
2022-11-16,0.4318181818181818
2022-11-17,0.4772727272727273
2022-11-18,0.4545454545454546
2022-11-19,0.5454545454545454
2022-11-20,0.6136363636363636
2022-11-21,0.4090909090909091
2022-11-22,0.4772727272727273
2022-11-23,0.5
2022-11-24,0.5227272727272727
2022-11-25,0.5454545454545454
2022-11-26,0.5681818181818182
2022-11-27,0.6590909090909091
2022-11-28,0.5
2022-11-29,0.4090909090909091
2022-11-30,0.4318181818181818
2022-12-01,0.34090909090909094
2022-12-02,0.29545454545454547
2022-12-03,0.4545454545454546
2022-12-04,0.4772727272727273
2022-12-05,0.36363636363636365
2022-12-06,0.34090909090909094
2022-12-07,0.38636363636363635
2022-12-08,0.36363636363636365
2022-12-09,0.29545454545454547
2022-12-10,0.4090909090909091
2022-12-11,0.38636363636363635
2022-12-12,0.34090909090909094
2022-12-13,0.36363636363636365
2022-12-14,0.4090909090909091
2022-12-15,0.38636363636363635
2022-12-16,0.38636363636363635
2022-12-17,0.4318181818181818
2022-12-18,0.4318181818181818
2022-12-19,0.36363636363636365
2022-12-20,0.4318181818181818
2022-12-21,0.4090909090909091
2022-12-22,0.4545454545454546
2022-12-23,0.4090909090909091
2022-12-24,0.3181818181818182
2022-12-25,0.36363636363636365
2022-12-26,0.4090909090909091
2022-12-27,0.4545454545454546
2022-12-28,0.5
2022-12-29,0.6136363636363636
2022-12-30,0.5681818181818182
2022-12-31,0.5454545454545454
2023-01-01,0.5454545454545454
2023-01-02,0.5454545454545454
2023-01-03,0.4772727272727273
2023-01-04,0.4545454545454546
2023-01-05,0.4318181818181818
2023-01-06,0.5454545454545454
2023-01-07,0.4772727272727273
2023-01-08,0.6136363636363636
2023-01-09,0.4318181818181818
2023-01-10,0.38636363636363635
2023-01-11,0.34090909090909094
2023-01-12,0.36363636363636365
2023-01-13,0.36363636363636365
2023-01-14,0.4318181818181818
2023-01-15,0.4545454545454546
2023-01-16,0.5
2023-01-17,0.4090909090909091
2023-01-18,0.34090909090909094
2023-01-19,0.38636363636363635
2023-01-20,0.2727272727272727
2023-01-21,0.4090909090909091
2023-01-22,0.38636363636363635
2023-01-23,0.34090909090909094
2023-01-24,0.25
2023-01-25,0.3181818181818182
2023-01-26,0.29545454545454547
2023-01-27,0.29545454545454547
2023-01-28,0.36363636363636365
2023-01-29,0.4772727272727273
2023-01-30,0.36363636363636365
2023-01-31,0.29545454545454547
2023-02-01,0.3181818181818182
2023-02-02,0.29545454545454547
2023-02-03,0.34090909090909094
2023-02-04,0.38636363636363635
2023-02-05,0.4318181818181818
2023-02-06,0.38636363636363635
2023-02-07,0.34090909090909094
2023-02-08,0.2727272727272727
2023-02-09,0.2272727272727273
2023-02-10,0.25
2023-02-11,0.36363636363636365
2023-02-12,0.36363636363636365
2023-02-13,0.3181818181818182
2023-02-14,0.2727272727272727
2023-02-15,0.2727272727272727
2023-02-16,0.2727272727272727
2023-02-17,0.29545454545454547
2023-02-18,0.4318181818181818
2023-02-19,0.5227272727272727
2023-02-20,0.4090909090909091
2023-02-21,0.36363636363636365
2023-02-22,0.3181818181818182
2023-02-23,0.36363636363636365
2023-02-24,0.34090909090909094
2023-02-25,0.38636363636363635
2023-02-26,0.5909090909090909
2023-02-27,0.3181818181818182
2023-02-28,0.34090909090909094
2023-03-01,0.34090909090909094
2023-03-02,0.3181818181818182
2023-03-03,0.2727272727272727
2023-03-04,0.38636363636363635
2023-03-05,0.4772727272727273
2023-03-06,0.3181818181818182
2023-03-07,0.29545454545454547
2023-03-08,0.29545454545454547
2023-03-09,0.3181818181818182
2023-03-10,0.36363636363636365
2023-03-11,0.38636363636363635
2023-03-12,0.4318181818181818
2023-03-13,0.34090909090909094
2023-03-14,0.29545454545454547
2023-03-15,0.29545454545454547
2023-03-16,0.34090909090909094
2023-03-17,0.25
2023-03-18,0.34090909090909094
2023-03-19,0.4090909090909091
2023-03-20,0.25
2023-03-21,0.29545454545454547
2023-03-22,0.29545454545454547
2023-03-23,0.29545454545454547
2023-03-24,0.29545454545454547
2023-03-25,0.4090909090909091
2023-03-26,0.38636363636363635
2023-03-27,0.2727272727272727
2023-03-28,0.34090909090909094
2023-03-29,0.25
2023-03-30,0.2272727272727273
2023-03-31,0.29545454545454547
2023-04-01,0.36363636363636365
2023-04-02,0.38636363636363635
2023-04-03,0.36363636363636365
2023-04-04,0.25
2023-04-05,0.25
2023-04-06,0.25
2023-04-07,0.2727272727272727
2023-04-08,0.29545454545454547
2023-04-09,0.29545454545454547
2023-04-10,0.29545454545454547
2023-04-11,0.36363636363636365
2023-04-12,0.25
2023-04-13,0.25
2023-04-14,0.3181818181818182
2023-04-15,0.4545454545454546
2023-04-16,0.38636363636363635
2023-04-17,0.2727272727272727
2023-04-18,0.2727272727272727
2023-04-19,0.25
2023-04-20,0.20454545454545456
2023-04-21,0.2727272727272727
2023-04-22,0.29545454545454547
2023-04-23,0.4090909090909091
2023-04-24,0.36363636363636365
2023-04-25,0.25
2023-04-26,0.2530558789289872
2023-04-27,0.3363451158852789
2023-04-28,0.24432479627473808
2023-04-29,0.32207111863689275
2023-04-30,0.43127579638056934
2023-05-01,0.2760609588316224
2023-05-02,0.2903349560800085
2023-05-03,0.230050799026352
2023-05-04,0.25014551804423746
2023-05-05,0.20704571912371678
2023-05-06,0.2530558789289872
2023-05-07,0.4254550746110699
2023-05-08,0.31334003598264365
2023-05-09,0.31334003598264365
2023-05-10,0.26732987617737325
2023-05-11,0.27024023706212297
2023-05-12,0.26732987617737325
2023-05-13,0.38526563657529894
2023-05-14,0.3651709175574135
2023-05-15,0.2990660387342576
2023-05-16,0.2903349560800085
2023-05-17,0.2990660387342576
2023-05-18,0.2961556778495079
2023-05-19,0.230050799026352
2023-05-20,0.45428087628320457
2023-05-21,0.4024499947084348
2023-05-22,0.345076198539528
2023-05-23,0.2903349560800085
2023-05-24,0.2760609588316224
2023-05-25,0.2990660387342576
2023-05-26,0.3376018626309662
2023-05-27,0.5355064027939463
2023-05-28,0.4481955762514551
2023-05-29,0.459837019790454
2023-05-30,0.38416763678696153
2023-05-31,0.2619324796274738
2023-06-01,0.31431897555296856
2023-06-02,0.28521536670547143
2023-06-03,0.3958090803259604
2023-06-04,0.3317811408614668
2023-06-05,0.3259604190919674
2023-06-06,0.28521536670547143
2023-06-07,0.32013969732246794
2023-06-08,0.2968568102444703
2023-06-09,0.2677532013969732
2023-06-10,0.3026775320139697
2023-06-11,0.44237485448195574
2023-06-12,0.37834691501746215
2023-06-13,0.3608847497089639
2023-06-14,0.3259604190919674
2023-06-15,0.35506402793946445
2023-06-16,0.31431897555296856
2023-06-17,0.32013969732246794
2023-06-18,0.48894062863795107
2023-06-19,0.44237485448195574
2023-06-20,0.349243306169965
2023-06-21,0.3376018626309662
2023-06-22,0.2735739231664726
2023-06-23,0.25611175785797435
2023-06-24,0.3376018626309662
2023-06-25,0.4132712456344586
2023-06-26,0.3026775320139697
2023-06-27,0.31431897555296856
2023-06-28,0.34342258440046564
2023-06-29,0.349243306169965
2023-06-30,0.37834691501746215
2023-07-01,0.38416763678696153
2023-07-02,0.4365541327124563
2023-07-03,0.34342258440046564
2023-07-04,0.38416763678696153
2023-07-05,0.3725261932479627
2023-07-06,0.38998835855646097
2023-07-07,0.2968568102444703
2023-07-08,0.41909196740395804
2023-07-09,0.3667054714784633
2023-07-10,0.3026775320139697
2023-07-11,0.25029103608847497
2023-07-12,0.3084982537834691
2023-07-13,0.4016298020954598
2023-07-14,0.29103608847497087
2023-07-15,0.31431897555296856
2023-07-16,0.4365541327124563
2023-07-17,0.32013969732246794
2023-07-18,0.25029103608847497
2023-07-19,0.3259604190919674
2023-07-20,0.3608847497089639
2023-07-21,0.2968568102444703
2023-07-22,0.2619324796274738
2023-07-23,0.3608847497089639
2023-07-24,0.3084982537834691
2023-07-25,0.28521536670547143
2023-07-26,0.31431897555296856
2023-07-27,0.2328288707799767
2023-07-28,0.2677532013969732
2023-07-29,0.2735739231664726
2023-07-30,0.349243306169965
2023-07-31,0.3317811408614668
2023-08-01,0.2328288707799767
2023-08-02,0.25611175785797435
2023-08-03,0.20954598370197902
2023-08-04,0.3259604190919674
2023-08-05,0.2677532013969732
2023-08-06,0.3376018626309662
2023-08-07,0.23864959254947612
2023-08-08,0.3317811408614668
2023-08-09,0.3026775320139697
2023-08-10,0.15133876600698484
2023-08-11,0.2968568102444703
2023-08-12,0.3084982537834691
2023-08-13,0.32013969732246794
2023-08-14,0.23864959254947612
2023-08-15,0.2328288707799767
2023-08-16,0.35506402793946445
2023-08-17,0.2328288707799767
2023-08-18,0.2677532013969732
2023-08-19,0.349243306169965
2023-08-20,0.349243306169965
2023-08-21,0.2619324796274738
2023-08-22,0.18626309662398136
2023-08-23,0.1979045401629802
2023-08-24,0.21536670547147843
2023-08-25,0.21536670547147843
2023-08-26,0.2968568102444703
2023-08-27,0.3608847497089639
2023-08-28,0.20954598370197902
2023-08-29,0.19208381839348077
2023-08-30,0.1979045401629802
2023-08-31,0.2619324796274738
2023-09-01,0.3026775320139697
2023-09-02,0.2677532013969732
2023-09-03,0.349243306169965
2023-09-04,0.2968568102444703
2023-09-05,0.3084982537834691
2023-09-06,0.25611175785797435
2023-09-07,0.1746216530849825
2023-09-08,0.1688009313154831
2023-09-09,0.27939464493597205
2023-09-10,0.31431897555296856
2023-09-11,0.19208381839348077
2023-09-12,0.19208381839348077
2023-09-13,0.22700814901047728
2023-09-14,0.2037252619324796
2023-09-15,0.18044237485448195
2023-09-16,0.2677532013969732
2023-09-17,0.3084982537834691
2023-09-18,0.21536670547147843
2023-09-19,0.25611175785797435
2023-09-20,0.1746216530849825
2023-09-21,0.24447031431897553
2023-09-22,0.1629802095459837
2023-09-23,0.3084982537834691
2023-09-24,0.3259604190919674
2023-09-25,0.2677532013969732
2023-09-26,0.1688009313154831
2023-09-27,0.20954598370197902
2023-09-28,0.18626309662398136
2023-09-29,0.15133876600698484
2023-09-30,0.2968568102444703
2023-10-01,0.25029103608847497
2023-10-02,0.25611175785797435
2023-10-03,0.2619324796274738
2023-10-04,0.21536670547147843
2023-10-05,0.22700814901047728
2023-10-06,0.20954598370197902
2023-10-07,0.2735739231664726
2023-10-08,0.29103608847497087
2023-10-09,0.3084982537834691
2023-10-10,0.24447031431897553
2023-10-11,0.20954598370197902
2023-10-12,0.19208381839348077
2023-10-13,0.1746216530849825
2023-10-14,0.28521536670547143
2023-10-15,0.2968568102444703
2023-10-16,0.2735739231664726
2023-10-17,0.22118742724097787
2023-10-18,0.2735739231664726
2023-10-19,0.21536670547147843
2023-10-20,0.1979045401629802
2023-10-21,0.3084982537834691
2023-10-22,0.3317811408614668
2023-10-23,0.23864959254947612
2023-10-24,0.25029103608847497
2023-10-25,0.2735739231664726
2023-10-26,0.25611175785797435
2023-10-27,0.2619324796274738
2023-10-28,0.2735739231664726
2023-10-29,0.2735739231664726
2023-10-30,0.12805587892898718
2023-10-31,0.27939464493597205
2023-11-01,0.3026775320139697
2023-11-02,0.27939464493597205
2023-11-03,0.31431897555296856
2023-11-04,0.44237485448195574
2023-11-05,0.47729918509895225
2023-11-06,0.5820721769499417
2023-11-07,0.38998835855646097
2023-11-08,0.2968568102444703
2023-11-09,0.29103608847497087
2023-11-10,0.34342258440046564
2023-11-11,0.38416763678696153
2023-11-12,0.3667054714784633
2023-11-13,0.34342258440046564
2023-11-14,0.24447031431897553
2023-11-15,0.2968568102444703
2023-11-16,0.20954598370197902
2023-11-17,0.18044237485448195
2023-11-18,0.25611175785797435
2023-11-19,0.3376018626309662
2023-11-20,0.27939464493597205
2023-11-21,0.1979045401629802
2023-11-22,0.24447031431897553
2023-11-23,0.14551804423748543
2023-11-24,0.20954598370197902
2023-11-25,0.19208381839348077
2023-11-26,0.2677532013969732
2023-11-27,0.22118742724097787
2023-11-28,0.19208381839348077
2023-11-29,0.2619324796274738
2023-11-30,0.15133876600698484
2023-12-01,0.1629802095459837
2023-12-02,0.25611175785797435
2023-12-03,0.21536670547147843
2023-12-04,0.18044237485448195
2023-12-05,0.1688009313154831
2023-12-06,0.2037252619324796
2023-12-07,0.14551804423748543
2023-12-08,0.18626309662398136
2023-12-09,0.29103608847497087
2023-12-10,0.2037252619324796
2023-12-11,0.1688009313154831
2023-12-12,0.14551804423748543
2023-12-13,0.20954598370197902
2023-12-14,0.1746216530849825
2023-12-15,0.14551804423748543
2023-12-16,0.22118742724097787
2023-12-17,0.23864959254947612
2023-12-18,0.18626309662398136
2023-12-19,0.18626309662398136
2023-12-20,0.1979045401629802
2023-12-21,0.22700814901047728
2023-12-22,0.26181914901818687
2023-12-23,0.25096562304851633
2023-12-24,0.23216893199392485
2023-12-25,0.186238426015157
2023-12-26,0.215888643039419
2023-12-27,0.2726726749878574
2023-12-28,0.2672459120030221
2023-12-29,0.23759569497876015
2023-12-30,0.25639238603335157
2023-12-31,0.31860318096662527
2024-01-01,0.31026605709704025
2024-01-02,0.32654634605154614
2024-01-03,0.2672459120030221
2024-01-04,0.215888643039419
2024-01-05,0.283526200957528
2024-01-06,0.3912735430849054
2024-01-07,0.3670500890454787
2024-01-08,0.29689612902728413
2024-01-09,0.29689612902728413
2024-01-10,0.22131540602425429
2024-01-11,0.22131540602425429
2024-01-12,0.33197310903638144
2024-01-13,0.29689612902728413
2024-01-14,0.3373998720212167
2024-01-15,0.34282663500605204
2024-01-16,0.3591069239605579
2024-01-17,0.3373998720212167
2024-01-18,0.19166518899999227
2024-01-19,0.24302245796359542
2024-01-20,0.3156928200818756
2024-01-21,0.41772274861420566
2024-01-22,0.19627936380667493
2024-01-23,0.2717714268092422
2024-01-24,0.2214433848075307
2024-01-25,0.18621375540633264
2024-01-26,0.19124655960650377
2024-01-27,0.25164021000855763
2024-01-28,0.29190264360992685
2024-01-29,0.26170581840889995
2024-01-30,0.2113777764071884
2024-01-31,0.19124655960650377
2024-02-01,0.16608253860564803
2024-02-02,0.20634497220701725
2024-02-03,0.2717714268092422
2024-02-04,0.296935447810098
2024-02-05,0.28183703520958453
2024-02-06,0.21641058060735954
2024-02-07,0.20634497220701725
2024-02-08,0.1711153428058192
2024-02-09,0.20634497220701725
2024-02-10,0.24660740580838647
2024-02-11,0.231508993207873
2024-02-12,0.20634497220701725
2024-02-13,0.19627936380667493
2024-02-14,0.2113777764071884
2024-02-15,0.26170581840889995
2024-02-16,0.16608253860564803
2024-02-17,0.25164021000855763
2024-02-18,0.33216507721129607
2024-02-19,0.3170666646107826
2024-02-20,0.26170581840889995
2024-02-21,0.15098412600513456
2024-02-22,0.2113777764071884
2024-02-23,0.19124655960650377
2024-02-24,0.2717714268092422
2024-02-25,0.33216507721129607
2024-02-26,0.2013121680068461
2024-02-27,0.20634497220701725
2024-02-28,0.231508993207873
2024-02-29,0.2013121680068461
2024-03-01,0.231508993207873
2024-03-02,0.31203386041061143
2024-03-03,0.37746031501283644
2024-03-04,0.25164021000855763
2024-03-05,0.2566730142087288
2024-03-06,0.2415746016082153
2024-03-07,0.2415746016082153
2024-03-08,0.2113777764071884
2024-03-09,0.296935447810098
2024-03-10,0.44791957381523256
2024-03-11,0.36236190241232297
2024-03-12,0.3170666646107826
2024-03-13,0.23654179740804415
2024-03-14,0.2868698394097557
2024-03-15,0.2013121680068461
2024-03-16,0.28183703520958453
2024-03-17,0.3472634898118095
2024-03-18,0.2717714268092422
2024-03-19,0.2566730142087288
2024-03-20,0.2566730142087288
2024-03-21,0.23654179740804415
2024-03-22,0.24660740580838647
2024-03-23,0.32209946881095375
2024-03-24,0.3170666646107826
2024-03-25,0.3019682520102691
2024-03-26,0.15601693020530571
2024-03-27,0.18621375540633264
2024-03-28,0.31203386041061143
2024-03-29,0.28183703520958453
2024-03-30,0.3271322730111249
2024-03-31,0.28183703520958453
2024-04-01,0.29190264360992685
2024-04-02,0.22647618900770186
2024-04-03,0.2113777764071884
2024-04-04,0.2013121680068461
2024-04-05,0.18621375540633264
2024-04-06,0.30700105621044027
2024-04-07,0.3573290982121518
2024-04-08,0.25164021000855763
2024-04-09,0.12078730080410766
2024-04-10,0.21641058060735954
2024-04-11,0.2013121680068461
2024-04-12,0.25164021000855763
2024-04-13,0.2415746016082153
2024-04-14,0.33216507721129607
2024-04-15,0.21641058060735954
2024-04-16,0.18621375540633264
2024-04-17,0.19124655960650377
2024-04-18,0.23654179740804415
2024-04-19,0.18118095120616148
2024-04-20,0.2415746016082153
2024-04-21,0.3170666646107826
2024-04-22,0.22647618900770186
2024-04-23,0.21641058060735954
2024-04-24,0.19627936380667493
2024-04-25,0.18118095120616148
2024-04-26,0.2113777764071884
2024-04-27,0.32209946881095375
2024-04-28,0.4227555528143768
2024-04-29,0.22647618900770186
2024-04-30,0.2717714268092422
2024-05-01,0.2013121680068461
2024-05-02,0.22647618900770186
2024-05-03,0.20634497220701725
2024-05-04,0.29190264360992685
2024-05-05,0.397591531813521
2024-05-06,0.2214433848075307
2024-05-07,0.23654179740804415
2024-05-08,0.28183703520958453
2024-05-09,0.24660740580838647
2024-05-10,0.15601693020530571
2024-05-11,0.2717714268092422
2024-05-12,0.33216507721129607
2024-05-13,0.2717714268092422
2024-05-14,0.24660740580838647
2024-05-15,0.20634497220701725
2024-05-16,0.2566730142087288
2024-05-17,0.29190264360992685
2024-05-18,0.3875259234131787
2024-05-19,0.4328211612147191
2024-05-20,0.31203386041061143
2024-05-21,0.2717714268092422
2024-05-22,0.31203386041061143
2024-05-23,0.2415746016082153
2024-05-24,0.28183703520958453
2024-05-25,0.32209946881095375
2024-05-26,0.32209946881095375
2024-05-27,0.4126899444140345
2024-05-28,0.37746031501283644
2024-05-29,0.27680423100941337
2024-05-30,0.35229629401198065
2024-05-31,0.3271322730111249
2024-06-01,0.31203386041061143
2024-06-02,0.5032804200171153
2024-06-03,0.2717714268092422
2024-06-04,0.27680423100941337
2024-06-05,0.2717714268092422
2024-06-06,0.31203386041061143
2024-06-07,0.31203386041061143
2024-06-08,0.3573290982121518
2024-06-09,0.4026243360136922
2024-06-10,0.3724275108126653
2024-06-11,0.3271322730111249
2024-06-12,0.296935447810098
2024-06-13,0.3472634898118095
2024-06-14,0.2868698394097557
2024-06-15,0.3422306856116384
2024-06-16,0.46805079061591714
2024-06-17,0.231508993207873
2024-06-18,0.3724275108126653
2024-06-19,0.3875259234131787
2024-06-20,0.3170666646107826
2024-06-21,0.296935447810098
2024-06-22,0.3371978814114672
2024-06-23,0.3724275108126653
2024-06-24,0.35229629401198065
2024-06-25,0.231508993207873
2024-06-26,0.3170666646107826
2024-06-27,0.3271322730111249
2024-06-28,0.33216507721129607
2024-06-29,0.40765714021386334
2024-06-30,0.4579851822155749
2024-07-01,0.3875259234131787
2024-07-02,0.36236190241232297
2024-07-03,0.35229629401198065
2024-07-04,0.4126899444140345
2024-07-05,0.4579851822155749
2024-07-06,0.46805079061591714
2024-07-07,0.38249311921300755
2024-07-08,0.44791957381523256
2024-07-09,0.2868698394097557
2024-07-10,0.3422306856116384
2024-07-11,0.3170666646107826
2024-07-12,0.3673947066124941
2024-07-13,0.27680423100941337
2024-07-14,0.39255872761334987
2024-07-15,0.397591531813521
2024-07-16,0.4730835948160883
2024-07-17,0.38249311921300755
2024-07-18,0.4328211612147191
2024-07-19,0.35229629401198065
2024-07-20,0.4529523780154037
2024-07-21,0.43785396541489024
2024-07-22,0.30700105621044027
2024-07-23,0.31203386041061143
2024-07-24,0.29190264360992685
2024-07-25,0.3019682520102691
2024-07-26,0.33216507721129607
2024-07-27,0.35229629401198065
2024-07-28,0.41772274861420566
2024-07-29,0.30700105621044027
2024-07-30,0.32209946881095375
2024-07-31,0.2415746016082153
2024-08-01,0.23654179740804415
2024-08-02,0.17614814700599032
2024-08-03,0.3422306856116384
2024-08-04,0.4277883570145479
2024-08-05,0.31203386041061143
2024-08-06,0.24660740580838647
2024-08-07,0.2868698394097557
2024-08-08,0.2214433848075307
2024-08-09,0.27680423100941337
2024-08-10,0.2214433848075307
2024-08-11,0.29190264360992685
2024-08-12,0.32209946881095375
2024-08-13,0.29190264360992685
