Time,s_and_p_500
2022-10-13,56.112676056338024
2022-10-14,50.028169014084504
2022-10-15,14.197183098591548
2022-10-16,9.464788732394366
2022-10-17,47.32394366197183
2022-10-18,52.732394366197184
2022-10-19,44.61971830985915
2022-10-20,45.29577464788732
2022-10-21,43.943661971830984
2022-10-22,13.52112676056338
2022-10-23,8.112676056338028
2022-10-24,43.943661971830984
2022-10-25,48.0
2022-10-26,49.352112676056336
2022-10-27,52.732394366197184
2022-10-28,49.352112676056336
2022-10-29,14.197183098591548
2022-10-30,9.464788732394366
2022-10-31,44.61971830985915
2022-11-01,47.32394366197183
2022-11-02,54.08450704225352
2022-11-03,48.67605633802817
2022-11-04,48.67605633802817
2022-11-05,12.845070422535212
2022-11-06,7.436619718309859
2022-11-07,43.267605633802816
2022-11-08,43.943661971830984
2022-11-09,42.59154929577465
2022-11-10,65.5774647887324
2022-11-11,54.08450704225352
2022-11-12,15.549295774647888
2022-11-13,9.464788732394366
2022-11-14,49.352112676056336
2022-11-15,50.70422535211267
2022-11-16,52.056338028169016
2022-11-17,45.97183098591549
2022-11-18,44.61971830985915
2022-11-19,12.845070422535212
2022-11-20,8.788732394366196
2022-11-21,42.59154929577465
2022-11-22,43.943661971830984
2022-11-23,48.67605633802817
2022-11-24,14.197183098591548
2022-11-25,32.45070422535211
2022-11-26,10.140845070422536
2022-11-27,7.436619718309859
2022-11-28,37.859154929577464
2022-11-29,40.563380281690144
2022-11-30,42.59154929577465
2022-12-01,48.0
2022-12-02,39.88732394366197
2022-12-03,12.169014084507042
2022-12-04,7.436619718309859
2022-12-05,37.859154929577464
2022-12-06,45.97183098591549
2022-12-07,39.2112676056338
2022-12-08,38.53521126760563
2022-12-09,40.563380281690144
2022-12-10,10.816901408450704
2022-12-11,7.436619718309859
2022-12-12,36.50704225352113
2022-12-13,50.70422535211267
2022-12-14,49.352112676056336
2022-12-15,44.61971830985915
2022-12-16,47.32394366197183
2022-12-17,14.873239436619718
2022-12-18,7.436619718309859
2022-12-19,43.943661971830984
2022-12-20,41.91549295774648
2022-12-21,43.943661971830984
2022-12-22,49.352112676056336
2022-12-23,43.943661971830984
2022-12-24,12.169014084507042
2022-12-25,9.464788732394366
2022-12-26,19.6056338028169
2022-12-27,41.23943661971831
2022-12-28,45.29577464788732
2022-12-29,46.647887323943664
2022-12-30,42.59154929577465
2022-12-31,15.549295774647888
2023-01-01,10.140845070422536
2023-01-02,20.281690140845072
2023-01-03,38.53521126760563
2023-01-04,44.61971830985915
2023-01-05,41.91549295774648
2023-01-06,49.352112676056336
2023-01-07,12.845070422535212
2023-01-08,8.788732394366196
2023-01-09,43.943661971830984
2023-01-10,43.267605633802816
2023-01-11,45.97183098591549
2023-01-12,52.056338028169016
2023-01-13,50.028169014084504
2023-01-14,16.225352112676056
2023-01-15,9.464788732394366
2023-01-16,18.253521126760564
2023-01-17,45.97183098591549
2023-01-18,44.61971830985915
2023-01-19,41.91549295774648
2023-01-20,49.352112676056336
2023-01-21,12.169014084507042
2023-01-22,6.76056338028169
2023-01-23,47.32394366197183
2023-01-24,48.0
2023-01-25,45.29577464788732
2023-01-26,52.056338028169016
2023-01-27,45.97183098591549
2023-01-28,12.845070422535212
2023-01-29,7.436619718309859
2023-01-30,40.563380281690144
2023-01-31,46.647887323943664
2023-02-01,56.78873239436619
2023-02-02,54.76056338028169
2023-02-03,66.92957746478874
2023-02-04,14.197183098591548
2023-02-05,9.464788732394366
2023-02-06,45.97183098591549
2023-02-07,50.70422535211267
2023-02-08,48.0
2023-02-09,49.352112676056336
2023-02-10,48.0
2023-02-11,14.873239436619718
2023-02-12,6.76056338028169
2023-02-13,39.2112676056338
2023-02-14,48.67605633802817
2023-02-15,47.32394366197183
2023-02-16,46.647887323943664
2023-02-17,43.267605633802816
2023-02-18,12.169014084507042
2023-02-19,7.436619718309859
2023-02-20,20.281690140845072
2023-02-21,48.67605633802817
2023-02-22,45.97183098591549
2023-02-23,43.267605633802816
2023-02-24,46.647887323943664
2023-02-25,15.549295774647888
2023-02-26,8.788732394366196
2023-02-27,42.59154929577465
2023-02-28,43.943661971830984
2023-03-01,41.91549295774648
2023-03-02,47.32394366197183
2023-03-03,42.59154929577465
2023-03-04,13.52112676056338
2023-03-05,9.464788732394366
2023-03-06,41.23943661971831
2023-03-07,42.59154929577465
2023-03-08,42.59154929577465
2023-03-09,45.97183098591549
2023-03-10,55.436619718309856
2023-03-11,18.253521126760564
2023-03-12,13.52112676056338
2023-03-13,64.22535211267605
2023-03-14,58.140845070422536
2023-03-15,58.140845070422536
2023-03-16,54.76056338028169
2023-03-17,47.32394366197183
2023-03-18,12.845070422535212
2023-03-19,10.140845070422536
2023-03-20,48.67605633802817
2023-03-21,46.647887323943664
2023-03-22,57.46478873239437
2023-03-23,49.352112676056336
2023-03-24,48.0
2023-03-25,12.845070422535212
2023-03-26,8.788732394366196
2023-03-27,41.91549295774648
2023-03-28,45.29577464788732
2023-03-29,44.61971830985915
2023-03-30,45.29577464788732
2023-03-31,43.943661971830984
2023-04-01,12.169014084507042
2023-04-02,8.112676056338028
2023-04-03,43.267605633802816
2023-04-04,46.647887323943664
2023-04-05,46.647887323943664
2023-04-06,42.59154929577465
2023-04-07,29.070422535211268
2023-04-08,10.816901408450704
2023-04-09,9.464788732394366
2023-04-10,43.267605633802816
2023-04-11,46.647887323943664
2023-04-12,44.61971830985915
2023-04-13,45.97183098591549
2023-04-14,41.23943661971831
2023-04-15,11.492957746478872
2023-04-16,9.464788732394366
2023-04-17,41.91549295774648
2023-04-18,45.29577464788732
2023-04-19,39.88732394366197
2023-04-20,44.61971830985915
2023-04-21,42.59154929577465
2023-04-22,15.549295774647888
2023-04-23,8.788732394366196
2023-04-24,37.859154929577464
2023-04-25,42.59154929577465
2023-04-26,41.24376940356153
2023-04-27,45.33434352701627
2023-04-28,45.967000997368956
2023-04-29,12.904379840716924
2023-04-30,9.446463187614867
2023-05-01,42.80371364560551
2023-05-02,42.50908434426691
2023-05-03,49.130288349132414
2023-05-04,42.50908434426691
2023-05-05,44.701686056663576
2023-05-06,12.271722370364234
2023-05-07,9.446463187614867
2023-05-08,39.97845446285615
2023-05-09,39.97845446285615
2023-05-10,45.03971422567766
2023-05-11,39.68382516151754
2023-05-12,42.50908434426691
2023-05-13,12.904379840716924
2023-05-14,8.181148246909489
2023-05-15,40.31648263187023
2023-05-16,41.87642687391421
2023-05-17,41.87642687391421
2023-05-18,43.4363711159582
2023-05-19,45.967000997368956
2023-05-20,13.537037311069612
2023-05-21,8.181148246909489
2023-05-22,40.61111193320884
2023-05-23,43.14174181461959
2023-05-24,43.14174181461959
2023-05-25,44.701686056663576
2023-05-26,43.60513659811359
2023-05-27,12.374430656221424
2023-05-28,7.071103232126528
2023-05-29,12.374430656221424
2023-05-30,45.37291240614522
2023-05-31,41.83736079008195
2023-06-01,44.783653803468006
2023-06-02,52.44401563827175
2023-06-03,15.320723669607476
2023-06-04,11.195913450867002
2023-06-05,45.37291240614522
2023-06-06,44.1943952007908
2023-06-07,40.06958498205032
2023-06-08,45.37291240614522
2023-06-09,48.908464022208484
2023-06-10,15.909982272284687
2023-06-11,10.01739624551258
2023-06-12,44.783653803468006
2023-06-13,51.85475703559454
2023-06-14,55.97956725433501
2023-06-15,53.62253284362617
2023-06-16,52.44401563827175
2023-06-17,15.320723669607476
2023-06-18,10.606654848189791
2023-06-19,23.570344107088424
2023-06-20,47.72994681685406
2023-06-21,43.60513659811359
2023-06-22,41.24810218740475
2023-06-23,39.48032637937311
2023-06-24,12.963689258898635
2023-06-25,7.660361834803738
2023-06-26,40.06958498205032
2023-06-27,44.783653803468006
2023-06-28,40.06958498205032
2023-06-29,45.37291240614522
2023-06-30,43.01587799543638
2023-07-01,12.374430656221424
2023-07-02,10.01739624551258
2023-07-03,35.94477476330985
2023-07-04,15.909982272284687
2023-07-05,41.83736079008195
2023-07-06,43.01587799543638
2023-07-07,50.0869812275629
2023-07-08,11.785172053544212
2023-07-09,7.660361834803738
2023-07-10,43.60513659811359
2023-07-11,41.83736079008195
2023-07-12,51.265498432917326
2023-07-13,48.31920541953127
2023-07-14,52.44401563827175
2023-07-15,12.374430656221424
2023-07-16,9.42813764283537
2023-07-17,48.908464022208484
2023-07-18,53.62253284362617
2023-07-19,55.3903086516578
2023-07-20,48.908464022208484
2023-07-21,47.14068821417685
2023-07-22,11.785172053544212
2023-07-23,10.01739624551258
2023-07-24,46.55142961149964
2023-07-25,46.55142961149964
2023-07-26,47.72994681685406
2023-07-27,49.4977226248857
2023-07-28,51.265498432917326
2023-07-29,12.963689258898635
2023-07-30,11.195913450867002
2023-07-31,43.01587799543638
2023-08-01,41.24810218740475
2023-08-02,48.908464022208484
2023-08-03,48.908464022208484
2023-08-04,50.676239830240114
2023-08-05,12.963689258898635
2023-08-06,7.071103232126528
2023-08-07,44.783653803468006
2023-08-08,45.96217100882243
2023-08-09,44.1943952007908
2023-08-10,46.55142961149964
2023-08-11,39.48032637937311
2023-08-12,12.963689258898635
2023-08-13,8.83887904015816
2023-08-14,42.426619392759164
2023-08-15,41.83736079008195
2023-08-16,44.1943952007908
2023-08-17,46.55142961149964
2023-08-18,43.01587799543638
2023-08-19,12.963689258898635
2023-08-20,10.01739624551258
2023-08-21,41.83736079008195
2023-08-22,43.01587799543638
2023-08-23,44.1943952007908
2023-08-24,43.01587799543638
2023-08-25,39.48032637937311
2023-08-26,10.606654848189791
2023-08-27,7.071103232126528
2023-08-28,37.12329196866427
2023-08-29,47.14068821417685
2023-08-30,49.4977226248857
2023-08-31,41.83736079008195
2023-09-01,39.48032637937311
2023-09-02,9.42813764283537
2023-09-03,8.24962043748095
2023-09-04,10.606654848189791
2023-09-05,39.48032637937311
2023-09-06,35.94477476330985
2023-09-07,35.94477476330985
2023-09-08,34.176998955278215
2023-09-09,11.195913450867002
2023-09-10,8.24962043748095
2023-09-11,36.53403336598706
2023-09-12,35.94477476330985
2023-09-13,36.53403336598706
2023-09-14,37.12329196866427
2023-09-15,35.94477476330985
2023-09-16,11.785172053544212
2023-09-17,7.660361834803738
2023-09-18,36.53403336598706
2023-09-19,33.58774035260101
2023-09-20,40.06958498205032
2023-09-21,44.783653803468006
2023-09-22,43.60513659811359
2023-09-23,12.963689258898635
2023-09-24,8.83887904015816
2023-09-25,40.658843584727535
2023-09-26,41.24810218740475
2023-09-27,38.30180917401869
2023-09-28,41.24810218740475
2023-09-29,37.71255057134148
2023-09-30,11.195913450867002
2023-10-01,8.24962043748095
2023-10-02,34.76625755795543
2023-10-03,41.24810218740475
2023-10-04,49.4977226248857
2023-10-05,41.24810218740475
2023-10-06,43.60513659811359
2023-10-07,13.552947861575845
2023-10-08,8.24962043748095
2023-10-09,36.53403336598706
2023-10-10,45.37291240614522
2023-10-11,40.658843584727535
2023-10-12,38.30180917401869
2023-10-13,34.76625755795543
2023-10-14,9.42813764283537
2023-10-15,7.071103232126528
2023-10-16,38.891067776695905
2023-10-17,38.891067776695905
2023-10-18,35.35551616063264
2023-10-19,44.1943952007908
2023-10-20,37.71255057134148
2023-10-21,12.963689258898635
2023-10-22,9.42813764283537
2023-10-23,38.891067776695905
2023-10-24,40.06958498205032
2023-10-25,40.06958498205032
2023-10-26,48.31920541953127
2023-10-27,44.1943952007908
2023-10-28,14.731465066930266
2023-10-29,9.42813764283537
2023-10-30,44.1943952007908
2023-10-31,39.48032637937311
2023-11-01,43.60513659811359
2023-11-02,41.83736079008195
2023-11-03,46.55142961149964
2023-11-04,13.552947861575845
2023-11-05,7.071103232126528
2023-11-06,44.1943952007908
2023-11-07,43.01587799543638
2023-11-08,41.83736079008195
2023-11-09,40.658843584727535
2023-11-10,37.71255057134148
2023-11-11,12.963689258898635
2023-11-12,7.660361834803738
2023-11-13,37.12329196866427
2023-11-14,53.033274240948955
2023-11-15,50.676239830240114
2023-11-16,49.4977226248857
2023-11-17,43.01587799543638
2023-11-18,13.552947861575845
2023-11-19,8.24962043748095
2023-11-20,41.24810218740475
2023-11-21,40.658843584727535
2023-11-22,44.1943952007908
2023-11-23,15.320723669607476
2023-11-24,27.6951543258289
2023-11-25,12.374430656221424
2023-11-26,9.42813764283537
2023-11-27,34.76625755795543
2023-11-28,42.426619392759164
2023-11-29,40.06958498205032
2023-11-30,41.24810218740475
2023-12-01,41.83736079008195
2023-12-02,12.963689258898635
2023-12-03,8.83887904015816
2023-12-04,38.891067776695905
2023-12-05,41.83736079008195
2023-12-06,40.06958498205032
2023-12-07,41.24810218740475
2023-12-08,43.01587799543638
2023-12-09,12.963689258898635
2023-12-10,8.83887904015816
2023-12-11,39.48032637937311
2023-12-12,44.1943952007908
2023-12-13,55.3903086516578
2023-12-14,55.3903086516578
2023-12-15,54.80105004898059
2023-12-16,16.4992408749619
2023-12-17,8.83887904015816
2023-12-18,47.14068821417685
2023-12-19,58.92586026772106
2023-12-20,55.3903086516578
2023-12-21,54.21179144630338
2023-12-22,53.62253284362617
2023-12-23,14.73883079946373
2023-12-24,9.700669746573581
2023-12-25,11.92512097168005
2023-12-26,40.14324230738497
2023-12-27,53.62253284362617
2023-12-28,53.32790354228756
2023-12-29,53.91716214496478
2023-12-30,14.73883079946373
2023-12-31,9.406040445234975
2024-01-01,13.479290536241194
2024-01-02,44.216492398391196
2024-01-03,52.068363279065025
2024-01-04,45.47603266161373
2024-01-05,49.843912053958555
2024-01-06,15.703741761347665
2024-01-07,9.406040445234975
2024-01-08,43.251581436507266
2024-01-09,44.216492398391196
2024-01-10,45.77066196295234
2024-01-11,42.956952135168656
2024-01-12,41.697411871946116
2024-01-13,13.184661234902588
2024-01-14,10.960210009796118
2024-01-15,16.293000364024877
2024-01-16,40.43787160872358
2024-01-17,44.5111216997298
2024-01-18,42.662322833830046
2024-01-19,49.25465345128134
2024-01-20,18.517451589131344
2024-01-21,9.38394324763458
2024-01-22,48.26027955926355
2024-01-23,46.919716238172896
2024-01-24,50.94140620144486
2024-01-25,44.23858959599159
2024-01-26,41.55746295381028
2024-01-27,13.405633210906542
2024-01-28,10.724506568725234
2024-01-29,38.876336311628975
2024-01-30,48.26027955926355
2024-01-31,44.23858959599159
2024-02-01,46.919716238172896
2024-02-02,52.28196952253551
2024-02-03,13.405633210906542
2024-02-04,12.065069889815888
2024-02-05,37.53577299053832
2024-02-06,40.216899632719624
2024-02-07,45.57915291708225
2024-02-08,45.57915291708225
2024-02-09,53.62253284362617
2024-02-10,18.76788649526916
2024-02-11,13.405633210906542
2024-02-12,38.876336311628975
2024-02-13,46.919716238172896
2024-02-14,50.94140620144486
2024-02-15,48.26027955926355
2024-02-16,46.919716238172896
2024-02-17,13.405633210906542
2024-02-18,8.043379926543926
2024-02-19,21.449013137450468
2024-02-20,42.898026274900936
2024-02-21,44.23858959599159
2024-02-22,50.94140620144486
2024-02-23,56.30365948580748
2024-02-24,14.746196531997196
2024-02-25,8.043379926543926
2024-02-26,42.898026274900936
2024-02-27,42.898026274900936
2024-02-28,42.898026274900936
2024-02-29,45.57915291708225
2024-03-01,46.919716238172896
2024-03-02,14.746196531997196
2024-03-03,12.065069889815888
2024-03-04,45.57915291708225
2024-03-05,46.919716238172896
2024-03-06,49.60084288035421
2024-03-07,45.57915291708225
2024-03-08,46.919716238172896
2024-03-09,14.746196531997196
2024-03-10,10.724506568725234
2024-03-11,41.55746295381028
2024-03-12,49.60084288035421
2024-03-13,46.919716238172896
2024-03-14,40.216899632719624
2024-03-15,41.55746295381028
2024-03-16,10.724506568725234
2024-03-17,9.38394324763458
2024-03-18,45.57915291708225
2024-03-19,45.57915291708225
2024-03-20,48.26027955926355
2024-03-21,50.94140620144486
2024-03-22,45.57915291708225
2024-03-23,14.746196531997196
2024-03-24,9.38394324763458
2024-03-25,38.876336311628975
2024-03-26,38.876336311628975
2024-03-27,45.57915291708225
2024-03-28,45.57915291708225
2024-03-29,28.15182974290374
2024-03-30,9.38394324763458
2024-03-31,9.38394324763458
2024-04-01,38.876336311628975
2024-04-02,41.55746295381028
2024-04-03,45.57915291708225
2024-04-04,45.57915291708225
2024-04-05,49.60084288035421
2024-04-06,13.405633210906542
2024-04-07,9.38394324763458
2024-04-08,37.53577299053832
2024-04-09,40.216899632719624
2024-04-10,45.57915291708225
2024-04-11,41.55746295381028
2024-04-12,42.898026274900936
2024-04-13,14.746196531997196
2024-04-14,9.38394324763458
2024-04-15,45.57915291708225
2024-04-16,52.28196952253551
2024-04-17,45.57915291708225
2024-04-18,44.23858959599159
2024-04-19,45.57915291708225
2024-04-20,14.746196531997196
2024-04-21,12.065069889815888
2024-04-22,48.26027955926355
2024-04-23,45.57915291708225
2024-04-24,45.57915291708225
2024-04-25,46.919716238172896
2024-04-26,44.23858959599159
2024-04-27,12.065069889815888
2024-04-28,9.38394324763458
2024-04-29,40.216899632719624
2024-04-30,41.55746295381028
2024-05-01,48.26027955926355
2024-05-02,42.898026274900936
2024-05-03,42.898026274900936
2024-05-04,12.065069889815888
2024-05-05,8.043379926543926
2024-05-06,42.898026274900936
2024-05-07,41.55746295381028
2024-05-08,42.898026274900936
2024-05-09,45.57915291708225
2024-05-10,41.55746295381028
2024-05-11,12.065069889815888
2024-05-12,8.043379926543926
2024-05-13,41.55746295381028
2024-05-14,46.919716238172896
2024-05-15,50.94140620144486
2024-05-16,49.60084288035421
2024-05-17,52.28196952253551
2024-05-18,14.746196531997196
2024-05-19,10.724506568725234
2024-05-20,49.60084288035421
2024-05-21,44.23858959599159
2024-05-22,42.898026274900936
2024-05-23,48.26027955926355
2024-05-24,44.23858959599159
2024-05-25,12.065069889815888
2024-05-26,6.702816605453271
2024-05-27,10.724506568725234
2024-05-28,38.876336311628975
2024-05-29,40.216899632719624
2024-05-30,42.898026274900936
2024-05-31,42.898026274900936
2024-06-01,14.746196531997196
2024-06-02,8.043379926543926
2024-06-03,40.216899632719624
2024-06-04,41.55746295381028
2024-06-05,48.26027955926355
2024-06-06,46.919716238172896
2024-06-07,48.26027955926355
2024-06-08,13.405633210906542
2024-06-09,12.065069889815888
2024-06-10,44.23858959599159
2024-06-11,44.23858959599159
2024-06-12,57.644222806898135
2024-06-13,49.60084288035421
2024-06-14,44.23858959599159
2024-06-15,13.405633210906542
2024-06-16,10.724506568725234
2024-06-17,49.60084288035421
2024-06-18,46.919716238172896
2024-06-19,30.832956385085048
2024-06-20,46.919716238172896
2024-06-21,44.23858959599159
2024-06-22,13.405633210906542
2024-06-23,9.38394324763458
2024-06-24,45.57915291708225
2024-06-25,44.23858959599159
2024-06-26,44.23858959599159
2024-06-27,40.216899632719624
2024-06-28,48.26027955926355
2024-06-29,10.724506568725234
2024-06-30,9.38394324763458
2024-07-01,41.55746295381028
2024-07-02,42.898026274900936
2024-07-03,46.919716238172896
2024-07-04,16.08675985308785
2024-07-05,38.876336311628975
2024-07-06,16.08675985308785
2024-07-07,10.724506568725234
2024-07-08,42.898026274900936
2024-07-09,48.26027955926355
2024-07-10,49.60084288035421
2024-07-11,56.30365948580748
2024-07-12,53.62253284362617
2024-07-13,13.405633210906542
2024-07-14,9.38394324763458
2024-07-15,52.28196952253551
2024-07-16,49.60084288035421
2024-07-17,56.30365948580748
2024-07-18,50.94140620144486
2024-07-19,48.26027955926355
2024-07-20,14.746196531997196
2024-07-21,10.724506568725234
2024-07-22,48.26027955926355
2024-07-23,49.60084288035421
2024-07-24,50.94140620144486
2024-07-25,57.644222806898135
2024-07-26,50.94140620144486
2024-07-27,12.065069889815888
2024-07-28,10.724506568725234
2024-07-29,42.898026274900936
2024-07-30,48.26027955926355
2024-07-31,52.28196952253551
2024-08-01,53.62253284362617
2024-08-02,65.68760273344206
2024-08-03,18.76788649526916
2024-08-04,14.746196531997196
2024-08-05,134.05633210906544
2024-08-06,103.22337572398038
2024-08-07,76.4121093021673
2024-08-08,65.68760273344206
2024-08-09,63.00647609126075
2024-08-10,18.76788649526916
2024-08-11,10.724506568725234
2024-08-12,53.62253284362617
2024-08-13,53.62253284362617
2024-08-14,57.644222806898135
2024-08-15,60.32534944907944
2024-08-16,49.60084288035421
2024-08-17,17.427323174178504
2024-08-18,13.07049238063388
2024-08-19,50.271124540899535
2024-08-20,51.61168786199019
2024-08-21,53.87388846633067
2024-08-22,48.679205597104385
2024-08-23,56.806370731216475
2024-08-24,18.265175249860164
2024-08-25,12.400210720088552
2024-08-26,50.94140620144486
2024-08-27,48.679205597104385
2024-08-28,43.735878350582595
2024-08-29,51.61168786199019
2024-08-30,47.33864227601373
2024-08-31,10.138010115748074
2024-09-01,10.138010115748074
2024-09-02,10.138010115748074
2024-09-03,50.94140620144486
2024-09-04,57.4766523917618
2024-09-05,47.33864227601373
2024-09-06,50.94140620144486
2024-09-07,15.332692984974358
2024-09-08,9.467728455202746
2024-09-09,48.00892393655906
2024-09-10,45.74672333221858
2024-09-11,50.94140620144486
2024-09-12,47.33864227601373
2024-09-13,48.679205597104385
2024-09-14,16.002974645519686
2024-09-15,10.138010115748074
2024-09-16,44.40616001112792
2024-09-17,50.94140620144486
2024-09-18,63.67675775180608
2024-09-19,60.49291986421578
2024-09-20,54.125244089035164
2024-09-21,15.91918943795152
2024-09-22,12.735351550361216
2024-09-23,44.573730426264255
2024-09-24,54.125244089035164
