Time,mortgage_rates
2022-06-18,30.0
2022-06-19,25.0
2022-06-20,30.0
2022-06-21,32.0
2022-06-22,31.0
2022-06-23,27.0
2022-06-24,24.0
2022-06-25,19.0
2022-06-26,18.0
2022-06-27,24.0
2022-06-28,24.0
2022-06-29,23.0
2022-06-30,22.0
2022-07-01,22.0
2022-07-02,17.0
2022-07-03,17.0
2022-07-04,17.0
2022-07-05,24.0
2022-07-06,26.0
2022-07-07,30.0
2022-07-08,29.0
2022-07-09,21.0
2022-07-10,19.0
2022-07-11,26.0
2022-07-12,25.0
2022-07-13,29.0
2022-07-14,30.0
2022-07-15,23.0
2022-07-16,19.0
2022-07-17,18.0
2022-07-18,25.0
2022-07-19,24.0
2022-07-20,23.0
2022-07-21,22.0
2022-07-22,21.0
2022-07-23,18.0
2022-07-24,16.0
2022-07-25,23.0
2022-07-26,26.0
2022-07-27,47.0
2022-07-28,51.0
2022-07-29,35.0
2022-07-30,24.0
2022-07-31,20.0
2022-08-01,27.0
2022-08-02,27.0
2022-08-03,26.0
2022-08-04,29.0
2022-08-05,25.0
2022-08-06,19.0
2022-08-07,17.0
2022-08-08,22.0
2022-08-09,22.0
2022-08-10,23.0
2022-08-11,21.0
2022-08-12,18.0
2022-08-13,16.0
2022-08-14,15.0
2022-08-15,20.0
2022-08-16,20.0
2022-08-17,19.0
2022-08-18,20.0
2022-08-19,18.0
2022-08-20,17.0
2022-08-21,15.0
2022-08-22,21.0
2022-08-23,21.0
2022-08-24,20.0
2022-08-25,20.0
2022-08-26,22.0
2022-08-27,18.0
2022-08-28,14.0
2022-08-29,20.7125
2022-08-30,20.950000000000003
2022-08-31,19.0
2022-09-01,19.0
2022-09-02,18.762500000000003
2022-09-03,15.100000000000001
2022-09-04,13.15
2022-09-05,13.15
2022-09-06,19.975
2022-09-07,21.925
2022-09-08,20.950000000000003
2022-09-09,18.262500000000003
2022-09-10,15.100000000000001
2022-09-11,13.15
2022-09-12,19.7375
2022-09-13,24.1125
2022-09-14,26.8
2022-09-15,28.012500000000003
2022-09-16,24.1125
2022-09-17,17.2875
2022-09-18,15.8375
2022-09-19,23.875
2022-09-20,26.0625
2022-09-21,41.900000000000006
2022-09-22,47.25
2022-09-23,31.9125
2022-09-24,24.1125
2022-09-25,19.0
2022-09-26,30.200000000000003
2022-09-27,34.837500000000006
2022-09-28,32.300000000000004
2022-09-29,29.450000000000003
2022-09-30,25.650000000000002
2022-10-01,20.900000000000002
2022-10-02,21.85
2022-10-03,27.075000000000003
2022-10-04,25.175
2022-10-05,24.225
2022-10-06,22.8
2022-10-07,21.85
2022-10-08,18.05
2022-10-09,15.200000000000001
2022-10-10,23.275000000000002
2022-10-11,25.650000000000002
2022-10-12,25.175
2022-10-13,32.300000000000004
2022-10-14,25.650000000000002
2022-10-15,20.900000000000002
2022-10-16,19.0
2022-10-17,24.700000000000003
2022-10-18,27.075000000000003
2022-10-19,26.6
2022-10-20,28.025000000000002
2022-10-21,26.6
2022-10-22,20.900000000000002
2022-10-23,19.950000000000003
2022-10-24,27.075000000000003
2022-10-25,24.700000000000003
2022-10-26,23.75
2022-10-27,28.025000000000002
2022-10-28,22.8
2022-10-29,18.525000000000002
2022-10-30,15.200000000000001
2022-10-31,20.425
2022-11-01,22.8
2022-11-02,41.325
2022-11-03,41.325
2022-11-04,28.025000000000002
2022-11-05,22.8
2022-11-06,17.1
2022-11-07,22.8
2022-11-08,20.425
2022-11-09,17.575000000000003
2022-11-10,24.225
2022-11-11,25.650000000000002
2022-11-12,20.425
2022-11-13,16.625
2022-11-14,21.375
2022-11-15,22.8
2022-11-16,21.375
2022-11-17,24.700000000000003
2022-11-18,28.025000000000002
2022-11-19,20.425
2022-11-20,14.725000000000001
2022-11-21,18.05
2022-11-22,18.05
2022-11-23,18.525000000000002
2022-11-24,12.825000000000001
2022-11-25,13.3
2022-11-26,14.725000000000001
2022-11-27,15.200000000000001
2022-11-28,18.525000000000002
2022-11-29,18.05
2022-11-30,19.475
2022-12-01,22.325000000000003
2022-12-02,19.950000000000003
2022-12-03,17.1
2022-12-04,14.250000000000002
2022-12-05,19.0
2022-12-06,18.525000000000002
2022-12-07,19.0
2022-12-08,19.0
2022-12-09,17.1
2022-12-10,13.775
2022-12-11,14.250000000000002
2022-12-12,17.575000000000003
2022-12-13,20.900000000000002
2022-12-14,27.55
2022-12-15,28.500000000000004
2022-12-16,19.950000000000003
2022-12-17,16.150000000000002
2022-12-18,11.875
2022-12-19,17.1
2022-12-20,18.05
2022-12-21,16.625
2022-12-22,15.675
2022-12-23,13.775
2022-12-24,10.450000000000001
2022-12-25,9.025
2022-12-26,14.250000000000002
2022-12-27,19.475
2022-12-28,18.525000000000002
2022-12-29,20.425
2022-12-30,16.150000000000002
2022-12-31,14.725000000000001
2023-01-01,13.775
2023-01-02,17.575000000000003
2023-01-03,19.950000000000003
2023-01-04,22.325000000000003
2023-01-05,19.475
2023-01-06,19.0
2023-01-07,17.575000000000003
2023-01-08,16.625
2023-01-09,19.950000000000003
2023-01-10,19.950000000000003
2023-01-11,22.325000000000003
2023-01-12,22.325000000000003
2023-01-13,19.950000000000003
2023-01-14,18.05
2023-01-15,17.1
2023-01-16,19.475
2023-01-17,21.375
2023-01-18,24.225
2023-01-19,25.650000000000002
2023-01-20,22.325000000000003
2023-01-21,19.475
2023-01-22,16.625
2023-01-23,22.8
2023-01-24,21.85
2023-01-25,21.85
2023-01-26,20.425
2023-01-27,19.0
2023-01-28,17.575000000000003
2023-01-29,15.675
2023-01-30,19.950000000000003
2023-01-31,21.85
2023-02-01,27.075000000000003
2023-02-02,29.450000000000003
2023-02-03,24.700000000000003
2023-02-04,19.950000000000003
2023-02-05,19.0
2023-02-06,22.8
2023-02-07,22.8
2023-02-08,20.425
2023-02-09,19.0
2023-02-10,19.475
2023-02-11,18.05
2023-02-12,15.675
2023-02-13,18.525000000000002
2023-02-14,20.900000000000002
2023-02-15,24.225
2023-02-16,21.375
2023-02-17,21.85
2023-02-18,18.525000000000002
2023-02-19,17.575000000000003
2023-02-20,19.475
2023-02-21,23.275000000000002
2023-02-22,23.75
2023-02-23,22.8
2023-02-24,20.900000000000002
2023-02-25,19.0
2023-02-26,18.525000000000002
2023-02-27,21.85
2023-02-28,21.85
2023-03-01,22.8
2023-03-02,24.700000000000003
2023-03-03,23.275000000000002
2023-03-04,19.475
2023-03-05,26.125000000000004
2023-03-06,24.700000000000003
2023-03-07,27.075000000000003
2023-03-08,28.500000000000004
2023-03-09,25.175
2023-03-10,28.025000000000002
2023-03-11,22.325000000000003
2023-03-12,18.525000000000002
2023-03-13,34.675000000000004
2023-03-14,35.625
2023-03-15,33.25
2023-03-16,33.25
2023-03-17,30.875000000000004
2023-03-18,22.325000000000003
2023-03-19,20.900000000000002
2023-03-20,28.500000000000004
2023-03-21,28.025000000000002
2023-03-22,36.1
2023-03-23,33.25
2023-03-24,27.075000000000003
2023-03-25,21.375
2023-03-26,18.525000000000002
2023-03-27,24.700000000000003
2023-03-28,23.275000000000002
2023-03-29,21.85
2023-03-30,21.85
2023-03-31,20.425
2023-04-01,16.625
2023-04-02,17.1
2023-04-03,23.75
2023-04-04,23.275000000000002
2023-04-05,23.275000000000002
2023-04-06,23.275000000000002
2023-04-07,22.8
2023-04-08,18.05
2023-04-09,15.200000000000001
2023-04-10,23.75
2023-04-11,29.450000000000003
2023-04-12,27.55
2023-04-13,23.75
2023-04-14,21.85
2023-04-15,18.05
2023-04-16,16.625
2023-04-17,22.8
2023-04-18,20.425
2023-04-19,21.375
2023-04-20,24.700000000000003
2023-04-21,28.500000000000004
2023-04-22,23.75
2023-04-23,20.425
2023-04-24,27.55
2023-04-25,27.075000000000003
2023-04-26,22.351606866288076
2023-04-27,20.721966959215283
2023-04-28,18.85482705214249
2023-04-29,16.145831182240578
2023-04-30,15.303975219411463
2023-05-01,23.79781879194631
2023-05-02,25.060602736189985
2023-05-03,32.71259034589572
2023-05-04,30.845450438822922
2023-05-05,24.21874677336087
2023-05-06,16.750187145069695
2023-05-07,14.095263293753227
2023-05-08,21.74725090345896
2023-05-09,20.90539494062984
2023-05-10,20.90539494062984
2023-05-11,20.301038977800722
2023-05-12,18.61732705214249
2023-05-13,15.120547237996902
2023-05-14,13.253407330924109
2023-05-15,20.301038977800722
2023-05-16,20.063538977800725
2023-05-17,19.459183014971607
2023-05-18,18.61732705214249
2023-05-19,19.038255033557046
2023-05-20,15.303975219411463
2023-05-21,15.303975219411463
2023-05-22,21.509750903458958
2023-05-23,22.16817888487352
2023-05-24,21.326322922044398
2023-05-25,20.90539494062984
2023-05-26,22.011357769747033
2023-05-27,17.97594217862674
2023-05-28,16.87537429013939
2023-05-29,17.609086215797625
2023-05-30,25.313061435209086
2023-05-31,26.04677336086732
2023-06-01,25.313061435209086
2023-06-02,23.4787816210635
2023-06-03,18.709654104284976
2023-06-04,17.609086215797625
2023-06-05,23.4787816210635
2023-06-06,22.745069695405267
2023-06-07,22.37821373257615
2023-06-08,21.644501806917916
2023-06-09,18.709654104284976
2023-06-10,16.508518327310274
2023-06-11,15.041094475993805
2023-06-12,21.644501806917916
2023-06-13,24.579349509550852
2023-06-14,28.247909137842026
2023-06-15,24.212493546721735
2023-06-16,19.44336602994321
2023-06-17,16.141662364481157
2023-06-18,14.674238513164688
2023-06-19,18.709654104284976
2023-06-20,22.011357769747033
2023-06-21,20.91078988125968
2023-06-22,20.543933918430564
2023-06-23,19.076510067114093
2023-06-24,16.141662364481157
2023-06-25,14.307382550335571
2023-06-26,21.2776458440888
2023-06-27,21.644501806917916
2023-06-28,19.44336602994321
2023-06-29,18.709654104284976
2023-06-30,17.609086215797625
2023-07-01,14.307382550335571
2023-07-02,14.674238513164688
2023-07-03,17.242230252968508
2023-07-04,14.674238513164688
2023-07-05,20.543933918430564
2023-07-06,27.51419721218379
2023-07-07,26.04677336086732
2023-07-08,19.076510067114093
2023-07-09,17.609086215797625
2023-07-10,24.579349509550852
2023-07-11,23.111925658234384
2023-07-12,30.449044914816728
2023-07-13,26.413629323696437
2023-07-14,23.845637583892618
2023-07-15,17.242230252968508
2023-07-16,15.77480640165204
2023-07-17,22.011357769747033
2023-07-18,25.313061435209086
2023-07-19,22.745069695405267
2023-07-20,19.44336602994321
2023-07-21,17.97594217862674
2023-07-22,17.242230252968508
2023-07-23,15.041094475993805
2023-07-24,20.543933918430564
2023-07-25,20.177077955601447
2023-07-26,31.916468766133196
2023-07-27,28.98162106350026
2023-07-28,21.644501806917916
2023-07-29,16.87537429013939
2023-07-30,15.041094475993805
2023-07-31,19.81022199277233
2023-08-01,21.2776458440888
2023-08-02,23.845637583892618
2023-08-03,23.845637583892618
2023-08-04,20.543933918430564
2023-08-05,17.242230252968508
2023-08-06,16.141662364481157
2023-08-07,20.91078988125968
2023-08-08,22.37821373257615
2023-08-09,19.44336602994321
2023-08-10,19.44336602994321
2023-08-11,17.609086215797625
2023-08-12,15.041094475993805
2023-08-13,14.307382550335571
2023-08-14,20.543933918430564
2023-08-15,22.745069695405267
2023-08-16,22.37821373257615
2023-08-17,34.1176045431079
2023-08-18,27.51419721218379
2023-08-19,20.177077955601447
2023-08-20,16.87537429013939
2023-08-21,26.780485286525554
2023-08-22,27.51419721218379
2023-08-23,24.94620547237997
2023-08-24,21.2776458440888
2023-08-25,24.579349509550852
2023-08-26,22.37821373257615
2023-08-27,19.076510067114093
2023-08-28,22.011357769747033
2023-08-29,22.011357769747033
2023-08-30,21.2776458440888
2023-08-31,19.44336602994321
2023-09-01,16.508518327310274
2023-09-02,16.87537429013939
2023-09-03,13.206814661848219
2023-09-04,15.77480640165204
2023-09-05,19.44336602994321
2023-09-06,22.745069695405267
2023-09-07,18.34279814145586
2023-09-08,15.407950438822922
2023-09-09,15.041094475993805
2023-09-10,13.206814661848219
2023-09-11,19.44336602994321
2023-09-12,19.44336602994321
2023-09-13,19.44336602994321
2023-09-14,16.87537429013939
2023-09-15,17.242230252968508
2023-09-16,16.87537429013939
2023-09-17,12.839958699019101
2023-09-18,18.709654104284976
2023-09-19,18.709654104284976
2023-09-20,20.543933918430564
2023-09-21,21.644501806917916
2023-09-22,20.177077955601447
2023-09-23,18.34279814145586
2023-09-24,14.307382550335571
2023-09-25,19.81022199277233
2023-09-26,20.177077955601447
2023-09-27,20.177077955601447
2023-09-28,22.745069695405267
2023-09-29,20.543933918430564
2023-09-30,22.011357769747033
2023-10-01,13.940526587506454
2023-10-02,20.177077955601447
2023-10-03,26.413629323696437
2023-10-04,26.04677336086732
2023-10-05,23.111925658234384
2023-10-06,23.111925658234384
2023-10-07,19.44336602994321
2023-10-08,16.141662364481157
2023-10-09,19.81022199277233
2023-10-10,25.679917398038203
2023-10-11,22.745069695405267
2023-10-12,21.644501806917916
2023-10-13,19.44336602994321
2023-10-14,17.609086215797625
2023-10-15,15.041094475993805
2023-10-16,19.44336602994321
2023-10-17,22.745069695405267
2023-10-18,26.780485286525554
2023-10-19,27.51419721218379
2023-10-20,29.348477026329377
2023-10-21,24.94620547237997
2023-10-22,22.745069695405267
2023-10-23,24.579349509550852
2023-10-24,29.715332989158494
2023-10-25,32.650180691791434
2023-10-26,27.14734124935467
2023-10-27,19.44336602994321
2023-10-28,15.77480640165204
2023-10-29,14.307382550335571
2023-10-30,19.076510067114093
2023-10-31,20.177077955601447
2023-11-01,25.313061435209086
2023-11-02,25.313061435209086
2023-11-03,26.780485286525554
2023-11-04,27.88105317501291
2023-11-05,29.715332989158494
2023-11-06,27.88105317501291
2023-11-07,24.94620547237997
2023-11-08,26.04677336086732
2023-11-09,28.247909137842026
2023-11-10,27.88105317501291
2023-11-11,19.44336602994321
2023-11-12,14.674238513164688
2023-11-13,20.91078988125968
2023-11-14,26.04677336086732
2023-11-15,31.54961280330408
2023-11-16,25.313061435209086
2023-11-17,21.644501806917916
2023-11-18,22.37821373257615
2023-11-19,17.97594217862674
2023-11-20,20.543933918430564
2023-11-21,20.543933918430564
2023-11-22,20.543933918430564
2023-11-23,18.709654104284976
2023-11-24,21.644501806917916
2023-11-25,16.87537429013939
2023-11-26,15.77480640165204
2023-11-27,23.845637583892618
2023-11-28,24.212493546721735
2023-11-29,24.94620547237997
2023-11-30,26.04677336086732
2023-12-01,23.4787816210635
2023-12-02,19.44336602994321
2023-12-03,17.242230252968508
2023-12-04,22.37821373257615
2023-12-05,25.679917398038203
2023-12-06,24.579349509550852
2023-12-07,25.679917398038203
2023-12-08,27.51419721218379
2023-12-09,27.14734124935467
2023-12-10,20.91078988125968
2023-12-11,26.04677336086732
2023-12-12,27.14734124935467
2023-12-13,32.28332472896231
2023-12-14,36.68559628291172
2023-12-15,31.54961280330408
2023-12-16,33.01703665462055
2023-12-17,23.845637583892618
2023-12-18,27.14734124935467
2023-12-19,26.413629323696437
2023-12-20,25.679917398038203
2023-12-21,24.579349509550852
2023-12-22,24.184207923419493
2023-12-23,27.743910759002024
2023-12-24,15.46837881587772
2023-12-25,13.688527398086453
2023-12-26,21.749930039226285
2023-12-27,27.272912274014644
2023-12-28,27.560482777587467
2023-12-29,28.68590772897679
2023-12-30,22.404356505628225
2023-12-31,18.37365518505831
2024-01-01,18.557083166472868
2024-01-02,27.560482777587467
2024-01-03,28.68590772897679
2024-01-04,34.49646046733797
2024-01-05,29.34033419537873
2024-01-06,22.404356505628225
2024-01-07,18.37365518505831
2024-01-08,24.184207923419493
2024-01-09,24.184207923419493
2024-01-10,24.655206408406876
2024-01-11,24.184207923419493
2024-01-12,21.933358020640842
2024-01-13,21.933358020640842
2024-01-14,17.431658215083544
2024-01-15,19.68250811786219
2024-01-16,22.587784487042782
2024-01-17,25.12620489339426
2024-01-18,26.6184858076127
2024-01-19,24.184207923419493
2024-01-20,23.52978145701755
2024-01-21,19.554794242952056
2024-01-22,23.580781292971597
2024-01-23,23.00564028582595
2024-01-24,22.4304992786803
2024-01-25,21.85535827153465
2024-01-26,20.129935250097706
2024-01-27,20.129935250097706
2024-01-28,18.40451222866076
2024-01-29,21.85535827153465
2024-01-30,24.155922300117247
2024-01-31,25.881345321554193
2024-02-01,26.456486328699842
2024-02-02,24.155922300117247
2024-02-03,22.4304992786803
2024-02-04,18.97965323580641
2024-02-05,24.155922300117247
2024-02-06,24.155922300117247
2024-02-07,21.280217264389005
2024-02-08,20.129935250097706
2024-02-09,19.554794242952056
2024-02-10,17.82937122151511
2024-02-11,16.103948200078165
2024-02-12,17.254230214369464
2024-02-13,24.731063307262897
2024-02-14,22.4304992786803
2024-02-15,21.85535827153465
2024-02-16,20.705076257243356
2024-02-17,20.705076257243356
2024-02-18,20.129935250097706
2024-02-19,21.85535827153465
2024-02-20,23.00564028582595
2024-02-21,23.580781292971597
2024-02-22,22.4304992786803
2024-02-23,20.705076257243356
2024-02-24,20.129935250097706
2024-02-25,20.129935250097706
2024-02-26,22.4304992786803
2024-02-27,22.4304992786803
2024-02-28,20.129935250097706
2024-02-29,21.85535827153465
2024-03-01,20.705076257243356
2024-03-02,18.97965323580641
2024-03-03,18.40451222866076
2024-03-04,21.85535827153465
2024-03-05,21.280217264389005
2024-03-06,22.4304992786803
2024-03-07,22.4304992786803
2024-03-08,22.4304992786803
2024-03-09,20.705076257243356
2024-03-10,19.554794242952056
2024-03-11,23.00564028582595
2024-03-12,25.306204314408546
2024-03-13,23.00564028582595
2024-03-14,22.4304992786803
2024-03-15,21.280217264389005
2024-03-16,20.129935250097706
2024-03-17,17.254230214369464
2024-03-18,21.85535827153465
2024-03-19,23.00564028582595
2024-03-20,27.60676834299114
2024-03-21,23.580781292971597
2024-03-22,20.705076257243356
2024-03-23,17.254230214369464
2024-03-24,16.679089207223814
2024-03-25,20.129935250097706
2024-03-26,21.280217264389005
2024-03-27,18.97965323580641
2024-03-28,17.82937122151511
2024-03-29,16.679089207223814
2024-03-30,16.103948200078165
2024-03-31,13.80338417149557
2024-04-01,21.85535827153465
2024-04-02,21.280217264389005
2024-04-03,21.280217264389005
2024-04-04,19.554794242952056
2024-04-05,20.129935250097706
2024-04-06,17.254230214369464
2024-04-07,15.528807192932517
2024-04-08,17.82937122151511
2024-04-09,20.129935250097706
2024-04-10,25.306204314408546
2024-04-11,24.731063307262897
2024-04-12,20.129935250097706
2024-04-13,18.97965323580641
2024-04-14,14.378525178641219
2024-04-15,21.85535827153465
2024-04-16,22.4304992786803
2024-04-17,24.155922300117247
2024-04-18,25.306204314408546
2024-04-19,21.85535827153465
2024-04-20,18.40451222866076
2024-04-21,16.103948200078165
2024-04-22,23.00564028582595
2024-04-23,21.85535827153465
2024-04-24,21.85535827153465
2024-04-25,22.4304992786803
2024-04-26,20.705076257243356
2024-04-27,17.254230214369464
2024-04-28,15.528807192932517
2024-04-29,20.705076257243356
2024-04-30,23.00564028582595
2024-05-01,27.031627335845492
2024-05-02,25.881345321554193
2024-05-03,28.757050357282438
2024-05-04,22.4304992786803
2024-05-05,16.679089207223814
2024-05-06,21.280217264389005
2024-05-07,21.280217264389005
2024-05-08,23.00564028582595
2024-05-09,20.705076257243356
2024-05-10,19.554794242952056
2024-05-11,17.82937122151511
2024-05-12,13.80338417149557
2024-05-13,20.129935250097706
2024-05-14,22.4304992786803
2024-05-15,23.00564028582595
2024-05-16,23.580781292971597
2024-05-17,20.705076257243356
2024-05-18,17.254230214369464
2024-05-19,15.528807192932517
2024-05-20,21.280217264389005
2024-05-21,20.129935250097706
2024-05-22,23.580781292971597
2024-05-23,19.554794242952056
2024-05-24,17.82937122151511
2024-05-25,16.103948200078165
2024-05-26,13.228243164349921
2024-05-27,14.378525178641219
2024-05-28,20.129935250097706
2024-05-29,24.731063307262897
2024-05-30,23.580781292971597
2024-05-31,21.85535827153465
2024-06-01,18.97965323580641
2024-06-02,16.103948200078165
2024-06-03,20.705076257243356
2024-06-04,21.85535827153465
2024-06-05,21.280217264389005
2024-06-06,21.280217264389005
2024-06-07,19.554794242952056
2024-06-08,16.679089207223814
2024-06-09,16.103948200078165
2024-06-10,21.85535827153465
2024-06-11,23.00564028582595
2024-06-12,29.332191364428088
2024-06-13,24.731063307262897
2024-06-14,23.00564028582595
2024-06-15,18.97965323580641
2024-06-16,16.103948200078165
2024-06-17,21.85535827153465
2024-06-18,20.705076257243356
2024-06-19,17.82937122151511
2024-06-20,20.705076257243356
2024-06-21,20.705076257243356
2024-06-22,18.97965323580641
2024-06-23,19.554794242952056
2024-06-24,20.705076257243356
2024-06-25,21.280217264389005
2024-06-26,18.97965323580641
2024-06-27,17.82937122151511
2024-06-28,17.82937122151511
2024-06-29,14.953666185786867
2024-06-30,13.80338417149557
2024-07-01,20.129935250097706
2024-07-02,20.129935250097706
2024-07-03,18.97965323580641
2024-07-04,13.228243164349921
2024-07-05,18.40451222866076
2024-07-06,15.528807192932517
2024-07-07,14.378525178641219
2024-07-08,21.85535827153465
2024-07-09,21.85535827153465
2024-07-10,20.129935250097706
2024-07-11,23.580781292971597
2024-07-12,21.280217264389005
2024-07-13,17.254230214369464
2024-07-14,14.378525178641219
2024-07-15,20.705076257243356
2024-07-16,21.85535827153465
2024-07-17,22.4304992786803
2024-07-18,22.4304992786803
2024-07-19,23.580781292971597
2024-07-20,18.40451222866076
2024-07-21,18.97965323580641
2024-07-22,20.705076257243356
2024-07-23,21.85535827153465
2024-07-24,23.00564028582595
2024-07-25,22.4304992786803
2024-07-26,18.40451222866076
2024-07-27,16.103948200078165
2024-07-28,13.80338417149557
2024-07-29,20.129935250097706
2024-07-30,19.554794242952056
2024-07-31,24.731063307262897
2024-08-01,31.632755393010683
2024-08-02,36.233883450175874
2024-08-03,36.80902445732152
2024-08-04,31.057614385865033
2024-08-05,57.514100714564876
2024-08-06,49.46212661452579
2024-08-07,44.285857550214956
2024-08-08,43.7107165430693
2024-08-09,41.41015251448671
2024-08-10,24.731063307262897
2024-08-11,21.280217264389005
2024-08-12,31.632755393010683
2024-08-13,31.057614385865033
2024-08-14,36.80902445732152
2024-08-15,35.083601435884574
2024-08-16,29.907332371573734
2024-08-17,22.4304992786803
2024-08-18,18.767101124469974
2024-08-19,25.69379934096322
2024-08-20,25.11865833381757
2024-08-21,25.69379934096322
2024-08-22,25.406228837390398
2024-08-23,32.97058338789295
2024-08-24,26.331455674972528
2024-08-25,20.555039472770577
2024-08-26,29.04462086085526
2024-08-27,25.406228837390398
2024-08-28,29.332191364428084
2024-08-29,26.619026178545354
2024-08-30,24.19343149623544
2024-08-31,18.129444790460667
2024-09-01,16.62907694573289
2024-09-02,19.34224213161562
2024-09-03,25.69379934096322
2024-09-04,29.332191364428084
2024-09-05,29.332191364428084
2024-09-06,25.69379934096322
2024-09-07,20.555039472770577
2024-09-08,19.054671628042797
2024-09-09,26.906596682118177
2024-09-10,27.831823519700308
2024-09-11,30.832559209155868
2024-09-12,35.68374857377569
2024-09-13,34.183380729047904
2024-09-14,26.619026178545354
2024-09-15,21.48026631035271
2024-09-16,30.832559209155868
2024-09-17,34.433442036502534
2024-09-18,127.53126680186125
2024-09-19,126.25595413384264
2024-09-20,61.2150080648934
2024-09-21,34.433442036502534
2024-09-22,26.781566028390863
2024-09-23,38.25938004055837
2024-09-24,33.15812936848393
2024-09-25,34.433442036502534
2024-09-26,30.6075040324467
2024-09-27,29.332191364428084
2024-09-28,24.230940692353634
2024-09-29,19.129690020279185
2024-09-30,28.056878696409473
2024-10-01,26.781566028390863
2024-10-02,25.50625336037225
2024-10-03,26.781566028390863
2024-10-04,28.056878696409473
2024-10-05,19.129690020279185
2024-10-06,16.579064684241963
2024-10-07,25.50625336037225
2024-10-08,24.230940692353634
2024-10-09,22.955628024335024
2024-10-10,24.230940692353634
2024-10-11,22.955628024335024
2024-10-12,17.854377352260574
2024-10-13,16.579064684241963
2024-10-14,22.955628024335024
2024-10-15,24.230940692353634
2024-10-16,25.50625336037225
2024-10-17,22.955628024335024
2024-10-18,21.680315356316413
2024-10-19,19.129690020279185
2024-10-20,15.30375201622335
2024-10-21,25.50625336037225
2024-10-22,26.781566028390863
2024-10-23,25.50625336037225
2024-10-24,22.955628024335024
2024-10-25,20.4050026882978
2024-10-26,17.854377352260574
