Time,urban_dictionary
2022-04-16,74.0
2022-04-17,80.0
2022-04-18,73.0
2022-04-19,81.0
2022-04-20,79.0
2022-04-21,68.0
2022-04-22,72.0
2022-04-23,75.0
2022-04-24,70.0
2022-04-25,71.0
2022-04-26,69.0
2022-04-27,65.0
2022-04-28,72.0
2022-04-29,68.0
2022-04-30,71.0
2022-05-01,74.0
2022-05-02,71.0
2022-05-03,65.0
2022-05-04,70.0
2022-05-05,68.0
2022-05-06,74.0
2022-05-07,83.0
2022-05-08,79.0
2022-05-09,84.0
2022-05-10,74.0
2022-05-11,75.0
2022-05-12,74.0
2022-05-13,73.0
2022-05-14,77.0
2022-05-15,77.0
2022-05-16,69.0
2022-05-17,70.0
2022-05-18,70.0
2022-05-19,74.0
2022-05-20,69.0
2022-05-21,80.0
2022-05-22,78.0
2022-05-23,69.0
2022-05-24,70.0
2022-05-25,68.0
2022-05-26,71.0
2022-05-27,75.0
2022-05-28,82.0
2022-05-29,98.0
2022-05-30,75.0
2022-05-31,69.0
2022-06-01,71.0
2022-06-02,81.0
2022-06-03,87.0
2022-06-04,81.0
2022-06-05,79.0
2022-06-06,73.0
2022-06-07,78.0
2022-06-08,74.0
2022-06-09,68.0
2022-06-10,73.0
2022-06-11,76.0
2022-06-12,79.0
2022-06-13,68.0
2022-06-14,71.0
2022-06-15,71.0
2022-06-16,72.0
2022-06-17,70.0
2022-06-18,75.0
2022-06-19,81.0
2022-06-20,70.0
2022-06-21,68.0
2022-06-22,70.0
2022-06-23,71.0
2022-06-24,67.0
2022-06-25,75.0
2022-06-26,73.0
2022-06-27,69.0
2022-06-28,68.0
2022-06-29,68.0
2022-06-30,64.0
2022-07-01,72.0
2022-07-02,69.0
2022-07-03,79.0
2022-07-04,75.0
2022-07-05,64.0
2022-07-06,70.0
2022-07-07,68.0
2022-07-08,74.0
2022-07-09,80.0
2022-07-10,79.0
2022-07-11,72.0
2022-07-12,67.0
2022-07-13,73.0
2022-07-14,83.0
2022-07-15,76.0
2022-07-16,73.0
2022-07-17,76.0
2022-07-18,67.0
2022-07-19,70.0
2022-07-20,69.0
2022-07-21,71.0
2022-07-22,79.0
2022-07-23,75.0
2022-07-24,74.0
2022-07-25,67.0
2022-07-26,72.0
2022-07-27,66.0
2022-07-28,72.0
2022-07-29,81.0
2022-07-30,70.0
2022-07-31,77.0
2022-08-01,71.0
2022-08-02,71.0
2022-08-03,74.0
2022-08-04,75.0
2022-08-05,74.0
2022-08-06,72.0
2022-08-07,72.0
2022-08-08,69.0
2022-08-09,66.0
2022-08-10,69.0
2022-08-11,70.0
2022-08-12,72.0
2022-08-13,73.0
2022-08-14,69.0
2022-08-15,62.0
2022-08-16,63.0
2022-08-17,64.0
2022-08-18,78.0
2022-08-19,67.0
2022-08-20,71.0
2022-08-21,74.0
2022-08-22,60.0
2022-08-23,59.0
2022-08-24,66.0
2022-08-25,61.0
2022-08-26,64.0
2022-08-27,68.0
2022-08-28,71.0
2022-08-29,63.84979346601577
2022-08-30,60.08036049568156
2022-08-31,63.84979346601577
2022-09-01,69.94630116410065
2022-09-02,68.06158467893354
2022-09-03,73.21573413443485
2022-09-04,77.42752534735261
2022-09-05,74.15809237701839
2022-09-06,67.11922643634998
2022-09-07,60.08036049568156
2022-09-08,60.08036049568156
2022-09-09,62.907435223432216
2022-09-10,68.06158467893354
2022-09-11,70.88865940668418
2022-09-12,61.965076980848664
2022-09-13,66.17686819376644
2022-09-14,61.965076980848664
2022-09-15,66.67686819376644
2022-09-16,65.73450995118287
2022-09-17,71.33101764926775
2022-09-18,70.38865940668418
2022-09-19,62.907435223432216
2022-09-20,66.17686819376644
2022-09-21,67.61922643634998
2022-09-22,71.83101764926775
2022-09-23,61.965076980848664
2022-09-24,76.0428088621855
2022-09-25,75.10045061960196
2022-09-26,62.907435223432216
2022-09-27,64.79215170859933
2022-09-28,66.35373638753286
2022-09-29,64.58430341719865
2022-09-30,67.23845287269997
2022-10-01,67.23845287269997
2022-10-02,75.2009012392039
2022-10-03,61.04543747653023
2022-10-04,67.23845287269997
2022-10-05,65.46901990236576
2022-10-06,69.00788584303417
2022-10-07,69.00788584303417
2022-10-08,73.4314682688697
2022-10-09,69.89260232820128
2022-10-10,62.81487044686444
2022-10-11,69.00788584303417
2022-10-12,68.12316935786707
2022-10-13,70.77731881336838
2022-10-14,70.77731881336838
2022-10-15,73.4314682688697
2022-10-16,70.77731881336838
2022-10-17,69.89260232820128
2022-10-18,71.66203529853549
2022-10-19,76.97033420953811
2022-10-20,68.12316935786707
2022-10-21,69.00788584303417
2022-10-22,77.85505069470523
2022-10-23,73.4314682688697
2022-10-24,63.69958693203154
2022-10-25,68.12316935786707
2022-10-26,70.77731881336838
2022-10-27,66.35373638753286
2022-10-28,65.46901990236576
2022-10-29,71.66203529853549
2022-10-30,68.12316935786707
2022-10-31,66.35373638753286
2022-11-01,62.81487044686444
2022-11-02,69.00788584303417
2022-11-03,67.23845287269997
2022-11-04,68.12316935786707
2022-11-05,69.00788584303417
2022-11-06,76.97033420953811
2022-11-07,65.46901990236576
2022-11-08,57.50657153586181
2022-11-09,61.04543747653023
2022-11-10,68.12316935786707
2022-11-11,73.4314682688697
2022-11-12,75.2009012392039
2022-11-13,80.50920015020654
2022-11-14,63.69958693203154
2022-11-15,65.46901990236576
2022-11-16,68.12316935786707
2022-11-17,68.12316935786707
2022-11-18,69.00788584303417
2022-11-19,71.66203529853549
2022-11-20,73.4314682688697
2022-11-21,62.81487044686444
2022-11-22,66.35373638753286
2022-11-23,69.89260232820128
2022-11-24,74.3161847540368
2022-11-25,81.39391663537364
2022-11-26,70.77731881336838
2022-11-27,77.85505069470523
2022-11-28,60.16072099136312
2022-11-29,67.23845287269997
2022-11-30,65.46901990236576
2022-12-01,71.66203529853549
2022-12-02,65.46901990236576
2022-12-03,73.4314682688697
2022-12-04,73.4314682688697
2022-12-05,64.58430341719865
2022-12-06,67.23845287269997
2022-12-07,68.12316935786707
2022-12-08,70.77731881336838
2022-12-09,68.12316935786707
2022-12-10,72.54675178370259
2022-12-11,76.085617724371
2022-12-12,68.12316935786707
2022-12-13,65.46901990236576
2022-12-14,74.3161847540368
2022-12-15,75.2009012392039
2022-12-16,76.085617724371
2022-12-17,76.97033420953811
2022-12-18,71.66203529853549
2022-12-19,69.89260232820128
2022-12-20,74.3161847540368
2022-12-21,77.85505069470523
2022-12-22,72.54675178370259
2022-12-23,77.85505069470523
2022-12-24,75.2009012392039
2022-12-25,77.85505069470523
2022-12-26,72.54675178370259
2022-12-27,72.54675178370259
2022-12-28,78.73976717987233
2022-12-29,80.50920015020654
2022-12-30,75.2009012392039
2022-12-31,76.97033420953811
2023-01-01,80.50920015020654
2023-01-02,69.00788584303417
2023-01-03,69.00788584303417
2023-01-04,68.12316935786707
2023-01-05,69.89260232820128
2023-01-06,73.4314682688697
2023-01-07,74.3161847540368
2023-01-08,76.085617724371
2023-01-09,65.46901990236576
2023-01-10,69.89260232820128
2023-01-11,62.81487044686444
2023-01-12,71.66203529853549
2023-01-13,70.77731881336838
2023-01-14,79.62448366503943
2023-01-15,76.97033420953811
2023-01-16,69.89260232820128
2023-01-17,71.66203529853549
2023-01-18,67.23845287269997
2023-01-19,72.54675178370259
2023-01-20,76.97033420953811
2023-01-21,71.66203529853549
2023-01-22,74.3161847540368
2023-01-23,65.46901990236576
2023-01-24,70.77731881336838
2023-01-25,71.66203529853549
2023-01-26,69.89260232820128
2023-01-27,68.12316935786707
2023-01-28,76.97033420953811
2023-01-29,66.35373638753286
2023-01-30,71.66203529853549
2023-01-31,72.54675178370259
2023-02-01,62.81487044686444
2023-02-02,76.085617724371
2023-02-03,69.89260232820128
2023-02-04,75.2009012392039
2023-02-05,82.27863312054075
2023-02-06,74.3161847540368
2023-02-07,77.85505069470523
2023-02-08,73.4314682688697
2023-02-09,78.73976717987233
2023-02-10,78.73976717987233
2023-02-11,86.70221554637627
2023-02-12,81.39391663537364
2023-02-13,64.58430341719865
2023-02-14,66.35373638753286
2023-02-15,69.00788584303417
2023-02-16,71.66203529853549
2023-02-17,69.89260232820128
2023-02-18,71.66203529853549
2023-02-19,78.73976717987233
2023-02-20,72.54675178370259
2023-02-21,71.66203529853549
2023-02-22,69.89260232820128
2023-02-23,69.00788584303417
2023-02-24,75.2009012392039
2023-02-25,78.73976717987233
2023-02-26,88.47164851671047
2023-02-27,64.58430341719865
2023-02-28,67.23845287269997
2023-03-01,69.00788584303417
2023-03-02,71.66203529853549
2023-03-03,67.23845287269997
2023-03-04,79.62448366503943
2023-03-05,82.27863312054075
2023-03-06,67.23845287269997
2023-03-07,69.00788584303417
2023-03-08,66.35373638753286
2023-03-09,66.35373638753286
2023-03-10,74.3161847540368
2023-03-11,71.66203529853549
2023-03-12,76.085617724371
2023-03-13,70.77731881336838
2023-03-14,69.89260232820128
2023-03-15,67.23845287269997
2023-03-16,76.085617724371
2023-03-17,74.3161847540368
2023-03-18,76.085617724371
2023-03-19,83.16334960570785
2023-03-20,71.66203529853549
2023-03-21,72.54675178370259
2023-03-22,67.23845287269997
2023-03-23,69.00788584303417
2023-03-24,68.12316935786707
2023-03-25,65.46901990236576
2023-03-26,75.2009012392039
2023-03-27,69.89260232820128
2023-03-28,68.12316935786707
2023-03-29,67.23845287269997
2023-03-30,66.35373638753286
2023-03-31,65.46901990236576
2023-04-01,70.77731881336838
2023-04-02,67.23845287269997
2023-04-03,61.930153961697336
2023-04-04,64.58430341719865
2023-04-05,62.81487044686444
2023-04-06,67.23845287269997
2023-04-07,72.54675178370259
2023-04-08,75.2009012392039
2023-04-09,74.3161847540368
2023-04-10,67.23845287269997
2023-04-11,68.12316935786707
2023-04-12,63.69958693203154
2023-04-13,63.69958693203154
2023-04-14,68.12316935786707
2023-04-15,88.47164851671047
2023-04-16,71.66203529853549
2023-04-17,60.16072099136312
2023-04-18,58.39128802102891
2023-04-19,61.04543747653023
2023-04-20,66.35373638753286
2023-04-21,61.04543747653023
2023-04-22,67.23845287269997
2023-04-23,69.89260232820128
2023-04-24,60.16072099136312
2023-04-25,60.16072099136312
2023-04-26,71.78842336784507
2023-04-27,73.11549809559574
2023-04-28,63.257228689448
2023-04-29,63.69958693203155
2023-04-30,69.82940829354649
2023-05-01,60.855855372565856
2023-05-02,69.82940829354649
2023-05-03,60.4134971299823
2023-05-04,62.81487044686445
2023-05-05,63.69958693203155
2023-05-06,66.10096024891368
2023-05-07,66.54331849149725
2023-05-08,63.69958693203155
2023-05-09,58.01212381310016
2023-05-10,60.4134971299823
2023-05-11,61.29821361514941
2023-05-12,63.257228689448
2023-05-13,66.98567673408078
2023-05-14,69.82940829354649
2023-05-15,63.69958693203155
2023-05-16,60.855855372565856
2023-05-17,60.4134971299823
2023-05-18,63.69958693203155
2023-05-19,63.257228689448
2023-05-20,69.38705005096293
2023-05-21,77.91824472936001
2023-05-22,58.01212381310016
2023-05-23,63.69958693203155
2023-05-24,66.98567673408078
2023-05-25,65.65860200633014
2023-05-26,66.73290059546162
2023-05-27,69.7662142588917
2023-05-28,69.7662142588917
2023-05-29,75.83284158575184
2023-05-30,63.69958693203155
2023-05-31,63.69958693203155
2023-06-01,72.79952792232177
2023-06-02,63.69958693203155
2023-06-03,66.73290059546162
2023-06-04,66.73290059546162
2023-06-05,60.66627326860147
2023-06-06,63.69958693203155
2023-06-07,63.69958693203155
2023-06-08,63.69958693203155
2023-06-09,60.66627326860147
2023-06-10,66.73290059546162
2023-06-11,75.83284158575184
2023-06-12,66.73290059546162
2023-06-13,63.69958693203155
2023-06-14,63.69958693203155
2023-06-15,66.73290059546162
2023-06-16,63.69958693203155
2023-06-17,69.7662142588917
2023-06-18,72.79952792232177
2023-06-19,66.73290059546162
2023-06-20,72.79952792232177
2023-06-21,69.7662142588917
2023-06-22,66.73290059546162
2023-06-23,66.73290059546162
2023-06-24,66.73290059546162
2023-06-25,69.7662142588917
2023-06-26,63.69958693203155
2023-06-27,66.73290059546162
2023-06-28,63.69958693203155
2023-06-29,63.69958693203155
2023-06-30,60.66627326860147
2023-07-01,63.69958693203155
2023-07-02,63.69958693203155
2023-07-03,66.73290059546162
2023-07-04,75.83284158575184
2023-07-05,66.73290059546162
2023-07-06,63.69958693203155
2023-07-07,63.69958693203155
2023-07-08,72.79952792232177
2023-07-09,69.7662142588917
2023-07-10,69.7662142588917
2023-07-11,60.66627326860147
2023-07-12,63.69958693203155
2023-07-13,63.69958693203155
2023-07-14,72.79952792232177
2023-07-15,63.69958693203155
2023-07-16,75.83284158575184
2023-07-17,60.66627326860147
2023-07-18,63.69958693203155
2023-07-19,66.73290059546162
2023-07-20,63.69958693203155
2023-07-21,66.73290059546162
2023-07-22,69.7662142588917
2023-07-23,69.7662142588917
2023-07-24,66.73290059546162
2023-07-25,63.69958693203155
2023-07-26,63.69958693203155
2023-07-27,63.69958693203155
2023-07-28,63.69958693203155
2023-07-29,69.7662142588917
2023-07-30,66.73290059546162
2023-07-31,57.6329596051714
2023-08-01,60.66627326860147
2023-08-02,57.6329596051714
2023-08-03,63.69958693203155
2023-08-04,60.66627326860147
2023-08-05,66.73290059546162
2023-08-06,60.66627326860147
2023-08-07,57.6329596051714
2023-08-08,60.66627326860147
2023-08-09,60.66627326860147
2023-08-10,63.69958693203155
2023-08-11,63.69958693203155
2023-08-12,69.7662142588917
2023-08-13,66.73290059546162
2023-08-14,57.6329596051714
2023-08-15,60.66627326860147
2023-08-16,63.69958693203155
2023-08-17,66.73290059546162
2023-08-18,60.66627326860147
2023-08-19,63.69958693203155
2023-08-20,66.73290059546162
2023-08-21,57.6329596051714
2023-08-22,60.66627326860147
2023-08-23,60.66627326860147
2023-08-24,60.66627326860147
2023-08-25,57.6329596051714
2023-08-26,69.7662142588917
2023-08-27,63.69958693203155
2023-08-28,54.59964594174133
2023-08-29,57.6329596051714
2023-08-30,54.59964594174133
2023-08-31,57.6329596051714
2023-09-01,63.69958693203155
2023-09-02,63.69958693203155
2023-09-03,63.69958693203155
2023-09-04,66.73290059546162
2023-09-05,57.6329596051714
2023-09-06,57.6329596051714
2023-09-07,60.66627326860147
2023-09-08,54.59964594174133
2023-09-09,63.69958693203155
2023-09-10,63.69958693203155
2023-09-11,54.59964594174133
2023-09-12,54.59964594174133
2023-09-13,54.59964594174133
2023-09-14,60.66627326860147
2023-09-15,57.6329596051714
2023-09-16,66.73290059546162
2023-09-17,63.69958693203155
2023-09-18,54.59964594174133
2023-09-19,54.59964594174133
2023-09-20,60.66627326860147
2023-09-21,66.73290059546162
2023-09-22,60.66627326860147
2023-09-23,63.69958693203155
2023-09-24,69.7662142588917
2023-09-25,54.59964594174133
2023-09-26,54.59964594174133
2023-09-27,57.6329596051714
2023-09-28,63.69958693203155
2023-09-29,60.66627326860147
2023-09-30,63.69958693203155
2023-10-01,69.7662142588917
2023-10-02,57.6329596051714
2023-10-03,54.59964594174133
2023-10-04,60.66627326860147
2023-10-05,57.6329596051714
2023-10-06,66.73290059546162
2023-10-07,69.7662142588917
2023-10-08,78.86615524918192
2023-10-09,63.69958693203155
2023-10-10,60.66627326860147
2023-10-11,63.69958693203155
2023-10-12,66.73290059546162
2023-10-13,60.66627326860147
2023-10-14,69.7662142588917
2023-10-15,72.79952792232177
2023-10-16,60.66627326860147
2023-10-17,60.66627326860147
2023-10-18,60.66627326860147
2023-10-19,66.73290059546162
2023-10-20,66.73290059546162
2023-10-21,66.73290059546162
2023-10-22,72.79952792232177
2023-10-23,63.69958693203155
2023-10-24,69.7662142588917
2023-10-25,60.66627326860147
2023-10-26,63.69958693203155
2023-10-27,66.73290059546162
2023-10-28,66.73290059546162
2023-10-29,66.73290059546162
2023-10-30,60.66627326860147
2023-10-31,57.6329596051714
2023-11-01,63.69958693203155
2023-11-02,60.66627326860147
2023-11-03,63.69958693203155
2023-11-04,66.73290059546162
2023-11-05,69.7662142588917
2023-11-06,60.66627326860147
2023-11-07,63.69958693203155
2023-11-08,63.69958693203155
2023-11-09,60.66627326860147
2023-11-10,63.69958693203155
2023-11-11,72.79952792232177
2023-11-12,69.7662142588917
2023-11-13,63.69958693203155
2023-11-14,60.66627326860147
2023-11-15,66.73290059546162
2023-11-16,63.69958693203155
2023-11-17,63.69958693203155
2023-11-18,69.7662142588917
2023-11-19,97.06603722976236
2023-11-20,303.33136634300735
2023-11-21,294.23142535271717
2023-11-22,151.66568317150367
2023-11-23,100.09935089319244
2023-11-24,72.79952792232177
2023-11-25,75.83284158575184
2023-11-26,81.899468912612
2023-11-27,63.69958693203155
2023-11-28,66.73290059546162
2023-11-29,69.7662142588917
2023-11-30,66.73290059546162
2023-12-01,66.73290059546162
2023-12-02,69.7662142588917
2023-12-03,69.7662142588917
2023-12-04,57.6329596051714
2023-12-05,63.69958693203155
2023-12-06,66.73290059546162
2023-12-07,63.69958693203155
2023-12-08,63.69958693203155
2023-12-09,66.73290059546162
2023-12-10,69.7662142588917
2023-12-11,57.6329596051714
2023-12-12,60.66627326860147
2023-12-13,60.66627326860147
2023-12-14,63.69958693203155
2023-12-15,66.73290059546162
2023-12-16,66.73290059546162
2023-12-17,69.7662142588917
2023-12-18,57.6329596051714
2023-12-19,66.73290059546162
2023-12-20,69.7662142588917
2023-12-21,72.79952792232177
2023-12-22,66.26295059126824
2023-12-23,70.59930744814362
2023-12-24,75.98237113254065
2023-12-25,69.65940743975683
2023-12-26,69.18945743556344
2023-12-27,66.73290059546162
2023-12-28,70.12935744395023
2023-12-29,75.98237113254065
2023-12-30,66.73290059546162
2023-12-31,73.05586428824543
2024-01-01,78.43892797264246
2024-01-02,66.73290059546162
2024-01-03,63.33644374697302
2024-01-04,60.409936902677806
2024-01-05,67.20285059965501
2024-01-06,67.6728006038484
2024-01-07,67.20285059965501
2024-01-08,57.483430058382595
2024-01-09,64.2763437553598
2024-01-10,63.33644374697302
2024-01-11,66.26295059126824
2024-01-12,66.26295059126824
2024-01-13,67.20285059965501
2024-01-14,66.26295059126824
2024-01-15,63.33644374697302
2024-01-16,57.95338006257599
2024-01-17,61.349836911064585
2024-01-18,63.33644374697302
2024-01-19,66.73290059546162
2024-01-20,73.52581429243884
2024-01-21,64.85310057868806
2024-01-22,60.15360053675414
2024-01-23,58.273800519980576
2024-01-24,64.85310057868806
2024-01-25,64.85310057868806
2024-01-26,59.213700528367355
2024-01-27,66.73290059546163
2024-01-28,71.43240063739555
2024-01-29,59.213700528367355
2024-01-30,62.97330056191449
2024-01-31,62.97330056191449
2024-02-01,63.91320057030127
2024-02-02,65.79300058707484
2024-02-03,72.37230064578233
2024-02-04,73.3122006541691
2024-02-05,58.273800519980576
2024-02-06,64.85310057868806
2024-02-07,61.09350054514093
2024-02-08,58.273800519980576
2024-02-09,62.033400553527706
2024-02-10,69.55260062062197
2024-02-11,77.07180068771625
2024-02-12,56.39400050320701
2024-02-13,59.213700528367355
2024-02-14,62.033400553527706
2024-02-15,62.033400553527706
2024-02-16,66.73290059546163
2024-02-17,67.6728006038484
2024-02-18,72.37230064578233
2024-02-19,68.61270061223519
2024-02-20,63.91320057030127
2024-02-21,62.97330056191449
2024-02-22,62.97330056191449
2024-02-23,93.99000083867834
2024-02-24,90.23040080513121
2024-02-25,77.07180068771625
2024-02-26,65.79300058707484
2024-02-27,58.273800519980576
2024-02-28,63.91320057030127
2024-02-29,63.91320057030127
2024-03-01,66.73290059546163
2024-03-02,78.01170069610302
2024-03-03,75.19200067094268
2024-03-04,59.213700528367355
2024-03-05,63.91320057030127
2024-03-06,63.91320057030127
2024-03-07,73.3122006541691
2024-03-08,73.3122006541691
2024-03-09,73.3122006541691
2024-03-10,72.37230064578233
2024-03-11,60.15360053675414
2024-03-12,59.213700528367355
2024-03-13,64.85310057868806
2024-03-14,68.61270061223519
2024-03-15,66.73290059546163
2024-03-16,71.43240063739555
2024-03-17,77.07180068771625
2024-03-18,65.79300058707484
2024-03-19,65.79300058707484
2024-03-20,67.6728006038484
2024-03-21,70.49250062900876
2024-03-22,70.49250062900876
2024-03-23,75.19200067094268
2024-03-24,80.83140072126338
2024-03-25,68.61270061223519
2024-03-26,77.07180068771625
2024-03-27,72.37230064578233
2024-03-28,69.55260062062197
2024-03-29,68.61270061223519
2024-03-30,68.61270061223519
2024-03-31,75.19200067094268
2024-04-01,68.61270061223519
2024-04-02,65.79300058707484
2024-04-03,64.85310057868806
2024-04-04,66.73290059546163
2024-04-05,63.91320057030127
2024-04-06,73.3122006541691
2024-04-07,71.43240063739555
2024-04-08,59.213700528367355
2024-04-09,61.09350054514093
2024-04-10,66.73290059546163
2024-04-11,65.79300058707484
2024-04-12,62.97330056191449
2024-04-13,72.37230064578233
2024-04-14,73.3122006541691
2024-04-15,61.09350054514093
2024-04-16,62.97330056191449
2024-04-17,67.6728006038484
2024-04-18,63.91320057030127
2024-04-19,70.49250062900876
2024-04-20,76.13190067932946
2024-04-21,76.13190067932946
2024-04-22,69.55260062062197
2024-04-23,64.85310057868806
2024-04-24,65.79300058707484
2024-04-25,63.91320057030127
2024-04-26,66.73290059546163
2024-04-27,70.49250062900876
2024-04-28,74.25210066255589
2024-04-29,62.97330056191449
2024-04-30,65.79300058707484
2024-05-01,65.79300058707484
2024-05-02,64.85310057868806
2024-05-03,69.55260062062197
2024-05-04,90.23040080513121
2024-05-05,77.07180068771625
2024-05-06,62.97330056191449
2024-05-07,62.97330056191449
2024-05-08,62.97330056191449
2024-05-09,60.15360053675414
2024-05-10,65.79300058707484
2024-05-11,72.37230064578233
2024-05-12,74.25210066255589
2024-05-13,62.97330056191449
2024-05-14,71.43240063739555
2024-05-15,66.73290059546163
2024-05-16,64.85310057868806
2024-05-17,66.73290059546163
2024-05-18,72.37230064578233
2024-05-19,72.37230064578233
2024-05-20,64.85310057868806
2024-05-21,59.213700528367355
2024-05-22,74.25210066255589
2024-05-23,61.09350054514093
2024-05-24,69.55260062062197
2024-05-25,69.55260062062197
2024-05-26,74.25210066255589
2024-05-27,77.07180068771625
2024-05-28,62.97330056191449
2024-05-29,64.85310057868806
2024-05-30,64.85310057868806
2024-05-31,63.91320057030127
2024-06-01,77.07180068771625
2024-06-02,67.6728006038484
2024-06-03,62.97330056191449
2024-06-04,63.91320057030127
2024-06-05,65.79300058707484
2024-06-06,67.6728006038484
2024-06-07,68.61270061223519
2024-06-08,70.49250062900876
2024-06-09,69.55260062062197
2024-06-10,66.73290059546163
2024-06-11,62.033400553527706
2024-06-12,63.91320057030127
2024-06-13,62.97330056191449
2024-06-14,62.97330056191449
2024-06-15,63.91320057030127
2024-06-16,74.25210066255589
2024-06-17,63.91320057030127
2024-06-18,65.79300058707484
2024-06-19,65.79300058707484
2024-06-20,62.033400553527706
2024-06-21,65.79300058707484
2024-06-22,67.6728006038484
2024-06-23,77.07180068771625
2024-06-24,63.91320057030127
2024-06-25,65.79300058707484
2024-06-26,64.85310057868806
2024-06-27,71.43240063739555
2024-06-28,62.97330056191449
2024-06-29,69.55260062062197
2024-06-30,66.73290059546163
2024-07-01,62.97330056191449
2024-07-02,59.213700528367355
2024-07-03,62.033400553527706
2024-07-04,68.61270061223519
2024-07-05,65.79300058707484
2024-07-06,64.85310057868806
2024-07-07,67.6728006038484
2024-07-08,57.33390051159379
2024-07-09,61.09350054514093
2024-07-10,63.91320057030127
2024-07-11,62.97330056191449
2024-07-12,62.97330056191449
2024-07-13,65.79300058707484
2024-07-14,66.73290059546163
2024-07-15,59.213700528367355
2024-07-16,61.09350054514093
2024-07-17,66.73290059546163
2024-07-18,62.033400553527706
2024-07-19,63.91320057030127
2024-07-20,63.91320057030127
2024-07-21,66.73290059546163
2024-07-22,66.73290059546163
2024-07-23,66.73290059546163
2024-07-24,64.85310057868806
2024-07-25,67.6728006038484
2024-07-26,67.6728006038484
2024-07-27,72.37230064578233
2024-07-28,64.85310057868806
2024-07-29,61.09350054514093
2024-07-30,60.15360053675414
2024-07-31,56.39400050320701
2024-08-01,58.273800519980576
2024-08-02,62.97330056191449
2024-08-03,65.79300058707484
2024-08-04,61.09350054514093
2024-08-05,60.15360053675414
2024-08-06,53.57430047804666
2024-08-07,58.273800519980576
2024-08-08,61.09350054514093
2024-08-09,60.15360053675414
2024-08-10,62.033400553527706
2024-08-11,70.49250062900876
2024-08-12,59.213700528367355
2024-08-13,61.09350054514093
2024-08-14,62.033400553527706
2024-08-15,62.033400553527706
2024-08-16,63.91320057030127
2024-08-17,75.19200067094268
2024-08-18,75.96203923203063
2024-08-19,60.159262584997435
2024-08-20,67.82567590641733
2024-08-21,64.85310057868804
2024-08-22,64.85310057868804
2024-08-23,61.410575246765376
2024-08-24,69.54693857237868
2024-08-25,73.38014523308863
2024-08-26,61.0198939179781
2024-08-27,61.88052525095877
2024-08-28,58.047318590248814
2024-08-29,57.57736858605542
2024-08-30,60.159262584997435
2024-08-31,66.57436324464939
2024-09-01,69.54693857237868
2024-09-02,72.12883257132069
2024-09-03,59.29863125201676
2024-09-04,58.90794992322948
2024-09-05,60.159262584997435
2024-09-06,58.437999919036095
2024-09-07,66.96504457343667
2024-09-08,68.29562591061074
2024-09-09,57.18668725726815
2024-09-10,55.46542459130681
2024-09-11,51.63221793059685
2024-09-12,54.60479325832614
2024-09-13,59.29863125201676
2024-09-14,66.104413240456
2024-09-15,63.6017879169201
2024-09-16,61.88052525095877
2024-09-17,56.258111345367944
2024-09-18,57.82083666051705
2024-09-19,59.38356197566617
2024-09-20,59.38356197566617
2024-09-21,65.6344632362626
2024-09-22,67.19718855141171
