Time,sonic
2022-06-05,44.0
2022-06-06,33.0
2022-06-07,32.0
2022-06-08,31.0
2022-06-09,31.0
2022-06-10,35.0
2022-06-11,38.0
2022-06-12,40.0
2022-06-13,29.0
2022-06-14,28.0
2022-06-15,30.0
2022-06-16,31.0
2022-06-17,29.0
2022-06-18,34.0
2022-06-19,34.0
2022-06-20,28.0
2022-06-21,27.0
2022-06-22,29.0
2022-06-23,30.0
2022-06-24,30.0
2022-06-25,35.0
2022-06-26,34.0
2022-06-27,28.0
2022-06-28,27.0
2022-06-29,27.0
2022-06-30,27.0
2022-07-01,28.0
2022-07-02,31.0
2022-07-03,32.0
2022-07-04,33.0
2022-07-05,27.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,25.0
2022-07-09,30.0
2022-07-10,33.0
2022-07-11,25.0
2022-07-12,24.0
2022-07-13,24.0
2022-07-14,24.0
2022-07-15,25.0
2022-07-16,29.0
2022-07-17,30.0
2022-07-18,24.0
2022-07-19,24.0
2022-07-20,25.0
2022-07-21,27.0
2022-07-22,26.0
2022-07-23,28.0
2022-07-24,30.0
2022-07-25,24.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,24.0
2022-07-29,26.0
2022-07-30,26.0
2022-07-31,28.0
2022-08-01,23.0
2022-08-02,22.0
2022-08-03,22.0
2022-08-04,22.0
2022-08-05,23.0
2022-08-06,28.0
2022-08-07,28.0
2022-08-08,23.0
2022-08-09,24.0
2022-08-10,24.0
2022-08-11,23.0
2022-08-12,23.0
2022-08-13,27.0
2022-08-14,29.0
2022-08-15,22.0
2022-08-16,21.0
2022-08-17,21.0
2022-08-18,23.0
2022-08-19,23.0
2022-08-20,28.0
2022-08-21,27.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,22.0
2022-08-25,21.0
2022-08-26,22.0
2022-08-27,27.0
2022-08-28,29.0
2022-08-29,20.081632653061224
2022-08-30,18.99719018041999
2022-08-31,19.78941141674061
2022-09-01,19.935522034900917
2022-09-02,21.95829636202307
2022-09-03,26.003845016267377
2022-09-04,25.065513161786455
2022-09-05,26.649955634427684
2022-09-06,17.766637089618456
2022-09-07,17.12052647145815
2022-09-08,17.12052647145815
2022-09-09,18.99719018041999
2022-09-10,23.0427388346643
2022-09-11,22.750517598343684
2022-09-12,17.12052647145815
2022-09-13,17.766637089618456
2022-09-14,18.05885832593907
2022-09-15,18.704968944099377
2022-09-16,19.143300798580302
2022-09-17,23.0427388346643
2022-09-18,23.0427388346643
2022-09-19,17.12052647145815
2022-09-20,16.97441585329784
2022-09-21,18.05885832593907
2022-09-22,20.727743271221534
2022-09-23,18.851079562259685
2022-09-24,23.0427388346643
2022-09-25,23.834960070984916
2022-09-26,18.851079562259685
2022-09-27,18.204968944099377
2022-09-28,18.11771665187814
2022-09-29,17.533274179236912
2022-09-30,19.286601597160605
2022-10-01,22.208813960366754
2022-10-02,21.91659272404614
2022-10-03,17.241052942916298
2022-10-04,18.702159124519373
2022-10-05,17.825495415557526
2022-10-06,18.11771665187814
2022-10-07,20.163265306122447
2022-10-08,22.793256433007986
2022-10-09,23.669920141969833
2022-10-10,16.94883170659568
2022-10-11,17.533274179236912
2022-10-12,18.11771665187814
2022-10-13,18.994380360839987
2022-10-14,19.286601597160605
2022-10-15,21.91659272404614
2022-10-16,21.332150251404908
2022-10-17,16.94883170659568
2022-10-18,16.072167997633837
2022-10-19,16.94883170659568
2022-10-20,17.241052942916298
2022-10-21,17.825495415557526
2022-10-22,23.669920141969833
2022-10-23,21.039929015084294
2022-10-24,16.656610470275066
2022-10-25,16.36438923395445
2022-10-26,16.36438923395445
2022-10-27,18.11771665187814
2022-10-28,18.40993788819876
2022-10-29,21.332150251404908
2022-10-30,21.332150251404908
2022-10-31,21.039929015084294
2022-11-01,18.40993788819876
2022-11-02,17.241052942916298
2022-11-03,17.825495415557526
2022-11-04,19.286601597160605
2022-11-05,23.0854776693286
2022-11-06,22.793256433007986
2022-11-07,23.0854776693286
2022-11-08,27.761017450458443
2022-11-09,24.546583850931675
2022-11-10,23.962141378290447
2022-11-11,25.131026323572907
2022-11-12,28.05323868677906
2022-11-13,29.22212363206152
2022-11-14,22.793256433007986
2022-11-15,21.624371487725526
2022-11-16,19.286601597160605
2022-11-17,20.74770777876368
2022-11-18,21.039929015084294
2022-11-19,23.669920141969833
2022-11-20,23.0854776693286
2022-11-21,20.163265306122447
2022-11-22,18.994380360839987
2022-11-23,21.039929015084294
2022-11-24,23.377698905649215
2022-11-25,22.208813960366754
2022-11-26,22.50103519668737
2022-11-27,21.624371487725526
2022-11-28,18.11771665187814
2022-11-29,16.94883170659568
2022-11-30,17.241052942916298
2022-12-01,18.994380360839987
2022-12-02,18.702159124519373
2022-12-03,21.332150251404908
2022-12-04,21.332150251404908
2022-12-05,17.533274179236912
2022-12-06,17.241052942916298
2022-12-07,17.825495415557526
2022-12-08,19.286601597160605
2022-12-09,19.286601597160605
2022-12-10,22.208813960366754
2022-12-11,22.208813960366754
2022-12-12,18.40993788819876
2022-12-13,18.11771665187814
2022-12-14,18.40993788819876
2022-12-15,20.455486542443065
2022-12-16,22.50103519668737
2022-12-17,26.299911268855368
2022-12-18,24.546583850931675
2022-12-19,21.332150251404908
2022-12-20,21.624371487725526
2022-12-21,21.91659272404614
2022-12-22,21.91659272404614
2022-12-23,20.455486542443065
2022-12-24,22.793256433007986
2022-12-25,26.007690032534754
2022-12-26,25.42324755989352
2022-12-27,21.624371487725526
2022-12-28,22.50103519668737
2022-12-29,22.208813960366754
2022-12-30,21.332150251404908
2022-12-31,22.793256433007986
2023-01-01,24.838805087252293
2023-01-02,21.91659272404614
2023-01-03,17.241052942916298
2023-01-04,18.11771665187814
2023-01-05,17.533274179236912
2023-01-06,17.533274179236912
2023-01-07,21.91659272404614
2023-01-08,21.91659272404614
2023-01-09,16.94883170659568
2023-01-10,19.871044069801833
2023-01-11,18.11771665187814
2023-01-12,17.533274179236912
2023-01-13,18.994380360839987
2023-01-14,21.332150251404908
2023-01-15,20.74770777876368
2023-01-16,20.163265306122447
2023-01-17,16.94883170659568
2023-01-18,18.702159124519373
2023-01-19,17.241052942916298
2023-01-20,18.11771665187814
2023-01-21,21.039929015084294
2023-01-22,20.74770777876368
2023-01-23,16.94883170659568
2023-01-24,17.241052942916298
2023-01-25,16.36438923395445
2023-01-26,16.36438923395445
2023-01-27,17.533274179236912
2023-01-28,20.455486542443065
2023-01-29,19.871044069801833
2023-01-30,15.779946761313221
2023-01-31,16.656610470275066
2023-02-01,16.36438923395445
2023-02-02,16.36438923395445
2023-02-03,17.241052942916298
2023-02-04,21.332150251404908
2023-02-05,22.50103519668737
2023-02-06,16.656610470275066
2023-02-07,16.94883170659568
2023-02-08,16.94883170659568
2023-02-09,15.487725524992605
2023-02-10,16.94883170659568
2023-02-11,21.039929015084294
2023-02-12,20.163265306122447
2023-02-13,14.02661934338953
2023-02-14,15.779946761313221
2023-02-15,16.36438923395445
2023-02-16,15.779946761313221
2023-02-17,17.533274179236912
2023-02-18,19.57882283348122
2023-02-19,20.74770777876368
2023-02-20,17.825495415557526
2023-02-21,16.072167997633837
2023-02-22,16.94883170659568
2023-02-23,16.36438923395445
2023-02-24,16.36438923395445
2023-02-25,21.039929015084294
2023-02-26,21.91659272404614
2023-02-27,16.656610470275066
2023-02-28,16.072167997633837
2023-03-01,16.94883170659568
2023-03-02,16.656610470275066
2023-03-03,16.94883170659568
2023-03-04,20.455486542443065
2023-03-05,20.74770777876368
2023-03-06,17.533274179236912
2023-03-07,16.36438923395445
2023-03-08,16.36438923395445
2023-03-09,16.656610470275066
2023-03-10,17.241052942916298
2023-03-11,20.163265306122447
2023-03-12,20.74770777876368
2023-03-13,16.656610470275066
2023-03-14,16.072167997633837
2023-03-15,17.825495415557526
2023-03-16,17.825495415557526
2023-03-17,18.40993788819876
2023-03-18,20.455486542443065
2023-03-19,21.039929015084294
2023-03-20,17.241052942916298
2023-03-21,16.94883170659568
2023-03-22,16.94883170659568
2023-03-23,18.702159124519373
2023-03-24,18.702159124519373
2023-03-25,21.332150251404908
2023-03-26,21.91659272404614
2023-03-27,16.072167997633837
2023-03-28,17.241052942916298
2023-03-29,17.533274179236912
2023-03-30,17.241052942916298
2023-03-31,19.57882283348122
2023-04-01,23.669920141969833
2023-04-02,24.838805087252293
2023-04-03,18.11771665187814
2023-04-04,17.825495415557526
2023-04-05,17.825495415557526
2023-04-06,18.11771665187814
2023-04-07,19.286601597160605
2023-04-08,22.208813960366754
2023-04-09,24.25436261461106
2023-04-10,18.702159124519373
2023-04-11,18.11771665187814
2023-04-12,17.533274179236912
2023-04-13,18.11771665187814
2023-04-14,19.57882283348122
2023-04-15,22.50103519668737
2023-04-16,23.669920141969833
2023-04-17,18.702159124519373
2023-04-18,17.241052942916298
2023-04-19,19.286601597160605
2023-04-20,18.40993788819876
2023-04-21,19.286601597160605
2023-04-22,23.669920141969833
2023-04-23,22.208813960366754
2023-04-24,17.825495415557526
2023-04-25,17.241052942916298
2023-04-26,17.716956099209867
2023-04-27,17.87141589555077
2023-04-28,17.87141589555077
2023-04-29,21.624371487725526
2023-04-30,23.87447500739426
2023-05-01,17.115815270207463
2023-05-02,16.969704652047152
2023-05-03,17.270275066548358
2023-05-04,17.57084548104956
2023-05-05,17.716956099209867
2023-05-06,21.323801073224317
2023-05-07,22.672193349389445
2023-05-08,18.017526513711076
2023-05-09,17.416385684708665
2023-05-10,16.669134237545947
2023-05-11,16.669134237545947
2023-05-12,18.17198631005197
2023-05-13,21.770482105885833
2023-05-14,21.323801073224317
2023-05-15,16.969704652047152
2023-05-16,18.77312713905438
2023-05-17,20.422089829720708
2023-05-18,18.17198631005197
2023-05-19,19.520378586217095
2023-05-20,21.624371487725526
2023-05-21,22.52608273122914
2023-05-22,18.017526513711076
2023-05-23,18.17198631005197
2023-05-24,17.716956099209867
2023-05-25,19.374267968056788
2023-05-26,20.38869311699835
2023-05-27,22.860049858452697
2023-05-28,24.09572822917987
2023-05-29,23.786808636498076
2023-05-30,18.535175560907593
2023-05-31,19.15301474627118
2023-06-01,18.844095153589386
2023-06-02,20.079773524316558
2023-06-03,23.16896945113449
2023-06-04,30.583039675497528
2023-06-05,30.89195926817932
2023-06-06,21.006532302361936
2023-06-07,19.770853931634765
2023-06-08,20.697612709680143
2023-06-09,21.624371487725522
2023-06-10,23.16896945113449
2023-06-11,21.93329108040732
2023-06-12,19.15301474627118
2023-06-13,18.535175560907593
2023-06-14,19.15301474627118
2023-06-15,20.079773524316558
2023-06-16,20.079773524316558
2023-06-17,23.786808636498076
2023-06-18,22.860049858452697
2023-06-19,21.31545189504373
2023-06-20,19.15301474627118
2023-06-21,19.46193433895297
2023-06-22,19.15301474627118
2023-06-23,23.477889043816283
2023-06-24,26.258165377952423
2023-06-25,25.94924578527063
2023-06-26,20.697612709680143
2023-06-27,20.697612709680143
2023-06-28,19.46193433895297
2023-06-29,20.079773524316558
2023-06-30,21.006532302361936
2023-07-01,22.860049858452697
2023-07-02,23.16896945113449
2023-07-03,21.93329108040732
2023-07-04,25.33140659990704
2023-07-05,20.38869311699835
2023-07-06,19.15301474627118
2023-07-07,19.770853931634765
2023-07-08,21.93329108040732
2023-07-09,23.477889043816283
2023-07-10,18.535175560907593
2023-07-11,19.15301474627118
2023-07-12,18.535175560907593
2023-07-13,20.697612709680143
2023-07-14,21.31545189504373
2023-07-15,23.786808636498076
2023-07-16,23.477889043816283
2023-07-17,19.15301474627118
2023-07-18,19.15301474627118
2023-07-19,20.38869311699835
2023-07-20,19.770853931634765
2023-07-21,19.46193433895297
2023-07-22,22.860049858452697
2023-07-23,23.477889043816283
2023-07-24,19.46193433895297
2023-07-25,19.15301474627118
2023-07-26,19.46193433895297
2023-07-27,19.15301474627118
2023-07-28,19.770853931634765
2023-07-29,22.860049858452697
2023-07-30,22.24221067308911
2023-07-31,18.844095153589386
2023-08-01,19.770853931634765
2023-08-02,18.535175560907593
2023-08-03,18.844095153589386
2023-08-04,19.15301474627118
2023-08-05,22.551130265770905
2023-08-06,24.713567414543455
2023-08-07,18.844095153589386
2023-08-08,17.917336375544007
2023-08-09,17.60841678286221
2023-08-10,18.2262559682258
2023-08-11,18.844095153589386
2023-08-12,21.006532302361936
2023-08-13,21.006532302361936
2023-08-14,18.535175560907593
2023-08-15,16.990577597498625
2023-08-16,18.844095153589386
2023-08-17,17.299497190180418
2023-08-18,17.60841678286221
2023-08-19,22.860049858452697
2023-08-20,22.24221067308911
2023-08-21,17.299497190180418
2023-08-22,17.60841678286221
2023-08-23,18.535175560907593
2023-08-24,16.990577597498625
2023-08-25,17.299497190180418
2023-08-26,21.006532302361936
2023-08-27,21.93329108040732
2023-08-28,15.754899226771453
2023-08-29,15.44597963408966
2023-08-30,16.063818819453246
2023-08-31,16.37273841213504
2023-09-01,16.990577597498625
2023-09-02,20.38869311699835
2023-09-03,20.38869311699835
2023-09-04,21.31545189504373
2023-09-05,16.37273841213504
2023-09-06,14.828140448726074
2023-09-07,15.137060041407867
2023-09-08,15.754899226771453
2023-09-09,19.46193433895297
2023-09-10,19.15301474627118
2023-09-11,14.51922085604428
2023-09-12,14.51922085604428
2023-09-13,15.137060041407867
2023-09-14,13.901381670680694
2023-09-15,16.063818819453246
2023-09-16,19.15301474627118
2023-09-17,18.535175560907593
2023-09-18,15.44597963408966
2023-09-19,15.137060041407867
2023-09-20,16.063818819453246
2023-09-21,16.681658004816832
2023-09-22,16.37273841213504
2023-09-23,19.46193433895297
2023-09-24,18.844095153589386
2023-09-25,15.44597963408966
2023-09-26,15.137060041407867
2023-09-27,15.137060041407867
2023-09-28,17.299497190180418
2023-09-29,19.46193433895297
2023-09-30,21.93329108040732
2023-10-01,21.006532302361936
2023-10-02,16.063818819453246
2023-10-03,16.063818819453246
2023-10-04,16.37273841213504
2023-10-05,16.990577597498625
2023-10-06,16.990577597498625
2023-10-07,19.15301474627118
2023-10-08,19.46193433895297
2023-10-09,16.063818819453246
2023-10-10,15.754899226771453
2023-10-11,15.754899226771453
2023-10-12,16.37273841213504
2023-10-13,16.681658004816832
2023-10-14,19.46193433895297
2023-10-15,19.46193433895297
2023-10-16,16.063818819453246
2023-10-17,18.2262559682258
2023-10-18,17.917336375544007
2023-10-19,17.60841678286221
2023-10-20,17.299497190180418
2023-10-21,20.079773524316558
2023-10-22,19.770853931634765
2023-10-23,15.754899226771453
2023-10-24,14.828140448726074
2023-10-25,15.137060041407867
2023-10-26,15.137060041407867
2023-10-27,15.754899226771453
2023-10-28,18.2262559682258
2023-10-29,17.917336375544007
2023-10-30,14.828140448726074
2023-10-31,17.917336375544007
2023-11-01,16.063818819453246
2023-11-02,14.210301263362487
2023-11-03,14.828140448726074
2023-11-04,19.46193433895297
2023-11-05,17.60841678286221
2023-11-06,14.210301263362487
2023-11-07,14.51922085604428
2023-11-08,15.137060041407867
2023-11-09,15.754899226771453
2023-11-10,15.44597963408966
2023-11-11,17.917336375544007
2023-11-12,17.917336375544007
2023-11-13,13.901381670680694
2023-11-14,12.974622892635315
2023-11-15,14.828140448726074
2023-11-16,15.44597963408966
2023-11-17,16.063818819453246
2023-11-18,17.60841678286221
2023-11-19,17.917336375544007
2023-11-20,15.137060041407867
2023-11-21,15.44597963408966
2023-11-22,15.754899226771453
2023-11-23,19.46193433895297
2023-11-24,17.60841678286221
2023-11-25,17.60841678286221
2023-11-26,17.917336375544007
2023-11-27,15.754899226771453
2023-11-28,15.137060041407867
2023-11-29,16.37273841213504
2023-11-30,16.063818819453246
2023-12-01,16.681658004816832
2023-12-02,17.60841678286221
2023-12-03,22.860049858452697
2023-12-04,16.681658004816832
2023-12-05,16.681658004816832
2023-12-06,16.063818819453246
2023-12-07,16.37273841213504
2023-12-08,16.37273841213504
2023-12-09,18.844095153589386
2023-12-10,19.770853931634765
2023-12-11,15.44597963408966
2023-12-12,16.063818819453246
2023-12-13,15.754899226771453
2023-12-14,16.063818819453246
2023-12-15,16.681658004816832
2023-12-16,18.844095153589386
2023-12-17,19.46193433895297
2023-12-18,16.37273841213504
2023-12-19,15.754899226771453
2023-12-20,16.681658004816832
2023-12-21,18.535175560907593
2023-12-22,17.299497190180418
2023-12-23,19.770853931634765
2023-12-24,19.770853931634765
2023-12-25,22.551130265770905
2023-12-26,18.2262559682258
2023-12-27,17.299497190180418
2023-12-28,16.990577597498625
2023-12-29,17.60841678286221
2023-12-30,18.535175560907593
2023-12-31,18.844095153589386
2024-01-01,20.234233320657452
2024-01-02,15.600439430430557
2024-01-03,16.681658004816832
2024-01-04,15.90935902311235
2024-01-05,15.44597963408966
2024-01-06,18.535175560907593
2024-01-07,18.68963535724849
2024-01-08,14.98260024506697
2024-01-09,13.901381670680694
2024-01-10,14.98260024506697
2024-01-11,17.299497190180418
2024-01-12,17.60841678286221
2024-01-13,19.46193433895297
2024-01-14,18.535175560907593
2024-01-15,16.063818819453246
2024-01-16,15.137060041407867
2024-01-17,16.21827861579414
2024-01-18,16.063818819453246
2024-01-19,15.754899226771453
2024-01-20,18.844095153589386
2024-01-21,18.535175560907593
2024-01-22,15.137060041407867
2024-01-23,15.44597963408966
2024-01-24,16.063818819453246
2024-01-25,15.44597963408966
2024-01-26,15.754899226771453
2024-01-27,19.46193433895297
2024-01-28,19.15301474627118
2024-01-29,15.754899226771453
2024-01-30,16.681658004816832
2024-01-31,17.299497190180418
2024-02-01,20.079773524316558
2024-02-02,21.93329108040732
2024-02-03,25.33140659990704
2024-02-04,21.93329108040732
2024-02-05,17.917336375544007
2024-02-06,16.990577597498625
2024-02-07,16.063818819453246
2024-02-08,20.079773524316558
2024-02-09,20.38869311699835
2024-02-10,22.551130265770905
2024-02-11,21.31545189504373
2024-02-12,17.917336375544007
2024-02-13,16.990577597498625
2024-02-14,16.063818819453246
2024-02-15,16.37273841213504
2024-02-16,18.2262559682258
2024-02-17,21.006532302361936
2024-02-18,21.31545189504373
2024-02-19,18.844095153589386
2024-02-20,16.37273841213504
2024-02-21,16.681658004816832
2024-02-22,16.37273841213504
2024-02-23,16.681658004816832
2024-02-24,20.697612709680143
2024-02-25,21.624371487725522
2024-02-26,16.681658004816832
2024-02-27,15.44597963408966
2024-02-28,16.37273841213504
2024-02-29,16.681658004816832
2024-03-01,16.681658004816832
2024-03-02,20.38869311699835
2024-03-03,21.624371487725522
2024-03-04,16.990577597498625
2024-03-05,15.754899226771453
2024-03-06,15.754899226771453
2024-03-07,15.44597963408966
2024-03-08,16.063818819453246
2024-03-09,19.46193433895297
2024-03-10,19.46193433895297
2024-03-11,16.063818819453246
2024-03-12,16.063818819453246
2024-03-13,17.60841678286221
2024-03-14,16.681658004816832
2024-03-15,16.990577597498625
2024-03-16,21.006532302361936
2024-03-17,20.697612709680143
2024-03-18,15.754899226771453
2024-03-19,15.44597963408966
2024-03-20,16.681658004816832
2024-03-21,15.754899226771453
2024-03-22,16.990577597498625
2024-03-23,20.38869311699835
2024-03-24,21.624371487725522
2024-03-25,16.681658004816832
2024-03-26,16.990577597498625
2024-03-27,16.990577597498625
2024-03-28,17.917336375544007
2024-03-29,18.535175560907593
2024-03-30,20.079773524316558
2024-03-31,23.16896945113449
2024-04-01,18.535175560907593
2024-04-02,17.60841678286221
2024-04-03,16.681658004816832
2024-04-04,17.299497190180418
2024-04-05,19.15301474627118
2024-04-06,22.24221067308911
2024-04-07,27.184924155997802
2024-04-08,29.65628089745215
2024-04-09,15.44597963408966
2024-04-10,17.299497190180418
2024-04-11,16.37273841213504
2024-04-12,18.535175560907593
2024-04-13,21.006532302361936
2024-04-14,21.93329108040732
2024-04-15,19.15301474627118
2024-04-16,21.624371487725522
2024-04-17,20.38869311699835
2024-04-18,17.917336375544007
2024-04-19,17.60841678286221
2024-04-20,22.24221067308911
2024-04-21,23.16896945113449
2024-04-22,17.917336375544007
2024-04-23,17.60841678286221
2024-04-24,17.299497190180418
2024-04-25,16.990577597498625
2024-04-26,18.535175560907593
2024-04-27,24.404647821861662
2024-04-28,25.022487007225248
2024-04-29,19.770853931634765
2024-04-30,18.535175560907593
2024-05-01,17.917336375544007
2024-05-02,18.2262559682258
2024-05-03,18.844095153589386
2024-05-04,21.93329108040732
2024-05-05,22.551130265770905
2024-05-06,18.535175560907593
2024-05-07,17.917336375544007
2024-05-08,18.535175560907593
2024-05-09,18.535175560907593
2024-05-10,19.46193433895297
2024-05-11,22.860049858452697
2024-05-12,23.477889043816283
2024-05-13,19.15301474627118
2024-05-14,17.917336375544007
2024-05-15,18.535175560907593
2024-05-16,19.15301474627118
2024-05-17,19.46193433895297
2024-05-18,23.477889043816283
2024-05-19,24.404647821861662
2024-05-20,18.844095153589386
2024-05-21,17.60841678286221
2024-05-22,17.299497190180418
2024-05-23,18.844095153589386
2024-05-24,19.770853931634765
2024-05-25,22.24221067308911
2024-05-26,22.24221067308911
2024-05-27,22.24221067308911
2024-05-28,18.2262559682258
2024-05-29,17.60841678286221
2024-05-30,18.844095153589386
2024-05-31,19.15301474627118
2024-06-01,21.93329108040732
2024-06-02,21.93329108040732
2024-06-03,17.917336375544007
2024-06-04,17.917336375544007
2024-06-05,18.844095153589386
2024-06-06,19.15301474627118
2024-06-07,21.006532302361936
2024-06-08,24.713567414543455
2024-06-09,22.551130265770905
2024-06-10,18.844095153589386
2024-06-11,19.15301474627118
2024-06-12,19.46193433895297
2024-06-13,20.079773524316558
2024-06-14,18.844095153589386
2024-06-15,22.860049858452697
2024-06-16,22.860049858452697
2024-06-17,18.844095153589386
2024-06-18,17.917336375544007
2024-06-19,18.535175560907593
2024-06-20,17.60841678286221
2024-06-21,19.770853931634765
2024-06-22,22.24221067308911
2024-06-23,23.477889043816283
2024-06-24,19.15301474627118
2024-06-25,18.2262559682258
2024-06-26,17.917336375544007
2024-06-27,19.15301474627118
2024-06-28,18.535175560907593
2024-06-29,21.93329108040732
2024-06-30,22.551130265770905
2024-07-01,19.770853931634765
2024-07-02,19.15301474627118
2024-07-03,18.844095153589386
2024-07-04,23.786808636498076
2024-07-05,21.31545189504373
2024-07-06,22.24221067308911
2024-07-07,22.24221067308911
2024-07-08,18.535175560907593
2024-07-09,18.535175560907593
2024-07-10,17.917336375544007
2024-07-11,18.2262559682258
2024-07-12,19.46193433895297
2024-07-13,21.93329108040732
2024-07-14,20.38869311699835
2024-07-15,17.299497190180418
2024-07-16,18.535175560907593
2024-07-17,19.46193433895297
2024-07-18,17.917336375544007
2024-07-19,17.917336375544007
2024-07-20,19.770853931634765
2024-07-21,20.697612709680143
2024-07-22,17.299497190180418
2024-07-23,17.299497190180418
2024-07-24,16.063818819453246
2024-07-25,17.60841678286221
2024-07-26,17.917336375544007
2024-07-27,20.079773524316558
2024-07-28,21.006532302361936
2024-07-29,17.299497190180418
2024-07-30,17.299497190180418
2024-07-31,18.535175560907593
2024-08-01,17.299497190180418
2024-08-02,16.990577597498625
2024-08-03,20.38869311699835
2024-08-04,22.24221067308911
2024-08-05,16.681658004816832
2024-08-06,16.990577597498625
2024-08-07,16.990577597498625
2024-08-08,16.681658004816832
2024-08-09,17.299497190180418
2024-08-10,20.38869311699835
2024-08-11,22.24221067308911
2024-08-12,17.299497190180418
2024-08-13,16.063818819453246
2024-08-14,16.37273841213504
2024-08-15,16.37273841213504
2024-08-16,17.299497190180418
2024-08-17,21.624371487725522
2024-08-18,21.58024011734241
2024-08-19,16.277120442971626
2024-08-20,16.836117801157727
2024-08-21,16.277120442971626
2024-08-22,16.990577597498625
2024-08-23,16.990577597498625
2024-08-24,20.86678296281541
2024-08-25,22.757076660892096
2024-08-26,17.145037393839523
2024-08-27,30.66394718786657
2024-08-28,28.369115927944673
2024-08-29,24.897448124473094
2024-08-30,24.897448124473094
2024-08-31,28.06019633526288
2024-09-01,30.818406984207463
2024-09-02,29.082573082471672
2024-09-03,21.02124275915631
2024-09-04,20.30778560462931
2024-09-05,20.30778560462931
2024-09-06,20.153325808288415
2024-09-07,26.63328202620888
2024-09-08,25.919824871681886
2024-09-09,21.734699913683308
2024-09-10,18.726411499234416
2024-09-11,18.417491906552623
2024-09-12,19.439868653761415
2024-09-13,19.439868653761415
2024-09-14,24.897448124473094
2024-09-15,23.470533815419095
2024-09-16,19.439868653761415
2024-09-17,17.799652721189034
2024-09-18,20.226878092260268
2024-09-19,21.035953215950677
2024-09-20,21.035953215950677
2024-09-21,25.89040395809314
2024-09-22,24.27225371071232
