Time,sabrina_carpenter
2023-03-10,42.285714285714285
2023-03-11,49.14285714285714
2023-03-12,36.57142857142857
2023-03-13,37.714285714285715
2023-03-14,38.857142857142854
2023-03-15,34.285714285714285
2023-03-16,46.857142857142854
2023-03-17,73.14285714285714
2023-03-18,59.42857142857142
2023-03-19,46.857142857142854
2023-03-20,42.285714285714285
2023-03-21,43.42857142857142
2023-03-22,43.42857142857142
2023-03-23,40.0
2023-03-24,40.0
2023-03-25,48.0
2023-03-26,51.42857142857142
2023-03-27,38.857142857142854
2023-03-28,42.285714285714285
2023-03-29,38.857142857142854
2023-03-30,41.14285714285714
2023-03-31,42.285714285714285
2023-04-01,46.857142857142854
2023-04-02,49.14285714285714
2023-04-03,41.14285714285714
2023-04-04,35.42857142857142
2023-04-05,34.285714285714285
2023-04-06,35.42857142857142
2023-04-07,32.0
2023-04-08,32.0
2023-04-09,34.285714285714285
2023-04-10,30.857142857142854
2023-04-11,46.857142857142854
2023-04-12,42.285714285714285
2023-04-13,35.42857142857142
2023-04-14,38.857142857142854
2023-04-15,44.57142857142857
2023-04-16,43.42857142857142
2023-04-17,33.14285714285714
2023-04-18,24.0
2023-04-19,30.857142857142854
2023-04-20,29.71428571428571
2023-04-21,35.42857142857142
2023-04-22,41.14285714285714
2023-04-23,44.57142857142857
2023-04-24,35.42857142857142
2023-04-25,30.857142857142854
2023-04-26,28.964903608502222
2023-04-27,36.06327236777064
2023-04-28,30.107760751359365
2023-04-29,36.634700939199206
2023-04-30,33.085516559565
2023-05-01,33.085516559565
2023-05-02,36.06327236777064
2023-05-03,33.65694513099358
2023-05-04,26.55857637172516
2023-05-05,21.86653484923381
2023-05-06,33.085516559565
2023-05-07,37.206129510627775
2023-05-08,28.39347503707365
2023-05-09,28.964903608502222
2023-05-10,33.65694513099358
2023-05-11,44.30449826989619
2023-05-12,54.38062283737024
2023-05-13,59.07266435986159
2023-05-14,50.831438457736034
2023-05-15,33.085516559565
2023-05-16,32.51408798813643
2023-05-17,33.085516559565
2023-05-18,25.98714780029659
2023-05-19,24.844290657439444
2023-05-20,25.415719228868017
2023-05-21,25.415719228868017
2023-05-22,18.888779041028172
2023-05-23,18.888779041028172
2023-05-24,17.745921898171034
2023-05-25,21.86653484923381
2023-05-26,18.34898665348492
2023-05-27,22.01878398418191
2023-05-28,25.688581314878892
2023-05-29,22.01878398418191
2023-05-30,22.01878398418191
2023-05-31,22.01878398418191
2023-06-01,18.34898665348492
2023-06-02,40.36777063766683
2023-06-03,40.36777063766683
2023-06-04,29.358378645575876
2023-06-05,25.688581314878892
2023-06-06,25.688581314878892
2023-06-07,22.01878398418191
2023-06-08,22.01878398418191
2023-06-09,18.34898665348492
2023-06-10,18.34898665348492
2023-06-11,22.01878398418191
2023-06-12,18.34898665348492
2023-06-13,18.34898665348492
2023-06-14,14.679189322787938
2023-06-15,18.34898665348492
2023-06-16,22.01878398418191
2023-06-17,22.01878398418191
2023-06-18,18.34898665348492
2023-06-19,18.34898665348492
2023-06-20,22.01878398418191
2023-06-21,22.01878398418191
2023-06-22,18.34898665348492
2023-06-23,18.34898665348492
2023-06-24,18.34898665348492
2023-06-25,22.01878398418191
2023-06-26,18.34898665348492
2023-06-27,14.679189322787938
2023-06-28,14.679189322787938
2023-06-29,18.34898665348492
2023-06-30,22.01878398418191
2023-07-01,22.01878398418191
2023-07-02,29.358378645575876
2023-07-03,29.358378645575876
2023-07-04,29.358378645575876
2023-07-05,22.01878398418191
2023-07-06,25.688581314878892
2023-07-07,25.688581314878892
2023-07-08,22.01878398418191
2023-07-09,22.01878398418191
2023-07-10,22.01878398418191
2023-07-11,22.01878398418191
2023-07-12,25.688581314878892
2023-07-13,22.01878398418191
2023-07-14,22.01878398418191
2023-07-15,25.688581314878892
2023-07-16,29.358378645575876
2023-07-17,22.01878398418191
2023-07-18,18.34898665348492
2023-07-19,25.688581314878892
2023-07-20,22.01878398418191
2023-07-21,22.01878398418191
2023-07-22,22.01878398418191
2023-07-23,22.01878398418191
2023-07-24,22.01878398418191
2023-07-25,22.01878398418191
2023-07-26,22.01878398418191
2023-07-27,25.688581314878892
2023-07-28,22.01878398418191
2023-07-29,25.688581314878892
2023-07-30,33.02817597627286
2023-07-31,29.358378645575876
2023-08-01,22.01878398418191
2023-08-02,22.01878398418191
2023-08-03,22.01878398418191
2023-08-04,36.69797330696984
2023-08-05,47.7073652990608
2023-08-06,36.69797330696984
2023-08-07,29.358378645575876
2023-08-08,25.688581314878892
2023-08-09,25.688581314878892
2023-08-10,29.358378645575876
2023-08-11,29.358378645575876
2023-08-12,29.358378645575876
2023-08-13,25.688581314878892
2023-08-14,25.688581314878892
2023-08-15,22.01878398418191
2023-08-16,29.358378645575876
2023-08-17,29.358378645575876
2023-08-18,25.688581314878892
2023-08-19,36.69797330696984
2023-08-20,33.02817597627286
2023-08-21,22.01878398418191
2023-08-22,29.358378645575876
2023-08-23,25.688581314878892
2023-08-24,22.01878398418191
2023-08-25,40.36777063766683
2023-08-26,47.7073652990608
2023-08-27,62.38655462184874
2023-08-28,44.03756796836382
2023-08-29,33.02817597627286
2023-08-30,33.02817597627286
2023-08-31,33.02817597627286
2023-09-01,36.69797330696984
2023-09-02,33.02817597627286
2023-09-03,40.36777063766683
2023-09-04,33.02817597627286
2023-09-05,25.688581314878892
2023-09-06,22.01878398418191
2023-09-07,22.01878398418191
2023-09-08,29.358378645575876
2023-09-09,44.03756796836382
2023-09-10,40.36777063766683
2023-09-11,33.02817597627286
2023-09-12,40.36777063766683
2023-09-13,91.74493326742461
2023-09-14,51.377162629757784
2023-09-15,40.36777063766683
2023-09-16,40.36777063766683
2023-09-17,33.02817597627286
2023-09-18,29.358378645575876
2023-09-19,29.358378645575876
2023-09-20,29.358378645575876
2023-09-21,25.688581314878892
2023-09-22,25.688581314878892
2023-09-23,40.36777063766683
2023-09-24,36.69797330696984
2023-09-25,25.688581314878892
2023-09-26,25.688581314878892
2023-09-27,29.358378645575876
2023-09-28,25.688581314878892
2023-09-29,29.358378645575876
2023-09-30,33.02817597627286
2023-10-01,29.358378645575876
2023-10-02,198.16905585763715
2023-10-03,51.377162629757784
2023-10-04,33.02817597627286
2023-10-05,29.358378645575876
2023-10-06,25.688581314878892
2023-10-07,29.358378645575876
2023-10-08,29.358378645575876
2023-10-09,25.688581314878892
2023-10-10,22.01878398418191
2023-10-11,25.688581314878892
2023-10-12,25.688581314878892
2023-10-13,25.688581314878892
2023-10-14,29.358378645575876
2023-10-15,25.688581314878892
2023-10-16,22.01878398418191
2023-10-17,22.01878398418191
2023-10-18,33.02817597627286
2023-10-19,33.02817597627286
2023-10-20,25.688581314878892
2023-10-21,29.358378645575876
2023-10-22,25.688581314878892
2023-10-23,22.01878398418191
2023-10-24,25.688581314878892
2023-10-25,18.34898665348492
2023-10-26,22.01878398418191
2023-10-27,22.01878398418191
2023-10-28,22.01878398418191
2023-10-29,25.688581314878892
2023-10-30,22.01878398418191
2023-10-31,47.7073652990608
2023-11-01,40.36777063766683
2023-11-02,36.69797330696984
2023-11-03,40.36777063766683
2023-11-04,44.03756796836382
2023-11-05,40.36777063766683
2023-11-06,44.03756796836382
2023-11-07,47.7073652990608
2023-11-08,40.36777063766683
2023-11-09,29.358378645575876
2023-11-10,40.36777063766683
2023-11-11,40.36777063766683
2023-11-12,58.71675729115175
2023-11-13,51.377162629757784
2023-11-14,47.7073652990608
2023-11-15,44.03756796836382
2023-11-16,51.377162629757784
2023-11-17,73.39594661393969
2023-11-18,66.05635195254573
2023-11-19,62.38655462184874
2023-11-20,55.046959960454764
2023-11-21,47.7073652990608
2023-11-22,51.377162629757784
2023-11-23,58.71675729115175
2023-11-24,44.03756796836382
2023-11-25,62.38655462184874
2023-11-26,69.7261492832427
2023-11-27,58.71675729115175
2023-11-28,55.046959960454764
2023-11-29,73.39594661393969
2023-11-30,73.39594661393969
2023-12-01,88.07513593672763
2023-12-02,84.40533860603064
2023-12-03,102.75432525951557
2023-12-04,84.40533860603064
2023-12-05,62.38655462184874
2023-12-06,66.05635195254573
2023-12-07,58.71675729115175
2023-12-08,62.38655462184874
2023-12-09,80.73554127533366
2023-12-10,73.39594661393969
2023-12-11,62.38655462184874
2023-12-12,55.046959960454764
2023-12-13,51.377162629757784
2023-12-14,66.05635195254573
2023-12-15,77.06574394463668
2023-12-16,80.73554127533366
2023-12-17,84.40533860603064
2023-12-18,62.38655462184874
2023-12-19,62.38655462184874
2023-12-20,62.38655462184874
2023-12-21,62.38655462184874
2023-12-22,116.56465290899206
2023-12-23,82.4389674506416
2023-12-24,77.18006784901976
2023-12-25,75.34516918367126
2023-12-26,62.74667492065545
2023-12-27,62.74667492065545
2023-12-28,60.91177625530696
2023-12-29,62.74667492065545
2023-12-30,55.65287665368511
2023-12-31,62.74667492065545
2024-01-01,362.29245298999206
2024-01-02,84.2738661159901
2024-01-03,73.51027051832277
2024-01-04,66.41647225135243
2024-01-05,53.81797798833662
2024-01-06,62.74667492065545
2024-01-07,86.10876478133859
2024-01-08,73.51027051832277
2024-01-09,62.74667492065545
2024-01-10,55.65287665368511
2024-01-11,62.74667492065545
2024-01-12,60.91177625530696
2024-01-13,75.34516918367126
2024-01-14,95.03746171365742
2024-01-15,84.2738661159901
2024-01-16,64.58157358600394
2024-01-17,62.74667492065545
2024-01-18,55.65287665368511
2024-01-19,62.74667492065545
2024-01-20,75.34516918367126
2024-01-21,73.62459442270585
2024-01-22,63.106795219462164
2024-01-23,63.106795219462164
2024-01-24,63.106795219462164
2024-01-25,52.58899601621847
2024-01-26,52.58899601621847
2024-01-27,63.106795219462164
2024-01-28,63.106795219462164
2024-01-29,42.071196812974776
2024-01-30,42.071196812974776
2024-01-31,42.071196812974776
2024-02-01,42.071196812974776
2024-02-02,42.071196812974776
2024-02-03,52.58899601621847
2024-02-04,52.58899601621847
2024-02-05,63.106795219462164
2024-02-06,73.62459442270585
2024-02-07,63.106795219462164
2024-02-08,52.58899601621847
2024-02-09,52.58899601621847
2024-02-10,52.58899601621847
2024-02-11,52.58899601621847
2024-02-12,42.071196812974776
2024-02-13,42.071196812974776
2024-02-14,63.106795219462164
2024-02-15,84.14239362594955
2024-02-16,63.106795219462164
2024-02-17,94.66019282919325
2024-02-18,105.17799203243695
2024-02-19,73.62459442270585
2024-02-20,73.62459442270585
2024-02-21,63.106795219462164
2024-02-22,52.58899601621847
2024-02-23,105.17799203243695
2024-02-24,199.8381848616302
2024-02-25,126.21359043892433
2024-02-26,73.62459442270585
2024-02-27,63.106795219462164
2024-02-28,52.58899601621847
2024-02-29,52.58899601621847
2024-03-01,52.58899601621847
2024-03-02,63.106795219462164
2024-03-03,73.62459442270585
2024-03-04,115.69579123568063
2024-03-05,73.62459442270585
2024-03-06,63.106795219462164
2024-03-07,63.106795219462164
2024-03-08,63.106795219462164
2024-03-09,84.14239362594955
2024-03-10,84.14239362594955
2024-03-11,115.69579123568063
2024-03-12,126.21359043892433
2024-03-13,105.17799203243695
2024-03-14,84.14239362594955
2024-03-15,63.106795219462164
2024-03-16,84.14239362594955
2024-03-17,84.14239362594955
2024-03-18,63.106795219462164
2024-03-19,42.071196812974776
2024-03-20,42.071196812974776
2024-03-21,42.071196812974776
2024-03-22,42.071196812974776
2024-03-23,52.58899601621847
2024-03-24,52.58899601621847
2024-03-25,52.58899601621847
2024-03-26,42.071196812974776
2024-03-27,52.58899601621847
2024-03-28,52.58899601621847
2024-03-29,52.58899601621847
2024-03-30,52.58899601621847
2024-03-31,42.071196812974776
2024-04-01,105.17799203243695
2024-04-02,126.21359043892433
2024-04-03,73.62459442270585
2024-04-04,63.106795219462164
2024-04-05,52.58899601621847
2024-04-06,52.58899601621847
2024-04-07,63.106795219462164
2024-04-08,52.58899601621847
2024-04-09,42.071196812974776
2024-04-10,52.58899601621847
2024-04-11,52.58899601621847
2024-04-12,178.8025864551428
2024-04-13,336.5695745037982
2024-04-14,315.5339760973108
2024-04-15,199.8381848616302
2024-04-16,168.2847872518991
2024-04-17,157.7669880486554
2024-04-18,178.8025864551428
2024-04-19,168.2847872518991
2024-04-20,273.462779284336
2024-04-21,231.39158247136126
2024-04-22,157.7669880486554
2024-04-23,157.7669880486554
2024-04-24,157.7669880486554
2024-04-25,157.7669880486554
2024-04-26,157.7669880486554
2024-04-27,157.7669880486554
2024-04-28,147.2491888454117
2024-04-29,115.69579123568063
2024-04-30,126.21359043892433
2024-05-01,126.21359043892433
2024-05-02,157.7669880486554
2024-05-03,168.2847872518991
2024-05-04,168.2847872518991
2024-05-05,157.7669880486554
2024-05-06,126.21359043892433
2024-05-07,220.87378326811756
2024-05-08,147.2491888454117
2024-05-09,157.7669880486554
2024-05-10,147.2491888454117
2024-05-11,189.3203856583865
2024-05-12,220.87378326811756
2024-05-13,157.7669880486554
2024-05-14,126.21359043892433
2024-05-15,115.69579123568063
2024-05-16,105.17799203243695
2024-05-17,126.21359043892433
2024-05-18,157.7669880486554
2024-05-19,483.8187633492099
2024-05-20,262.94498008109235
2024-05-21,178.8025864551428
2024-05-22,157.7669880486554
2024-05-23,157.7669880486554
2024-05-24,147.2491888454117
2024-05-25,178.8025864551428
2024-05-26,168.2847872518991
2024-05-27,199.8381848616302
2024-05-28,189.3203856583865
2024-05-29,157.7669880486554
2024-05-30,147.2491888454117
2024-05-31,136.731389642168
2024-06-01,168.2847872518991
2024-06-02,178.8025864551428
2024-06-03,178.8025864551428
2024-06-04,178.8025864551428
2024-06-05,178.8025864551428
2024-06-06,168.2847872518991
2024-06-07,694.1747474140838
2024-06-08,610.0323537881343
2024-06-09,578.4789561784032
2024-06-10,515.372160958941
2024-06-11,399.6763697232604
2024-06-12,378.640771316773
2024-06-13,389.15857052001667
2024-06-14,368.1229721135293
2024-06-15,357.6051729102856
2024-06-16,357.6051729102856
2024-06-17,378.640771316773
2024-06-18,357.6051729102856
2024-06-19,399.6763697232604
2024-06-20,757.281542633546
2024-06-21,588.9967553816468
2024-06-22,546.925558568672
2024-06-23,452.26536573947885
2024-06-24,515.372160958941
2024-06-25,925.566329885445
2024-06-26,515.372160958941
2024-06-27,389.15857052001667
2024-06-28,504.8543617556973
2024-06-29,368.1229721135293
2024-06-30,336.5695745037982
2024-07-01,294.4983776908234
2024-07-02,262.94498008109235
2024-07-03,252.42718087784866
2024-07-04,305.01617689406714
2024-07-05,262.94498008109235
2024-07-06,273.462779284336
2024-07-07,305.01617689406714
2024-07-08,231.39158247136126
2024-07-09,241.90938167460496
2024-07-10,252.42718087784866
2024-07-11,294.4983776908234
2024-07-12,294.4983776908234
2024-07-13,273.462779284336
2024-07-14,241.90938167460496
2024-07-15,199.8381848616302
2024-07-16,199.8381848616302
2024-07-17,210.3559840648739
2024-07-18,220.87378326811756
2024-07-19,220.87378326811756
2024-07-20,252.42718087784866
2024-07-21,231.39158247136126
2024-07-22,178.8025864551428
2024-07-23,178.8025864551428
2024-07-24,199.8381848616302
2024-07-25,241.90938167460496
2024-07-26,231.39158247136126
2024-07-27,220.87378326811756
2024-07-28,220.87378326811756
2024-07-29,157.7669880486554
2024-07-30,189.3203856583865
2024-07-31,178.8025864551428
2024-08-01,168.2847872518991
2024-08-02,178.8025864551428
2024-08-03,210.3559840648739
2024-08-04,199.8381848616302
2024-08-05,157.7669880486554
2024-08-06,157.7669880486554
2024-08-07,199.8381848616302
2024-08-08,178.8025864551428
2024-08-09,178.8025864551428
2024-08-10,210.3559840648739
2024-08-11,252.42718087784866
2024-08-12,210.3559840648739
2024-08-13,199.8381848616302
2024-08-14,168.2847872518991
2024-08-15,157.7669880486554
2024-08-16,189.3203856583865
2024-08-17,231.39158247136126
2024-08-18,244.5985628145353
2024-08-19,198.83419001260137
2024-08-20,180.07346601087548
2024-08-21,198.83419001260137
2024-08-22,231.0967384144313
2024-08-23,1053.4371472650448
2024-08-24,1034.676423263319
2024-08-25,795.3367600504055
2024-08-26,558.9811220343523
2024-08-27,416.4291040269286
2024-08-28,397.66838002520274
2024-08-29,411.1702044253068
2024-08-30,424.67202882541085
2024-08-31,378.9076560234769
2024-09-01,373.64875642185496
2024-09-02,392.4094804235809
2024-09-03,314.38255921981704
2024-09-04,314.38255921981704
2024-09-05,295.6218352180911
2024-09-06,333.1432832215429
2024-09-07,346.6451076216469
2024-09-08,341.38620802002504
2024-09-09,263.3592868162612
2024-09-10,249.85746241615715
2024-09-11,244.5985628145353
2024-09-12,725.5527636451238
2024-09-13,494.4560252306925
2024-09-14,429.93092842703265
2024-09-15,373.64875642185496
2024-09-16,314.38255921981704
2024-09-17,280.25944314839444
2024-09-18,280.25944314839444
2024-09-19,280.25944314839444
2024-09-20,296.7452927453588
2024-09-21,346.2028415362519
2024-09-22,313.2311423423232
2024-09-23,313.2311423423232
2024-09-24,609.976435087682
2024-09-25,593.4905854907176
2024-09-26,445.11793911803824
2024-09-27,395.6603903271451
2024-09-28,461.60378871500257
2024-09-29,445.11793911803824
2024-09-30,560.5188862967889
2024-10-01,478.08963831196695
